Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps,Year,Week,Tackle %,Sack %,QB Hit %
Jeffery Simmons ,DT,TEN,1,61,61,80,,,,,3.8,6.2,2020,2,0,0,0
Rashan Gary ,DT,GB,1,33,33,55,,,,,13.0,39.4,2020,2,6,5,0
Jachai Polite ,DE,LAR,1,1,1,1,,,,,0.0,0.0,2020,2,0,0,0
Dexter Lawrence II ,DT,NYG,1,39,39,60,,,,,7.5,19.2,2020,2,13,0,0
Dre'Mont Jones ,DT,DEN,1,20,20,30,,,,,0.8,4.0,2020,2,0,0,0
Montez Sweat ,DE,WAS,1,50,50,63,,,,,1.5,3.0,2020,2,2,0,0
Deionte Thompson ,S,ARI,1,2,2,3,,,,,0.0,0.0,2020,2,0,0,0
Jerry Tillery ,DT,LAC,1,54,54,70,,,,,1.5,2.8,2020,2,2,0,0
Byron Murphy ,CB,ARI,1,65,65,98,,,,,1.5,2.3,2020,2,2,0,0
Zach Allen ,DE,ARI,1,14,14,21,,,,,5.5,39.3,2020,2,14,0,0
Brian Burns ,DE,CAR,1,45,45,74,,,,,11.0,24.4,2020,2,9,0,0
Raekwon Davis ,DT,MIA,1,22,22,35,,,,,2.3,10.5,2020,2,5,0,0
Amani Oruwariye ,CB,DET,1,73,73,100,,,,,4.5,6.2,2020,2,4,0,0
Johnathan Abram ,S,LV,1,57,57,95,,,,,7.5,13.2,2020,2,7,0,0
Oshane Ximines ,LB,NYG,1,19,19,29,,,,,4.0,21.1,2020,2,5,0,0
Devin Bush Jr. ,LB,PIT,1,77,77,100,,,,,12.8,16.6,2020,2,8,0,0
Taylor Rapp ,S,LAR,1,17,17,24,,,,,3.0,17.6,2020,2,12,0,0
Julian Love ,CB,NYG,1,64,64,98,,,,,15.8,24.7,2020,2,6,0,0
Kris Boyd ,CB,MIN,1,3,3,4,,,,,0.0,0.0,2020,2,0,0,0
Trayvon Mullen ,CB,LV,1,53,53,88,,,,,4.5,8.5,2020,2,6,0,0
Jaylon Ferguson ,DE,BAL,1,14,14,24,,,,,0.0,0.0,2020,2,0,0,0
Juan Thornhill ,S,KC,1,82,82,98,,,,,3.8,4.6,2020,2,1,0,0
Chase Winovich ,DE,NE,1,47,47,73,,,,,5.0,10.6,2020,2,2,1,0
Isaiah Buggs ,DT,PIT,1,16,16,21,,,,,1.5,9.4,2020,2,6,0,0
Joe Jackson ,DE,CLE,1,31,31,34,,,,,7.0,22.6,2020,2,3,0,0
T.J. Edwards ,LB,PHI,1,29,29,41,,,,,8.5,29.3,2020,2,10,0,0
Charles Omenihu ,DE,HOU,1,29,29,45,,,,,8.0,27.6,2020,2,3,3,0
Nasir Adderley ,S,LAC,1,76,76,99,,,,,5.3,7.0,2020,2,4,0,0
Trevon Diggs ,CB,DAL,1,75,75,99,,,,,10.5,14.0,2020,2,8,0,0
Germaine Pratt ,LB,CIN,1,43,43,74,,,,,2.3,5.3,2020,2,2,0,0
Carl Granderson ,DE,NO,1,32,32,40,,,,,1.5,4.7,2020,2,3,0,0
Dre Greenlaw ,LB,SF,1,17,17,26,,,,,1.5,8.8,2020,2,6,0,0
Armon Watts ,DT,MIN,1,38,38,51,,,,,3.0,7.9,2020,2,5,0,0
Sione Takitaki ,LB,CLE,1,41,41,45,,,,,6.0,14.6,2020,2,7,0,0
John Cominsky ,DE,ATL,1,37,37,53,,,,,7.0,18.9,2020,2,3,0,0
Azeez Al-Shaair ,LB,SF,1,13,13,20,,,,,2.3,17.7,2020,2,8,0,0
Jahlani Tavai ,LB,DET,1,59,59,81,,,,,6.8,11.5,2020,2,5,0,0
Lonnie Johnson Jr. ,CB,HOU,1,23,23,35,,,,,4.5,19.6,2020,2,13,0,0
Darnell Savage Jr. ,S,GB,1,54,54,90,,,,,4.5,8.3,2020,2,4,0,0
Khari Willis ,S,IND,1,54,54,100,,,,,11.0,20.4,2020,2,6,0,0
Ugo Amadi ,S,SEA,1,47,47,65,,,,,14.5,30.9,2020,2,17,0,0
Justin Hollins ,LB,LAR,1,8,8,11,,,,,0.0,0.0,2020,2,0,0,0
Porter Gustin ,LB,CLE,1,63,63,68,,,,,7.0,11.1,2020,2,3,0,0
Ben Banogu ,DE,IND,1,12,12,22,,,,,2.3,19.2,2020,2,8,0,0
L.J. Collier ,LB,SEA,1,41,41,57,,,,,5.5,13.4,2020,2,2,0,0
Kingsley Keke ,DT,GB,1,35,35,58,,,,,3.0,8.6,2020,2,6,0,0
Ka'dar Hollman ,CB,GB,1,5,5,8,,,,,0.0,0.0,2020,2,0,0,0
Cody Barton ,LB,SEA,1,5,5,7,,,,,0.0,0.0,2020,2,0,0,0
Marquise Blair ,S,SEA,1,7,7,10,,,,,1.5,21.4,2020,2,14,0,0
Nik Needham ,CB,MIA,1,54,54,87,,,,,13.5,25.0,2020,2,11,0,0
Corey Ballentine ,CB,NYG,1,29,29,45,,,,,1.5,5.2,2020,2,3,0,0
Greg Gaines ,DT,LAR,1,6,6,8,,,,,0.0,0.0,2020,2,0,0,0
Ryan Connelly ,LB,MIN,1,1,1,1,,,,,0.0,0.0,2020,2,0,0,0
Andrew Van Ginkel ,LB,MIA,1,16,16,26,,,,,4.3,26.9,2020,2,0,3,0
Marcus Epps ,S,PHI,1,16,16,23,,,,,6.0,37.5,2020,2,19,0,0
Andrew Wingard ,S,JAC,1,62,62,98,,,,,12.0,19.4,2020,2,11,0,0
Jamel Dean ,CB,TB,1,54,54,74,,,,,9.8,18.1,2020,2,9,0,0
Tyrel Dodson ,LB,BUF,1,74,74,99,,,,,14.5,19.6,2020,2,7,0,0
Amani Hooker ,S,TEN,1,23,23,30,,,,,4.5,19.6,2020,2,9,0,0
David Long Jr. ,CB,LAR,1,6,6,8,,,,,0.0,0.0,2020,2,0,0,0
Anthony Nelson ,DE,TB,1,11,11,15,,,,,0.0,0.0,2020,2,0,0,0
Joejuan Williams ,CB,NE,1,8,8,13,,,,,0.0,0.0,2020,2,0,0,0
Sean Murphy-Bunting ,CB,TB,1,72,72,99,,,,,5.3,7.4,2020,2,4,0,0
C.J. Gardner-Johnson ,CB,NO,1,55,55,68,,,,,0.8,1.5,2020,2,0,0,0
Bless Austin ,CB,NYJ,1,61,61,100,,,,,3.0,4.9,2020,2,3,0,0
Malik Reed ,LB,DEN,1,31,31,47,,,,,4.5,14.5,2020,2,6,0,0
Bobby Okereke ,LB,IND,1,46,46,85,,,,,3.8,8.3,2020,2,4,0,0
Trysten Hill ,DT,DAL,1,39,39,51,,,,,2.3,5.9,2020,2,3,0,0
Will Harris ,S,DET,1,49,49,67,,,,,6.8,13.9,2020,2,8,0,0
Darryl Johnson ,DE,BUF,1,11,11,15,,,,,0.0,0.0,2020,2,0,0,0
Byron Cowart ,DT,NE,1,31,31,48,,,,,2.3,7.4,2020,2,3,0,0
Rashad Fenton ,DB,KC,1,82,82,98,,,,,0.0,0.0,2020,2,2,0,0
Maxx Crosby ,DE,LV,1,45,45,75,,,,,4.5,10.0,2020,2,4,0,0
Jimmy Moreland ,CB,WAS,1,77,77,97,,,,,9.0,11.7,2020,2,8,0,0
Kyle Phillips ,DT,NYJ,1,24,24,39,,,,,3.8,15.8,2020,2,8,0,0
Braxton Hoyett ,DT,KC,1,2,2,2,,,,,0.0,0.0,2020,2,0,0,0
Amani Bledsoe ,DE,CIN,1,24,24,41,,,,,2.3,9.6,2020,2,4,0,0
Matt Nelson ,DT,DET,1,2,2,200,,,,,0.0,0.0,2020,2,0,0,0
Kevin Givens ,DT,SF,1,38,38,58,,,,,1.5,3.9,2020,2,3,0,0
Anthony Rush ,DT,SEA,1,15,15,21,,,,,2.3,15.3,2020,2,7,0,0
Bryan Mone ,DT,SEA,1,26,26,36,,,,,0.8,3.1,2020,2,0,0,0
Kevin Strong ,DT,DET,1,13,13,18,,,,,4.5,34.6,2020,2,15,0,0
Freedom Akinmoladun ,DE,CIN,1,16,16,28,,,,,2.3,14.4,2020,2,6,0,0
Chase Young ,DE,WAS,1,55,55,70,,,,,15.0,27.3,2020,2,7,2,0
Jeff Okudah ,CB,DET,1,73,73,100,,,,,10.5,14.4,2020,2,10,0,0
Isaiah Simmons ,LB,ARI,1,7,7,11,,,,,0.0,0.0,2020,2,0,0,0
A.J. Epenesa ,DE,BUF,1,17,17,23,,,,,0.0,0.0,2020,2,0,0,0
Derrick Brown ,DT,CAR,1,44,44,72,,,,,1.5,3.4,2020,2,2,0,0
Javon Kinlaw ,DT,SF,1,43,43,66,,,,,2.3,5.3,2020,2,2,0,0
Kristian Fulton ,CB,TEN,1,44,44,58,,,,,11.0,25.0,2020,2,7,0,0
Kenneth Murray ,LB,LAC,1,64,64,83,,,,,13.5,21.1,2020,2,9,0,0
C.J. Henderson ,CB,JAC,1,61,61,97,,,,,9.0,14.8,2020,2,7,0,0
A.J. Terrell ,CB,ATL,1,69,69,99,,,,,6.8,9.9,2020,2,6,0,0
Neville Gallimore ,DT,DAL,1,14,14,18,,,,,0.0,0.0,2020,2,0,0,0
K'Lavon Chaisson ,DE,JAC,1,18,18,29,,,,,8.8,48.9,2020,2,6,6,0
Ashtyn Davis ,S,NYJ,1,13,13,21,,,,,0.0,0.0,2020,2,0,0,0
Jordan Elliott ,DT,CLE,1,34,34,37,,,,,0.8,2.4,2020,2,0,0,0
Brandon Jones ,S,MIA,1,18,18,29,,,,,1.5,8.3,2020,2,6,0,0
Jeff Gladney ,CB,MIN,1,60,60,81,,,,,9.0,15.0,2020,2,10,0,0
Jaylon Johnson ,CB,CHI,1,63,63,97,,,,,8.3,13.2,2020,2,5,0,0
Damon Arnette ,CB,LV,1,49,49,82,,,,,10.5,21.4,2020,2,14,0,0
DaVon Hamilton ,DT,JAC,1,27,27,43,,,,,2.3,8.5,2020,2,0,0,0
Akeem Davis-Gaither ,LB,CIN,1,19,19,33,,,,,0.0,0.0,2020,2,0,0,0
Antoine Winfield Jr. ,S,TB,1,72,72,99,,,,,22.3,31.0,2020,2,11,1,0
Troy Dye ,LB,MIN,1,21,21,28,,,,,0.0,0.0,2020,2,0,0,0
Rashard Lawrence ,DT,ARI,1,25,25,38,,,,,0.0,0.0,2020,2,0,0,0
Anfernee Jennings ,LB,NE,1,2,2,3,,,,,0.0,0.0,2020,2,0,0,0
Jordyn Brooks ,LB,SEA,1,8,8,11,,,,,0.0,0.0,2020,2,0,0,0
Malik Harrison ,LB,BAL,1,11,11,19,,,,,1.5,13.6,2020,2,9,0,0
Larrell Murchison ,DT,TEN,1,16,16,21,,,,,0.8,5.0,2020,2,0,0,0
Bradlee Anae ,DE,DAL,1,3,3,4,,,,,0.0,0.0,2020,2,0,0,0
Alex Highsmith ,DE,PIT,1,11,11,14,,,,,0.0,0.0,2020,2,0,0,0
Khalid Kareem ,DE,CIN,1,14,14,24,,,,,1.5,10.7,2020,2,7,0,0
Kyle Dugger ,S,NE,1,34,34,53,,,,,6.0,17.6,2020,2,9,0,0
Michael Ojemudia ,CB,DEN,1,65,65,98,,,,,9.8,15.1,2020,2,8,0,0
Darnay Holmes ,CB,NYG,1,25,25,38,,,,,2.3,9.2,2020,2,4,0,0
D.J. Wonnum ,DE,MIN,1,25,25,34,,,,,1.5,6.0,2020,2,4,0,0
Essang Bassey ,S,DEN,1,47,47,71,,,,,1.5,3.2,2020,2,2,0,0
Ross Blacklock ,DT,HOU,1,17,17,26,,,,,0.8,4.7,2020,2,0,0,0
Jonathan Garvin ,DE,GB,1,2,2,3,,,,,0.0,0.0,2020,2,0,0,0
Julian Blackmon ,S,IND,1,34,34,63,,,,,6.0,17.6,2020,2,6,0,0
Bravvion Roy ,DT,CAR,1,17,17,28,,,,,1.5,8.8,2020,2,6,0,0
Patrick Queen ,LB,BAL,1,42,42,71,,,,,12.0,28.6,2020,2,17,0,0
Jeremy Chinn ,S,CAR,1,60,60,98,,,,,5.3,8.8,2020,2,2,0,0
Kamren Curl ,S,WAS,1,32,32,41,,,,,3.0,9.4,2020,2,6,0,0
Krys Barnes ,LB,GB,1,15,15,25,,,,,3.0,20.0,2020,2,7,0,0
Casey Toohill ,LB,PHI,1,22,22,31,,,,,0.0,0.0,2020,2,0,0,0
Willie Gay Jr. ,LB,KC,1,6,6,7,,,,,0.8,13.3,2020,2,0,0,0
Logan Wilson ,LB,CIN,1,14,14,24,,,,,0.0,0.0,2020,2,0,0,0
Broderick Washington Jr. ,DT,BAL,1,3,3,5,,,,,0.0,0.0,2020,2,0,0,0
John Penisini ,DT,DET,1,18,18,25,,,,,0.0,0.0,2020,2,0,0,0
Troy Pride Jr. ,CB,CAR,1,8,8,13,,,,,0.8,10.0,2020,2,0,0,0
Malcolm Roach ,DT,NO,1,29,29,36,,,,,7.0,24.1,2020,2,7,0,0
Michael Danna ,DE,KC,1,40,40,48,,,,,9.5,23.8,2020,2,3,3,0
Mykal Walker ,LB,ATL,1,41,41,59,,,,,6.8,16.6,2020,2,7,0,0
Josh Metellus ,S,MIN,1,3,3,4,,,,,0.0,0.0,2020,2,0,0,0
Jordan Fuller ,S,LAR,1,71,71,100,,,,,10.5,14.8,2020,2,7,0,0
Noah Igbinoghene ,CB,MIA,1,57,57,92,,,,,10.0,17.5,2020,2,7,0,0
Tershawn Wharton ,DE,KC,1,25,25,30,,,,,9.3,37.2,2020,2,16,0,0
L'Jarius Sneed ,CB,KC,1,82,82,98,,,,,16.3,19.9,2020,2,7,0,0
Jaylinn Hawkins ,S,ATL,1,4,4,6,,,,,0.0,0.0,2020,2,0,0,0
Isaiah Rodgers ,CB,IND,1,18,18,33,,,,,1.5,8.3,2020,2,6,0,0
Chris Claybrooks ,CB,JAC,1,7,7,11,,,,,0.0,0.0,2020,2,0,0,0
Vernon Scott ,S,GB,1,5,5,8,,,,,9.5,190.0,2020,2,40,20,0
Sam Franklin Jr. ,LB,CAR,1,2,2,3,,,,,0.0,0.0,2020,2,0,0,0
Ross Matiscik ,LB,JAC,1,1,1,100,,,,,0.0,0.0,2020,2,0,0,0
Javin White ,LB,LV,1,1,1,2,,,,,0.0,0.0,2020,2,0,0,0
Chris Jackson ,DB,TEN,1,38,38,50,,,,,0.0,0.0,2020,2,8,0,0
Patrick Peterson ,CB,ARI,1,66,66,100,,,,,1.5,2.3,2020,3,2,0,0
Adrian Clayborn ,DE,CLE,1,16,16,26,,,,,0.0,0.0,2020,3,0,0,0
Cameron Heyward ,DE,PIT,1,37,37,77,,,,,3.0,8.1,2020,3,5,0,0
Robert Quinn ,LB,CHI,1,32,32,46,,,,,0.0,0.0,2020,3,0,0,0
J.J. Watt ,DE,HOU,1,72,72,90,,,,,3.8,5.3,2020,3,1,0,0
Aldon Smith ,DE,DAL,1,60,60,78,,,,,24.5,40.8,2020,3,7,5,0
Allen Bailey ,DE,ATL,1,33,33,40,,,,,5.5,16.7,2020,3,6,0,0
Justin Houston ,DE,IND,1,32,32,50,,,,,8.0,25.0,2020,3,3,3,0
Ryan Kerrigan ,DE,WAS,1,41,41,65,,,,,3.0,7.3,2020,3,2,0,0
Cameron Jordan ,DE,NO,1,48,48,77,,,,,3.8,7.9,2020,3,2,0,0
Jimmy Smith ,CB,BAL,1,66,66,88,,,,,6.0,9.1,2020,3,5,0,0
Jurrell Casey ,DE,DEN,1,48,48,71,,,,,6.3,13.1,2020,3,2,0,0
K.J. Wright ,LB,SEA,1,82,82,98,,,,,17.0,20.7,2020,3,9,0,0
Buster Skrine ,CB,CHI,1,43,43,62,,,,,8.3,19.3,2020,3,12,0,0
Pernell McPhee ,LB,BAL,1,35,35,47,,,,,3.0,8.6,2020,3,6,0,0
Lawrence Guy ,DT,NE,1,36,36,61,,,,,7.8,21.7,2020,3,0,0,0
Malcolm Smith ,LB,CLE,1,25,25,40,,,,,7.3,29.2,2020,3,0,0,0
Thomas Davis Sr. ,LB,WAS,1,21,21,33,,,,,3.0,14.3,2020,3,10,0,0
Johnathan Joseph ,CB,TEN,1,59,59,89,,,,,23.5,39.8,2020,3,12,0,0
Calais Campbell ,DE,BAL,1,53,53,71,,,,,6.0,11.3,2020,3,4,0,0
Brandon Carr ,CB,DAL,1,3,3,4,,,,,1.5,50.0,2020,3,33,0,0
Malcolm Jenkins ,S,NO,1,62,62,100,,,,,15.3,24.7,2020,3,13,0,0
Jason McCourty ,CB,NE,1,40,40,68,,,,,5.3,13.3,2020,3,8,0,0
Ndamukong Suh ,DE,TB,1,45,45,71,,,,,4.5,10.0,2020,3,7,0,0
Joe Haden ,CB,PIT,1,47,47,98,,,,,3.0,6.4,2020,3,4,0,0
Carlos Dunlap ,DE,CIN,1,75,75,82,,,,,17.5,23.3,2020,3,12,0,0
Brandon Graham ,DE,PHI,1,58,58,81,,,,,23.0,39.7,2020,3,9,3,0
Everson Griffen ,DE,DAL,1,40,40,52,,,,,0.8,2.0,2020,3,0,0,0
Jason Pierre-Paul ,DE,TB,1,49,49,78,,,,,10.3,21.0,2020,3,2,2,0
Devin McCourty ,S,NE,1,59,59,100,,,,,6.0,10.2,2020,3,2,0,0
Jerry Hughes ,DE,BUF,1,43,43,62,,,,,2.3,5.3,2020,3,2,0,0
Kareem Jackson ,S,DEN,1,68,68,100,,,,,7.5,11.0,2020,3,6,0,0
Tyson Alualu ,DT,PIT,1,23,23,48,,,,,3.0,13.0,2020,3,4,0,0
Linval Joseph ,DT,LAC,1,42,42,81,,,,,2.3,5.5,2020,3,2,0,0
Corey Peters ,DT,ARI,1,47,47,71,,,,,11.0,23.4,2020,3,4,2,0
Sherrick McManis ,CB,CHI,1,1,1,1,,,,,0.0,0.0,2020,3,0,0,0
Andrew Sendejo ,S,CLE,1,62,62,100,,,,,3.8,6.1,2020,3,3,0,0
Nick Bellore ,LB,SEA,1,1,1,100,,,,,0.0,0.0,2020,3,0,0,0
Mario Addison ,DE,BUF,1,32,32,46,,,,,3.8,11.9,2020,3,0,0,0
Chris Harris Jr. ,CB,LAC,1,36,36,69,,,,,4.5,12.5,2020,3,6,0,0
Josh Bynes ,LB,CIN,1,66,66,73,,,,,8.3,12.6,2020,3,6,0,0
Chandler Jones ,LB,ARI,1,66,66,100,,,,,4.5,6.8,2020,3,3,0,0
Whitney Mercilus ,LB,HOU,1,59,59,74,,,,,7.8,13.2,2020,3,3,0,0
Dontari Poe ,DT,DAL,1,46,46,60,,,,,2.3,5.0,2020,3,2,0,0
Fletcher Cox ,DT,PHI,1,55,55,76,,,,,9.5,17.3,2020,3,4,2,0
Michael Brockers ,DT,LAR,1,40,40,63,,,,,3.8,9.5,2020,3,5,0,0
Lavonte David ,LB,TB,1,63,63,100,,,,,12.5,19.8,2020,3,3,0,0
Bobby Wagner ,LB,SEA,1,82,82,98,,,,,11.3,13.8,2020,3,5,0,0
Dre Kirkpatrick ,CB,ARI,1,42,42,64,,,,,7.5,17.9,2020,3,10,0,0
Janoris Jenkins ,CB,NO,1,61,61,98,,,,,10.0,16.4,2020,3,7,0,0
Harrison Smith ,S,MIN,1,75,75,99,,,,,18.8,25.1,2020,3,5,0,0
Stephon Gilmore ,CB,NE,1,58,58,98,,,,,1.5,2.6,2020,3,0,0,0
Casey Hayward ,CB,LAC,1,51,51,98,,,,,2.3,4.5,2020,3,0,0,0
Derek Wolfe ,DE,BAL,1,45,45,60,,,,,5.3,11.8,2020,3,2,0,0
Tavon Wilson ,S,IND,1,23,23,36,,,,,12.5,54.3,2020,3,17,0,0
Demario Davis ,LB,NO,1,62,62,100,,,,,16.3,26.3,2020,3,10,2,0
Tyrone Crawford ,DT,DAL,1,33,33,43,,,,,0.8,2.4,2020,3,0,0,0
Akiem Hicks ,DE,CHI,1,56,56,81,,,,,13.8,24.6,2020,3,5,3,0
Mike Daniels ,DT,CIN,1,28,28,31,,,,,0.0,0.0,2020,3,0,0,0
Malik Jackson ,DT,PHI,1,42,42,58,,,,,3.5,8.3,2020,3,0,1,0
Tahir Whitehead ,LB,CAR,1,50,50,64,,,,,10.8,21.6,2020,3,4,0,0
Jack Crawford ,DE,TEN,1,32,32,48,,,,,1.5,4.7,2020,3,3,0,0
Danny Trevathan ,LB,CHI,1,54,54,78,,,,,6.8,12.6,2020,3,7,0,0
Nate Ebner ,S,NYG,1,15,15,19,,,,,0.0,0.0,2020,3,0,0,0
Billy Winn ,DE,GB,1,6,6,10,,,,,1.5,25.0,2020,3,0,0,0
Steve McLendon ,DT,NYJ,1,29,29,49,,,,,4.5,15.5,2020,3,10,0,0
L.J. Fort ,LB,BAL,1,43,43,57,,,,,5.3,12.3,2020,3,5,0,0
Tashaun Gipson Sr. ,S,CHI,1,68,68,99,,,,,14.0,20.6,2020,3,6,0,0
Rodney McLeod ,S,PHI,1,72,72,100,,,,,5.3,7.4,2020,3,3,0,0
Damontre Moore ,DE,SEA,1,34,34,40,,,,,0.0,0.0,2020,3,0,0,0
Dion Jordan ,DE,SF,1,22,22,41,,,,,12.0,54.5,2020,3,5,5,0
William Gholston ,DE,TB,1,28,28,44,,,,,0.8,2.9,2020,3,0,0,0
Ezekiel Ansah ,DE,SF,1,21,21,39,,,,,0.0,0.0,2020,3,0,0,0
John Simon ,LB,NE,1,37,37,63,,,,,2.3,6.2,2020,3,3,0,0
Margus Hunt ,DE,NO,1,17,17,27,,,,,0.0,0.0,2020,3,0,0,0
Abry Jones ,DT,JAC,1,36,36,59,,,,,1.5,4.2,2020,3,0,0,0
Johnathan Hankins ,DT,LV,1,43,43,62,,,,,3.8,8.8,2020,3,5,0,0
Sheldon Richardson ,DE,CLE,1,42,42,68,,,,,13.3,31.7,2020,3,7,2,0
Barkevious Mingo ,LB,CHI,1,24,24,35,,,,,0.0,0.0,2020,3,0,0,0
Jon Bostic ,LB,WAS,1,63,63,100,,,,,12.3,19.5,2020,3,8,0,0
Tyrann Mathieu ,S,KC,1,56,56,100,,,,,6.0,10.7,2020,3,5,0,0
Xavier Rhodes ,CB,IND,1,53,53,83,,,,,20.5,38.7,2020,3,2,0,0
Logan Ryan ,CB,NYG,1,77,77,97,,,,,11.3,14.7,2020,3,5,0,0
Jordan Poyer ,S,BUF,1,69,69,100,,,,,17.3,25.1,2020,3,14,0,0
Kenny Vaccaro ,S,TEN,1,65,65,98,,,,,6.8,10.5,2020,3,6,0,0
D.J. Hayden ,CB,JAC,1,27,27,44,,,,,3.8,14.1,2020,3,7,0,0
Darius Slay ,CB,PHI,1,66,66,92,,,,,12.0,18.2,2020,3,11,0,0
Jamie Collins Sr. ,LB,DET,1,54,54,83,,,,,13.3,24.6,2020,3,2,0,0
Blidi Wreh-Wilson ,CB,ATL,1,68,68,83,,,,,8.0,11.8,2020,3,0,0,0
Duron Harmon ,S,DET,1,65,65,100,,,,,14.0,21.5,2020,3,5,0,0
Brandon Williams ,DT,BAL,1,31,31,41,,,,,13.0,41.9,2020,3,23,0,0
Steven Means ,DE,ATL,1,45,45,55,,,,,2.3,5.1,2020,3,2,0,0
A.J. Klein ,LB,BUF,1,1,1,1,,,,,0.0,0.0,2020,3,0,0,0
Micah Hyde ,S,BUF,1,67,67,97,,,,,12.0,17.9,2020,3,10,0,0
Vince Williams ,LB,PIT,1,33,33,69,,,,,12.0,36.4,2020,3,6,3,0
Nick Williams ,DE,DET,1,29,29,45,,,,,3.8,13.1,2020,3,7,0,0
LaRoy Reynolds ,LB,ATL,1,8,8,9,,,,,3.0,37.5,2020,3,13,0,0
Benson Mayowa ,DE,SEA,1,52,52,62,,,,,7.0,13.5,2020,3,2,0,0
Damion Square ,DT,LAC,1,7,7,13,,,,,0.0,0.0,2020,3,0,0,0
Nickell Robey-Coleman ,CB,PHI,1,26,26,36,,,,,3.0,11.5,2020,3,4,0,0
Bradley McDougald ,S,NYJ,1,55,55,93,,,,,11.3,20.5,2020,3,9,0,0
Chris Banjo ,S,ARI,1,18,18,27,,,,,7.8,43.3,2020,3,17,0,0
Jeff Heath ,S,LV,1,19,19,28,,,,,1.5,7.9,2020,3,5,0,0
Jadeveon Clowney ,DE,TEN,1,55,55,83,,,,,6.3,11.5,2020,3,2,0,0
Stephon Tuitt ,DE,PIT,1,33,33,69,,,,,11.0,33.3,2020,3,6,3,0
Trent Murphy ,DE,BUF,1,39,39,57,,,,,3.0,7.7,2020,3,5,0,0
Tim Jernigan ,DE,JAC,1,20,20,33,,,,,0.0,0.0,2020,3,0,0,0
Khalil Mack ,LB,CHI,1,61,61,88,,,,,6.5,10.7,2020,3,2,1,0
Kyle Van Noy ,LB,MIA,1,52,52,79,,,,,15.0,28.8,2020,3,2,2,0
Christian Jones ,LB,DET,1,42,42,65,,,,,3.8,9.0,2020,3,2,0,0
Jeremiah Attaochu ,LB,DEN,1,26,26,38,,,,,6.0,23.1,2020,3,15,0,0
Bradley Roby ,CB,HOU,1,69,69,86,,,,,4.5,6.5,2020,3,3,0,0
Darqueze Dennard ,CB,ATL,1,77,77,94,,,,,14.8,19.2,2020,3,4,0,0
Lamarcus Joyner ,S,LV,1,45,45,65,,,,,11.5,25.6,2020,3,13,0,0
Aaron Donald ,DT,LAR,1,54,54,86,,,,,29.3,54.3,2020,3,9,4,0
Kyle Fuller ,CB,CHI,1,66,66,96,,,,,7.5,11.4,2020,3,6,0,0
Jason Verrett ,CB,SF,1,45,45,83,,,,,4.5,10.0,2020,3,4,0,0
Jimmie Ward ,CB,SF,1,45,45,83,,,,,6.0,13.3,2020,3,7,0,0
Demarcus Lawrence ,DE,DAL,1,31,31,40,,,,,2.3,7.4,2020,3,3,0,0
Christian Kirksey ,LB,GB,1,17,17,28,,,,,4.5,26.5,2020,3,18,0,0
Phillip Gaines ,CB,HOU,1,14,14,18,,,,,2.3,16.4,2020,3,7,0,0
Justin Ellis ,DT,BAL,1,17,17,23,,,,,0.0,0.0,2020,3,0,0,0
Cassius Marsh ,DE,JAC,1,38,38,62,,,,,4.5,11.8,2020,3,8,0,0
DaQuan Jones ,DT,TEN,1,45,45,68,,,,,3.0,6.7,2020,3,4,0,0
Anthony Hitchens ,LB,KC,1,36,36,64,,,,,5.3,14.7,2020,3,0,0,0
Pierre Desir ,CB,NYJ,1,58,58,98,,,,,2.3,4.0,2020,3,0,0,0
Tre Boston ,S,CAR,1,78,78,100,,,,,10.5,13.5,2020,3,5,0,0
Dontae Johnson ,CB,SF,1,43,43,80,,,,,3.0,7.0,2020,3,2,0,0
Kevin Pierre-Louis ,LB,WAS,1,49,49,78,,,,,3.8,7.8,2020,3,2,0,0
Nevin Lawson ,CB,LV,1,36,36,52,,,,,5.3,14.7,2020,3,8,0,0
Brent Urban ,DE,CHI,1,14,14,20,,,,,3.0,21.4,2020,3,7,0,0
Avery Williamson ,LB,NYJ,1,56,56,95,,,,,10.5,18.8,2020,3,9,0,0
Devon Kennard ,LB,ARI,1,39,39,59,,,,,10.3,26.4,2020,3,5,3,0
T.J. Carrie ,CB,IND,1,54,54,84,,,,,16.3,30.2,2020,3,4,0,0
Shamar Stephen ,DT,MIN,1,49,49,64,,,,,4.5,9.2,2020,3,6,0,0
Shelby Harris ,DE,DEN,1,39,39,57,,,,,19.8,50.8,2020,3,8,5,0
Terrance Mitchell ,CB,CLE,1,62,62,100,,,,,8.5,13.7,2020,3,2,0,0
Michael Thomas ,S,HOU,1,5,5,6,,,,,0.0,0.0,2020,3,0,0,0
Kerry Hyder Jr. ,DT,SF,1,36,36,67,,,,,8.8,24.4,2020,3,3,3,0
Malcolm Butler ,CB,TEN,1,64,64,97,,,,,9.0,14.1,2020,3,6,0,0
K'Waun Williams ,CB,SF,1,33,33,61,,,,,7.5,22.7,2020,3,9,0,0
Terrence Brooks ,S,NE,1,21,21,36,,,,,4.5,21.4,2020,3,10,0,0
Zach Kerr ,DT,CAR,1,31,31,40,,,,,3.8,12.3,2020,3,6,0,0
Brandon Copeland ,LB,NE,1,11,11,19,,,,,0.8,7.3,2020,3,0,0,0
