Player,Pos,Team,Games,Snaps,Snaps/Gm,Snap %,Rush %,Tgt %,Touch %,Util %,Fantasy Pts,Pts/100 Snaps,Year,Week,Tackle %,Sack %,QB Hit %
Justin Houston ,DE,IND,1,43,43,63,,,,,4.0,9.3,2020,16,2,0,0
Ryan Kerrigan ,DE,WAS,1,22,22,33,,,,,0.8,3.6,2020,16,0,0,0
Cameron Jordan ,DE,NO,1,44,44,69,,,,,11.8,26.8,2020,16,5,2,0
Brooks Reed ,DE,TEN,1,22,22,33,,,,,1.5,6.8,2020,16,5,0,0
Jabaal Sheard ,DE,NYG,1,30,30,44,,,,,1.5,5.0,2020,16,0,0,0
K.J. Wright ,LB,SEA,1,59,59,79,,,,,10.5,17.8,2020,16,5,0,0
Pernell McPhee ,LB,BAL,1,22,22,34,,,,,8.0,36.4,2020,16,5,5,0
Malcolm Smith ,LB,CLE,1,67,67,97,,,,,8.3,12.4,2020,16,4,0,0
Domata Peko Sr. ,DT,ARI,1,28,28,50,,,,,1.5,5.4,2020,16,0,0,0
Tramon Williams Sr. ,CB,BAL,1,55,55,86,,,,,5.3,9.6,2020,16,5,0,0
Calais Campbell ,DE,BAL,1,20,20,31,,,,,1.5,7.5,2020,16,5,0,0
Malcolm Jenkins ,S,NO,1,64,64,100,,,,,18.3,28.6,2020,16,9,1,0
Jason McCourty ,CB,NE,1,57,57,79,,,,,3.8,6.7,2020,16,4,0,0
Ndamukong Suh ,DE,TB,1,34,34,64,,,,,1.5,4.4,2020,16,0,0,0
Joe Haden ,CB,PIT,1,69,69,100,,,,,2.3,3.3,2020,16,1,0,0
Carlos Dunlap ,DE,SEA,1,45,45,60,,,,,1.5,3.3,2020,16,0,0,0
Brandon Graham ,DE,PHI,1,58,58,83,,,,,10.3,17.8,2020,16,3,2,0
Everson Griffen ,DE,DET,1,35,35,45,,,,,8.0,22.9,2020,16,3,3,0
Jason Pierre-Paul ,DE,TB,1,47,47,89,,,,,4.5,9.6,2020,16,0,0,0
Brian Price ,DT,GB,1,9,9,16,,,,,0.0,0.0,2020,16,0,0,0
Devin McCourty ,S,NE,1,35,35,49,,,,,10.0,28.6,2020,16,11,0,0
Jerry Hughes ,DE,BUF,1,27,27,54,,,,,3.0,11.1,2020,16,7,0,0
Kareem Jackson ,S,DEN,1,57,57,100,,,,,3.0,5.3,2020,16,4,0,0
Sean Lee ,LB,DAL,1,30,30,41,,,,,5.3,17.7,2020,16,10,0,0
Tyson Alualu ,DT,PIT,1,33,33,48,,,,,6.3,19.1,2020,16,6,0,0
Linval Joseph ,DT,LAC,1,48,48,62,,,,,6.8,14.2,2020,16,4,0,0
Sherrick McManis ,CB,CHI,1,9,9,16,,,,,1.5,16.7,2020,16,11,0,0
Andrew Sendejo ,S,CLE,1,60,60,87,,,,,6.0,10.0,2020,16,5,0,0
Nick Bellore ,LB,SEA,1,1,1,100,,,,,0.0,0.0,2020,16,0,0,0
Mario Addison ,DE,BUF,1,26,26,52,,,,,4.5,17.3,2020,16,12,0,0
Chris Harris Jr. ,CB,LAC,1,77,77,100,,,,,8.8,11.4,2020,16,4,1,0
Tramaine Brock Sr. ,CB,DET,1,39,39,51,,,,,7.5,19.2,2020,16,13,0,0
Josh Bynes ,LB,CIN,1,40,40,77,,,,,5.3,13.3,2020,16,8,0,0
Vinny Curry ,DE,PHI,1,49,49,70,,,,,9.5,19.4,2020,16,4,2,0
Fletcher Cox ,DT,PHI,1,7,7,10,,,,,1.5,21.4,2020,16,14,0,0
Michael Brockers ,DT,LAR,1,40,40,63,,,,,3.8,9.5,2020,16,5,0,0
Lavonte David ,LB,TB,1,48,48,91,,,,,9.3,19.4,2020,16,4,0,0
Bobby Wagner ,LB,SEA,1,75,75,100,,,,,8.3,11.1,2020,16,7,0,0
Janoris Jenkins ,CB,NO,1,61,61,95,,,,,6.0,9.8,2020,16,3,0,0
Harrison Smith ,S,MIN,1,75,75,100,,,,,9.8,13.1,2020,16,7,0,0
Casey Hayward ,CB,LAC,1,27,27,35,,,,,8.0,29.6,2020,16,4,0,0
Derek Wolfe ,DE,BAL,1,39,39,61,,,,,3.0,7.7,2020,16,0,0,0
Mychal Kendricks ,LB,WAS,1,8,8,12,,,,,0.0,0.0,2020,16,0,0,0
Tavon Wilson ,S,IND,1,29,29,43,,,,,3.0,10.3,2020,16,7,0,0
Olivier Vernon ,DE,CLE,1,69,69,100,,,,,12.5,18.1,2020,16,4,1,0
Demario Davis ,LB,NO,1,64,64,100,,,,,10.5,16.4,2020,16,9,0,0
Tyrone Crawford ,DT,DAL,1,25,25,34,,,,,2.3,9.2,2020,16,4,0,0
Akiem Hicks ,DE,CHI,1,40,40,73,,,,,0.8,2.0,2020,16,0,0,0
Kyle Wilber ,LB,LV,1,24,24,38,,,,,3.8,15.8,2020,16,8,0,0
Mike Daniels ,DT,CIN,1,21,21,40,,,,,0.8,3.8,2020,16,0,0,0
Malik Jackson ,DT,PHI,1,42,42,60,,,,,3.0,7.1,2020,16,0,0,0
Tahir Whitehead ,LB,CAR,1,5,5,7,,,,,6.5,130.0,2020,16,0,0,0
Josh Norman ,CB,BUF,1,22,22,44,,,,,0.0,0.0,2020,16,0,0,0
Jack Crawford ,DE,TEN,1,37,37,56,,,,,3.0,8.1,2020,16,3,0,0
Danny Trevathan ,LB,CHI,1,42,42,76,,,,,13.3,31.7,2020,16,2,2,0
Steve McLendon ,DT,TB,1,19,19,36,,,,,0.8,4.2,2020,16,0,0,0
L.J. Fort ,LB,BAL,1,30,30,47,,,,,2.3,7.7,2020,16,3,0,0
Julian Stanford ,LB,CAR,1,5,5,7,,,,,0.0,0.0,2020,16,0,0,0
Tashaun Gipson Sr. ,S,CHI,1,44,44,80,,,,,4.5,10.2,2020,16,2,0,0
Alex Okafor ,DE,KC,1,33,33,49,,,,,11.0,33.3,2020,16,6,3,0
William Gholston ,DE,TB,1,25,25,47,,,,,10.3,41.2,2020,16,4,4,0
John Simon ,LB,NE,1,46,46,64,,,,,3.8,8.3,2020,16,4,0,0
Margus Hunt ,DE,CIN,1,32,32,62,,,,,5.5,17.2,2020,16,3,0,0
Johnathan Hankins ,DT,LV,1,45,45,71,,,,,12.5,27.8,2020,16,9,2,0
Akeem Spence ,DT,NE,1,22,22,31,,,,,2.3,10.5,2020,16,5,0,0
Sheldon Richardson ,DE,CLE,1,63,63,91,,,,,10.5,16.7,2020,16,6,0,0
John Jenkins ,DT,CHI,1,11,11,20,,,,,3.8,34.5,2020,16,18,0,0
Barkevious Mingo ,LB,CHI,1,19,19,35,,,,,0.0,0.0,2020,16,0,0,0
Jon Bostic ,LB,WAS,1,67,67,100,,,,,13.0,19.4,2020,16,6,0,0
Kevin Minter ,LB,TB,1,6,6,11,,,,,1.5,25.0,2020,16,17,0,0
Tyrann Mathieu ,S,KC,1,68,68,100,,,,,1.5,2.2,2020,16,1,0,0
Xavier Rhodes ,CB,IND,1,68,68,100,,,,,7.5,11.0,2020,16,4,0,0
Logan Ryan ,CB,NYG,1,68,68,100,,,,,15.3,22.5,2020,16,10,0,0
Jordan Poyer ,S,BUF,1,37,37,74,,,,,6.0,16.2,2020,16,11,0,0
Kenny Vaccaro ,S,TEN,1,59,59,89,,,,,11.0,18.6,2020,16,5,0,0
Shawn Williams ,S,CIN,1,5,5,10,,,,,0.8,16.0,2020,16,0,0,0
Darius Slay ,CB,PHI,1,69,69,99,,,,,9.5,13.8,2020,16,3,0,0
D.J. Swearinger Sr. ,S,NO,1,19,19,30,,,,,4.5,23.7,2020,16,16,0,0
Blidi Wreh-Wilson ,CB,ATL,1,3,3,4,,,,,0.0,0.0,2020,16,0,0,0
Duron Harmon ,S,DET,1,73,73,95,,,,,7.5,10.3,2020,16,7,0,0
Brandon Williams ,DT,BAL,1,21,21,33,,,,,0.8,3.8,2020,16,0,0,0
Steven Means ,DE,ATL,1,39,39,58,,,,,0.8,2.1,2020,16,0,0,0
A.J. Klein ,LB,BUF,1,24,24,48,,,,,3.0,12.5,2020,16,4,0,0
Micah Hyde ,S,BUF,1,44,44,88,,,,,1.5,3.4,2020,16,2,0,0
Vince Williams ,LB,PIT,1,69,69,100,,,,,7.5,10.9,2020,16,7,0,0
Nick Williams ,DE,DET,1,41,41,53,,,,,1.5,3.7,2020,16,2,0,0
Benson Mayowa ,DE,SEA,1,35,35,47,,,,,4.0,11.4,2020,16,3,0,0
Damion Square ,DT,LAC,1,14,14,18,,,,,1.5,10.7,2020,16,7,0,0
Jahleel Addae ,S,LAC,1,72,72,94,,,,,12.5,17.4,2020,16,6,1,0
Nickell Robey-Coleman ,CB,PHI,1,41,41,59,,,,,3.0,7.3,2020,16,5,0,0
Chris Banjo ,S,ARI,1,46,46,82,,,,,6.0,13.0,2020,16,4,0,0
Stephon Tuitt ,DE,PIT,1,52,52,75,,,,,11.0,21.2,2020,16,4,2,0
Aaron Lynch ,LB,JAC,1,17,17,24,,,,,5.5,32.4,2020,16,12,0,0
Khalil Mack ,LB,CHI,1,38,38,69,,,,,5.5,14.5,2020,16,5,0,0
Kyle Van Noy ,LB,MIA,1,64,64,100,,,,,6.8,10.6,2020,16,5,0,0
Christian Jones ,LB,DET,1,24,24,31,,,,,3.0,12.5,2020,16,4,0,0
Jeremiah Attaochu ,LB,DEN,1,46,46,81,,,,,2.3,5.0,2020,16,2,0,0
Lamarcus Joyner ,S,LV,1,36,36,57,,,,,7.5,20.8,2020,16,14,0,0
Aaron Donald ,DT,LAR,1,58,58,92,,,,,8.8,15.2,2020,16,2,2,0
Kyle Fuller ,CB,CHI,1,50,50,91,,,,,4.5,9.0,2020,16,4,0,0
Jason Verrett ,CB,SF,1,82,82,100,,,,,13.8,16.8,2020,16,7,0,0
Demarcus Lawrence ,DE,DAL,1,45,45,62,,,,,3.8,8.4,2020,16,2,0,0
Christian Kirksey ,LB,GB,1,12,12,22,,,,,14.5,120.8,2020,16,8,8,0
Bashaud Breeland ,CB,KC,1,68,68,100,,,,,1.5,2.2,2020,16,1,0,0
Justin Ellis ,DT,BAL,1,20,20,31,,,,,0.8,4.0,2020,16,0,0,0
Cassius Marsh ,DE,PIT,1,11,11,16,,,,,0.0,0.0,2020,16,0,0,0
Ross Cockrell ,CB,TB,1,45,45,85,,,,,3.0,6.7,2020,16,4,0,0
DaQuan Jones ,DT,TEN,1,46,46,70,,,,,2.3,5.0,2020,16,2,0,0
Pierre Desir ,CB,BAL,1,5,5,8,,,,,0.0,0.0,2020,16,0,0,0
Tre Boston ,S,CAR,1,71,71,100,,,,,14.8,20.8,2020,16,7,0,0
Dontae Johnson ,CB,SF,1,2,2,2,,,,,0.0,0.0,2020,16,0,0,0
Nevin Lawson ,CB,LV,1,24,24,38,,,,,4.5,18.8,2020,16,4,0,0
Brent Urban ,DE,CHI,1,25,25,45,,,,,0.0,0.0,2020,16,0,0,0
Ricardo Allen ,S,ATL,1,55,55,82,,,,,2.3,4.2,2020,16,2,0,0
Avery Williamson ,LB,PIT,1,55,55,80,,,,,26.3,47.8,2020,16,16,2,0
Devon Kennard ,LB,ARI,1,17,17,30,,,,,11.8,69.4,2020,16,18,6,0
T.J. Carrie ,CB,IND,1,27,27,40,,,,,9.0,33.3,2020,16,15,0,0
Shamar Stephen ,DT,MIN,1,53,53,71,,,,,4.5,8.5,2020,16,6,0,0
Shelby Harris ,DE,DEN,1,39,39,68,,,,,6.8,17.4,2020,16,3,0,0
Terrance Mitchell ,CB,CLE,1,69,69,100,,,,,4.5,6.5,2020,16,3,0,0
Kerry Hyder Jr. ,DT,SF,1,65,65,79,,,,,8.8,13.5,2020,16,2,2,0
Malcolm Butler ,CB,TEN,1,66,66,100,,,,,15.5,23.5,2020,16,9,0,0
K'Waun Williams ,CB,SF,1,57,57,70,,,,,22.8,40.0,2020,16,9,2,0
Terrence Brooks ,S,NE,1,42,42,58,,,,,3.0,7.1,2020,16,5,0,0
Zach Kerr ,DT,CAR,1,35,35,49,,,,,4.8,13.7,2020,16,3,0,0
Shaquil Barrett ,LB,TB,1,43,43,81,,,,,5.5,12.8,2020,16,2,0,0
Denico Autry ,DT,IND,1,48,48,71,,,,,3.0,6.3,2020,16,2,0,0
Jayrone Elliott ,LB,PIT,1,3,3,4,,,,,0.0,0.0,2020,16,0,0,0
Mike Pennel ,DT,KC,1,25,25,37,,,,,5.3,21.2,2020,16,12,0,0
Joe Thomas ,LB,DAL,1,42,42,58,,,,,4.5,10.7,2020,16,7,0,0
Adarius Taylor ,LB,CAR,1,12,12,17,,,,,3.0,25.0,2020,16,8,0,0
Daniel Sorensen ,S,KC,1,68,68,100,,,,,10.5,15.4,2020,16,10,0,0
C.J. Goodwin ,CB,DAL,1,16,16,22,,,,,0.8,5.0,2020,16,0,0,0
Adrian Phillips ,S,NE,1,62,62,86,,,,,9.0,14.5,2020,16,8,0,0
Leonard Williams ,DE,NYG,1,51,51,75,,,,,0.8,1.6,2020,16,0,0,0
Randy Gregory ,DE,DAL,1,35,35,48,,,,,26.3,75.1,2020,16,9,4,0
Arik Armstead ,DE,SF,1,61,61,74,,,,,11.0,18.0,2020,16,5,0,0
P.J. Williams ,CB,NO,1,63,63,98,,,,,5.3,8.4,2020,16,5,0,0
Byron Jones ,S,MIA,1,63,63,98,,,,,3.8,6.0,2020,16,2,0,0
Adrian Amos ,S,GB,1,52,52,95,,,,,8.3,16.0,2020,16,8,0,0
Kevin Johnson ,CB,CLE,1,47,47,68,,,,,1.5,3.2,2020,16,2,0,0
Dante Fowler Jr. ,DE,ATL,1,44,44,66,,,,,0.8,1.8,2020,16,0,0,0
Vic Beasley Jr. ,LB,LV,1,19,19,30,,,,,0.0,0.0,2020,16,0,0,0
Shaq Thompson ,LB,CAR,1,71,71,100,,,,,13.0,18.3,2020,16,7,0,0
Preston Smith ,LB,GB,1,45,45,82,,,,,5.3,11.8,2020,16,4,0,0
Eric Rowe ,CB,MIA,1,64,64,100,,,,,10.5,16.4,2020,16,9,0,0
Ronald Darby ,CB,WAS,1,61,61,91,,,,,10.8,17.7,2020,16,3,0,0
Grady Jarrett ,DT,ATL,1,52,52,78,,,,,5.5,10.6,2020,16,2,0,0
Henry Anderson ,DE,NYJ,1,48,48,59,,,,,1.5,3.1,2020,16,2,0,0
Denzel Perryman ,LB,LAC,1,32,32,42,,,,,11.5,35.9,2020,16,16,0,0
Mario Edwards Jr. ,DE,CHI,1,18,18,33,,,,,1.5,8.3,2020,16,0,0,0
Markus Golden ,LB,ARI,1,39,39,70,,,,,2.3,5.9,2020,16,3,0,0
Kwon Alexander ,LB,NO,1,37,37,58,,,,,4.5,12.2,2020,16,8,0,0
Za'Darius Smith ,LB,GB,1,35,35,64,,,,,10.3,29.4,2020,16,3,3,0
Justin Hamilton ,DT,DAL,1,35,35,48,,,,,0.8,2.3,2020,16,0,0,0
Bobby McCain ,CB,MIA,1,63,63,98,,,,,4.5,7.1,2020,16,5,0,0
Darryl Roberts ,CB,DET,1,34,34,44,,,,,7.8,22.9,2020,16,6,0,0
Anthony Chickillo ,LB,DEN,1,6,6,11,,,,,0.8,13.3,2020,16,0,0,0
Christian Covington ,DT,CIN,1,20,20,38,,,,,0.8,4.0,2020,16,0,0,0
Angelo Blackson ,DT,ARI,1,33,33,59,,,,,2.8,8.5,2020,16,0,2,0
Rakeem Nunez-Roches ,DT,TB,1,21,21,40,,,,,0.0,0.0,2020,16,0,0,0
Steven Nelson ,CB,PIT,1,69,69,100,,,,,9.0,13.0,2020,16,9,0,0
Jordan Hicks ,LB,ARI,1,56,56,100,,,,,8.3,14.8,2020,16,5,0,0
Quandre Diggs ,S,SEA,1,75,75,100,,,,,14.0,18.7,2020,16,5,0,0
Dean Marlowe ,S,BUF,1,13,13,26,,,,,8.0,61.5,2020,16,8,8,0
David Mayo ,LB,NYG,1,44,44,65,,,,,0.0,0.0,2020,16,0,0,0
Tyeler Davison ,DT,ATL,1,29,29,43,,,,,2.3,7.9,2020,16,3,0,0
Bryce Hager ,LB,NYJ,1,73,73,90,,,,,15.3,21.0,2020,16,7,0,0
Frank Clark ,DE,KC,1,46,46,68,,,,,9.5,20.7,2020,16,4,2,0
De'Vante Bausby ,CB,DEN,1,42,42,74,,,,,4.5,10.7,2020,16,7,0,0
Nick Dzubnar ,LB,TEN,1,3,3,4,,,,,0.0,0.0,2020,16,0,0,0
Justin Coleman ,CB,DET,1,52,52,68,,,,,0.0,0.0,2020,16,0,0,0
Xavier Williams ,DT,CIN,1,18,18,35,,,,,0.0,0.0,2020,16,0,0,0
Alex Singleton ,LB,PHI,1,70,70,100,,,,,9.8,14.0,2020,16,7,0,0
Neville Hewitt ,LB,NYJ,1,81,81,100,,,,,6.8,8.4,2020,16,1,0,0
DeShawn Williams ,DT,DEN,1,30,30,53,,,,,0.0,0.0,2020,16,0,0,0
Troy Hill ,CB,LAR,1,63,63,100,,,,,2.3,3.7,2020,16,0,0,0
James Vaughters ,LB,CHI,1,9,9,16,,,,,0.8,8.9,2020,16,0,0,0
Tyrell Adams ,LB,HOU,1,76,76,100,,,,,12.8,16.8,2020,16,11,0,0
Efe Obada ,DE,CAR,1,43,43,61,,,,,1.5,3.5,2020,16,2,0,0
T.Y. McGill ,DT,PHI,1,23,23,33,,,,,2.3,10.0,2020,16,0,0,0
Jordan Richards ,S,BAL,1,5,5,8,,,,,0.0,0.0,2020,16,0,0,0
Anthony Harris ,S,MIN,1,75,75,100,,,,,6.8,9.1,2020,16,1,0,0
Vernon Hargreaves III ,CB,HOU,1,75,75,99,,,,,8.3,11.1,2020,16,7,0,0
Jalen Ramsey ,CB,LAR,1,63,63,100,,,,,3.0,4.8,2020,16,2,0,0
Emmanuel Ogbah ,DE,MIA,1,59,59,92,,,,,2.3,3.9,2020,16,2,0,0
DeForest Buckner ,DT,IND,1,58,58,85,,,,,3.8,6.6,2020,16,2,0,0
Myles Jack ,LB,JAC,1,72,72,100,,,,,10.5,14.6,2020,16,8,0,0
Mackensie Alexander ,CB,CIN,1,51,51,98,,,,,0.8,1.6,2020,16,0,0,0
A'Shawn Robinson ,DT,LAR,1,10,10,16,,,,,1.5,15.0,2020,16,0,0,0
Jaylon Smith ,LB,DAL,1,73,73,100,,,,,16.8,23.0,2020,16,8,0,0
Austin Johnson ,DT,NYG,1,20,20,29,,,,,1.5,7.5,2020,16,0,0,0
Reggie Ragland ,LB,DET,1,38,38,49,,,,,1.5,3.9,2020,16,0,0,0
Carl Nassib ,DE,LV,1,35,35,56,,,,,9.5,27.1,2020,16,6,3,0
William Jackson III ,CB,CIN,1,18,18,35,,,,,4.5,25.0,2020,16,11,0,0
Kendall Fuller ,CB,WAS,1,65,65,97,,,,,12.3,18.9,2020,16,8,0,0
Leonard Floyd ,LB,LAR,1,54,54,86,,,,,22.0,40.7,2020,16,9,4,0
Maliek Collins ,DT,LV,1,23,23,37,,,,,0.0,0.0,2020,16,0,0,0
Kenny Clark ,DT,GB,1,43,43,78,,,,,7.0,16.3,2020,16,7,0,0
Darian Thompson ,S,DAL,1,60,60,82,,,,,3.8,6.3,2020,16,2,0,0
Jarran Reed ,DT,SEA,1,53,53,71,,,,,17.5,33.0,2020,16,6,4,0
Vonn Bell ,S,CIN,1,52,52,100,,,,,14.5,27.9,2020,16,12,0,0
Keanu Neal ,S,ATL,1,63,63,94,,,,,14.0,22.2,2020,16,8,0,0
Jalen Mills ,S,PHI,1,70,70,100,,,,,9.3,13.3,2020,16,6,0,0
Xavien Howard ,CB,MIA,1,63,63,98,,,,,5.3,8.4,2020,16,2,0,0
James Bradberry ,CB,NYG,1,65,65,96,,,,,3.0,4.6,2020,16,2,0,0
Karl Joseph ,S,CLE,1,69,69,100,,,,,5.3,7.7,2020,16,3,0,0
Yannick Ngakoue ,DE,BAL,1,30,30,47,,,,,1.5,5.0,2020,16,3,0,0
Sheldon Rankins ,DT,NO,1,30,30,47,,,,,0.0,0.0,2020,16,0,0,0
Vernon Butler ,DT,BUF,1,23,23,46,,,,,0.0,0.0,2020,16,0,0,0
Tyler Matakevich ,LB,BUF,1,6,6,12,,,,,0.0,0.0,2020,16,0,0,0
Deion Jones ,LB,ATL,1,67,67,100,,,,,12.0,17.9,2020,16,12,0,0
Nick Vigil ,LB,LAC,1,42,42,55,,,,,7.0,16.7,2020,16,2,2,0
Blake Martinez ,LB,NYG,1,68,68,100,,,,,14.3,21.0,2020,16,10,0,0
Chris Jones ,DT,KC,1,49,49,72,,,,,9.5,19.4,2020,16,2,2,0
Javon Hargrave ,DT,PHI,1,51,51,73,,,,,4.5,8.8,2020,16,2,0,0
Jihad Ward ,DT,BAL,1,17,17,27,,,,,8.0,47.1,2020,16,6,6,0
Adam Gotsis ,DE,JAC,1,29,29,40,,,,,1.5,5.2,2020,16,3,0,0
Kevin Byard ,S,TEN,1,66,66,100,,,,,11.3,17.1,2020,16,9,0,0
Justin Simmons ,S,DEN,1,57,57,100,,,,,7.8,13.7,2020,16,5,0,0
Joe Schobert ,LB,JAC,1,72,72,100,,,,,25.0,34.7,2020,16,8,1,0
De'Vondre Campbell ,LB,ARI,1,40,40,71,,,,,5.3,13.3,2020,16,5,0,0
Juston Burris ,CB,CAR,1,71,71,100,,,,,4.5,6.3,2020,16,3,0,0
David Onyemata ,DT,NO,1,34,34,53,,,,,4.3,12.6,2020,16,0,1,0
Dean Lowry ,DE,GB,1,35,35,64,,,,,2.3,6.6,2020,16,0,0,0
Justin Zimmer ,DT,BUF,1,18,18,36,,,,,4.8,26.7,2020,16,6,0,0
Jonathan Jones ,CB,NE,1,61,61,85,,,,,15.3,25.1,2020,16,11,0,0
Elandon Roberts ,LB,MIA,1,19,19,30,,,,,1.5,7.9,2020,16,5,0,0
Kamu Grugier-Hill ,LB,MIA,1,1,1,2,,,,,0.0,0.0,2020,16,0,0,0
Matthew Judon ,LB,BAL,1,44,44,69,,,,,13.5,30.7,2020,16,7,2,0
Mike Hilton ,CB,PIT,1,42,42,61,,,,,16.5,39.3,2020,16,5,0,0
Jarrod Wilson ,S,JAC,1,72,72,100,,,,,2.3,3.2,2020,16,0,0,0
LeShaun Sims ,CB,CIN,1,34,34,65,,,,,6.8,20.0,2020,16,12,0,0
Will Parks ,S,DEN,1,39,39,68,,,,,9.0,23.1,2020,16,15,0,0
Anthony Brown ,CB,DAL,1,55,55,75,,,,,10.3,18.7,2020,16,4,0,0
Romeo Okwara ,DE,DET,1,41,41,53,,,,,11.0,26.8,2020,16,5,2,0
Kevin Peterson ,CB,ARI,1,19,19,34,,,,,1.5,7.9,2020,16,0,0,0
DeAndre Houston-Carson ,S,CHI,1,14,14,25,,,,,1.5,10.7,2020,16,0,0,0
Jared Norris ,LB,WAS,1,2,2,3,,,,,0.0,0.0,2020,16,0,0,0
Quinton Jefferson ,DT,BUF,1,15,15,30,,,,,9.5,63.3,2020,16,13,7,0
Brennan Scarlett ,LB,HOU,1,16,16,21,,,,,0.8,5.0,2020,16,0,0,0
Eddie Yarbrough ,DE,MIN,1,18,18,24,,,,,3.0,16.7,2020,16,11,0,0
Andrew Adams ,S,TB,1,14,14,26,,,,,0.0,0.0,2020,16,0,0,0
Sharrod Neasman ,S,ATL,1,16,16,24,,,,,1.5,9.4,2020,16,6,0,0
Matthias Farley ,S,NYJ,1,65,65,80,,,,,7.5,11.5,2020,16,2,0,0
Cory Littleton ,LB,LV,1,63,63,100,,,,,12.8,20.3,2020,16,13,0,0
Morgan Fox ,DE,LAR,1,34,34,54,,,,,0.0,0.0,2020,16,0,0,0
Myles Garrett ,DE,CLE,1,58,58,84,,,,,12.5,21.6,2020,16,3,2,0
Jonathan Allen ,DE,WAS,1,57,57,85,,,,,9.0,15.8,2020,16,9,0,0
Jamal Adams ,S,SEA,1,75,75,100,,,,,12.0,16.0,2020,16,8,0,0
Marshon Lattimore ,CB,NO,1,62,62,97,,,,,11.3,18.2,2020,16,8,0,0
Jabrill Peppers ,S,NYG,1,68,68,100,,,,,6.8,10.0,2020,16,4,0,0
Zach Cunningham ,LB,HOU,1,76,76,100,,,,,17.3,22.8,2020,16,12,0,0
Marlon Humphrey ,CB,BAL,1,59,59,92,,,,,12.8,21.7,2020,16,8,0,0
Haason Reddick ,LB,ARI,1,50,50,89,,,,,13.8,27.6,2020,16,4,3,0
Charles Harris ,DE,ATL,1,10,10,15,,,,,3.0,30.0,2020,16,20,0,0
Chris Wormley ,DT,PIT,1,8,8,12,,,,,0.0,0.0,2020,16,0,0,0
Jarrad Davis ,LB,DET,1,39,39,51,,,,,8.3,21.3,2020,16,8,0,0
T.J. Watt ,LB,PIT,1,64,64,93,,,,,19.0,29.7,2020,16,5,3,0
Tyus Bowser ,LB,BAL,1,35,35,55,,,,,0.0,0.0,2020,16,0,0,0
Adoree' Jackson ,CB,TEN,1,65,65,98,,,,,7.5,11.5,2020,16,6,0,0
Kevin King ,CB,GB,1,52,52,95,,,,,4.5,8.7,2020,16,4,0,0
Brandon Wilson ,S,CIN,1,6,6,12,,,,,0.0,0.0,2020,16,0,0,0
Ahkello Witherspoon ,CB,SF,1,82,82,100,,,,,19.5,23.8,2020,16,9,0,0
Tre'Davious White ,CB,BUF,1,44,44,88,,,,,3.0,6.8,2020,16,5,0,0
Matt Milano ,LB,BUF,1,44,44,88,,,,,18.5,42.0,2020,16,18,2,0
Raekwon McMillan ,LB,LV,1,63,63,100,,,,,13.8,21.9,2020,16,10,0,0
Vincent Taylor ,DT,CLE,1,10,10,14,,,,,1.5,15.0,2020,16,10,0,0
Marcus Maye ,S,NYJ,1,81,81,100,,,,,8.3,10.2,2020,16,5,0,0
Deatrich Wise Jr. ,DE,NE,1,52,52,72,,,,,6.0,11.5,2020,16,8,0,0
Carl Lawson ,DE,CIN,1,41,41,79,,,,,1.5,3.7,2020,16,2,0,0
Hardy Nickerson Jr. ,LB,MIN,1,40,40,53,,,,,12.5,31.3,2020,16,8,0,0
Jordan Willis ,LB,SF,1,56,56,68,,,,,0.8,1.4,2020,16,0,0,0
Larry Ogunjobi ,DT,CLE,1,44,44,64,,,,,4.5,10.2,2020,16,5,0,0
Chuck Clark ,S,BAL,1,64,64,100,,,,,6.8,10.6,2020,16,5,0,0
Cameron Sutton ,CB,PIT,1,25,25,36,,,,,1.5,6.0,2020,16,4,0,0
Anthony Walker Jr. ,LB,IND,1,35,35,51,,,,,3.8,10.9,2020,16,6,0,0
Grover Stewart ,DT,IND,1,36,36,53,,,,,5.5,15.3,2020,16,6,0,0
Tarell Basham ,DE,NYJ,1,68,68,84,,,,,17.3,25.4,2020,16,3,1,0
Dawuane Smoot ,DE,JAC,1,56,56,78,,,,,1.5,2.7,2020,16,2,0,0
Carlos Watkins ,DT,HOU,1,52,52,68,,,,,2.3,4.4,2020,16,2,0,0
DeMarcus Walker ,DE,DEN,1,21,21,37,,,,,0.8,3.8,2020,16,0,0,0
Isaac Rochell ,DE,LAC,1,63,63,82,,,,,5.3,8.4,2020,16,5,0,0
Desmond King II ,CB,TEN,1,44,44,67,,,,,3.0,6.8,2020,16,5,0,0
Rayshawn Jenkins ,S,LAC,1,5,5,6,,,,,0.0,0.0,2020,16,0,0,0
Tanoh Kpassagnon ,DE,KC,1,32,32,47,,,,,3.0,9.4,2020,16,6,0,0
Jourdan Lewis ,CB,DAL,1,73,73,100,,,,,14.8,20.3,2020,16,7,1,0
Chidobe Awuzie ,CB,DAL,1,34,34,47,,,,,6.0,17.6,2020,16,12,0,0
Rasul Douglas ,CB,CAR,1,70,70,99,,,,,6.8,9.7,2020,16,4,0,0
Dalvin Tomlinson ,DT,NYG,1,45,45,66,,,,,5.3,11.8,2020,16,7,0,0
Calvin Munson ,LB,MIA,1,6,6,9,,,,,0.0,0.0,2020,16,0,0,0
Fabian Moreau ,CB,WAS,1,2,2,3,,,,,0.0,0.0,2020,16,0,0,0
