Team,Season,Date,Time,Away_Home,Opp,Week,G#,Day,Month,Result,OT,Points_For,Points_Against,PD,Points_Comb,Spread,Vs_Line,Over/Under,OU Result,TPass_Cmp,TPass_Att,TPass_Cmp%,TPass_Yds,TPass_TD,TPass_Int,TSack,TSack_Yds,TQB_Rate,TRush_Att,TRush_Yds,TRush_Y/A,TRush_TD,TTot_Yds,TO_Play#,TO_Y/P,TD_Play#,TD_Y/P,TTot_TO,TO_ToP,TGame_Dur,Pen,TPen_Yds,TOpp_Pen,TOpp_Pen_Yds,TComb_Pen,TComb_Pen_Yds,T1st_Downs,T1st_by_Rsh,T1st_by_Pass,T1st_by_Pen,T3rd_Down_Att,T3rd_Down_Conv,T3rd_Down%,T4th_Down_Att,T4th_Down_Conv,T4th_Down%,TTot_TD,TXP_Att,TXP_Made,TFG_Att,TFG_Made,T2Pt_Att,T2Pt_Made,TSfty,TTimes_Punted,TPunt_Yds,TPunt_Yds_Avg,TOpp_Tot_TD,TOpp_XP_Att,TOpp_XP_Made,TOpp_FG_Att,TOpp_FG_Made,TOpp_Sfty,TOpp_Pass_Cmp,TOpp_Pass_Att,TOpp_Pass_Cmp%,TOpp_Pass_Yds,TOpp_Pass_TD,TOpp_Pass_Int,TOpp_Sk,TOpp_Sk_Yds,TOpp_QB_Rate,TOpp_Rush_Att,TOpp_Rush_Yds,TOpp_Rush_Y/A,TOpp_Rush_TD,TOpp_Tot_Yds,TOpp_Tot_TO,TOpp_1st_Downs,TOpp_1st_by_Rsh,TOpp_1st_by_Pass,TOpp_1st_by_Pen,TOpp_3rd_Down_Att,TOpp_3rd_Down_Conv,TOpp_3rd_Down%,TOpp_4th_Down_Att,TOpp_4th_Down_Conv,TOpp_4th_Down%,TMargin_Rush,TMargin_Pass,TMargin_TotYds,TTO_TD,TKR_TD,TPR_TD,TInt_TD,TFmb_TD,TOtherRet_TD,TAll_Ret_TD,TMar_Thru_Q1,TMar_Thru_Q2,TMar_Thru_Q3,TScore_Diff_Q1,TScore_Diff_Q2,TScore_Diff_Q3,TScore_Diff_Q4,TScore_Diff_1stHalf,TScore_Diff_2ndHalf
DEN,2018,2018-10-18,8:20,Away,ARI,7,7,Thu,10,W 45-10,,45.0,10.0,35.0,55.0,-1.0,covered,42.5,over,15.0,22.0,0.6818181818181818,178.0,2.0,1.0,2.0,11.0,106.1,31.0,131.0,4.23,2.0,309.0,55.0,5.6182,66.0,3.3788,1.0,1849.0000000000002,11040.0,5.0,50.0,7.0,45.0,12.0,95.0,15.0,6.0,8.0,1.0,13.0,5.0,0.38461538461538464,0.0,0.0,,6.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,6.0,261.0,43.5,1.0,1.0,1.0,1.0,1.0,0.0,21.0,39.0,0.5384615384615384,154.0,1.0,3.0,6.0,40.0,39.9,21.0,69.0,3.29,0.0,223.0,5.0,14.0,4.0,8.0,2.0,14.0,4.0,0.2857142857142857,1.0,0.0,0.0,62.0,24.0,86.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,18.0,32.0,32.0,18.0,14.0,0.0,3.0,32.0,3.0
KAN,2018,2018-10-21,8:20,Home,CIN,7,7,Sun,10,W 45-10,,45.0,10.0,35.0,55.0,-6.5,covered,56.0,under,28.0,39.0,0.717948717948718,353.0,4.0,1.0,2.0,5.0,123.7,29.0,198.0,6.83,1.0,551.0,70.0,7.8714,54.0,4.4259,1.0,2023.0000000000002,11040.0,8.0,49.0,8.0,58.0,16.0,107.0,33.0,12.0,19.0,2.0,12.0,9.0,0.75,1.0,0.0,0.0,6.0,6.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,19.0,33.0,0.5757575757575758,174.0,1.0,1.0,2.0,13.0,69.5,19.0,65.0,3.42,0.0,239.0,1.0,15.0,4.0,9.0,2.0,11.0,4.0,0.36363636363636365,1.0,0.0,0.0,133.0,179.0,312.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,17.0,28.0,7.0,10.0,11.0,7.0,17.0,18.0
NOR,2018,2018-11-04,4:25,Home,LAR,9,8,Sun,11,W 45-35,,45.0,35.0,10.0,80.0,1.5,covered,57.0,over,25.0,36.0,0.6944444444444444,346.0,4.0,0.0,0.0,0.0,137.0,34.0,141.0,4.15,2.0,487.0,70.0,6.9571,59.0,8.1864,1.0,2021.0000000000002,11460.0,2.0,20.0,4.0,32.0,6.0,52.0,31.0,10.0,19.0,2.0,12.0,7.0,0.5833333333333334,2.0,2.0,1.0,6.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0,67.0,33.5,4.0,3.0,3.0,3.0,2.0,0.0,28.0,40.0,0.7,391.0,3.0,1.0,0.0,0.0,115.7,19.0,92.0,4.84,1.0,483.0,1.0,23.0,5.0,17.0,1.0,8.0,3.0,0.375,2.0,0.0,0.0,49.0,-45.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0,8.0,7.0,11.0,-10.0,2.0,18.0,-8.0
OAK,2018,2018-09-30,4:05,Home,CLE,4,4,Sun,9,W 45-42,OT,45.0,42.0,3.0,87.0,-2.5,covered,44.5,over,35.0,58.0,0.603448275862069,426.0,4.0,2.0,3.0,11.0,92.4,29.0,139.0,4.79,0.0,565.0,90.0,6.2778,74.0,6.5811,2.0,2211.0,14640.000000000002,6.0,65.0,8.0,55.0,14.0,120.0,27.0,6.0,20.0,1.0,16.0,5.0,0.3125,1.0,0.0,0.0,5.0,4.0,4.0,5.0,3.0,1.0,1.0,0.0,6.0,267.0,44.5,5.0,2.0,2.0,2.0,2.0,0.0,21.0,41.0,0.5121951219512195,279.0,2.0,2.0,2.0,16.0,69.1,31.0,208.0,6.71,3.0,487.0,4.0,21.0,6.0,13.0,2.0,15.0,5.0,0.3333333333333333,1.0,1.0,1.0,-69.0,147.0,78.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,-3.0,-7.0,4.0,-7.0,-4.0,7.0,-3.0,3.0
LAC,2018,2018-11-25,4:05,Home,ARI,12,11,Sun,11,W 45-10,,45.0,10.0,35.0,55.0,-14.0,covered,43.0,over,28.0,32.0,0.875,236.0,3.0,0.0,4.0,23.0,131.6,30.0,178.0,5.93,3.0,414.0,66.0,6.2727,45.0,3.3111,1.0,2118.0,9900.0,4.0,30.0,3.0,35.0,7.0,65.0,30.0,11.0,17.0,2.0,7.0,3.0,0.42857142857142855,1.0,1.0,1.0,6.0,6.0,6.0,1.0,1.0,0.0,0.0,0.0,2.0,105.0,52.5,1.0,1.0,1.0,2.0,1.0,0.0,12.0,19.0,0.631578947368421,87.0,1.0,1.0,2.0,18.0,69.4,24.0,62.0,2.58,0.0,149.0,1.0,10.0,5.0,4.0,1.0,12.0,4.0,0.3333333333333333,1.0,0.0,0.0,116.0,149.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.0,18.0,32.0,-10.0,28.0,14.0,3.0,18.0,17.0
GNB,2018,2018-12-23,1:00,Away,NYJ,16,15,Sun,12,W 44-38,OT,44.0,38.0,6.0,82.0,-3.0,covered,47.5,over,37.0,55.0,0.6727272727272727,413.0,2.0,0.0,4.0,29.0,103.7,20.0,127.0,6.35,3.0,540.0,79.0,6.8354,57.0,6.4912,1.0,2059.0,13620.0,10.0,86.0,16.0,172.0,26.0,258.0,35.0,9.0,19.0,7.0,12.0,5.0,0.4166666666666667,2.0,2.0,1.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,3.0,113.0,37.67,5.0,5.0,5.0,2.0,1.0,0.0,24.0,35.0,0.6857142857142857,323.0,3.0,0.0,2.0,18.0,126.2,20.0,47.0,2.35,1.0,370.0,0.0,23.0,4.0,18.0,1.0,11.0,3.0,0.2727272727272727,2.0,2.0,1.0,80.0,90.0,170.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-4.0,-15.0,-7.0,3.0,-11.0,15.0,-4.0,4.0
NOR,2018,2018-09-23,1:00,Away,ATL,3,3,Sun,9,W 43-37,OT,43.0,37.0,6.0,80.0,1.5,covered,54.0,over,39.0,49.0,0.7959183673469388,391.0,3.0,0.0,1.0,5.0,120.7,27.0,143.0,5.3,2.0,534.0,77.0,6.9351,60.0,6.7833,0.0,2265.0,13080.0,11.0,120.0,5.0,54.0,16.0,174.0,32.0,11.0,19.0,2.0,14.0,7.0,0.5,1.0,1.0,1.0,5.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,4.0,202.0,50.5,5.0,3.0,3.0,0.0,0.0,0.0,26.0,35.0,0.7428571428571429,359.0,5.0,0.0,3.0,15.0,146.3,22.0,48.0,2.18,0.0,407.0,0.0,24.0,1.0,19.0,4.0,11.0,4.0,0.36363636363636365,0.0,0.0,,95.0,32.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,-2.0,2.0,-2.0
NOR,2018,2018-10-08,8:15,Home,WAS,5,5,Mon,10,W 43-19,,43.0,19.0,24.0,62.0,-5.5,covered,51.5,over,26.0,29.0,0.896551724137931,349.0,3.0,0.0,2.0,14.0,153.2,32.0,98.0,3.06,3.0,447.0,63.0,7.0952,60.0,4.7167,1.0,1997.0000000000002,11100.0,4.0,45.0,6.0,38.0,10.0,83.0,27.0,8.0,15.0,4.0,9.0,5.0,0.5555555555555556,0.0,0.0,,6.0,5.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,0.0,23.0,39.0,0.5897435897435898,244.0,0.0,1.0,3.0,31.0,66.6,18.0,39.0,2.17,2.0,283.0,2.0,18.0,6.0,12.0,0.0,13.0,4.0,0.3076923076923077,4.0,2.0,0.5,59.0,105.0,164.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,27.0,3.0,10.0,14.0,-3.0,13.0,11.0
NWE,2018,2018-10-14,8:20,Home,KAN,6,6,Sun,10,W 43-40,,43.0,40.0,3.0,83.0,-3.5,not covered,59.5,over,24.0,35.0,0.6857142857142857,327.0,1.0,0.0,2.0,13.0,109.2,38.0,173.0,4.55,3.0,500.0,75.0,6.6667,53.0,8.4151,1.0,2169.0,11220.0,0.0,0.0,5.0,58.0,5.0,58.0,31.0,15.0,14.0,2.0,13.0,7.0,0.5384615384615384,1.0,0.0,0.0,4.0,4.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,23.0,36.0,0.6388888888888888,352.0,4.0,2.0,0.0,0.0,110.0,17.0,94.0,5.53,0.0,446.0,2.0,18.0,4.0,14.0,0.0,10.0,4.0,0.4,1.0,1.0,1.0,79.0,-25.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,1.0,4.0,11.0,-14.0,2.0,15.0,-12.0
SEA,2018,2018-12-02,4:25,Home,SFO,13,12,Sun,12,W 43-16,,43.0,16.0,27.0,59.0,-10.0,covered,45.5,over,11.0,17.0,0.6470588235294118,163.0,4.0,0.0,3.0,22.0,140.9,29.0,168.0,5.79,1.0,331.0,49.0,6.7551,74.0,6.1081,0.0,1650.0,11700.0,10.0,100.0,13.0,128.0,23.0,228.0,21.0,8.0,7.0,6.0,9.0,4.0,0.4444444444444444,0.0,0.0,,6.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,4.0,199.0,49.75,2.0,1.0,1.0,1.0,1.0,0.0,30.0,48.0,0.625,386.0,2.0,1.0,3.0,28.0,92.9,23.0,66.0,2.87,0.0,452.0,3.0,24.0,4.0,18.0,2.0,16.0,7.0,0.4375,2.0,1.0,0.5,102.0,-223.0,-121.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,17.0,17.0,6.0,11.0,0.0,10.0,17.0,10.0
BUF,2018,2018-12-30,1:00,Home,MIA,17,16,Sun,12,W 42-17,,42.0,17.0,25.0,59.0,-5.5,covered,39.5,over,17.0,26.0,0.6538461538461539,215.0,3.0,1.0,1.0,9.0,114.9,33.0,166.0,5.03,3.0,381.0,60.0,6.35,61.0,3.6885,1.0,1818.0,10920.0,3.0,24.0,4.0,35.0,7.0,59.0,23.0,11.0,9.0,3.0,11.0,5.0,0.45454545454545453,2.0,1.0,0.5,6.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,3.0,111.0,37.0,2.0,2.0,2.0,1.0,1.0,0.0,19.0,32.0,0.59375,126.0,1.0,2.0,4.0,24.0,52.3,25.0,99.0,3.96,0.0,225.0,4.0,17.0,8.0,9.0,0.0,12.0,3.0,0.25,1.0,1.0,1.0,67.0,89.0,156.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,11.0,14.0,-14.0,11.0,14.0,0.0,25.0
CAR,2018,2018-11-04,1:00,Home,TAM,9,8,Sun,11,W 42-28,,42.0,28.0,14.0,70.0,-6.0,covered,55.5,over,19.0,25.0,0.76,228.0,2.0,0.0,2.0,19.0,133.2,32.0,179.0,5.59,4.0,407.0,59.0,6.8983,65.0,4.6308,0.0,1860.0000000000002,11760.0,9.0,84.0,8.0,49.0,17.0,133.0,22.0,8.0,11.0,3.0,10.0,4.0,0.4,1.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,200.0,50.0,4.0,4.0,4.0,0.0,0.0,0.0,24.0,41.0,0.5853658536585366,219.0,4.0,2.0,3.0,24.0,85.3,21.0,82.0,3.9,0.0,301.0,2.0,23.0,3.0,17.0,3.0,12.0,5.0,0.4166666666666667,2.0,1.0,0.5,97.0,9.0,106.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,21.0,14.0,14.0,7.0,-7.0,0.0,21.0,-7.0
CLE,2018,2018-09-30,4:05,Away,OAK,4,4,Sun,9,L 42-45,OT,42.0,45.0,-3.0,87.0,2.5,not covered,44.5,over,21.0,41.0,0.5121951219512195,279.0,2.0,2.0,2.0,16.0,70.7,31.0,208.0,6.71,3.0,487.0,74.0,6.5811,90.0,6.2778,4.0,1883.0000000000002,14640.000000000002,8.0,55.0,6.0,65.0,14.0,120.0,21.0,6.0,13.0,2.0,15.0,5.0,0.3333333333333333,1.0,1.0,1.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,0.0,7.0,350.0,50.0,5.0,4.0,4.0,5.0,3.0,0.0,35.0,58.0,0.603448275862069,426.0,4.0,2.0,3.0,11.0,91.6,29.0,139.0,4.79,0.0,565.0,2.0,27.0,6.0,20.0,1.0,16.0,5.0,0.3125,1.0,0.0,0.0,69.0,-147.0,-78.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,3.0,7.0,-4.0,7.0,4.0,-7.0,3.0,-3.0
IND,2018,2018-10-28,4:05,Away,OAK,8,8,Sun,10,W 42-28,,42.0,28.0,14.0,70.0,-3.5,covered,51.0,over,22.0,31.0,0.7096774193548387,239.0,3.0,0.0,0.0,0.0,125.6,40.0,222.0,5.55,2.0,461.0,71.0,6.493,47.0,7.383,0.0,2190.0,10860.0,10.0,77.0,10.0,79.0,20.0,156.0,28.0,11.0,13.0,4.0,13.0,9.0,0.6923076923076923,0.0,0.0,,5.0,4.0,4.0,2.0,2.0,1.0,1.0,0.0,1.0,46.0,46.0,4.0,4.0,4.0,0.0,0.0,0.0,21.0,28.0,0.75,244.0,3.0,0.0,0.0,0.0,136.6,19.0,103.0,5.42,1.0,347.0,1.0,19.0,7.0,12.0,0.0,8.0,4.0,0.5,2.0,1.0,0.5,119.0,-5.0,114.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-1.0,-7.0,10.0,-11.0,-6.0,21.0,-1.0,15.0
