Player,Team,Season,Date,Status,Opp,Injury,Week
Jimmy Smith,BAL,2020,2020-11-01,Questionable,PIT,Achilles,8
De'Anthony Thomas,BAL,2020,2020-11-01,Injured Reserve,PIT,,8
Antoine Wesley,BAL,2020,2020-11-01,Injured Reserve,PIT,,8
DeAndrew White,BAL,2020,2020-11-01,Injured Reserve,PIT,,8
Brandon Williams,BAL,2020,2020-11-01,C19,PIT,,8
Tavon Young,BAL,2020,2020-11-01,Injured Reserve,PIT,,8
Anthony Averett,BAL,2020,2020-11-08,Injured Reserve,IND,,9
Tyus Bowser,BAL,2020,2020-11-08,C19,IND,,9
Jacob Breeland,BAL,2020,2020-11-08,Injured Reserve,IND,,9
Devin Duvernay,BAL,2020,2020-11-08,Questionable,IND,Thigh,9
L.J. Fort,BAL,2020,2020-11-08,C19,IND,,9
Malik Harrison,BAL,2020,2020-11-08,C19,IND,,9
Marlon Humphrey,BAL,2020,2020-11-08,C19,IND,,9
Mark Ingram,BAL,2020,2020-11-08,Doubtful,IND,Ankle,9
Matt Judon,BAL,2020,2020-11-08,C19,IND,,9
Chris Moore,BAL,2020,2020-11-08,Injured Reserve,IND,,9
Tyre Phillips,BAL,2020,2020-11-08,Injured Reserve,IND,,9
Patrick Queen,BAL,2020,2020-11-08,C19,IND,,9
Andre Smith,BAL,2020,2020-11-08,Injured Reserve,IND,,9
Jimmy Smith,BAL,2020,2020-11-08,Questionable,IND,Back,9
Ronnie Stanley,BAL,2020,2020-11-08,Injured Reserve,IND,,9
De'Anthony Thomas,BAL,2020,2020-11-08,Injured Reserve,IND,,9
Antoine Wesley,BAL,2020,2020-11-08,Injured Reserve,IND,,9
DeAndrew White,BAL,2020,2020-11-08,Injured Reserve,IND,,9
Anthony Averett,BAL,2020,2020-11-15,Injured Reserve,NWE,,10
Jacob Breeland,BAL,2020,2020-11-15,Injured Reserve,NWE,,10
Calais Campbell,BAL,2020,2020-11-15,Out,NWE,Calf,10
Khalil Dorsey,BAL,2020,2020-11-15,Injured Reserve,NWE,,10
L.J. Fort,BAL,2020,2020-11-15,Questionable,NWE,Finger,10
Marlon Humphrey,BAL,2020,2020-11-15,C19,NWE,,10
Mark Ingram,BAL,2020,2020-11-15,Questionable,NWE,Ankle,10
Matt Judon,BAL,2020,2020-11-15,Questionable,NWE,Calf,10
Chris Moore,BAL,2020,2020-11-15,Injured Reserve,NWE,,10
Tyre Phillips,BAL,2020,2020-11-15,Injured Reserve,NWE,,10
Andre Smith,BAL,2020,2020-11-15,Injured Reserve,NWE,,10
Jimmy Smith,BAL,2020,2020-11-15,Doubtful,NWE,Ankle,10
Ronnie Stanley,BAL,2020,2020-11-15,Injured Reserve,NWE,,10
De'Anthony Thomas,BAL,2020,2020-11-15,Injured Reserve,NWE,,10
Antoine Wesley,BAL,2020,2020-11-15,Injured Reserve,NWE,,10
DeAndrew White,BAL,2020,2020-11-15,Injured Reserve,NWE,,10
Anthony Averett,BAL,2020,2020-11-22,Injured Reserve,TEN,,11
Terrell Bonds,BAL,2020,2020-11-22,Injured Reserve,TEN,,11
Nick Boyle,BAL,2020,2020-11-22,Injured Reserve,TEN,,11
Jacob Breeland,BAL,2020,2020-11-22,Injured Reserve,TEN,,11
Calais Campbell,BAL,2020,2020-11-22,Doubtful,TEN,Calf,11
Khalil Dorsey,BAL,2020,2020-11-22,Injured Reserve,TEN,,11
L.J. Fort,BAL,2020,2020-11-22,Questionable,TEN,Finger,11
Trace McSorley,BAL,2020,2020-11-22,C19,TEN,,11
Chris Moore,BAL,2020,2020-11-22,Injured Reserve,TEN,,11
Tyre Phillips,BAL,2020,2020-11-22,Injured Reserve,TEN,,11
Andre Smith,BAL,2020,2020-11-22,Injured Reserve,TEN,,11
Jimmy Smith,BAL,2020,2020-11-22,Questionable,TEN,Ankle,11
Ronnie Stanley,BAL,2020,2020-11-22,Injured Reserve,TEN,,11
De'Anthony Thomas,BAL,2020,2020-11-22,Injured Reserve,TEN,,11
Antoine Wesley,BAL,2020,2020-11-22,Injured Reserve,TEN,,11
DeAndrew White,BAL,2020,2020-11-22,Injured Reserve,TEN,,11
Brandon Williams,BAL,2020,2020-11-22,Doubtful,TEN,Ankle,11
Mark Andrews,BAL,2020,2020-12-02,Questionable,PIT,Thigh,12
Anthony Averett,BAL,2020,2020-12-02,Injured Reserve,PIT,,12
Terrell Bonds,BAL,2020,2020-12-02,Injured Reserve,PIT,,12
Nick Boyle,BAL,2020,2020-12-02,Injured Reserve,PIT,,12
Jacob Breeland,BAL,2020,2020-12-02,Injured Reserve,PIT,,12
Calais Campbell,BAL,2020,2020-12-02,C19,PIT,,12
Morgan Cox,BAL,2020,2020-12-02,C19,PIT,,12
J.K. Dobbins,BAL,2020,2020-12-02,C19,PIT,,12
Khalil Dorsey,BAL,2020,2020-12-02,Injured Reserve,PIT,,12
Jaylon Ferguson,BAL,2020,2020-12-02,C19,PIT,,12
D.J. Fluker,BAL,2020,2020-12-02,C19,PIT,,12
Mark Ingram,BAL,2020,2020-12-02,C19,PIT,,12
Lamar Jackson,BAL,2020,2020-12-02,C19,PIT,,12
Matt Judon,BAL,2020,2020-12-02,C19,PIT,,12
Justin Madubuike,BAL,2020,2020-12-02,C19,PIT,,12
Iman Marshall,BAL,2020,2020-12-02,C19,PIT,,12
Trace McSorley,BAL,2020,2020-12-02,C19,PIT,,12
Patrick Mekari,BAL,2020,2020-12-02,C19,PIT,,12
Chris Moore,BAL,2020,2020-12-02,Injured Reserve,PIT,,12
Tyre Phillips,BAL,2020,2020-12-02,Injured Reserve,PIT,,12
Patrick Ricard,BAL,2020,2020-12-02,C19,PIT,,12
Matt Skura,BAL,2020,2020-12-02,C19,PIT,,12
Andre Smith,BAL,2020,2020-12-02,Injured Reserve,PIT,,12
Jimmy Smith,BAL,2020,2020-12-02,Questionable,PIT,Ankle,12
Willie Snead,BAL,2020,2020-12-02,C19,PIT,,12
Ronnie Stanley,BAL,2020,2020-12-02,Injured Reserve,PIT,,12
De'Anthony Thomas,BAL,2020,2020-12-02,Injured Reserve,PIT,,12
Jihad Ward,BAL,2020,2020-12-02,C19,PIT,,12
Broderick Washington,BAL,2020,2020-12-02,C19,PIT,,12
Antoine Wesley,BAL,2020,2020-12-02,Injured Reserve,PIT,,12
DeAndrew White,BAL,2020,2020-12-02,Injured Reserve,PIT,,12
Brandon Williams,BAL,2020,2020-12-02,C19,PIT,,12
Luke Willson,BAL,2020,2020-12-02,Questionable,PIT,Illness,12
Derek Wolfe,BAL,2020,2020-12-02,Questionable,PIT,Illness,12
Mark Andrews,BAL,2020,2020-12-08,C19,DAL,,13
Anthony Averett,BAL,2020,2020-12-08,Injured Reserve,DAL,,13
Terrell Bonds,BAL,2020,2020-12-08,C19,DAL,,13
Nick Boyle,BAL,2020,2020-12-08,Injured Reserve,DAL,,13
Jacob Breeland,BAL,2020,2020-12-08,Injured Reserve,DAL,,13
Calais Campbell,BAL,2020,2020-12-08,Questionable,DAL,Calf,13
Chuck Clark,BAL,2020,2020-12-08,Questionable,DAL,Knee,13
Morgan Cox,BAL,2020,2020-12-08,C19,DAL,,13
J.K. Dobbins,BAL,2020,2020-12-08,C19,DAL,,13
Khalil Dorsey,BAL,2020,2020-12-08,Injured Reserve,DAL,,13
DeShon Elliott,BAL,2020,2020-12-08,Questionable,DAL,Knee,13
Jaylon Ferguson,BAL,2020,2020-12-08,Questionable,DAL,Illness,13
D.J. Fluker,BAL,2020,2020-12-08,Questionable,DAL,Ankle,13
Robert Griffin,BAL,2020,2020-12-08,Injured Reserve,DAL,,13
Davontae Harris,BAL,2020,2020-12-08,Questionable,DAL,Thigh,13
Mark Ingram,BAL,2020,2020-12-08,C19,DAL,,13
Lamar Jackson,BAL,2020,2020-12-08,C19,DAL,,13
Matt Judon,BAL,2020,2020-12-08,C19,DAL,,13
Justin Madubuike,BAL,2020,2020-12-08,C19,DAL,,13
Iman Marshall,BAL,2020,2020-12-08,Injured Reserve,DAL,,13
Patrick Mekari,BAL,2020,2020-12-08,C19,DAL,,13
Chris Moore,BAL,2020,2020-12-08,Injured Reserve,DAL,,13
Patrick Ricard,BAL,2020,2020-12-08,C19,DAL,,13
Andre Smith,BAL,2020,2020-12-08,Injured Reserve,DAL,,13
Jimmy Smith,BAL,2020,2020-12-08,Questionable,DAL,Groin,13
Willie Snead,BAL,2020,2020-12-08,C19,DAL,,13
Ronnie Stanley,BAL,2020,2020-12-08,Injured Reserve,DAL,,13
Geno Stone,BAL,2020,2020-12-08,C19,DAL,,13
De'Anthony Thomas,BAL,2020,2020-12-08,Injured Reserve,DAL,,13
Jihad Ward,BAL,2020,2020-12-08,C19,DAL,,13
Broderick Washington,BAL,2020,2020-12-08,Doubtful,DAL,Concussion,13
Kristian Welch,BAL,2020,2020-12-08,Questionable,DAL,Ankle,13
Antoine Wesley,BAL,2020,2020-12-08,Injured Reserve,DAL,,13
DeAndrew White,BAL,2020,2020-12-08,Injured Reserve,DAL,,13
Brandon Williams,BAL,2020,2020-12-08,Questionable,DAL,Ankle,13
Tramon Williams,BAL,2020,2020-12-08,Doubtful,DAL,Thigh,13
Mark Andrews,BAL,2020,2020-12-14,C19,CLE,,14
Terrell Bonds,BAL,2020,2020-12-14,C19,CLE,,14
Nick Boyle,BAL,2020,2020-12-14,Injured Reserve,CLE,,14
Jacob Breeland,BAL,2020,2020-12-14,Injured Reserve,CLE,,14
Dez Bryant,BAL,2020,2020-12-14,C19,CLE,,14
Calais Campbell,BAL,2020,2020-12-14,Questionable,CLE,Calf,14
Khalil Dorsey,BAL,2020,2020-12-14,Injured Reserve,CLE,,14
Robert Griffin,BAL,2020,2020-12-14,Injured Reserve,CLE,,14
Matt Judon,BAL,2020,2020-12-14,C19,CLE,,14
Anthony Levine,BAL,2020,2020-12-14,Questionable,CLE,Abdomen,14
Iman Marshall,BAL,2020,2020-12-14,Injured Reserve,CLE,,14
Chris Moore,BAL,2020,2020-12-14,Injured Reserve,CLE,,14
Andre Smith,BAL,2020,2020-12-14,Injured Reserve,CLE,,14
Jimmy Smith,BAL,2020,2020-12-14,Questionable,CLE,Groin,14
Willie Snead,BAL,2020,2020-12-14,C19,CLE,,14
Ronnie Stanley,BAL,2020,2020-12-14,Injured Reserve,CLE,,14
Geno Stone,BAL,2020,2020-12-14,C19,CLE,,14
De'Anthony Thomas,BAL,2020,2020-12-14,Injured Reserve,CLE,,14
Broderick Washington,BAL,2020,2020-12-14,Questionable,CLE,Concussion,14
Antoine Wesley,BAL,2020,2020-12-14,Injured Reserve,CLE,,14
DeAndrew White,BAL,2020,2020-12-14,Injured Reserve,CLE,,14
Tramon Williams,BAL,2020,2020-12-14,Doubtful,CLE,Thigh,14
Luke Willson,BAL,2020,2020-12-14,Questionable,CLE,Hip,14
Anthony Averett,BAL,2020,2020-12-20,Questionable,JAX,Ankle,15
Terrell Bonds,BAL,2020,2020-12-20,C19,JAX,,15
Miles Boykin,BAL,2020,2020-12-20,C19,JAX,,15
Nick Boyle,BAL,2020,2020-12-20,Injured Reserve,JAX,,15
Jacob Breeland,BAL,2020,2020-12-20,Injured Reserve,JAX,,15
Marquise Brown,BAL,2020,2020-12-20,C19,JAX,,15
Dez Bryant,BAL,2020,2020-12-20,C19,JAX,,15
Calais Campbell,BAL,2020,2020-12-20,Questionable,JAX,Calf,15
Khalil Dorsey,BAL,2020,2020-12-20,Injured Reserve,JAX,,15
Robert Griffin,BAL,2020,2020-12-20,Injured Reserve,JAX,,15
Davontae Harris,BAL,2020,2020-12-20,Questionable,JAX,Ankle,15
Anthony Levine,BAL,2020,2020-12-20,Questionable,JAX,Abdomen,15
Iman Marshall,BAL,2020,2020-12-20,Injured Reserve,JAX,,15
Trace McSorley,BAL,2020,2020-12-20,Injured Reserve,JAX,,15
Chris Moore,BAL,2020,2020-12-20,Injured Reserve,JAX,,15
Marcus Peters,BAL,2020,2020-12-20,Questionable,JAX,Calf,15
James Proche,BAL,2020,2020-12-20,C19,JAX,,15
Andre Smith,BAL,2020,2020-12-20,Injured Reserve,JAX,,15
Jimmy Smith,BAL,2020,2020-12-20,Out,JAX,Ribs,15
Ronnie Stanley,BAL,2020,2020-12-20,Injured Reserve,JAX,,15
Geno Stone,BAL,2020,2020-12-20,C19,JAX,,15
De'Anthony Thomas,BAL,2020,2020-12-20,Injured Reserve,JAX,,15
Broderick Washington,BAL,2020,2020-12-20,Questionable,JAX,Concussion,15
Kristian Welch,BAL,2020,2020-12-20,Out,JAX,Foot,15
Antoine Wesley,BAL,2020,2020-12-20,Injured Reserve,JAX,,15
DeAndrew White,BAL,2020,2020-12-20,Injured Reserve,JAX,,15
Tramon Williams,BAL,2020,2020-12-20,Questionable,JAX,Thigh,15
Luke Willson,BAL,2020,2020-12-20,Questionable,JAX,Hip,15
Derek Wolfe,BAL,2020,2020-12-20,Questionable,JAX,Neck,15
Terrell Bonds,BAL,2020,2020-12-27,Injured Reserve,NYG,,16
Nick Boyle,BAL,2020,2020-12-27,Injured Reserve,NYG,,16
Jacob Breeland,BAL,2020,2020-12-27,Injured Reserve,NYG,,16
Marquise Brown,BAL,2020,2020-12-27,Questionable,NYG,Knee,16
Dez Bryant,BAL,2020,2020-12-27,Questionable,NYG,Thigh,16
Calais Campbell,BAL,2020,2020-12-27,Questionable,NYG,Calf,16
Khalil Dorsey,BAL,2020,2020-12-27,Injured Reserve,NYG,,16
Robert Griffin,BAL,2020,2020-12-27,Injured Reserve,NYG,,16
Davontae Harris,BAL,2020,2020-12-27,Injured Reserve,NYG,,16
Anthony Levine,BAL,2020,2020-12-27,Questionable,NYG,Abdomen,16
Iman Marshall,BAL,2020,2020-12-27,Injured Reserve,NYG,,16
Pernell McPhee,BAL,2020,2020-12-27,Questionable,NYG,Knee,16
Trace McSorley,BAL,2020,2020-12-27,Injured Reserve,NYG,,16
Marcus Peters,BAL,2020,2020-12-27,Questionable,NYG,Calf,16
Tyre Phillips,BAL,2020,2020-12-27,Questionable,NYG,Concussion,16
Patrick Ricard,BAL,2020,2020-12-27,Questionable,NYG,Knee,16
Matt Skura,BAL,2020,2020-12-27,Questionable,NYG,Back,16
Andre Smith,BAL,2020,2020-12-27,Injured Reserve,NYG,,16
Jimmy Smith,BAL,2020,2020-12-27,Out,NYG,Ribs,16
Ronnie Stanley,BAL,2020,2020-12-27,Injured Reserve,NYG,,16
De'Anthony Thomas,BAL,2020,2020-12-27,Injured Reserve,NYG,,16
Kristian Welch,BAL,2020,2020-12-27,Questionable,NYG,Foot,16
Antoine Wesley,BAL,2020,2020-12-27,Injured Reserve,NYG,,16
DeAndrew White,BAL,2020,2020-12-27,Injured Reserve,NYG,,16
Terrell Bonds,BAL,2020,2021-01-03,Injured Reserve,CIN,,17
Nick Boyle,BAL,2020,2021-01-03,Injured Reserve,CIN,,17
Jacob Breeland,BAL,2020,2021-01-03,Injured Reserve,CIN,,17
Calais Campbell,BAL,2020,2021-01-03,Questionable,CIN,Calf,17
Khalil Dorsey,BAL,2020,2021-01-03,Injured Reserve,CIN,,17
Gus Edwards,BAL,2020,2021-01-03,Questionable,CIN,Back,17
D.J. Fluker,BAL,2020,2021-01-03,Questionable,CIN,Knee,17
Robert Griffin,BAL,2020,2021-01-03,Injured Reserve,CIN,,17
Davontae Harris,BAL,2020,2021-01-03,Injured Reserve,CIN,,17
Marlon Humphrey,BAL,2020,2021-01-03,Questionable,CIN,Knee,17
Mark Ingram,BAL,2020,2021-01-03,Questionable,CIN,Illness,17
Sam Koch,BAL,2020,2021-01-03,C19,CIN,,17
Iman Marshall,BAL,2020,2021-01-03,Injured Reserve,CIN,,17
Trace McSorley,BAL,2020,2021-01-03,Injured Reserve,CIN,,17
Patrick Mekari,BAL,2020,2021-01-03,Questionable,CIN,Back,17
Yannick Ngakoue,BAL,2020,2021-01-03,Questionable,CIN,Thigh,17
Marcus Peters,BAL,2020,2021-01-03,Questionable,CIN,Calf,17
Andre Smith,BAL,2020,2021-01-03,Injured Reserve,CIN,,17
Jimmy Smith,BAL,2020,2021-01-03,Questionable,CIN,Ribs,17
Willie Snead,BAL,2020,2021-01-03,Questionable,CIN,Ankle,17
Ronnie Stanley,BAL,2020,2021-01-03,Injured Reserve,CIN,,17
De'Anthony Thomas,BAL,2020,2021-01-03,Injured Reserve,CIN,,17
Antoine Wesley,BAL,2020,2021-01-03,Injured Reserve,CIN,,17
DeAndrew White,BAL,2020,2021-01-03,Injured Reserve,CIN,,17
Isiah Brown,BUF,2020,2020-09-13,Injured Reserve,NYJ,,1
Vernon Butler,BUF,2020,2020-09-13,Questionable,NYJ,Hamstring,1
Jon Feliciano,BUF,2020,2020-09-13,Injured Reserve,NYJ,,1
E.J. Gaines,BUF,2020,2020-09-13,Injured Reserve,NYJ,,1
Isaiah Hodgins,BUF,2020,2020-09-13,Injured Reserve,NYJ,,1
Star Lotulelei,BUF,2020,2020-09-13,Injured Reserve,NYJ,,1
Josh Norman,BUF,2020,2020-09-13,Out,NYJ,Hamstring,1
Niles Scott,BUF,2020,2020-09-13,reserve/injured from waived/injured,NYJ,,1
Tommy Sweeney,BUF,2020,2020-09-13,Physically Unable to Perform,NYJ,,1
Isiah Brown,BUF,2020,2020-09-20,Injured Reserve,MIA,,2
Tremaine Edmunds,BUF,2020,2020-09-20,Out,MIA,Shoulder,2
Jon Feliciano,BUF,2020,2020-09-20,Injured Reserve,MIA,,2
E.J. Gaines,BUF,2020,2020-09-20,Injured Reserve,MIA,,2
Isaiah Hodgins,BUF,2020,2020-09-20,Injured Reserve,MIA,,2
Star Lotulelei,BUF,2020,2020-09-20,Injured Reserve,MIA,,2
Matt Milano,BUF,2020,2020-09-20,Out,MIA,Hamstring,2
Josh Norman,BUF,2020,2020-09-20,Injured Reserve,MIA,,2
Del'Shawn Phillips,BUF,2020,2020-09-20,Out,MIA,Quadricep,2
Tommy Sweeney,BUF,2020,2020-09-20,Physically Unable to Perform,MIA,,2
Isiah Brown,BUF,2020,2020-09-27,Injured Reserve,LAR,,3
Tremaine Edmunds,BUF,2020,2020-09-27,Questionable,LAR,Shoulder,3
Jon Feliciano,BUF,2020,2020-09-27,Injured Reserve,LAR,,3
E.J. Gaines,BUF,2020,2020-09-27,Injured Reserve,LAR,,3
Isaiah Hodgins,BUF,2020,2020-09-27,Injured Reserve,LAR,,3
Taron Johnson,BUF,2020,2020-09-27,Questionable,LAR,Groin,3
Dawson Knox,BUF,2020,2020-09-27,Out,LAR,Concussion,3
Star Lotulelei,BUF,2020,2020-09-27,Injured Reserve,LAR,,3
Matt Milano,BUF,2020,2020-09-27,Questionable,LAR,Hamstring,3
Zack Moss,BUF,2020,2020-09-27,Out,LAR,Toe,3
Josh Norman,BUF,2020,2020-09-27,Injured Reserve,LAR,,3
Del'Shawn Phillips,BUF,2020,2020-09-27,Out,LAR,Quadricep,3
Tommy Sweeney,BUF,2020,2020-09-27,Physically Unable to Perform,LAR,,3
Mario Addison,BUF,2020,2020-10-04,Questionable,LVR,Knee,4
Isiah Brown,BUF,2020,2020-10-04,Injured Reserve,LVR,,4
Jon Feliciano,BUF,2020,2020-10-04,Injured Reserve,LVR,,4
E.J. Gaines,BUF,2020,2020-10-04,Injured Reserve,LVR,,4
Isaiah Hodgins,BUF,2020,2020-10-04,Injured Reserve,LVR,,4
Star Lotulelei,BUF,2020,2020-10-04,Injured Reserve,LVR,,4
Zack Moss,BUF,2020,2020-10-04,Questionable,LVR,Toe,4
Josh Norman,BUF,2020,2020-10-04,Injured Reserve,LVR,,4
Del'Shawn Phillips,BUF,2020,2020-10-04,Out,LVR,Quadricep,4
Tommy Sweeney,BUF,2020,2020-10-04,Physically Unable to Perform,LVR,,4
Isiah Brown,BUF,2020,2020-10-13,Injured Reserve,TEN,,5
John Brown,BUF,2020,2020-10-13,Questionable,TEN,Knee,5
Jon Feliciano,BUF,2020,2020-10-13,Injured Reserve,TEN,,5
Cody Ford,BUF,2020,2020-10-13,Questionable,TEN,Groin,5
Jake Fromm,BUF,2020,2020-10-13,Questionable,TEN,Not Injury Related,5
E.J. Gaines,BUF,2020,2020-10-13,Injured Reserve,TEN,,5
Isaiah Hodgins,BUF,2020,2020-10-13,Injured Reserve,TEN,,5
Star Lotulelei,BUF,2020,2020-10-13,Injured Reserve,TEN,,5
Matt Milano,BUF,2020,2020-10-13,Out,TEN,Pectoral,5
Zack Moss,BUF,2020,2020-10-13,Questionable,TEN,Toe,5
Del'Shawn Phillips,BUF,2020,2020-10-13,Injured Reserve,TEN,,5
Andre Roberts,BUF,2020,2020-10-13,Questionable,TEN,Ankle,5
Tommy Sweeney,BUF,2020,2020-10-13,Physically Unable to Perform,TEN,,5
Levi Wallace,BUF,2020,2020-10-13,Injured Reserve,TEN,,5
Tre'Davious White,BUF,2020,2020-10-13,Questionable,TEN,Back,5
Brian Winters,BUF,2020,2020-10-13,Questionable,TEN,Knee,5
Isiah Brown,BUF,2020,2020-10-19,Injured Reserve,KAN,,6
John Brown,BUF,2020,2020-10-19,Questionable,KAN,Knee,6
Jon Feliciano,BUF,2020,2020-10-19,Injured Reserve,KAN,,6
E.J. Gaines,BUF,2020,2020-10-19,Injured Reserve,KAN,,6
Isaiah Hodgins,BUF,2020,2020-10-19,Injured Reserve,KAN,,6
Dawson Knox,BUF,2020,2020-10-19,Out,KAN,Calf,6
Star Lotulelei,BUF,2020,2020-10-19,Injured Reserve,KAN,,6
Matt Milano,BUF,2020,2020-10-19,Questionable,KAN,Pectoral,6
Del'Shawn Phillips,BUF,2020,2020-10-19,Injured Reserve,KAN,,6
Quinton Spain,BUF,2020,2020-10-19,Questionable,KAN,Foot,6
Tommy Sweeney,BUF,2020,2020-10-19,Physically Unable to Perform,KAN,,6
Levi Wallace,BUF,2020,2020-10-19,Injured Reserve,KAN,,6
Tre'Davious White,BUF,2020,2020-10-19,Questionable,KAN,Back,6
Isiah Brown,BUF,2020,2020-10-25,Injured Reserve,NYJ,,7
John Brown,BUF,2020,2020-10-25,Out,NYJ,Knee,7
Tyrel Dodson,BUF,2020,2020-10-25,Injured Reserve,NYJ,,7
Jon Feliciano,BUF,2020,2020-10-25,Injured Reserve,NYJ,,7
Cody Ford,BUF,2020,2020-10-25,Out,NYJ,Knee,7
E.J. Gaines,BUF,2020,2020-10-25,Injured Reserve,NYJ,,7
Isaiah Hodgins,BUF,2020,2020-10-25,Injured Reserve,NYJ,,7
Dawson Knox,BUF,2020,2020-10-25,Out,NYJ,Calf,7
Cameron Lewis,BUF,2020,2020-10-25,Questionable,NYJ,Wrist,7
Star Lotulelei,BUF,2020,2020-10-25,Injured Reserve,NYJ,,7
Matt Milano,BUF,2020,2020-10-25,Questionable,NYJ,Pectoral,7
Josh Norman,BUF,2020,2020-10-25,Out,NYJ,Hamstring,7
Del'Shawn Phillips,BUF,2020,2020-10-25,Injured Reserve,NYJ,,7
Lee Smith,BUF,2020,2020-10-25,C19,NYJ,,7
Tommy Sweeney,BUF,2020,2020-10-25,Physically Unable to Perform,NYJ,,7
Levi Wallace,BUF,2020,2020-10-25,Injured Reserve,NYJ,,7
Tre'Davious White,BUF,2020,2020-10-25,Questionable,NYJ,Back,7
Vernon Butler,BUF,2020,2020-11-01,Questionable,NWE,Groin,8
Tyrel Dodson,BUF,2020,2020-11-01,Injured Reserve,NWE,,8
Jon Feliciano,BUF,2020,2020-11-01,Injured Reserve,NWE,,8
Cody Ford,BUF,2020,2020-11-01,Out,NWE,Knee,8
E.J. Gaines,BUF,2020,2020-11-01,Injured Reserve,NWE,,8
Isaiah Hodgins,BUF,2020,2020-11-01,Injured Reserve,NWE,,8
Jerry Hughes,BUF,2020,2020-11-01,Questionable,NWE,Foot,8
Micah Hyde,BUF,2020,2020-11-01,Questionable,NWE,Concussion,8
Quinton Jefferson,BUF,2020,2020-11-01,Questionable,NWE,Knee,8
Dawson Knox,BUF,2020,2020-11-01,C19,NWE,,8
Cameron Lewis,BUF,2020,2020-11-01,Questionable,NWE,Wrist,8
Star Lotulelei,BUF,2020,2020-11-01,Injured Reserve,NWE,,8
Matt Milano,BUF,2020,2020-11-01,Questionable,NWE,Pectoral,8
Josh Norman,BUF,2020,2020-11-01,Out,NWE,Hamstring,8
Del'Shawn Phillips,BUF,2020,2020-11-01,Injured Reserve,NWE,,8
Lee Smith,BUF,2020,2020-11-01,C19,NWE,,8
Tommy Sweeney,BUF,2020,2020-11-01,C19,NWE,,8
Levi Wallace,BUF,2020,2020-11-01,Injured Reserve,NWE,,8
Brian Winters,BUF,2020,2020-11-01,Questionable,NWE,Knee,8
Vernon Butler,BUF,2020,2020-11-08,Questionable,SEA,Groin,9
Tyrel Dodson,BUF,2020,2020-11-08,Injured Reserve,SEA,,9
Cody Ford,BUF,2020,2020-11-08,Questionable,SEA,Knee,9
E.J. Gaines,BUF,2020,2020-11-08,Injured Reserve,SEA,,9
Isaiah Hodgins,BUF,2020,2020-11-08,Injured Reserve,SEA,,9
Darryl Johnson,BUF,2020,2020-11-08,Questionable,SEA,Knee,9
Taiwan Jones,BUF,2020,2020-11-08,Out,SEA,Hamstring,9
Dawson Knox,BUF,2020,2020-11-08,C19,SEA,,9
Cameron Lewis,BUF,2020,2020-11-08,Injured Reserve,SEA,,9
Star Lotulelei,BUF,2020,2020-11-08,Injured Reserve,SEA,,9
Matt Milano,BUF,2020,2020-11-08,Injured Reserve,SEA,,9
Mitch Morse,BUF,2020,2020-11-08,Out,SEA,Concussion,9
Josh Norman,BUF,2020,2020-11-08,Out,SEA,Hamstring,9
Del'Shawn Phillips,BUF,2020,2020-11-08,Injured Reserve,SEA,,9
Tommy Sweeney,BUF,2020,2020-11-08,C19,SEA,,9
T.J. Yeldon,BUF,2020,2020-11-08,Out,SEA,Back,9
Tyrel Dodson,BUF,2020,2020-11-15,Injured Reserve,ARI,,10
Cody Ford,BUF,2020,2020-11-15,Questionable,ARI,Ankle,10
E.J. Gaines,BUF,2020,2020-11-15,Injured Reserve,ARI,,10
Isaiah Hodgins,BUF,2020,2020-11-15,Injured Reserve,ARI,,10
Micah Hyde,BUF,2020,2020-11-15,Questionable,ARI,Ankle,10
Taiwan Jones,BUF,2020,2020-11-15,Out,ARI,Hamstring,10
Tyler Kroft,BUF,2020,2020-11-15,C19,ARI,,10
Cameron Lewis,BUF,2020,2020-11-15,Injured Reserve,ARI,,10
Star Lotulelei,BUF,2020,2020-11-15,Injured Reserve,ARI,,10
Dean Marlowe,BUF,2020,2020-11-15,C19,ARI,,10
Matt Milano,BUF,2020,2020-11-15,Injured Reserve,ARI,,10
Josh Norman,BUF,2020,2020-11-15,C19,ARI,,10
Del'Shawn Phillips,BUF,2020,2020-11-15,Out,ARI,Quadricep,10
Tommy Sweeney,BUF,2020,2020-11-15,C19,ARI,,10
Levi Wallace,BUF,2020,2020-11-15,C19,ARI,,10
John Brown,BUF,2020,2020-11-29,Out,LAC,Ankle,12
Tyrel Dodson,BUF,2020,2020-11-29,Injured Reserve,LAC,,12
Cody Ford,BUF,2020,2020-11-29,Out,LAC,Ankle,12
E.J. Gaines,BUF,2020,2020-11-29,Injured Reserve,LAC,,12
Isaiah Hodgins,BUF,2020,2020-11-29,Injured Reserve,LAC,,12
Cameron Lewis,BUF,2020,2020-11-29,Injured Reserve,LAC,,12
Star Lotulelei,BUF,2020,2020-11-29,Injured Reserve,LAC,,12
Matt Milano,BUF,2020,2020-11-29,Injured Reserve,LAC,,12
Josh Norman,BUF,2020,2020-11-29,C19,LAC,,12
Del'Shawn Phillips,BUF,2020,2020-11-29,Injured Reserve,LAC,,12
Tommy Sweeney,BUF,2020,2020-11-29,C19,LAC,,12
John Brown,BUF,2020,2020-12-07,Injured Reserve,SFO,,13
Tyrel Dodson,BUF,2020,2020-12-07,Injured Reserve,SFO,,13
Cody Ford,BUF,2020,2020-12-07,Injured Reserve,SFO,,13
