Player,Pos,Team,Games,Snaps,Snap %,Season,Week
,WR,OAK,1,54,83,2018,2
,WR,ARI,1,26,53,2018,2
,RB,BUF,1,30,48,2018,2
,TE,GNB,1,14,18,2018,2
,RB,OAK,1,42,65,2018,2
,QB,ATL,1,62,98,2018,2
,QB,ATL,1,1,2,2018,2
,QB,DET,1,77,100,2018,2
,WR,BAL,1,74,86,2018,2
,WR,PHI,1,7,9,2018,2
,QB,LAC,1,55,98,2018,2
,WR,SFO,1,49,77,2018,2
,QB,TAM,1,58,100,2018,2
,WR,NOR,1,30,45,2018,2
,QB,NWE,1,61,100,2018,2
,TE,WAS,1,27,36,2018,2
,QB,ARI,1,45,92,2018,2
,WR,DET,1,65,84,2018,2
,WR,DEN,1,59,89,2018,2
,WR,OAK,1,7,11,2018,2
,WR,DEN,1,54,82,2018,2
,TE,GNB,1,57,74,2018,2
,RB,DET,1,17,22,2018,2
,TE,NWE,1,58,95,2018,2
,RB,BUF,1,9,15,2018,2
,WR,PIT,1,77,94,2018,2
,TE,ATL,1,29,46,2018,2
,WR,CIN,1,69,88,2018,2
,QB,TEN,1,59,100,2018,2
,WR,ATL,1,48,76,2018,2
,QB,CAR,1,67,100,2018,2
,WR,CAR,1,58,87,2018,2
,RB,TAM,1,18,31,2018,2
,WR,GNB,1,70,91,2018,2
,TE,MIN,1,63,86,2018,2
,QB,CIN,1,76,97,2018,2
,TE,GNB,1,27,35,2018,2
,RB,PIT,1,3,4,2018,2
,TE,TEN,1,36,61,2018,2
,RB,NYJ,1,34,52,2018,2
,RB,KAN,1,13,22,2018,2
,RB,TEN,1,34,58,2018,2
,TE,JAX,1,9,13,2018,2
,TE,OAK,1,22,34,2018,2
,TE,BUF,1,43,69,2018,2
,QB,CLE,1,62,98,2018,2
,TE,LAC,1,41,73,2018,2
,WR,NYJ,1,44,68,2018,2
,WR,PHI,1,62,78,2018,2
,QB,IND,1,61,100,2018,2
,QB,MIA,1,60,100,2018,2
,QB,PHI,1,79,100,2018,2
,QB,MIN,1,73,100,2018,2
,QB,SEA,1,66,99,2018,2
,RB,HOU,1,51,76,2018,2
,RB,OAK,1,16,25,2018,2
,WR,ATL,1,48,76,2018,2
,WR,IND,1,55,90,2018,2
,WR,CAR,1,44,66,2018,2
,WR,WAS,1,3,4,2018,2
,WR,DET,1,77,100,2018,2
,TE,NWE,1,14,23,2018,2
,TE,NYG,1,24,35,2018,2
,RB,SFO,1,31,48,2018,2
,WR,TEN,1,28,47,2018,2
,WR,BUF,1,36,58,2018,2
,TE,OAK,1,11,17,2018,2
,QB,DEN,1,66,100,2018,2
,WR,DAL,1,23,43,2018,2
,WR,DAL,1,30,57,2018,2
,WR,NWE,1,55,90,2018,2
,RB,DAL,1,9,17,2018,2
,TE,SFO,1,30,47,2018,2
,WR,NYJ,1,20,31,2018,2
,WR,CHI,1,2,3,2018,2
,TE,KAN,1,57,97,2018,2
,WR,NYG,1,6,9,2018,2
,WR,HOU,1,67,100,2018,2
,WR,LAR,1,71,97,2018,2
,WR,MIA,1,56,93,2018,2
,WR,NWE,1,28,46,2018,2
,WR,LAC,1,50,89,2018,2
,WR,DAL,1,18,34,2018,2
,WR,DAL,1,10,19,2018,2
,RB,KAN,1,6,10,2018,2
,RB,CIN,1,39,50,2018,2
,RB,DET,1,28,36,2018,2
,RB,WAS,1,50,68,2018,2
,RB,NWE,1,14,23,2018,2
,RB,NOR,1,9,14,2018,2
,QB,LAC,1,1,2,2018,2
,TE,PHI,1,74,94,2018,2
,TE,WAS,1,40,54,2018,2
,TE,CHI,1,36,54,2018,2
,TE,CIN,1,49,63,2018,2
,TE,DET,1,22,29,2018,2
,TE,PIT,1,37,45,2018,2
,RB,SFO,1,40,63,2018,2
,TE,DET,1,40,52,2018,2
,RB,MIN,1,23,32,2018,2
,TE,HOU,1,52,78,2018,2
,TE,KAN,1,18,31,2018,2
,RB,CAR,1,8,12,2018,2
,WR,SEA,1,47,70,2018,2
,RB,NOR,1,22,33,2018,2
,RB,NWE,1,20,33,2018,2
,TE,IND,1,59,97,2018,2
,RB,BUF,1,8,13,2018,2
,QB,JAX,1,70,100,2018,2
,QB,OAK,1,65,100,2018,2
,TE,BUF,1,19,31,2018,2
,RB,CLE,1,36,57,2018,2
,WR,KAN,1,5,8,2018,2
,RB,NYJ,1,31,48,2018,2
,WR,KAN,1,47,80,2018,2
,WR,TAM,1,47,81,2018,2
,WR,BUF,1,40,65,2018,2
,WR,LAR,1,73,100,2018,2
,WR,GNB,1,74,96,2018,2
,WR,JAX,1,51,73,2018,2
,WR,CHI,1,63,94,2018,2
,WR,NYG,1,66,97,2018,2
,WR,CLE,1,59,94,2018,2
,WR,WAS,1,70,95,2018,2
,WR,DET,1,16,21,2018,2
,WR,OAK,1,26,40,2018,2
,WR,HOU,1,53,79,2018,2
,TE,IND,1,16,26,2018,2
,TE,JAX,1,59,84,2018,2
,TE,PIT,1,9,11,2018,2
,TE,CHI,1,57,85,2018,2
,RB,NWE,1,34,56,2018,2
,WR,NYG,1,44,65,2018,2
,QB,SFO,1,64,100,2018,2
,WR,BAL,1,69,80,2018,2
,WR,IND,1,43,70,2018,2
,RB,HOU,1,17,25,2018,2
,WR,NYJ,1,52,80,2018,2
,RB,KAN,1,9,15,2018,2
,WR,MIA,1,29,48,2018,2
,RB,IND,1,17,28,2018,2
,WR,CHI,1,63,94,2018,2
,WR,BAL,1,57,66,2018,2
,WR,DAL,1,27,51,2018,2
,RB,OAK,1,8,12,2018,2
,WR,MIN,1,70,96,2018,2
,TE,TAM,1,14,24,2018,2
,RB,PIT,1,5,6,2018,2
,WR,TAM,1,6,10,2018,2
,TE,NOR,1,39,59,2018,2
,TE,CLE,1,25,40,2018,2
,TE,NYG,1,3,4,2018,2
,WR,OAK,1,22,34,2018,2
,WR,OAK,1,54,83,2018,2
,WR,CHI,1,2,3,2018,2
,RB,LAC,1,36,64,2018,2
,RB,LAR,1,50,68,2018,2
,WR,CAR,1,66,99,2018,2
,TE,BAL,1,29,34,2018,2
,RB,ATL,1,40,63,2018,2
,RB,CLE,1,23,37,2018,2
,RB,PHI,1,22,28,2018,2
,RB,JAX,1,40,57,2018,2
,RB,SEA,1,9,13,2018,2
,RB,BAL,1,42,49,2018,2
,RB,ARI,1,35,71,2018,2
,RB,LAR,1,23,32,2018,2
,RB,BUF,1,23,37,2018,2
,TE,PIT,1,45,55,2018,2
,TE,CIN,1,35,45,2018,2
,TE,DEN,1,41,62,2018,2
,TE,BAL,1,44,51,2018,2
,WR,PHI,1,72,91,2018,2
,WR,ATL,1,14,22,2018,2
,WR,SEA,1,60,90,2018,2
,WR,WAS,1,69,93,2018,2
,RB,GNB,1,25,32,2018,2
,WR,NWE,1,55,90,2018,2
,WR,MIN,1,62,85,2018,2
,TE,CAR,1,13,19,2018,2
,TE,MIA,1,34,57,2018,2
,TE,CIN,1,38,49,2018,2
,WR,PHI,1,19,24,2018,2
,TE,NYJ,1,10,15,2018,2
,TE,JAX,1,12,17,2018,2
,WR,KAN,1,36,61,2018,2
,TE,DAL,1,50,94,2018,2
,WR,LAC,1,6,11,2018,2
,WR,ARI,1,23,47,2018,2
,RB,JAX,1,30,43,2018,2
,TE,DEN,1,2,3,2018,2
,WR,LAC,1,45,80,2018,2
,TE,NYJ,1,37,57,2018,2
,RB,DAL,1,3,6,2018,2
,WR,TEN,1,6,10,2018,2
,TE,CHI,1,1,1,2018,2
,WR,TAM,1,29,50,2018,2
,WR,MIN,1,45,62,2018,2
,RB,DAL,1,50,94,2018,2
,QB,LAR,1,73,100,2018,2
,WR,WAS,1,71,96,2018,2
,RB,TEN,1,25,42,2018,2
,WR,NOR,1,58,88,2018,2
,RB,BAL,1,42,49,2018,2
,WR,CIN,1,58,74,2018,2
,RB,DEN,1,22,33,2018,2
,WR,NYG,1,65,96,2018,2
,TE,ATL,1,53,84,2018,2
,RB,CHI,1,48,72,2018,2
,WR,CLE,1,46,73,2018,2
,WR,TEN,1,28,47,2018,2
,QB,DAL,1,53,100,2018,2
,RB,NOR,1,6,9,2018,2
,RB,SEA,1,18,27,2018,2
,TE,LAR,1,65,89,2018,2
,WR,HOU,1,55,82,2018,2
,RB,MIA,1,36,60,2018,2
,TE,SEA,1,26,39,2018,2
,WR,BAL,1,28,33,2018,2
,WR,KAN,1,7,12,2018,2
,RB,PHI,1,24,30,2018,2
,WR,MIA,1,32,53,2018,2
,WR,NYJ,1,53,82,2018,2
,RB,DEN,1,11,17,2018,2
,RB,LAC,1,7,13,2018,2
,WR,KAN,1,51,86,2018,2
,TE,DAL,1,5,9,2018,2
,WR,IND,1,5,8,2018,2
,TE,CHI,1,1,1,2018,2
,WR,GNB,1,60,78,2018,2
,TE,MIN,1,22,30,2018,2
,RB,TAM,1,36,62,2018,2
,RB,JAX,1,5,7,2018,2
,WR,IND,1,26,43,2018,2
,TE,KAN,1,1,2,2018,2
,WR,ATL,1,9,14,2018,2
,RB,OAK,1,8,12,2018,2
,RB,WAS,1,1,1,2018,2
,TE,SFO,1,6,9,2018,2
,RB,MIN,1,7,10,2018,2
,TE,TAM,1,11,19,2018,2
,TE,PHI,1,26,33,2018,2
,RB,MIN,1,50,68,2018,2
,WR,LAC,1,39,70,2018,2
,TE,TAM,1,46,79,2018,2
,QB,CHI,1,66,99,2018,2
,WR,TEN,1,48,81,2018,2
,WR,CIN,1,45,58,2018,2
,RB,CAR,1,63,94,2018,2
,QB,HOU,1,67,100,2018,2
,TE,CLE,1,46,73,2018,2
,WR,TAM,1,29,50,2018,2
,TE,NYG,1,60,88,2018,2
,QB,KAN,1,58,98,2018,2
,RB,CIN,1,39,50,2018,2
,RB,NOR,1,51,77,2018,2
,RB,NYG,1,5,7,2018,2
,RB,GNB,1,47,61,2018,2
,RB,KAN,1,40,68,2018,2
,WR,TEN,1,24,41,2018,2
,WR,PIT,1,76,93,2018,2
,WR,BUF,1,51,82,2018,2
,WR,LAR,1,73,100,2018,2
,WR,JAX,1,51,73,2018,2
,WR,LAR,1,2,3,2018,2
,RB,IND,1,18,30,2018,2
,RB,PHI,1,33,42,2018,2
,RB,PIT,1,72,88,2018,2
,RB,CHI,1,21,31,2018,2
,TE,DEN,1,26,39,2018,2
,TE,LAR,1,8,11,2018,2
,TE,TEN,1,59,100,2018,2
,TE,WAS,1,13,18,2018,2
,RB,LAC,1,23,41,2018,2
,WR,PHI,1,35,44,2018,2
,WR,DET,1,71,92,2018,2
,WR,WAS,1,1,1,2018,2
,WR,MIN,1,13,18,2018,2
,TE,SFO,1,50,78,2018,2
,TE,DET,1,7,9,2018,2
,TE,TAM,1,17,29,2018,2
,WR,SFO,1,16,25,2018,2
,TE,NWE,1,14,23,2018,2
,WR,NOR,1,32,48,2018,2
,WR,CIN,1,6,8,2018,2
,WR,DEN,1,4,6,2018,2
,WR,PIT,1,14,17,2018,2
,TE,DAL,1,14,26,2018,2
,TE,ATL,1,8,13,2018,2
,RB,CAR,1,3,4,2018,2
,WR,ARI,1,34,69,2018,2
,TE,ARI,1,44,90,2018,2
,RB,SEA,1,19,28,2018,2
,WR,SEA,1,20,30,2018,2
,TE,BUF,1,16,26,2018,2
,TE,TEN,1,7,12,2018,2
,WR,JAX,1,59,84,2018,2
,TE,LAC,1,16,29,2018,2
,WR,IND,1,18,30,2018,2
,RB,SFO,1,25,39,2018,2
,WR,SFO,1,10,16,2018,2
,RB,BAL,1,5,6,2018,2
,WR,MIN,1,2,3,2018,2
,QB,BAL,1,6,7,2018,2
,QB,NYJ,1,65,100,2018,2
,RB,NYG,1,58,85,2018,2
,RB,DEN,1,16,24,2018,2
,RB,CLE,1,3,5,2018,2
,RB,DET,1,36,47,2018,2
,RB,ATL,1,19,30,2018,2
,WR,DEN,1,54,82,2018,2
,WR,PIT,1,66,80,2018,2
,WR,CHI,1,37,55,2018,2
,WR,ATL,1,35,56,2018,2
,WR,DAL,1,25,47,2018,2
,WR,NOR,1,22,33,2018,2
,WR,SFO,1,56,88,2018,2
,WR,CAR,1,17,25,2018,2
,WR,ARI,1,31,63,2018,2
,TE,BAL,1,36,42,2018,2
,TE,PHI,1,17,22,2018,2
,TE,MIA,1,33,55,2018,2
,WR,CLE,1,50,79,2018,2
,WR,JAX,1,29,41,2018,2
,RB,IND,1,25,41,2018,2
,QB,BUF,1,62,100,2018,2
,WR,SFO,1,7,11,2018,2
,RB,SEA,1,20,30,2018,2
,RB,NWE,1,13,21,2018,2
,TE,CAR,1,63,94,2018,2
,TE,HOU,1,24,36,2018,2
,TE,HOU,1,15,22,2018,2
,WR,BUF,1,29,47,2018,2
,WR,DEN,1,12,18,2018,2
,RB,ARI,1,10,20,2018,2
,RB,IND,1,23,38,2018,2
,RB,DEN,1,28,42,2018,2
,TE,MIA,1,9,15,2018,2
,WR,GNB,1,6,8,2018,2
,TE,NYJ,1,44,68,2018,2
,TE,MIN,1,8,11,2018,2
,WR,LAC,1,3,5,2018,2
,RB,LAC,1,3,5,2018,2
,RB,TAM,1,3,5,2018,2
