Player,Pos,Team,Games,Snaps,Snap %,Season,Week
Jonathan Allen,DE,WAS,1,47,0.8,2020,12
Jamal Adams,S,SEA,1,71,1.0,2020,12
Marshon Lattimore,CB,NOR,1,36,0.84,2020,12
Jabrill Peppers,S,NYG,1,49,1.0,2020,12
Derek Barnett,DE,PHI,1,40,0.6,2020,12
Zach Cunningham,LB,HOU,1,47,0.57,2020,12
Marlon Humphrey,CB,BAL,1,72,1.0,2020,12
Haason Reddick,LB,ARI,1,51,0.96,2020,12
Charles Harris,DE,ATL,1,23,0.37,2020,12
Chris Wormley,DT,PIT,1,24,0.45,2020,12
Jarrad Davis,LB,DET,1,19,0.33,2020,12
T.J. Watt,LB,PIT,1,50,0.94,2020,12
Tyus Bowser,LB,BAL,1,53,0.74,2020,12
Kevin King,CB,GNB,1,66,0.97,2020,12
Brandon Wilson,S,CIN,1,13,0.16,2020,12
Tre'Davious White,CB,BUF,1,82,0.99,2020,12
Raekwon McMillan,LB,LV,1,1,0.01,2020,12
Vincent Taylor,DT,CLE,1,10,0.15,2020,12
Marcus Maye,S,NYJ,1,71,1.0,2020,12
Harvey Langi,LB,NYJ,1,64,0.9,2020,12
Deatrich Wise,DE,NWE,1,53,0.72,2020,12
Ryan Glasgow,DT,NOR,1,20,0.47,2020,12
Carl Lawson,DE,CIN,1,58,0.72,2020,12
Jordan Evans,LB,CIN,1,4,0.05,2020,12
Larry Ogunjobi,DT,CLE,1,50,0.77,2020,12
Chuck Clark,S,BAL,1,72,1.0,2020,12
Cameron Sutton,CB,PIT,1,11,0.21,2020,12
Anthony Walker,LB,IND,1,72,1.0,2020,12
Grover Stewart,DT,IND,1,65,0.9,2020,12
Tarell Basham,DE,NYJ,1,53,0.75,2020,12
Dawuane Smoot,DE,JAX,1,36,0.54,2020,12
Carlos Watkins,DT,HOU,1,42,0.51,2020,12
DeMarcus Walker,DE,DEN,1,43,0.67,2020,12
Isaac Rochell,DE,LAC,1,21,0.34,2020,12
Desmond King,CB,TEN,1,71,0.96,2020,12
Rayshawn Jenkins,S,LAC,1,61,0.98,2020,12
Tanoh Kpassagnon,DE,KAN,1,30,0.51,2020,12
Jourdan Lewis,CB,DAL,1,62,0.9,2020,12
Chidobe Awuzie,CB,DAL,1,68,0.99,2020,12
Xavier Woods,S,DAL,1,69,1.0,2020,12
Rasul Douglas,CB,CAR,1,73,1.0,2020,12
Dalvin Tomlinson,DT,NYG,1,21,0.43,2020,12
Eddie Jackson,S,CHI,1,71,1.0,2020,12
Jalen Reeves-Maybin,LB,DET,1,1,0.02,2020,12
Patrick O'Connor,DE,TAM,1,1,0.01,2020,12
Ifeadi Odenigbo,DE,MIN,1,50,0.77,2020,12
Jaleel Johnson,DT,MIN,1,38,0.58,2020,12
Eric Wilson,LB,MIN,1,65,1.0,2020,12
Elijah Lee,CB,CLE,1,1,0.01,2020,12
Duke Riley,LB,PHI,1,31,0.46,2020,12
Corn Elder,CB,CAR,1,32,0.44,2020,12
Al-Quadin Muhammad,DE,IND,1,46,0.64,2020,12
Marcus Williams,S,NOR,1,36,0.84,2020,12
Arthur Maulet,CB,NYJ,1,60,0.85,2020,12
Trey Hendrickson,DE,NOR,1,23,0.53,2020,12
Alex Anzalone,LB,NOR,1,8,0.19,2020,12
Budda Baker,S,ARI,1,52,0.98,2020,12
Samson Ebukam,LB,LAR,1,33,0.46,2020,12
John Johnson,S,LAR,1,72,1.0,2020,12
Shaquill Griffin,CB,SEA,1,71,1.0,2020,12
Cameron Malveaux,DE,CLE,1,10,0.15,2020,12
Adam Butler,DT,NWE,1,46,0.62,2020,12
Kenny Moore,CB,IND,1,71,0.99,2020,12
Dee Virgin,CB,DET,1,1,0.02,2020,12
Eli Ankou,DT,DAL,1,30,0.43,2020,12
Michael Davis,CB,LAC,1,61,0.98,2020,12
Nicholas Morrow,LB,LV,1,77,0.99,2020,12
Breon Borders,CB,TEN,1,74,1.0,2020,12
Alex Barrett,DE,SFO,1,12,0.19,2020,12
Bradley Chubb,LB,DEN,1,47,0.73,2020,12
Minkah Fitzpatrick,S,PIT,1,54,1.0,2020,12
Arden Key,DE,LV,1,33,0.42,2020,12
Daron Payne,DT,WAS,1,51,0.86,2020,12
Roquan Smith,LB,CHI,1,71,1.0,2020,12
Sam Hubbard,DE,CIN,1,67,0.83,2020,12
Dorance Armstrong,DE,DAL,1,23,0.33,2020,12
Marcus Davenport,DE,NOR,1,21,0.49,2020,12
Carlton Davis,CB,TAM,1,79,1.0,2020,12
Ronnie Harrison,S,CLE,1,1,0.01,2020,12
Justin Reid,S,HOU,1,77,0.94,2020,12
Rashaan Evans,LB,TEN,1,60,0.81,2020,12
Taven Bryan,DT,JAX,1,23,0.34,2020,12
Harold Landry,LB,TEN,1,65,0.88,2020,12
Isaiah Oliver,CB,ATL,1,38,0.6,2020,12
Jaire Alexander,CB,GNB,1,68,1.0,2020,12
Josey Jewell,LB,DEN,1,55,0.86,2020,12
Tremaine Edmunds,LB,BUF,1,83,1.0,2020,12
Harrison Phillips,DT,BUF,1,21,0.25,2020,12
DeShon Elliott,S,BAL,1,71,0.99,2020,12
Tyquan Lewis,DE,IND,1,55,0.76,2020,12
Tim Settle,DT,WAS,1,19,0.32,2020,12
Leighton Vander Esch,LB,DAL,1,60,0.87,2020,12
Jerome Baker,LB,MIA,1,43,0.78,2020,12
Marcus Allen,S,PIT,1,3,0.06,2020,12
Rasheem Green,DE,SEA,1,39,0.55,2020,12
Derrick Nnadi,DT,KAN,1,20,0.34,2020,12
Hercules Mata'afa,LB,MIN,1,21,0.32,2020,12
Josh Sweat,DE,PHI,1,27,0.4,2020,12
Terrell Edmunds,S,PIT,1,47,0.89,2020,12
Marquis Haynes,LB,CAR,1,32,0.44,2020,12
Poona Ford,DT,SEA,1,43,0.61,2020,12
Darius Leonard,LB,IND,1,72,1.0,2020,12
B.J. Hill,DT,NYG,1,20,0.41,2020,12
Armani Watts,S,KAN,1,3,0.05,2020,12
Jordan Whitehead,S,TAM,1,70,0.89,2020,12
Brandon Facyson,CB,LAC,1,1,0.02,2020,12
Kentavius Street,DE,SFO,1,32,0.52,2020,12
Folorunso Fatukasi,DT,NYJ,1,40,0.56,2020,12
Jason Cabinda,LB,DET,1,13,13.0,2020,12
Taron Johnson,CB,BUF,1,76,0.92,2020,12
J.C. Jackson,CB,NWE,1,61,0.82,2020,12
Davontae Harris,CB,BAL,1,17,0.24,2020,12
Shaun Dion Hamilton,LB,WAS,1,3,0.05,2020,12
Kenny Young,LB,LAR,1,33,0.46,2020,12
Shaquem Griffin,LB,SEA,1,4,0.06,2020,12
M.J. Stewart,CB,CLE,1,30,0.46,2020,12
Kemoko Turay,LB,IND,1,4,0.06,2020,12
Christian Wilkins,DT,MIA,1,45,0.82,2020,12
Nathan Shepherd,DT,NYJ,1,10,0.14,2020,12
Fred Warner,LB,SFO,1,62,1.0,2020,12
Keion Crossen,CB,HOU,1,22,0.27,2020,12
Ja'Whaun Bentley,LB,NWE,1,60,0.81,2020,12
Jessie Bates,S,CIN,1,79,0.98,2020,12
Zach Sieler,DE,MIA,1,20,0.36,2020,12
Kendal Vickers,DT,LV,1,18,0.23,2020,12
Olasunkanmi Adeniyi,DE,PIT,1,1,0.02,2020,12
Zaire Franklin,LB,IND,1,32,0.44,2020,12
Peter Kalambayi,LB,HOU,1,4,0.05,2020,12
Isaac Yiadom,CB,NYG,1,49,1.0,2020,12
Justin Jones,DT,LAC,1,44,0.71,2020,12
Maurice Hurst,DT,LV,1,16,0.21,2020,12
Avonte Maddox,CB,PHI,1,67,1.0,2020,12
Troy Apke,S,WAS,1,30,0.51,2020,12
Kylie Fitts,DE,ARI,1,8,0.15,2020,12
Bilal Nichols,DT,CHI,1,51,0.72,2020,12
Tracy Walker,S,DET,1,27,0.47,2020,12
Oren Burks,LB,GNB,1,5,0.07,2020,12
Devante Downs,LB,NYG,1,8,0.16,2020,12
Jalyn Holmes,DT,MIN,1,53,0.82,2020,12
Foyesade Oluokun,LB,ATL,1,53,0.84,2020,12
Jermaine Carter,LB,CAR,1,47,0.64,2020,12
Andre Smith,LB,BUF,1,5,0.06,2020,12
Marcell Harris,S,SFO,1,6,0.1,2020,12
Tarvarius Moore,S,SFO,1,62,1.0,2020,12
Sebastian Joseph-Day,DT,LAR,1,33,0.46,2020,12
John Franklin-Myers,DE,NYJ,1,20,0.28,2020,12
Tre Flowers,CB,SEA,1,71,1.0,2020,12
Jacob Martin,LB,HOU,1,49,0.6,2020,12
Levi Wallace,CB,BUF,1,80,0.96,2020,12
A.J. Moore,CB,HOU,1,35,0.43,2020,12
Daniel Ekuale,DT,JAX,1,23,0.34,2020,12
Chris Board,S,BAL,1,16,0.22,2020,12
Robert Jackson,DB,CLE,1,6,0.09,2020,12
Tre Herndon,CB,JAX,1,65,0.97,2020,12
Matt Dickerson,DE,TEN,1,21,0.28,2020,12
Ben Niemann,LB,KAN,1,21,0.36,2020,12
Austin Larkin,DE,CAR,1,11,0.15,2020,12
Charvarius Ward,CB,KAN,1,59,1.0,2020,12
Jeremy Reaves,S,WAS,1,29,0.49,2020,12
Chandon Sullivan,CB,GNB,1,64,0.94,2020,12
Chris Jones,CB,MIN,1,23,0.35,2020,12
Tyler Lancaster,DT,GNB,1,17,0.25,2020,12
Raven Greene,S,GNB,1,51,0.75,2020,12
Jacob Tuioti-Mariner,DE,ATL,1,40,0.63,2020,12
Taylor Stallworth,DT,IND,1,53,0.74,2020,12
Henry Mondeaux,DT,PIT,1,6,0.11,2020,12
Tavierre Thomas,CB,CLE,1,25,0.38,2020,12
Dennis Gardeck,LB,ARI,1,2,0.04,2020,12
Frankie Luvu,LB,NYJ,1,1,0.01,2020,12
Joshua Kalu,S,TEN,1,12,0.16,2020,12
Ryan Neal,S,SEA,1,4,0.06,2020,12
Emmanuel Moseley,CB,SFO,1,35,0.56,2020,12
Juantavius Gray,DB,NOR,1,7,0.16,2020,12
Robert Spillane,LB,PIT,1,43,0.81,2020,12
Dallin Leavitt,S,LV,1,3,0.04,2020,12
Darious Williams,CB,LAR,1,36,0.5,2020,12
Alexander Johnson,LB,DEN,1,63,0.98,2020,12
Quinnen Williams,DT,NYJ,1,52,0.73,2020,12
Ed Oliver,DT,BUF,1,47,0.57,2020,12
Devin White,LB,TAM,1,79,1.0,2020,12
Jeffery Simmons,DT,TEN,1,56,0.76,2020,12
Rashan Gary,DT,GNB,1,43,0.63,2020,12
Dexter Lawrence,DT,NYG,1,25,0.51,2020,12
Dre'Mont Jones,DT,DEN,1,50,0.78,2020,12
Montez Sweat,DE,WAS,1,33,0.56,2020,12
Jerry Tillery,DT,LAC,1,53,0.85,2020,12
Byron Murphy,CB,ARI,1,20,0.38,2020,12
Zach Allen,DE,ARI,1,42,0.79,2020,12
Brian Burns,DE,CAR,1,62,0.85,2020,12
Raekwon Davis,DT,MIA,1,33,0.6,2020,12
Amani Oruwariye,CB,DET,1,56,0.98,2020,12
Johnathan Abram,S,LV,1,75,0.96,2020,12
Julian Love,CB,NYG,1,34,0.69,2020,12
Kris Boyd,CB,MIN,1,38,0.58,2020,12
Trayvon Mullen,CB,LV,1,62,0.79,2020,12
Jaylon Ferguson,DE,BAL,1,36,0.5,2020,12
Mack Wilson,LB,CLE,1,33,0.51,2020,12
Juan Thornhill,S,KAN,1,41,0.69,2020,12
Chase Winovich,DE,NWE,1,60,0.81,2020,12
Isaiah Buggs,DT,PIT,1,6,0.11,2020,12
T.J. Edwards,LB,PHI,1,49,0.73,2020,12
Charles Omenihu,DE,HOU,1,46,0.56,2020,12
Nasir Adderley,S,LAC,1,62,1.0,2020,12
Germaine Pratt,LB,CIN,1,45,0.56,2020,12
Carl Granderson,DE,NOR,1,16,0.37,2020,12
Dre Greenlaw,LB,SFO,1,59,0.95,2020,12
Randy Ramsey,DE,GNB,1,9,0.13,2020,12
Armon Watts,DT,MIN,1,17,0.26,2020,12
John Cominsky,DE,ATL,1,18,0.29,2020,12
Albert Huggins,DT,DET,1,14,0.25,2020,12
Jahlani Tavai,LB,DET,1,37,0.65,2020,12
Emeke Egbule,LB,LAC,1,2,0.03,2020,12
Isaiah Johnson,CB,LV,1,60,0.77,2020,12
Mike Edwards,S,TAM,1,9,0.11,2020,12
Lonnie Johnson,CB,HOU,1,54,0.66,2020,12
Darnell Savage,S,GNB,1,39,0.57,2020,12
Khari Willis,S,IND,1,60,0.83,2020,12
Nate Hall,LB,HOU,1,11,0.13,2020,12
Ugo Amadi,S,SEA,1,50,0.7,2020,12
Justin Hollins,LB,LAR,1,26,0.36,2020,12
Nick Scott,S,LAR,1,36,0.5,2020,12
Derick Roberson,DE,TEN,1,28,0.38,2020,12
Keisean Nixon,CB,LV,1,29,0.37,2020,12
Alijah Holder,CB,DEN,1,2,0.03,2020,12
L.J. Collier,LB,SEA,1,29,0.41,2020,12
Michael Dogbe,DT,ARI,1,12,0.23,2020,12
Rock Ya-Sin,CB,IND,1,27,0.38,2020,12
Kingsley Keke,DT,GNB,1,19,0.28,2020,12
Ka'dar Hollman,CB,GNB,1,2,0.03,2020,12
Nik Needham,CB,MIA,1,44,0.8,2020,12
Greg Gaines,DT,LAR,1,13,0.18,2020,12
Andrew Van Ginkel,LB,MIA,1,29,0.53,2020,12
Marcus Epps,S,PHI,1,3,0.04,2020,12
Andrew Wingard,S,JAX,1,67,1.0,2020,12
Amani Hooker,S,TEN,1,27,0.36,2020,12
David Long,CB,LAR,1,22,0.31,2020,12
Bryce Hall,CB,NYJ,1,71,1.0,2020,12
Anthony Nelson,DE,TAM,1,28,0.35,2020,12
Sean Murphy-Bunting,CB,TAM,1,77,0.97,2020,12
C.J. Gardner-Johnson,CB,NOR,1,39,0.91,2020,12
Kendall Sheffield,CB,ATL,1,32,0.51,2020,12
Tevaughn Campbell,DB,LAC,1,59,0.95,2020,12
Malik Reed,LB,DEN,1,49,0.77,2020,12
Will Harris,S,DET,1,23,0.4,2020,12
Darryl Johnson,DE,BUF,1,24,0.29,2020,12
E.J. Speed,LB,IND,1,1,0.01,2020,12
David Long,LB,TEN,1,36,0.49,2020,12
Rashad Fenton,DB,KAN,1,26,0.44,2020,12
Maxx Crosby,DE,LV,1,68,0.87,2020,12
Donovan Wilson,S,DAL,1,69,1.0,2020,12
Jimmy Moreland,CB,WAS,1,41,0.69,2020,12
Cole Holcomb,LB,WAS,1,49,0.83,2020,12
Duke Shelley,DB,CHI,1,3,0.04,2020,12
Terez Hall,LB,NWE,1,29,0.39,2020,12
Joe Giles-Harris,LB,JAX,1,16,0.24,2020,12
Brandon Rusnak,CB,JAX,1,21,0.31,2020,12
P.J. Locke,S,DEN,1,2,0.03,2020,12
Amani Bledsoe,DE,CIN,1,21,0.26,2020,12
Matt Nelson,DT,DET,1,3,3.0,2020,12
Shy Tuttle,DT,NOR,1,22,0.51,2020,12
Kevin Givens,DT,SFO,1,41,0.66,2020,12
Troy Reeder,LB,LAR,1,69,0.96,2020,12
Herb Miller,CB,TAM,1,2,0.03,2020,12
Aaron Adeoye,DE,BAL,1,8,0.11,2020,12
Tuzar Skipper,DE,TEN,1,7,0.09,2020,12
Isaiah Mack,DT,NWE,1,11,0.15,2020,12
Chase Young,DE,WAS,1,51,0.86,2020,12
Isaiah Simmons,LB,ARI,1,16,0.3,2020,12
A.J. Epenesa,DE,BUF,1,31,0.37,2020,12
Derrick Brown,DT,CAR,1,53,0.73,2020,12
Javon Kinlaw,DT,SFO,1,21,0.34,2020,12
Kenneth Murray,LB,LAC,1,59,0.95,2020,12
Yetur Gross-Matos,DE,CAR,1,41,0.56,2020,12
Xavier McKinney,S,NYG,1,5,0.1,2020,12
A.J. Terrell,CB,ATL,1,51,0.81,2020,12
Neville Gallimore,DT,DAL,1,35,0.51,2020,12
K'Lavon Chaisson,DE,JAX,1,22,0.33,2020,12
Ashtyn Davis,S,NYJ,1,71,1.0,2020,12
Zack Baun,LB,NOR,1,4,0.09,2020,12
Jordan Elliott,DT,CLE,1,18,0.28,2020,12
Brandon Jones,S,MIA,1,23,0.42,2020,12
Cameron Dantzler,CB,MIN,1,49,0.75,2020,12
Lamar Jackson,CB,NYJ,1,71,1.0,2020,12
Jeff Gladney,CB,MIN,1,62,0.95,2020,12
Jaylon Johnson,CB,CHI,1,71,1.0,2020,12
Damon Arnette,CB,LV,1,8,0.1,2020,12
Josh Uche,DE,NWE,1,16,0.22,2020,12
DaVon Hamilton,DT,JAX,1,38,0.57,2020,12
Akeem Davis-Gaither,LB,CIN,1,7,0.09,2020,12
Jabari Zuniga,DE,NYJ,1,15,0.21,2020,12
Antoine Winfield,S,TAM,1,78,0.99,2020,12
Troy Dye,LB,MIN,1,20,0.31,2020,12
Jonathan Greenard,DE,HOU,1,16,0.2,2020,12
Anfernee Jennings,LB,NWE,1,15,0.2,2020,12
James Lynch,DT,MIN,1,7,0.11,2020,12
Jordyn Brooks,LB,SEA,1,21,0.3,2020,12
Malik Harrison,LB,BAL,1,10,0.14,2020,12
Marlon Davidson,DT,ATL,1,25,0.4,2020,12
Jacob Phillips,LB,CLE,1,11,0.17,2020,12
Alex Highsmith,DE,PIT,1,10,0.19,2020,12
McTelvin Agim,DT,DEN,1,16,0.25,2020,12
Khalid Kareem,DE,CIN,1,13,0.16,2020,12
Kyle Dugger,S,NWE,1,53,0.72,2020,12
Michael Ojemudia,CB,DEN,1,25,0.39,2020,12
Darnay Holmes,CB,NYG,1,35,0.71,2020,12
Cam Brown,LB,NYG,1,10,0.2,2020,12
Luq Barcoo,CB,JAX,1,65,0.97,2020,12
D.J. Wonnum,DE,MIN,1,31,0.48,2020,12
Alton Robinson,DE,SEA,1,10,0.14,2020,12
Essang Bassey,S,DEN,1,26,0.41,2020,12
Ross Blacklock,DT,HOU,1,18,0.22,2020,12
Julian Blackmon,S,IND,1,72,1.0,2020,12
Chauncey Rivers,DT,BAL,1,15,0.21,2020,12
Carter Coughlin,LB,NYG,1,19,0.39,2020,12
Bravvion Roy,DT,CAR,1,32,0.44,2020,12
Khalil Davis,DT,TAM,1,23,0.29,2020,12
Darrion Daniels,DT,SFO,1,15,0.24,2020,12
Kamal Martin,LB,GNB,1,9,0.13,2020,12
Carlos Davis,DT,PIT,1,4,0.08,2020,12
Patrick Queen,LB,BAL,1,66,0.92,2020,12
Jeremy Chinn,S,CAR,1,73,1.0,2020,12
Robert Windsor,DT,IND,1,7,0.1,2020,12
Kamren Curl,S,WAS,1,59,1.0,2020,12
Casey Toohill,LB,WAS,1,4,0.07,2020,12
Willie Gay,LB,KAN,1,1,0.02,2020,12
Jason Strowbridge,DT,MIA,1,4,0.07,2020,12
Logan Wilson,LB,CIN,1,45,0.56,2020,12
Broderick Washington,DT,BAL,1,27,0.38,2020,12
Breiden Fehoko,DT,LAC,1,7,0.11,2020,12
John Penisini,DT,DET,1,44,0.77,2020,12
Josiah Scott,CB,JAX,1,24,0.36,2020,12
Doug Costin,DT,JAX,1,43,0.64,2020,12
Bryce Huff,DE,NYJ,1,19,0.27,2020,12
Harrison Hand,S,MIN,1,3,0.05,2020,12
Troy Pride,CB,CAR,1,51,0.7,2020,12
Michael Danna,DE,KAN,1,16,0.27,2020,12
Tae Crowder,LB,NYG,1,13,0.27,2020,12
Teair Tart,DT,TEN,1,26,0.35,2020,12
Mykal Walker,LB,ATL,1,27,0.43,2020,12
Myles Bryant,CB,NWE,1,13,0.18,2020,12
Jordan Fuller,S,LAR,1,72,1.0,2020,12
John Reid,CB,HOU,1,10,0.12,2020,12
Aaron Crawford,DT,BAL,1,21,0.29,2020,12
Javelin Guidry,CB,NYJ,1,7,0.1,2020,12
Tershawn Wharton,DE,KAN,1,43,0.73,2020,12
L'Jarius Sneed,CB,KAN,1,32,0.54,2020,12
Stantley Thomas-Oliver,CB,CAR,1,21,0.29,2020,12
Jaylinn Hawkins,S,ATL,1,8,0.13,2020,12
Niko Lalos,DE,NYG,1,8,0.16,2020,12
Myles Hartsfield,DB,CAR,1,2,0.03,2020,12
Kameron Cline,DE,IND,1,12,0.17,2020,12
Patrick Peterson,CB,ARI,1,82,1.0,2020,13
Adrian Clayborn,DE,CLE,1,40,0.55,2020,13
Cameron Heyward,DE,PIT,1,67,0.93,2020,13
Robert Quinn,LB,CHI,1,54,0.79,2020,13
J.J. Watt,DE,HOU,1,68,0.99,2020,13
Aldon Smith,DE,DAL,1,41,0.75,2020,13
Allen Bailey,DE,ATL,1,33,0.42,2020,13
Justin Houston,DE,IND,1,35,0.55,2020,13
Ryan Kerrigan,DE,WAS,1,30,0.42,2020,13
Corey Liuget,DT,HOU,1,18,0.26,2020,13
Cameron Jordan,DE,NOR,1,59,0.88,2020,13
Jabaal Sheard,DE,NYG,1,41,0.57,2020,13
K.J. Wright,LB,SEA,1,54,0.96,2020,13
Buster Skrine,CB,CHI,1,50,0.74,2020,13
Richard Sherman,CB,SFO,1,72,0.99,2020,13
Pernell McPhee,LB,BAL,1,38,0.48,2020,13
Lawrence Guy,DT,NWE,1,22,0.31,2020,13
Malcolm Smith,LB,CLE,1,37,0.51,2020,13
Thomas Davis,LB,WAS,1,15,0.21,2020,13
Johnathan Joseph,CB,ARI,1,13,0.16,2020,13
Domata Peko,DT,ARI,1,39,0.48,2020,13
Calais Campbell,DE,BAL,1,23,0.29,2020,13
Malcolm Jenkins,S,NOR,1,67,1.0,2020,13
Jason McCourty,CB,NWE,1,60,0.83,2020,13
Joe Haden,CB,PIT,1,56,0.78,2020,13
Carlos Dunlap,DE,SEA,1,23,0.41,2020,13
Brandon Graham,DE,PHI,1,41,0.67,2020,13
Everson Griffen,DE,DET,1,45,0.65,2020,13
Patrick Robinson,CB,NOR,1,6,0.09,2020,13
Devin McCourty,S,NWE,1,58,0.81,2020,13
Jerry Hughes,DE,BUF,1,41,0.67,2020,13
Kareem Jackson,S,DEN,1,64,1.0,2020,13
Sean Lee,LB,DAL,1,17,0.31,2020,13
Geno Atkins,DT,CIN,1,13,0.19,2020,13
Tyson Alualu,DT,PIT,1,29,0.4,2020,13
Linval Joseph,DT,LAC,1,48,0.72,2020,13
Andrew Sendejo,S,CLE,1,73,1.0,2020,13
Mario Addison,DE,BUF,1,41,0.67,2020,13
Chris Harris,CB,LAC,1,66,0.99,2020,13
Josh Bynes,LB,CIN,1,48,0.69,2020,13
Whitney Mercilus,LB,HOU,1,48,0.7,2020,13
Vinny Curry,DE,PHI,1,19,0.31,2020,13
Fletcher Cox,DT,PHI,1,38,0.62,2020,13
Michael Brockers,DT,LAR,1,30,0.47,2020,13
Bobby Wagner,LB,SEA,1,56,1.0,2020,13
Dre Kirkpatrick,CB,ARI,1,65,0.79,2020,13
Harrison Smith,S,MIN,1,71,1.0,2020,13
Stephon Gilmore,CB,NWE,1,58,0.81,2020,13
Casey Hayward,CB,LAC,1,39,0.58,2020,13
Derek Wolfe,DE,BAL,1,64,0.81,2020,13
Tavon Wilson,S,IND,1,61,0.95,2020,13
Olivier Vernon,DE,CLE,1,73,1.0,2020,13
Demario Davis,LB,NOR,1,67,1.0,2020,13
Tyrone Crawford,DT,DAL,1,6,0.11,2020,13
Akiem Hicks,DE,CHI,1,54,0.79,2020,13
Mike Daniels,DT,CIN,1,34,0.49,2020,13
Malik Jackson,DT,PHI,1,33,0.54,2020,13
Jack Crawford,DE,TEN,1,39,0.53,2020,13
Danny Trevathan,LB,CHI,1,55,0.81,2020,13
Billy Winn,DE,GNB,1,3,0.05,2020,13
Anthony Levine,CB,BAL,1,4,0.05,2020,13
L.J. Fort,LB,BAL,1,33,0.42,2020,13
Tashaun Gipson,S,CHI,1,68,1.0,2020,13
Rodney McLeod,S,PHI,1,61,1.0,2020,13
Alex Okafor,DE,KAN,1,32,0.48,2020,13
Dion Jordan,DE,SFO,1,35,0.48,2020,13
John Simon,LB,NWE,1,31,0.43,2020,13
Margus Hunt,DE,CIN,1,43,0.61,2020,13
Johnathan Hankins,DT,LV,1,44,0.71,2020,13
Akeem Spence,DT,NWE,1,31,0.43,2020,13
Sheldon Richardson,DE,CLE,1,55,0.75,2020,13
Sylvester Williams,DT,DEN,1,11,0.17,2020,13
John Jenkins,DT,CHI,1,15,0.22,2020,13
Barkevious Mingo,LB,CHI,1,17,0.25,2020,13
Jon Bostic,LB,WAS,1,57,0.8,2020,13
Tyrann Mathieu,S,KAN,1,66,1.0,2020,13
Xavier Rhodes,CB,IND,1,61,0.95,2020,13
Logan Ryan,CB,NYG,1,72,1.0,2020,13
Jordan Poyer,S,BUF,1,60,0.98,2020,13
Kenny Vaccaro,S,TEN,1,62,0.85,2020,13
Shawn Williams,S,CIN,1,7,0.1,2020,13
Darius Slay,CB,PHI,1,40,0.66,2020,13
Jamie Collins,LB,DET,1,67,0.97,2020,13
D.J. Swearinger,S,NOR,1,24,0.36,2020,13
Blidi Wreh-Wilson,CB,ATL,1,8,0.1,2020,13
Duron Harmon,S,DET,1,69,1.0,2020,13
Brandon Williams,DT,BAL,1,29,0.37,2020,13
Steven Means,DE,ATL,1,50,0.64,2020,13
A.J. Klein,LB,BUF,1,42,0.69,2020,13
Micah Hyde,S,BUF,1,60,0.98,2020,13
Vince Williams,LB,PIT,1,53,0.74,2020,13
Nick Williams,DE,DET,1,54,0.78,2020,13
Benson Mayowa,DE,SEA,1,32,0.57,2020,13
Damion Square,DT,LAC,1,22,0.33,2020,13
Damon Harrison,DT,SEA,1,22,0.39,2020,13
Jahleel Addae,S,LAC,1,10,0.15,2020,13
Nickell Robey-Coleman,CB,PHI,1,40,0.66,2020,13
Daren Bates,LB,TEN,1,1,0.01,2020,13
A.J. Bouye,CB,DEN,1,64,1.0,2020,13
Chris Banjo,S,ARI,1,78,0.95,2020,13
Jeff Heath,S,LV,1,50,0.81,2020,13
Stephon Tuitt,DE,PIT,1,54,0.75,2020,13
Aaron Lynch,LB,JAX,1,39,0.43,2020,13
Khalil Mack,LB,CHI,1,55,0.81,2020,13
Kyle Van Noy,LB,MIA,1,47,0.9,2020,13
Christian Jones,LB,DET,1,24,0.35,2020,13
Jeremiah Attaochu,LB,DEN,1,15,0.23,2020,13
Darqueze Dennard,CB,ATL,1,62,0.79,2020,13
Lamarcus Joyner,S,LV,1,37,0.6,2020,13
Aaron Donald,DT,LAR,1,55,0.86,2020,13
Kyle Fuller,CB,CHI,1,68,1.0,2020,13
Jason Verrett,CB,SFO,1,72,0.99,2020,13
Jimmie Ward,CB,SFO,1,73,1.0,2020,13
Demarcus Lawrence,DE,DAL,1,43,0.78,2020,13
Christian Kirksey,LB,GNB,1,62,1.0,2020,13
Phillip Gaines,CB,HOU,1,62,0.9,2020,13
Bashaud Breeland,CB,KAN,1,65,0.98,2020,13
Justin Ellis,DT,BAL,1,25,0.32,2020,13
DaQuan Jones,DT,TEN,1,45,0.62,2020,13
Anthony Hitchens,LB,KAN,1,47,0.71,2020,13
Dontae Johnson,CB,SFO,1,63,0.86,2020,13
Kevin Pierre-Louis,LB,WAS,1,23,0.32,2020,13
Nevin Lawson,CB,LV,1,42,0.68,2020,13
Brent Urban,DE,CHI,1,24,0.35,2020,13
Ricardo Allen,S,ATL,1,50,0.64,2020,13
Avery Williamson,LB,PIT,1,38,0.53,2020,13
Caraun Reid,DT,JAX,1,43,0.47,2020,13
Devon Kennard,LB,ARI,1,24,0.29,2020,13
T.J. Carrie,CB,IND,1,36,0.56,2020,13
Shamar Stephen,DT,MIN,1,40,0.56,2020,13
Shelby Harris,DE,DEN,1,32,0.5,2020,13
Terrance Mitchell,CB,CLE,1,72,0.99,2020,13
Kerry Hyder,DT,SFO,1,53,0.73,2020,13
Malcolm Butler,CB,TEN,1,70,0.96,2020,13
Jordan Dangerfield,S,PIT,1,3,0.04,2020,13
Denico Autry,DT,IND,1,43,0.67,2020,13
Will Compton,LB,TEN,1,22,0.3,2020,13
