Team,Season,Date,Time,Away_Home,Opp,Week,G#,Day,Month,Result,OT,Points_For,Points_Against,PD,Points_Comb,Spread,Vs_Line,Over/Under,OU Result,TPass_Cmp,TPass_Att,TPass_Cmp%,TPass_Yds,TPass_TD,TPass_Int,TSack,TSack_Yds,TQB_Rate,TRush_Att,TRush_Yds,TRush_Y/A,TRush_TD,TTot_Yds,TO_Play#,TO_Y/P,TD_Play#,TD_Y/P,TTot_TO,TO_ToP,TGame_Dur,Pen,TPen_Yds,TOpp_Pen,TOpp_Pen_Yds,TComb_Pen,TComb_Pen_Yds,T1st_Downs,T1st_by_Rsh,T1st_by_Pass,T1st_by_Pen,T3rd_Down_Att,T3rd_Down_Conv,T3rd_Down%,T4th_Down_Att,T4th_Down_Conv,T4th_Down%,TTot_TD,TXP_Att,TXP_Made,TFG_Att,TFG_Made,T2Pt_Att,T2Pt_Made,TSfty,TTimes_Punted,TPunt_Yds,TPunt_Yds_Avg,TOpp_Tot_TD,TOpp_XP_Att,TOpp_XP_Made,TOpp_FG_Att,TOpp_FG_Made,TOpp_Sfty,TOpp_Pass_Cmp,TOpp_Pass_Att,TOpp_Pass_Cmp%,TOpp_Pass_Yds,TOpp_Pass_TD,TOpp_Pass_Int,TOpp_Sk,TOpp_Sk_Yds,TOpp_QB_Rate,TOpp_Rush_Att,TOpp_Rush_Yds,TOpp_Rush_Y/A,TOpp_Rush_TD,TOpp_Tot_Yds,TOpp_Tot_TO,TOpp_1st_Downs,TOpp_1st_by_Rsh,TOpp_1st_by_Pass,TOpp_1st_by_Pen,TOpp_3rd_Down_Att,TOpp_3rd_Down_Conv,TOpp_3rd_Down%,TOpp_4th_Down_Att,TOpp_4th_Down_Conv,TOpp_4th_Down%,TMargin_Rush,TMargin_Pass,TMargin_TotYds,TTO_TD,TKR_TD,TPR_TD,TInt_TD,TFmb_TD,TOtherRet_TD,TAll_Ret_TD,TMar_Thru_Q1,TMar_Thru_Q2,TMar_Thru_Q3,TScore_Diff_Q1,TScore_Diff_Q2,TScore_Diff_Q3,TScore_Diff_Q4,TScore_Diff_1stHalf,TScore_Diff_2ndHalf
DAL,2019,2019-12-15,4:25,Home,LAR,15,14,Sun,12,W 44-21,,44.0,21.0,23.0,65.0,1.0,covered,48.5,over,15.0,23.0,0.6521739130434783,212.0,2.0,0.0,0.0,0.0,123.8,45.0,263.0,5.84,3.0,475.0,68.0,6.9853,68.0,4.25,0.0,2166.0,11640.0,4.0,16.0,5.0,29.0,9.0,45.0,25.0,16.0,8.0,1.0,13.0,7.0,0.5384615384615384,1.0,1.0,1.0,5.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,2.0,95.0,47.5,3.0,1.0,1.0,0.0,0.0,0.0,34.0,52.0,0.6538461538461539,267.0,2.0,1.0,2.0,22.0,82.8,14.0,22.0,1.57,1.0,289.0,1.0,23.0,3.0,17.0,3.0,12.0,4.0,0.3333333333333333,2.0,1.0,0.5,241.0,-55.0,186.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,21.0,24.0,7.0,14.0,3.0,-1.0,21.0,2.0
NWE,2019,2019-09-15,1:00,Away,MIA,2,2,Sun,9,W 43-0,,43.0,0.0,43.0,43.0,-18.0,covered,48.5,under,20.0,28.0,0.7142857142857143,255.0,2.0,0.0,2.0,9.0,124.7,35.0,124.0,3.54,2.0,379.0,65.0,5.8308,61.0,3.0164,1.0,2190.0,11340.0,5.0,54.0,4.0,22.0,9.0,76.0,27.0,11.0,13.0,3.0,11.0,6.0,0.5454545454545454,0.0,0.0,,6.0,6.0,4.0,2.0,1.0,0.0,0.0,0.0,3.0,144.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,39.0,0.46153846153846156,142.0,0.0,4.0,7.0,44.0,16.1,15.0,42.0,2.8,0.0,184.0,4.0,11.0,3.0,7.0,1.0,15.0,2.0,0.13333333333333333,4.0,2.0,0.5,82.0,113.0,195.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,7.0,13.0,23.0,7.0,6.0,10.0,20.0,13.0,30.0
TEN,2019,2019-09-08,1:00,Away,CLE,1,1,Sun,9,W 43-13,,43.0,13.0,30.0,56.0,5.5,covered,44.0,over,14.0,24.0,0.5833333333333334,216.0,3.0,0.0,4.0,32.0,133.3,28.0,123.0,4.39,1.0,339.0,56.0,6.0536,63.0,5.4921,0.0,1758.0,11520.0,6.0,54.0,18.0,182.0,24.0,236.0,21.0,6.0,9.0,6.0,10.0,2.0,0.2,0.0,0.0,,5.0,5.0,5.0,2.0,2.0,0.0,0.0,1.0,6.0,277.0,46.17,2.0,2.0,1.0,0.0,0.0,0.0,25.0,38.0,0.6578947368421053,244.0,1.0,3.0,5.0,41.0,59.5,20.0,102.0,5.1,1.0,346.0,3.0,19.0,4.0,13.0,2.0,10.0,1.0,0.1,2.0,0.0,0.0,21.0,-28.0,-7.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,-3.0,6.0,9.0,-3.0,9.0,3.0,21.0,6.0,24.0
GNB,2019,2019-10-20,1:00,Home,OAK,7,7,Sun,10,W 42-24,,42.0,24.0,18.0,66.0,-5.5,covered,48.0,over,25.0,31.0,0.8064516129032258,421.0,5.0,0.0,1.0,8.0,158.3,23.0,60.0,2.61,1.0,481.0,55.0,8.7455,62.0,7.8065,0.0,1824.0,10740.0,3.0,20.0,8.0,97.0,11.0,117.0,22.0,5.0,15.0,2.0,10.0,6.0,0.6,0.0,0.0,,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,166.0,55.33,3.0,3.0,3.0,1.0,1.0,0.0,24.0,31.0,0.7741935483870968,329.0,3.0,1.0,0.0,0.0,129.6,31.0,155.0,5.0,0.0,484.0,2.0,21.0,5.0,16.0,0.0,11.0,7.0,0.6363636363636364,1.0,0.0,0.0,-95.0,92.0,-3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,18.0,4.0,7.0,7.0,0.0,11.0,7.0
MIN,2019,2019-10-20,1:00,Away,DET,7,7,Sun,10,W 42-30,,42.0,30.0,12.0,72.0,-2.5,covered,43.5,over,24.0,34.0,0.7058823529411765,338.0,4.0,0.0,0.0,0.0,141.5,37.0,166.0,4.49,2.0,504.0,71.0,7.0986,67.0,6.4627,0.0,1930.0000000000002,11460.0,6.0,60.0,8.0,67.0,14.0,127.0,32.0,10.0,19.0,3.0,10.0,6.0,0.6,0.0,0.0,,6.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,98.0,49.0,4.0,3.0,3.0,1.0,1.0,0.0,30.0,45.0,0.6666666666666666,352.0,4.0,1.0,2.0,12.0,110.6,20.0,81.0,4.05,0.0,433.0,1.0,26.0,1.0,21.0,4.0,11.0,6.0,0.5454545454545454,1.0,0.0,0.0,85.0,-14.0,71.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,4.0,-7.0,7.0,4.0,8.0,0.0,12.0
NOR,2019,2019-12-29,1:00,Away,CAR,17,16,Sun,12,W 42-10,,42.0,10.0,32.0,52.0,-13.5,covered,45.0,over,20.0,31.0,0.6451612903225806,264.0,3.0,0.0,1.0,3.0,124.0,35.0,115.0,3.29,2.0,379.0,67.0,5.6567,69.0,4.7681,0.0,2140.0,11160.0,3.0,44.0,5.0,54.0,8.0,98.0,25.0,6.0,16.0,3.0,11.0,4.0,0.36363636363636365,0.0,0.0,,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,283.0,47.17,1.0,1.0,1.0,1.0,1.0,0.0,26.0,49.0,0.5306122448979592,288.0,0.0,2.0,2.0,11.0,53.8,18.0,41.0,2.28,1.0,329.0,3.0,16.0,2.0,13.0,1.0,16.0,5.0,0.3125,2.0,1.0,0.5,74.0,-24.0,50.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,32.0,32.0,14.0,18.0,0.0,0.0,32.0,0.0
TEN,2019,2019-11-24,4:05,Home,JAX,12,11,Sun,11,W 42-20,,42.0,20.0,22.0,62.0,-4.5,covered,42.0,over,14.0,18.0,0.7777777777777778,252.0,2.0,0.0,1.0,7.0,155.8,33.0,219.0,6.64,4.0,471.0,52.0,9.0577,78.0,4.7308,2.0,1384.0,10860.0,6.0,54.0,11.0,104.0,17.0,158.0,21.0,8.0,11.0,2.0,8.0,4.0,0.5,0.0,0.0,,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,132.0,44.0,2.0,0.0,0.0,2.0,2.0,0.0,32.0,48.0,0.6666666666666666,252.0,0.0,0.0,3.0,20.0,79.5,27.0,117.0,4.33,2.0,369.0,1.0,23.0,8.0,12.0,3.0,18.0,7.0,0.3888888888888889,2.0,1.0,0.5,102.0,0.0,102.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,4.0,20.0,-2.0,4.0,18.0
TEN,2019,2019-12-08,4:25,Away,OAK,14,13,Sun,12,W 42-21,,42.0,21.0,21.0,63.0,-3.0,covered,47.0,over,21.0,27.0,0.7777777777777778,391.0,3.0,1.0,0.0,0.0,140.4,32.0,161.0,5.03,2.0,552.0,59.0,9.3559,60.0,5.9167,1.0,1752.0,10680.0,4.0,21.0,3.0,20.0,7.0,41.0,26.0,10.0,15.0,1.0,11.0,8.0,0.7272727272727273,0.0,0.0,,6.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,2.0,102.0,51.0,3.0,3.0,3.0,0.0,0.0,0.0,25.0,34.0,0.7352941176470589,258.0,2.0,0.0,2.0,4.0,114.6,24.0,97.0,4.04,1.0,355.0,1.0,22.0,7.0,13.0,2.0,10.0,4.0,0.4,1.0,0.0,0.0,64.0,133.0,197.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,7.0,14.0,0.0,21.0
BAL,2019,2019-12-12,8:20,Home,NYJ,15,14,Thu,12,W 42-21,,42.0,21.0,21.0,63.0,-17.0,covered,44.0,over,15.0,24.0,0.625,212.0,5.0,0.0,1.0,0.0,130.6,34.0,218.0,6.41,1.0,430.0,59.0,7.2881,57.0,5.4386,0.0,1898.0000000000002,10800.0,6.0,35.0,8.0,94.0,14.0,129.0,23.0,10.0,11.0,2.0,8.0,2.0,0.25,1.0,1.0,1.0,6.0,5.0,4.0,0.0,0.0,1.0,1.0,0.0,5.0,181.0,36.2,2.0,2.0,1.0,1.0,0.0,0.0,18.0,32.0,0.5625,207.0,2.0,1.0,1.0,11.0,83.7,24.0,103.0,4.29,0.0,310.0,2.0,13.0,4.0,9.0,0.0,14.0,6.0,0.42857142857142855,2.0,0.0,0.0,115.0,5.0,120.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,28.0,13.0,1.0,14.0,-7.0,14.0,7.0
CLE,2019,2019-11-24,1:00,Home,MIA,12,11,Sun,11,W 41-24,,41.0,24.0,17.0,65.0,-11.0,covered,45.5,over,24.0,34.0,0.7058823529411765,320.0,3.0,1.0,1.0,7.0,118.1,32.0,147.0,4.59,2.0,467.0,67.0,6.9701,63.0,4.5079,1.0,2166.0,11340.0,7.0,70.0,8.0,94.0,15.0,164.0,30.0,9.0,15.0,6.0,8.0,4.0,0.5,0.0,0.0,,5.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,37.0,37.0,3.0,3.0,3.0,1.0,1.0,0.0,21.0,39.0,0.5384615384615384,192.0,2.0,2.0,4.0,22.0,63.2,20.0,92.0,4.6,1.0,284.0,2.0,22.0,5.0,14.0,3.0,14.0,6.0,0.42857142857142855,1.0,0.0,0.0,55.0,128.0,183.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,25.0,11.0,14.0,11.0,-14.0,6.0,25.0,-8.0
NYG,2019,2019-12-22,1:00,Away,WAS,16,15,Sun,12,W 41-35,OT,41.0,35.0,6.0,76.0,-1.0,covered,42.0,over,28.0,42.0,0.6666666666666666,346.0,5.0,0.0,1.0,6.0,132.1,26.0,206.0,7.92,1.0,552.0,69.0,8.0,67.0,5.3881,0.0,1917.0000000000002,12960.0,4.0,33.0,6.0,51.0,10.0,84.0,28.0,8.0,16.0,4.0,14.0,8.0,0.5714285714285714,0.0,0.0,,6.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,4.0,135.0,33.75,5.0,5.0,5.0,0.0,0.0,0.0,29.0,38.0,0.7631578947368421,281.0,3.0,0.0,3.0,21.0,122.8,26.0,80.0,3.08,2.0,361.0,0.0,25.0,7.0,16.0,2.0,14.0,8.0,0.5714285714285714,0.0,0.0,,126.0,65.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,14.0,7.0,7.0,0.0,-14.0,14.0,-14.0
BAL,2019,2019-11-17,1:00,Home,HOU,11,10,Sun,11,W 41-7,,41.0,7.0,34.0,48.0,-4.0,covered,51.0,under,20.0,27.0,0.7407407407407407,235.0,4.0,0.0,0.0,0.0,139.7,37.0,256.0,6.92,1.0,491.0,64.0,7.6719,57.0,4.0702,0.0,2179.0,10560.0,8.0,65.0,5.0,60.0,13.0,125.0,25.0,12.0,11.0,2.0,9.0,5.0,0.5555555555555556,1.0,0.0,0.0,5.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,18.0,30.0,0.6,110.0,0.0,1.0,7.0,59.0,53.5,20.0,122.0,6.1,1.0,232.0,2.0,16.0,3.0,10.0,3.0,10.0,2.0,0.2,4.0,1.0,0.25,134.0,125.0,259.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,27.0,0.0,14.0,13.0,7.0,14.0,20.0
SFO,2019,2019-09-15,1:00,Away,CIN,2,2,Sun,9,W 41-17,,41.0,17.0,24.0,58.0,1.0,covered,46.0,over,18.0,26.0,0.6923076923076923,312.0,3.0,1.0,0.0,0.0,132.2,42.0,259.0,6.17,2.0,571.0,68.0,8.3971,65.0,4.8615,1.0,1939.0000000000002,10740.0,9.0,75.0,7.0,60.0,16.0,135.0,27.0,13.0,14.0,0.0,9.0,5.0,0.5555555555555556,0.0,0.0,,5.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,2.0,75.0,37.5,2.0,2.0,2.0,2.0,1.0,0.0,26.0,42.0,0.6190476190476191,291.0,2.0,1.0,4.0,20.0,88.5,19.0,25.0,1.32,0.0,316.0,1.0,14.0,2.0,11.0,1.0,18.0,9.0,0.5,2.0,1.0,0.5,234.0,21.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,24.0,7.0,7.0,10.0,0.0,14.0,10.0
ATL,2019,2019-12-08,1:00,Home,CAR,14,13,Sun,12,W 40-20,,40.0,20.0,20.0,60.0,-3.5,covered,48.0,over,20.0,34.0,0.5882352941176471,302.0,2.0,0.0,1.0,11.0,109.1,32.0,159.0,4.97,2.0,461.0,67.0,6.8806,68.0,5.0735,0.0,1904.0000000000002,11460.0,6.0,58.0,7.0,44.0,13.0,102.0,22.0,9.0,13.0,0.0,12.0,5.0,0.4166666666666667,0.0,0.0,,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,177.0,44.25,2.0,2.0,2.0,2.0,2.0,0.0,28.0,41.0,0.6829268292682927,245.0,1.0,2.0,5.0,48.0,71.7,22.0,100.0,4.55,1.0,345.0,4.0,27.0,8.0,18.0,1.0,10.0,3.0,0.3,0.0,0.0,,59.0,57.0,116.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,20.0,3.0,0.0,17.0,0.0,3.0,17.0
