"('Unnamed: 0_level_0', 'Unnamed: 0_level_1', 'Rk')","('Unnamed: 1_level_0', 'Unnamed: 1_level_1', 'G#')","('Unnamed: 2_level_0', 'Unnamed: 2_level_1', 'Date')","('Unnamed: 3_level_0', 'Unnamed: 3_level_1', 'Tm')","('Unnamed: 4_level_0', 'Unnamed: 4_level_1', 'Unnamed: 4_level_2')","('Unnamed: 5_level_0', 'Unnamed: 5_level_1', 'Opp')","('Unnamed: 6_level_0', 'Unnamed: 6_level_1', 'Result')","('Unnamed: 7_level_0', 'Unnamed: 7_level_1', 'Pos')","('Snap Counts', 'Off.', 'Num')","('Snap Counts', 'Off.', 'Pct')","('Snap Counts', 'Def.', 'Num')","('Snap Counts', 'Def.', 'Pct')","('Snap Counts', 'ST', 'Num')","('Snap Counts', 'ST', 'Pct')","('Unnamed: 14_level_0', 'Fantasy', 'FantPt')","('Unnamed: 15_level_0', 'Fantasy', 'DKPt')","('Unnamed: 16_level_0', 'Fantasy', 'FDPt')",Player_Address,Season,"('Inside 20', 'Rushing', 'Att')","('Inside 20', 'Rushing', 'Yds')","('Inside 20', 'Rushing', 'TD')","('Inside 10', 'Rushing', 'Att')","('Inside 10', 'Rushing', 'Yds')","('Inside 10', 'Rushing', 'TD')","('Unnamed: 20_level_0', 'Fantasy', 'FantPt')","('Unnamed: 21_level_0', 'Fantasy', 'DKPt')","('Unnamed: 22_level_0', 'Fantasy', 'FDPt')","('Inside 20', 'Receiving', 'Tgt')","('Inside 20', 'Receiving', 'Rec')","('Inside 20', 'Receiving', 'Yds')","('Inside 20', 'Receiving', 'TD')","('Inside 10', 'Receiving', 'Tgt')","('Inside 10', 'Receiving', 'Rec')","('Inside 10', 'Receiving', 'Yds')","('Inside 10', 'Receiving', 'TD')","('Unnamed: 28_level_0', 'Fantasy', 'FantPt')","('Unnamed: 29_level_0', 'Fantasy', 'DKPt')","('Unnamed: 30_level_0', 'Fantasy', 'FDPt')","('Unnamed: 22_level_0', 'Fantasy', 'FantPt')","('Unnamed: 23_level_0', 'Fantasy', 'DKPt')","('Unnamed: 24_level_0', 'Fantasy', 'FDPt')","('Inside 20', 'Passing', 'Cmp')","('Inside 20', 'Passing', 'Att')","('Inside 20', 'Passing', 'Yds')","('Inside 20', 'Passing', 'TD')","('Inside 10', 'Passing', 'Cmp')","('Inside 10', 'Passing', 'Att')","('Inside 10', 'Passing', 'Yds')","('Inside 10', 'Passing', 'TD')","('Unnamed: 18_level_0', 'Fantasy', 'FantPt')","('Unnamed: 19_level_0', 'Fantasy', 'DKPt')","('Unnamed: 20_level_0', 'Fantasy', 'FDPt')","('Unnamed: 24_level_0', 'Fantasy', 'FantPt')","('Unnamed: 25_level_0', 'Fantasy', 'DKPt')","('Unnamed: 26_level_0', 'Fantasy', 'FDPt')","('Unnamed: 30_level_0', 'Fantasy', 'FantPt')","('Unnamed: 31_level_0', 'Fantasy', 'DKPt')","('Unnamed: 32_level_0', 'Fantasy', 'FDPt')","('Unnamed: 36_level_0', 'Fantasy', 'FantPt')","('Unnamed: 37_level_0', 'Fantasy', 'DKPt')","('Unnamed: 38_level_0', 'Fantasy', 'FDPt')","('Unnamed: 32_level_0', 'Fantasy', 'FantPt')","('Unnamed: 33_level_0', 'Fantasy', 'DKPt')","('Unnamed: 34_level_0', 'Fantasy', 'FDPt')"
6.0,6.0,2018-10-14,KAN,@,NWE,L 40-43,LT,54.0,100.0%,0.0,0.0%,8.0,22.2%,,,,/players/F/FishEr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,7.0,2018-10-21,KAN,,CIN,W 45-10,LT,70.0,100.0%,0.0,0.0%,8.0,29.6%,,,,/players/F/FishEr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,8.0,2018-10-28,KAN,,DEN,W 30-23,LT,58.0,100.0%,0.0,0.0%,5.0,17.2%,,,,/players/F/FishEr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,9.0,2018-11-04,KAN,@,CLE,W 37-21,LT,63.0,100.0%,0.0,0.0%,6.0,26.1%,,,,/players/F/FishEr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,10.0,2018-11-11,KAN,,ARI,W 26-14,LT,59.0,100.0%,0.0,0.0%,4.0,16.0%,,,,/players/F/FishEr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,11.0,2018-11-19,KAN,@,LAR,L 51-54,LT,72.0,100.0%,0.0,0.0%,8.0,18.6%,,,,/players/F/FishEr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,12.0,2018-12-02,KAN,@,OAK,W 40-33,LT,68.0,95.8%,0.0,0.0%,7.0,21.9%,,,,/players/F/FishEr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,13.0,2018-12-09,KAN,,BAL,W 27-24,LT,86.0,100.0%,0.0,0.0%,7.0,24.1%,,,,/players/F/FishEr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,14.0,2018-12-13,KAN,,LAC,L 28-29,LT,60.0,100.0%,0.0,0.0%,4.0,17.4%,,,,/players/F/FishEr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,15.0,2018-12-23,KAN,@,SEA,L 31-38,LT,61.0,100.0%,0.0,0.0%,5.0,15.2%,,,,/players/F/FishEr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,16.0,2018-12-30,KAN,,OAK,W 35-3,LT,54.0,100.0%,0.0,0.0%,5.0,26.3%,,,,/players/F/FishEr00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,2.0,2018-09-16,TEN,,HOU,W 20-17,TE,7.0,11.9%,0.0,0.0%,10.0,37.0%,,,,/players/F/FirkAn00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,6.0,2018-10-14,TEN,,BAL,L 0-21,TE,15.0,34.1%,0.0,0.0%,4.0,18.2%,,,,/players/F/FirkAn00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,4.5,3.5,,,,,,,,,,,,
3.0,7.0,2018-10-21,TEN,@,LAC,L 19-20,TE,15.0,21.1%,0.0,0.0%,8.0,34.8%,,,,/players/F/FirkAn00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,8.0,2018-11-05,TEN,@,DAL,W 28-14,TE,7.0,10.0%,0.0,0.0%,4.0,20.0%,,,,/players/F/FirkAn00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,9.0,2018-11-11,TEN,,NWE,W 34-10,TE,3.0,4.6%,0.0,0.0%,9.0,30.0%,,,,/players/F/FirkAn00,2018,,,,,,,,,,1.0,1.0,11.0,0.0,,,,,,,,,,,,,,,,,,,1.1,2.1,1.6,,,,,,,,,,,,
6.0,10.0,2018-11-18,TEN,@,IND,L 10-38,TE,14.0,22.2%,0.0,0.0%,9.0,34.6%,,,,/players/F/FirkAn00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,7.4,5.9,,,,,,,,,,,,
7.0,11.0,2018-11-26,TEN,@,HOU,L 17-34,TE,13.0,23.6%,0.0,0.0%,10.0,33.3%,,,,/players/F/FirkAn00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,9.2,7.2,,,,,,,,,,,,
8.0,12.0,2018-12-02,TEN,,NYJ,W 26-22,TE,18.0,26.5%,0.0,0.0%,12.0,32.4%,,,,/players/F/FirkAn00,2018,,,,,,,,,,1.0,1.0,12.0,1.0,,,,,,,,,,,,,,,,,,,10.2,13.2,11.7,,,,,,,,,,,,
9.0,13.0,2018-12-06,TEN,,JAX,W 30-9,TE,23.0,38.3%,0.0,0.0%,2.0,8.7%,,,,/players/F/FirkAn00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,5.7,4.2,,,,,,,,,,,,
10.0,14.0,2018-12-16,TEN,@,NYG,W 17-0,TE,15.0,21.4%,0.0,0.0%,10.0,45.5%,,,,/players/F/FirkAn00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,15.0,2018-12-22,TEN,,WAS,W 25-16,TE,28.0,50.0%,0.0,0.0%,7.0,30.4%,,,,/players/F/FirkAn00,2018,,,,,,,,,,1.0,1.0,4.0,0.0,,,,,,,,,,,,,,,,,,,1.6,3.6,2.6,,,,,,,,,,,,
12.0,16.0,2018-12-30,TEN,,IND,L 17-33,TE,22.0,44.9%,0.0,0.0%,10.0,33.3%,,,,/players/F/FirkAn00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,1.8,1.3,,,,,,,,,,,,
1.0,1.0,2018-09-09,PIT,@,CLE,T 21-21,C,2.0,2.4%,0.0,0.0%,4.0,11.1%,,,,/players/F/FinnB.01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.0,2018-09-16,PIT,,KAN,L 37-42,RG,82.0,100.0%,0.0,0.0%,5.0,14.3%,,,,/players/F/FinnB.01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,3.0,2018-09-24,PIT,@,TAM,W 30-27,RG,66.0,100.0%,0.0,0.0%,6.0,18.8%,,,,/players/F/FinnB.01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,4.0,2018-09-30,PIT,,BAL,L 14-26,C,0.0,0.0%,0.0,0.0%,2.0,6.9%,,,,/players/F/FinnB.01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,5.0,2018-10-07,PIT,,ATL,W 41-17,C,3.0,4.9%,0.0,0.0%,6.0,22.2%,,,,/players/F/FinnB.01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,6.0,2018-10-14,PIT,@,CIN,W 28-21,C,0.0,0.0%,0.0,0.0%,4.0,14.8%,,,,/players/F/FinnB.01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,7.0,2018-10-28,PIT,,CLE,W 33-18,C,1.0,1.4%,0.0,0.0%,5.0,16.7%,,,,/players/F/FinnB.01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,8.0,2018-11-04,PIT,@,BAL,W 23-16,C,0.0,0.0%,0.0,0.0%,4.0,16.0%,,,,/players/F/FinnB.01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,9.0,2018-11-08,PIT,,CAR,W 52-21,C,10.0,17.2%,0.0,0.0%,8.0,25.8%,,,,/players/F/FinnB.01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,10.0,2018-11-18,PIT,@,JAX,W 20-16,C,0.0,0.0%,0.0,0.0%,2.0,6.7%,,,,/players/F/FinnB.01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,11.0,2018-11-25,PIT,@,DEN,L 17-24,C,0.0,0.0%,0.0,0.0%,5.0,18.5%,,,,/players/F/FinnB.01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,12.0,2018-12-02,PIT,,LAC,L 30-33,C,0.0,0.0%,0.0,0.0%,5.0,16.7%,,,,/players/F/FinnB.01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,13.0,2018-12-09,PIT,@,OAK,L 21-24,C,0.0,0.0%,0.0,0.0%,5.0,20.0%,,,,/players/F/FinnB.01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,14.0,2018-12-16,PIT,,NWE,W 17-10,C,0.0,0.0%,0.0,0.0%,4.0,20.0%,,,,/players/F/FinnB.01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,15.0,2018-12-23,PIT,@,NOR,L 28-31,C,0.0,0.0%,0.0,0.0%,4.0,13.8%,,,,/players/F/FinnB.01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,16.0,2018-12-30,PIT,,CIN,W 16-13,C,0.0,0.0%,0.0,0.0%,4.0,15.4%,,,,/players/F/FinnB.01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,2018-09-09,TEN,@,MIA,L 20-27,OLB,0.0,0.0%,14.0,22.6%,0.0,0.0%,,,,/players/F/FincSh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.0,2018-09-16,TEN,,HOU,W 20-17,OLB,0.0,0.0%,4.0,6.0%,6.0,22.2%,,,,/players/F/FincSh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,3.0,2018-09-23,TEN,@,JAX,W 9-6,OLB,0.0,0.0%,12.0,21.1%,8.0,30.8%,,,,/players/F/FincSh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,4.0,2018-09-30,TEN,,PHI,W 26-23,OLB,0.0,0.0%,8.0,10.3%,8.0,25.8%,,,,/players/F/FincSh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,5.0,2018-10-07,TEN,@,BUF,L 12-13,OLB,0.0,0.0%,3.0,4.6%,1.0,4.8%,,,,/players/F/FincSh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,6.0,2018-10-14,TEN,,BAL,L 0-21,OLB,0.0,0.0%,23.0,30.3%,7.0,31.8%,,,,/players/F/FincSh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,7.0,2018-10-21,TEN,@,LAC,L 19-20,OLB,0.0,0.0%,11.0,25.0%,15.0,65.2%,,,,/players/F/FincSh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,8.0,2018-11-05,TEN,@,DAL,W 28-14,OLB,0.0,0.0%,21.0,35.6%,13.0,65.0%,,,,/players/F/FincSh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,9.0,2018-11-11,TEN,,NWE,W 34-10,OLB,0.0,0.0%,24.0,36.4%,8.0,26.7%,,,,/players/F/FincSh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,10.0,2018-11-18,TEN,@,IND,L 10-38,OLB,0.0,0.0%,14.0,22.6%,23.0,88.5%,,,,/players/F/FincSh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,11.0,2018-11-26,TEN,@,HOU,L 17-34,OLB,0.0,0.0%,12.0,18.5%,26.0,86.7%,,,,/players/F/FincSh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,12.0,2018-12-02,TEN,,NYJ,W 26-22,OLB,0.0,0.0%,18.0,26.5%,31.0,83.8%,,,,/players/F/FincSh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,13.0,2018-12-06,TEN,,JAX,W 30-9,OLB,0.0,0.0%,16.0,22.5%,18.0,78.3%,,,,/players/F/FincSh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,14.0,2018-12-16,TEN,@,NYG,W 17-0,OLB,0.0,0.0%,9.0,13.8%,12.0,54.5%,,,,/players/F/FincSh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,16.0,2018-12-30,TEN,,IND,L 17-33,OLB,0.0,0.0%,17.0,21.5%,7.0,23.3%,,,,/players/F/FincSh00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,3.0,2018-09-23,LAR,,LAC,W 35-23,K,0.0,0.0%,0.0,0.0%,12.0,48.0%,5.0,,5.0,/players/F/FickSa00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,4.0,2018-09-27,LAR,,MIN,W 38-31,K,0.0,0.0%,0.0,0.0%,14.0,42.4%,8.0,,8.0,/players/F/FickSa00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,2018-09-09,BUF,@,BAL,L 3-47,LS,0.0,0.0%,0.0,0.0%,11.0,32.4%,,,,/players/F/FergRe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.0,2018-09-16,BUF,,LAC,L 20-31,LS,0.0,0.0%,0.0,0.0%,9.0,30.0%,,,,/players/F/FergRe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,3.0,2018-09-23,BUF,@,MIN,W 27-6,LS,0.0,0.0%,0.0,0.0%,11.0,45.8%,,,,/players/F/FergRe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,4.0,2018-09-30,BUF,@,GNB,L 0-22,LS,0.0,0.0%,0.0,0.0%,8.0,34.8%,,,,/players/F/FergRe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,5.0,2018-10-07,BUF,,TEN,W 13-12,LS,0.0,0.0%,0.0,0.0%,8.0,38.1%,,,,/players/F/FergRe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,6.0,2018-10-14,BUF,@,HOU,L 13-20,LS,0.0,0.0%,0.0,0.0%,10.0,35.7%,,,,/players/F/FergRe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,7.0,2018-10-21,BUF,@,IND,L 5-37,LS,0.0,0.0%,0.0,0.0%,5.0,20.8%,,,,/players/F/FergRe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,8.0,2018-10-29,BUF,,NWE,L 6-25,LS,0.0,0.0%,0.0,0.0%,7.0,25.0%,,,,/players/F/FergRe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,9.0,2018-11-04,BUF,,CHI,L 9-41,LS,0.0,0.0%,0.0,0.0%,6.0,20.7%,,,,/players/F/FergRe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,10.0,2018-11-11,BUF,@,NYJ,W 41-10,LS,0.0,0.0%,0.0,0.0%,12.0,38.7%,,,,/players/F/FergRe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,11.0,2018-11-25,BUF,,JAX,W 24-21,LS,0.0,0.0%,0.0,0.0%,12.0,37.5%,,,,/players/F/FergRe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,12.0,2018-12-02,BUF,@,MIA,L 17-21,LS,0.0,0.0%,0.0,0.0%,7.0,28.0%,,,,/players/F/FergRe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,13.0,2018-12-09,BUF,,NYJ,L 23-27,LS,0.0,0.0%,0.0,0.0%,8.0,28.6%,,,,/players/F/FergRe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,14.0,2018-12-16,BUF,,DET,W 14-13,LS,0.0,0.0%,0.0,0.0%,8.0,33.3%,,,,/players/F/FergRe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,15.0,2018-12-23,BUF,@,NWE,L 12-24,LS,0.0,0.0%,0.0,0.0%,10.0,34.5%,,,,/players/F/FergRe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,16.0,2018-12-30,BUF,,MIA,W 42-17,LS,0.0,0.0%,0.0,0.0%,10.0,34.5%,,,,/players/F/FergRe00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,9.0,2018-11-04,NWE,,GNB,W 31-17,C,0.0,0.0%,0.0,0.0%,5.0,18.5%,,,,/players/F/FereJa00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,10.0,2018-11-11,NWE,@,TEN,L 10-34,C,8.0,12.1%,0.0,0.0%,3.0,10.0%,,,,/players/F/FereJa00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,2018-09-09,CLE,,PIT,T 21-21,TE,39.0,43.8%,0.0,0.0%,28.0,77.8%,,,,/players/F/FellDa01,2018,,,,,,,,,,,,,,,,,,,,,1.2,2.2,1.7,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.0,2018-09-16,CLE,@,NOR,L 18-21,TE,25.0,40.3%,0.0,0.0%,13.0,48.1%,,,,/players/F/FellDa01,2018,,,,,,,,,,,,,,,,,,,,,1.5,3.5,2.5,,,,,,,,,,,,,,,,,,,,,,,
3.0,3.0,2018-09-20,CLE,,NYJ,W 21-17,TE,30.0,39.0%,0.0,0.0%,22.0,73.3%,,,,/players/F/FellDa01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,4.0,2018-09-30,CLE,@,OAK,L 42-45,TE,39.0,48.1%,0.0,0.0%,24.0,55.8%,,,,/players/F/FellDa01,2018,,,,,,,,,,,,,,,,,,,,,10.9,11.9,11.4,,,,,,,,,,,,,,,,,,,,,,,
5.0,5.0,2018-10-07,CLE,,BAL,W 12-9,TE,19.0,23.8%,0.0,0.0%,10.0,29.4%,,,,/players/F/FellDa01,2018,,,,,,,,,,,,,,,,,,,,,0.8,1.8,1.3,,,,,,,,,,,,,,,,,,,,,,,
6.0,6.0,2018-10-14,CLE,,LAC,L 14-38,TE,19.0,25.7%,0.0,0.0%,9.0,31.0%,,,,/players/F/FellDa01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,7.0,2018-10-21,CLE,@,TAM,L 23-26,TE,24.0,35.3%,0.0,0.0%,19.0,57.6%,,,,/players/F/FellDa01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,8.0,2018-10-28,CLE,@,PIT,L 18-33,TE,25.0,39.1%,0.0,0.0%,15.0,50.0%,,,,/players/F/FellDa01,2018,,,,,,,,,,,,,,,,,,,,,0.6,1.6,1.1,,,,,,,,,,,,,,,,,,,,,,,
9.0,9.0,2018-11-04,CLE,,KAN,L 21-37,TE,26.0,34.7%,0.0,0.0%,8.0,34.8%,,,,/players/F/FellDa01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,10.0,2018-11-11,CLE,,ATL,W 28-16,TE,32.0,60.4%,0.0,0.0%,8.0,36.4%,,,,/players/F/FellDa01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,11.0,2018-11-25,CLE,@,CIN,W 35-20,TE,35.0,54.7%,0.0,0.0%,6.0,24.0%,,,,/players/F/FellDa01,2018,,,,,,,,,,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,,,,6.6,7.6,7.1,,,,,,,,,,,,,,,,,,,,,,,
12.0,12.0,2018-12-02,CLE,@,HOU,L 13-29,TE,15.0,26.3%,0.0,0.0%,3.0,12.0%,,,,/players/F/FellDa01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,13.0,2018-12-09,CLE,,CAR,W 26-20,TE,23.0,44.2%,0.0,0.0%,6.0,21.4%,,,,/players/F/FellDa01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,14.0,2018-12-15,CLE,@,DEN,W 17-16,TE,30.0,44.8%,0.0,0.0%,3.0,13.0%,,,,/players/F/FellDa01,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,15.0,2018-12-23,CLE,,CIN,W 26-18,TE,28.0,40.6%,0.0,0.0%,7.0,26.9%,,,,/players/F/FellDa01,2018,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,7.8,10.8,9.3,,,,,,,,,,,,,,,,,,,,,,,
16.0,16.0,2018-12-30,CLE,@,BAL,L 24-26,TE,11.0,18.6%,0.0,0.0%,5.0,16.1%,,,,/players/F/FellDa01,2018,,,,,,,,,,,,,,,,,,,,,0.3,1.3,0.8,,,,,,,,,,,,,,,,,,,,,,,
1.0,1.0,2018-09-10,OAK,,LAR,L 13-33,G,0.0,0.0%,0.0,0.0%,4.0,13.3%,,,,/players/F/FeliJo00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,2.0,2018-09-16,OAK,@,DEN,L 19-20,G,3.0,4.6%,0.0,0.0%,4.0,15.4%,,,,/players/F/FeliJo00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,3.0,2018-09-23,OAK,@,MIA,L 20-28,G,2.0,2.6%,0.0,0.0%,4.0,14.8%,,,,/players/F/FeliJo00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,4.0,2018-09-30,OAK,,CLE,W 45-42,G,8.0,8.7%,0.0,0.0%,18.0,41.9%,,,,/players/F/FeliJo00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,5.0,2018-10-07,OAK,@,LAC,L 10-26,LG,53.0,100.0%,0.0,0.0%,3.0,12.0%,,,,/players/F/FeliJo00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,6.0,2018-10-14,OAK,,SEA,L 3-27,LG,10.0,16.7%,0.0,0.0%,0.0,0.0%,,,,/players/F/FeliJo00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,7.0,2018-10-28,OAK,,IND,L 28-42,LG,50.0,100.0%,0.0,0.0%,4.0,15.4%,,,,/players/F/FeliJo00,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
