Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,TD,Pts,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD
Andy Lee ,P,36.050,2018-09-30,NFL,ARI,,SEA,L 17-20,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andy Lee ,P,36.057,2018-10-07,NFL,ARI,@,SFO,W 28-18,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Andy Lee ,P,36.064,2018-10-14,NFL,ARI,@,MIN,L 17-27,6,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Andy Lee ,P,36.068,2018-10-18,NFL,ARI,,DEN,L 10-45,7,7,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Andy Lee ,P,36.078,2018-10-28,NFL,ARI,,SFO,W 18-15,8,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Andy Lee ,P,36.092,2018-11-11,NFL,ARI,@,KAN,L 14-26,9,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Andy Lee ,P,36.099,2018-11-18,NFL,ARI,,OAK,L 21-23,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Andy Lee ,P,36.106,2018-11-25,NFL,ARI,@,LAC,L 10-45,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Andy Lee ,P,36.113,2018-12-02,NFL,ARI,@,GNB,W 20-17,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Andy Lee ,P,36.120,2018-12-09,NFL,ARI,,DET,L 3-17,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Andy Lee ,P,36.127,2018-12-16,NFL,ARI,@,ATL,L 14-40,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Andy Lee ,P,36.134,2018-12-23,NFL,ARI,,LAR,L 9-31,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Andy Lee ,P,36.141,2018-12-30,NFL,ARI,@,SEA,L 24-27,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Darron Lee ,ILB,23.333,2018-09-16,NFL,NYJ,,MIA,L 12-20,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Darron Lee ,ILB,23.337,2018-09-20,NFL,NYJ,@,CLE,L 17-21,3,3,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,3,7,2,1,0,0,0,0,0,0,0,0,0,0
Darron Lee ,ILB,23.347,2018-09-30,NFL,NYJ,@,JAX,L 12-31,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0
Darron Lee ,ILB,23.354,2018-10-07,NFL,NYJ,,DEN,W 34-16,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0
Darron Lee ,ILB,23.361,2018-10-14,NFL,NYJ,,IND,W 42-34,6,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,6,2,8,0,0,1,25,0,1,0,0,0,0,0,0
Darron Lee ,ILB,24.003,2018-10-21,NFL,NYJ,,MIN,L 17-37,7,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0
Darron Lee ,ILB,24.010,2018-10-28,NFL,NYJ,@,CHI,L 10-24,8,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
Darron Lee ,ILB,24.017,2018-11-04,NFL,NYJ,@,MIA,L 6-13,9,9,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,5,7,1,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darron Lee ,ILB,24.024,2018-11-11,NFL,NYJ,,BUF,L 10-41,10,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0
Darron Lee ,ILB,24.038,2018-11-25,NFL,NYJ,,NWE,L 13-27,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0
Darron Lee ,ILB,24.045,2018-12-02,NFL,NYJ,@,TEN,L 22-26,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,4,7,2,0,0,0,0,0,0,0,0,0,0,0
Elijah Lee,LB,22.213,2018-09-09,NFL,SFO,@,MIN,L 16-24,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Elijah Lee,WILL,22.220,2018-09-16,NFL,SFO,,DET,W 30-27,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,1.0,10,2,12,0,0,0,0,0,0,0,0,1,0,0,0
Elijah Lee,LB,22.227,2018-09-23,NFL,SFO,@,KAN,L 27-38,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Elijah Lee,LB,22.234,2018-09-30,NFL,SFO,@,LAC,L 27-29,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Elijah Lee,LB,22.241,2018-10-07,NFL,SFO,,ARI,L 18-28,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Elijah Lee,LB,22.249,2018-10-15,NFL,SFO,@,GNB,L 30-33,6,6,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Elijah Lee,LB,22.255,2018-10-21,NFL,SFO,,LAR,L 10-39,7,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Elijah Lee,LB,22.262,2018-10-28,NFL,SFO,@,ARI,L 15-18,8,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0
Elijah Lee,LB,22.266,2018-11-01,NFL,SFO,,OAK,W 34-3,9,9,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Elijah Lee,LB,22.277,2018-11-12,NFL,SFO,,NYG,L 23-27,10,10,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Elijah Lee,LB,22.290,2018-11-25,NFL,SFO,@,TAM,L 9-27,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,6,1,7,1,0,0,0,0,1,0,0,0,0,0,0
Elijah Lee,LB,22.297,2018-12-02,NFL,SFO,@,SEA,L 16-43,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Elijah Lee,WILL,22.304,2018-12-09,NFL,SFO,,DEN,W 20-14,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,1,4,0,1,0,0,0,1,0,0,0,0,0,0
Elijah Lee,WILL,22.311,2018-12-16,NFL,SFO,,SEA,W 26-23,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,7,3,10,1,0,0,0,0,0,0,0,0,0,0,0
Elijah Lee,WILL,22.318,2018-12-23,NFL,SFO,,CHI,L 9-14,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,10,1,11,0,0,0,0,0,0,0,0,0,0,0,0
Elijah Lee,LB,22.325,2018-12-30,NFL,SFO,@,LAR,L 32-48,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,7,3,10,1,0,0,0,0,0,0,0,0,0,0,0
Eric Lee,OLB,24.055,2018-09-30,NFL,DET,@,DAL,L 24-26,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,TD,Pts,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Lee,DE,24.062,2018-10-07,NFL,DET,,GNB,W 31-23,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Eric Lee,DE,24.076,2018-10-21,NFL,DET,@,MIA,W 32-21,6,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Eric Lee,DE,24.083,2018-10-28,NFL,DET,,SEA,L 14-28,7,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Eric Lee,DE,24.097,2018-11-11,NFL,DET,@,CHI,L 22-34,9,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Eric Lee,OLB,24.125,2018-12-09,NFL,DET,@,ARI,W 17-3,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0
Eric Lee,OLB,24.132,2018-12-16,NFL,DET,@,BUF,L 13-14,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Eric Lee,DE,24.139,2018-12-23,NFL,DET,,MIN,L 9-27,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Eric Lee,DE,24.146,2018-12-30,NFL,DET,@,GNB,W 31-0,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Khari Lee ,TE,26.250,2018-09-23,NFL,BUF,@,MIN,W 27-6,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Khari Lee ,TE,26.257,2018-09-30,NFL,BUF,@,GNB,L 0-22,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,5,5.00,0,100.0%,5.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Marquel Lee,LB,22.324,2018-09-10,NFL,OAK,,LAR,L 13-33,1,1,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0
Marquel Lee,LB,22.330,2018-09-16,NFL,OAK,@,DEN,L 19-20,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Marquel Lee,MLB,22.337,2018-09-23,NFL,OAK,@,MIA,L 20-28,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0
Marquel Lee,MLB,22.344,2018-09-30,NFL,OAK,,CLE,W 45-42,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,6,10,0,0,0,0,0,2,0,0,0,0,0,0
Marquel Lee,MLB,22.351,2018-10-07,NFL,OAK,@,LAC,L 10-26,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,1,4,0,1,0,0,0,0,0,0,0,0,0,0
Marquel Lee,MLB,22.358,2018-10-14,NFL,OAK,,SEA,L 3-27,6,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,1,5,0,0,0,0,0,0,0,0,0,0,0,0
Marquel Lee,MLB,23.007,2018-10-28,NFL,OAK,,IND,L 28-42,7,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,7,4,11,0,0,0,0,0,0,0,0,0,0,0,0
Marquel Lee,MLB,23.011,2018-11-01,NFL,OAK,@,SFO,L 3-34,8,9,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,1,3,0,1,0,0,0,0,0,0,0,0,0,0
Marquel Lee,SLB,23.021,2018-11-11,NFL,OAK,,LAC,L 6-20,9,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0
Marquel Lee,SLB,23.028,2018-11-18,NFL,OAK,@,ARI,W 23-21,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marquel Lee,LB,23.035,2018-11-25,NFL,OAK,@,BAL,L 17-34,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0
Marquel Lee,LB,23.042,2018-12-02,NFL,OAK,,KAN,L 33-40,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Marquel Lee,SLB,23.049,2018-12-09,NFL,OAK,,PIT,W 24-21,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0
Marquel Lee,LB,23.056,2018-12-16,NFL,OAK,@,CIN,L 16-30,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,3,7,1,0,0,0,0,0,0,0,0,0,0,0
Marquel Lee,LB,23.064,2018-12-24,NFL,OAK,,DEN,W 27-14,15,16,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Marquel Lee,LB,23.070,2018-12-30,NFL,OAK,@,KAN,L 3-35,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Sean Lee ,WLB,32.049,2018-09-09,NFL,DAL,@,CAR,L 8-16,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,3,4,0,1,0,0,0,1,0,0,0,0,0,0
Sean Lee ,WLB,32.056,2018-09-16,NFL,DAL,,NYG,W 20-13,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0
Sean Lee ,WLB,32.063,2018-09-23,NFL,DAL,@,SEA,L 13-24,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.5,5,6,11,1,1,0,0,0,0,0,0,0,0,0,0
Sean Lee ,WLB,32.091,2018-10-21,NFL,DAL,@,WAS,L 17-20,7,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0
Sean Lee ,WLB,32.106,2018-11-05,NFL,DAL,,TEN,L 14-28,8,9,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Sean Lee ,LB,32.147,2018-12-16,NFL,DAL,@,IND,L 0-23,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Sean Lee ,LB,32.161,2018-12-30,NFL,DAL,@,NYG,W 36-35,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Leggett,TE,23.222,2018-09-10,NFL,NYJ,@,DET,W 48-17,1,1,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jordan Leggett,TE,23.232,2018-09-20,NFL,NYJ,@,CLE,L 17-21,3,3,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0,,0,0.0%,0.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jordan Leggett,TE,23.249,2018-10-07,NFL,NYJ,,DEN,W 34-16,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,10,10.00,0,100.0%,10.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jordan Leggett,TE,23.256,2018-10-14,NFL,NYJ,,IND,W 42-34,6,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jordan Leggett,TE,23.263,2018-10-21,NFL,NYJ,,MIN,L 17-37,7,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0,,0,0.0%,0.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jordan Leggett,TE,23.270,2018-10-28,NFL,NYJ,@,CHI,L 10-24,8,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jordan Leggett,TE,23.277,2018-11-04,NFL,NYJ,@,MIA,L 6-13,9,9,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,2,1,6,6.00,0,50.0%,3.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Leggett,TE,23.284,2018-11-11,NFL,NYJ,,BUF,L 10-41,10,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,6,6.00,0,100.0%,6.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jordan Leggett,TE,23.298,2018-11-25,NFL,NYJ,,NWE,L 13-27,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,4,2,24,12.00,0,50.0%,6.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jordan Leggett,TE,23.305,2018-12-02,NFL,NYJ,@,TEN,L 22-26,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,18,9.00,0,100.0%,9.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jordan Leggett,TE,23.312,2018-12-09,NFL,NYJ,@,BUF,W 27-23,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,2,1,13,13.00,0,50.0%,6.50,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jordan Leggett,TE,23.318,2018-12-15,NFL,NYJ,,HOU,L 22-29,14,15,Sat,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,8,8.00,0,100.0%,8.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jordan Leggett,TE,23.326,2018-12-23,NFL,NYJ,,GNB,L 38-44,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,9,9.00,0,100.0%,9.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
