Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,TD,Pts,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD
Kareem Hunt,RB,23.090,2018-11-04,NFL,KAN,@,CLE,W 37-21,9,9,Sun,0,0,,0,0,0,,0,0,,,17,91,5.35,2,2,1,50,50.00,1,50.0%,25.00,,,,,,,,,3,18,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Blake Jarwin,TE,24.167,2018-12-30,NFL,DAL,@,NYG,W 36-35,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,8,7,119,17.00,3,87.5%,14.88,,,,,,,,,3,18,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvin Kamara ,RB,23.046,2018-09-09,NFL,NOR,,TAM,L 40-48,1,1,Sun,0,0,,0,0,0,,0,0,,,8,29,3.63,2,12,9,112,12.44,1,75.0%,9.33,,,,,,,1,,3,20,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Alvin Kamara ,RB,23.067,2018-09-30,NFL,NOR,@,NYG,W 33-18,4,4,Sun,0,0,,0,0,0,,0,0,,,19,134,7.05,3,9,5,47,9.40,0,55.6%,5.22,,,,,,,,,3,18,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Alvin Kamara ,RB,23.102,2018-11-04,NFL,NOR,,LAR,W 45-35,8,9,Sun,0,0,,0,0,0,,0,0,,,19,82,4.32,2,5,4,34,8.50,1,80.0%,6.80,,,,,,,,,3,18,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Christian McCaffrey,RB,22.154,2018-11-08,NFL,CAR,@,PIT,L 21-52,9,10,Thu,0,0,,0,0,0,,0,0,,,14,77,5.50,1,5,5,61,12.20,2,100.0%,12.20,,,,,,,,,3,18,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calvin Ridley,WR,23.277,2018-09-23,NFL,ATL,,NOR,L 37-43,3,3,Sun,0,0,,0,0,0,,0,0,,,1,9,9.00,0,8,7,146,20.86,3,87.5%,18.25,,,,,,,,,3,18,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Williams ,WR,24.070,2018-12-13,NFL,LAC,@,KAN,W 29-28,14,15,Thu,0,0,,0,0,0,,0,0,,,1,19,19.00,1,9,7,76,10.86,2,77.8%,8.44,,,,,,,1,,3,20,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Davante Adams,WR,25.295,2018-10-15,NFL,GNB,,SFO,W 33-30,6,6,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,16,10,132,13.20,2,62.5%,8.25,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Davante Adams,WR,25.322,2018-11-11,NFL,GNB,,MIA,W 31-12,9,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,7,4,57,14.25,2,57.1%,8.14,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Nelson Agholor,WR,25.220,2018-12-30,NFL,PHI,@,WAS,W 24-0,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,6,5,40,8.00,2,83.3%,6.67,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jay Ajayi,RB,25.083,2018-09-06,NFL,PHI,,ATL,W 18-12,1,1,Thu,0,0,,0,0,0,,0,0,,,15,62,4.13,2,0,0,0,,0,0.0%,,,,,,,,1,,2,14,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javorius Allen,RB,27.027,2018-09-23,NFL,BAL,,DEN,W 27-14,3,3,Sun,0,0,,0,0,0,,0,0,,,6,7,1.17,1,4,3,19,6.33,1,75.0%,4.75,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Josh Allen ,QB,22.125,2018-09-23,NFL,BUF,@,MIN,W 27-6,3,3,Sun,15,22,68.18,196,1,0,111.2,3,32,8.91,9.82,10,39,3.90,2,0,0,0,,0,0.0%,,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,3,0,0,0,-14,0
Josh Allen ,QB,22.223,2018-12-30,NFL,BUF,,MIA,W 42-17,16,17,Sun,17,26,65.38,224,3,1,114.9,1,9,8.62,9.19,9,95,10.56,2,0,0,0,,0,0.0%,,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Robby Anderson,WR,25.151,2018-10-07,NFL,NYJ,,DEN,W 34-16,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,5,3,123,41.00,2,60.0%,24.60,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Doug Baldwin ,WR,30.086,2018-12-16,NFL,SEA,@,SFO,L 23-26,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,6,4,77,19.25,2,66.7%,12.83,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Saquon Barkley,RB,21.240,2018-10-07,NFL,NYG,@,CAR,L 31-33,5,5,Sun,0,0,,0,0,0,,0,0,,,15,48,3.20,0,4,4,81,20.25,2,100.0%,20.25,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Saquon Barkley,RB,21.289,2018-11-25,NFL,NYG,@,PHI,L 22-25,11,12,Sun,0,0,,0,0,0,,0,0,,,13,101,7.77,1,8,7,41,5.86,1,87.5%,5.13,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Cole Beasley,WR,29.171,2018-10-14,NFL,DAL,,JAX,W 40-7,6,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,11,9,101,11.22,2,81.8%,9.18,,,,,,,,,2,12,0,0,,0,1,6,6.00,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Odell Beckham Jr.,WR,26.007,2018-11-12,NFL,NYG,@,SFO,W 27-23,9,10,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,11,4,73,18.25,2,36.4%,6.64,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Giovani Bernard,HB,26.312,2018-09-30,NFL,CIN,@,ATL,W 37-36,4,4,Sun,0,0,,0,0,0,,0,0,,,15,69,4.60,2,4,4,27,6.75,0,100.0%,6.75,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
LeGarrette Blount,RB,31.306,2018-10-07,NFL,DET,,GNB,W 31-23,5,5,Sun,0,0,,0,0,0,,0,0,,,12,22,1.83,2,0,0,0,,0,0.0%,,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
LeGarrette Blount,RB,31.352,2018-11-22,NFL,DET,,CHI,L 16-23,11,12,Thu,0,0,,0,0,0,,0,0,,,19,88,4.63,2,1,1,15,15.00,0,100.0%,15.00,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Brandon Bolden,RB,28.317,2018-12-09,NFL,MIA,,NWE,W 34-33,13,14,Sun,0,0,,0,0,0,,0,0,,,2,60,30.00,2,1,1,0,0.00,0,100.0%,0.00,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Boyd,WR,23.333,2018-10-14,NFL,CIN,,PIT,L 21-28,6,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,9,7,62,8.86,2,77.8%,6.89,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Cameron Brate,TE,27.159,2018-12-09,NFL,TAM,,NOR,L 14-28,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,4,2,12,6.00,2,50.0%,3.00,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drew Brees,QB,39.251,2018-09-23,NFL,NOR,@,ATL,W 43-37,3,3,Sun,39,49,79.59,396,3,0,120.7,1,5,8.08,9.31,3,7,2.33,2,0,0,0,,0,0.0%,,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Matt Breida,RB,23.257,2018-11-12,NFL,SFO,,NYG,L 23-27,10,10,Mon,0,0,,0,0,0,,0,0,,,17,101,5.94,1,4,3,31,10.33,1,75.0%,7.75,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Antonio Brown ,WR,30.089,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,13,6,101,16.83,2,46.2%,7.77,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Antonio Brown ,WR,30.110,2018-10-28,NFL,PIT,,CLE,W 33-18,7,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,8,6,74,12.33,2,75.0%,9.25,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Antonio Brown ,WR,30.166,2018-12-23,NFL,PIT,@,NOR,L 28-31,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,19,14,185,13.21,2,73.7%,9.74,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jaron Brown,WR,28.328,2018-12-02,NFL,SEA,,SFO,W 43-16,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,67,22.33,2,100.0%,22.33,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Chris Carson,RB,24.098,2018-12-23,NFL,SEA,,KAN,W 38-31,15,16,Sun,0,0,,0,0,0,,0,0,,,27,116,4.30,2,0,0,0,,0,0.0%,,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Nick Chubb,RB,22.277,2018-09-30,NFL,CLE,@,OAK,L 42-45,4,4,Sun,0,0,,0,0,0,,0,0,,,3,105,35.00,2,0,0,0,,0,0.0%,,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0
Nick Chubb,RB,22.319,2018-11-11,NFL,CLE,,ATL,W 28-16,10,10,Sun,0,0,,0,0,0,,0,0,,,20,176,8.80,1,3,3,33,11.00,1,100.0%,11.00,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Chubb,RB,22.333,2018-11-25,NFL,CLE,@,CIN,W 35-20,11,12,Sun,0,0,,0,0,0,,0,0,,,28,84,3.00,1,3,3,44,14.67,1,100.0%,14.67,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Tevin Coleman,RB,25.202,2018-11-04,NFL,ATL,@,WAS,W 38-14,8,9,Sun,0,0,,0,0,0,,0,0,,,13,88,6.77,0,7,5,68,13.60,2,71.4%,9.71,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Alex Collins,RB,24.049,2018-10-14,NFL,BAL,@,TEN,W 21-0,6,6,Sun,0,0,,0,0,0,,0,0,,,19,54,2.84,2,0,0,0,,0,0.0%,,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Chris Conley,WR,26.025,2018-11-19,NFL,KAN,@,LAR,L 51-54,11,11,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,8,7,74,10.57,2,87.5%,9.25,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Conner,RB,23.127,2018-09-09,NFL,PIT,@,CLE,T 21-21,1,1,Sun,0,0,,0,0,0,,0,0,,,31,135,4.35,2,6,5,57,11.40,0,83.3%,9.50,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,1,1,0,0,0,0
James Conner,RB,23.155,2018-10-07,NFL,PIT,,ATL,W 41-17,5,5,Sun,0,0,,0,0,0,,0,0,,,21,110,5.24,2,4,4,75,18.75,0,100.0%,18.75,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,1,0,0,0,0,0
James Conner,RB,23.162,2018-10-14,NFL,PIT,@,CIN,W 28-21,6,6,Sun,0,0,,0,0,0,,0,0,,,19,111,5.84,2,7,4,18,4.50,0,57.1%,2.57,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
James Conner,RB,23.176,2018-10-28,NFL,PIT,,CLE,W 33-18,7,8,Sun,0,0,,0,0,0,,0,0,,,24,146,6.08,2,6,5,66,13.20,0,83.3%,11.00,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,1,0,0,0,0,0
James Conner,RB,23.211,2018-12-02,NFL,PIT,,LAC,L 30-33,12,13,Sun,0,0,,0,0,0,,0,0,,,15,60,4.00,2,4,3,14,4.67,0,75.0%,3.50,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Dalvin Cook,HB,23.128,2018-12-16,NFL,MIN,,MIA,W 41-17,14,15,Sun,0,0,,0,0,0,,0,0,,,19,136,7.16,2,2,1,27,27.00,0,50.0%,13.50,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Jared Cook,TE,31.176,2018-09-30,NFL,OAK,,CLE,W 45-42,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,13,8,110,13.75,2,61.5%,8.46,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandin Cooks,WR,25.096,2018-12-30,NFL,LAR,,SFO,W 48-32,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,9,5,62,12.40,2,55.6%,6.89,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Amari Cooper,WR,24.158,2018-11-22,NFL,DAL,,WAS,W 31-23,11,12,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,9,8,180,22.50,2,88.9%,20.00,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Isaiah Crowell,RB,25.245,2018-09-10,NFL,NYJ,@,DET,W 48-17,1,1,Mon,0,0,,0,0,0,,0,0,,,10,102,10.20,2,0,0,0,,0,0.0%,,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Isaiah Crowell,RB,25.255,2018-09-20,NFL,NYJ,@,CLE,L 17-21,3,3,Thu,0,0,,0,0,0,,0,0,,,16,34,2.13,2,3,2,17,8.50,0,66.7%,5.67,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Mike Davis ,RB,25.223,2018-09-30,NFL,SEA,@,ARI,W 20-17,4,4,Sun,0,0,,0,0,0,,0,0,,,21,101,4.81,2,4,4,23,5.75,0,100.0%,5.75,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
James Develin,TE,30.132,2018-12-02,NFL,NWE,,MIN,W 24-10,12,13,Sun,0,0,,0,0,0,,0,0,,,4,5,1.25,2,1,1,9,9.00,0,100.0%,9.00,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Stefon Diggs,WR,24.291,2018-09-16,NFL,MIN,@,GNB,T 29-29,2,2,Sun,0,0,,0,0,0,,0,0,,,1,1,1.00,0,13,9,128,14.22,2,69.2%,9.85,,,,,,,1,,2,14,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Kenyan Drake,RB,24.272,2018-10-25,NFL,MIA,@,HOU,L 23-42,8,8,Thu,0,0,,0,0,0,,0,0,,,12,58,4.83,1,2,2,37,18.50,1,100.0%,18.50,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Kenyan Drake,RB,24.303,2018-11-25,NFL,MIA,@,IND,L 24-27,11,12,Sun,0,0,,0,0,0,,0,0,,,8,32,4.00,1,6,5,64,12.80,1,83.3%,10.67,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Eric Ebron,TE,25.177,2018-10-04,NFL,IND,@,NWE,L 24-38,5,5,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,15,9,105,11.67,2,60.0%,7.00,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Eric Ebron,TE,25.229,2018-11-25,NFL,IND,,MIA,W 27-24,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,7,5,45,9.00,2,71.4%,6.43,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samson Ebukam,OLB,23.194,2018-11-19,NFL,LAR,,KAN,W 54-51,11,11,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,2,12,0,0,,0,0,0,,0,1.0,2,1,3,1,2,1,25,1,1,0,0,0,1,11,1
Chase Edmonds,RB,22.233,2018-12-02,NFL,ARI,@,GNB,W 20-17,12,13,Sun,0,0,,0,0,0,,0,0,,,5,53,10.60,2,2,2,13,6.50,0,100.0%,6.50,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Ezekiel Elliott,RB,23.112,2018-11-11,NFL,DAL,@,PHI,W 27-20,9,10,Sun,0,0,,0,0,0,,0,0,,,19,151,7.95,1,7,6,36,6.00,1,85.7%,5.14,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,1,0,0,0,0,0
Zach Ertz,TE,28.001,2018-11-11,NFL,PHI,,DAL,L 20-27,9,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,16,14,145,10.36,2,87.5%,9.06,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Zach Ertz,TE,28.043,2018-12-23,NFL,PHI,,HOU,W 32-30,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,16,12,110,9.17,2,75.0%,6.88,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,1,0,0,0,0,0
Mike Evans,WR,25.089,2018-11-18,NFL,TAM,@,NYG,L 35-38,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,7,6,120,20.00,1,85.7%,17.14,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mike Evans,WR,25.131,2018-12-30,NFL,TAM,,ATL,L 32-34,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,8,6,106,17.67,2,75.0%,13.25,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Gerald Everett,TE,24.147,2018-11-19,NFL,LAR,,KAN,W 54-51,11,11,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,4,3,49,16.33,2,75.0%,12.25,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Larry Fitzgerald,WR,35.079,2018-11-18,NFL,ARI,,OAK,L 21-23,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,4,2,23,11.50,2,50.0%,5.75,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leonard Fournette ,RB,23.297,2018-11-11,NFL,JAX,@,IND,L 26-29,9,10,Sun,0,0,,0,0,0,,0,0,,,24,53,2.21,1,5,5,56,11.20,1,100.0%,11.20,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Leonard Fournette ,RB,23.311,2018-11-25,NFL,JAX,@,BUF,L 21-24,11,12,Sun,0,0,,0,0,0,,0,0,,,18,95,5.28,2,3,3,13,4.33,0,100.0%,4.33,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Taylor Gabriel,WR,27.225,2018-09-30,NFL,CHI,,TAM,W 48-10,4,4,Sun,0,0,,0,0,0,,0,0,,,1,10,10.00,0,7,7,104,14.86,2,100.0%,14.86,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Chris Godwin,WR,22.306,2018-12-30,NFL,TAM,,ATL,L 32-34,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,9,6,114,19.00,2,66.7%,12.67,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,,,0,0,0,0,0,0,0,0,0,0
