Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,TD,XPA,XPM,Att,Md,Sfty,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate,Att,Yds,Y/A,TD,Tot,TO,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,Rush,Pass,Tot,TO,KR,PR,IR,FR,OR,RetTD,Q1,Q2,Q3,Q1,Q2,Q3,Q4,1stHalf,2ndHalf
ATL,2019,2019-11-24,1:00,1:00,,TAM,12,11,Sun,L 22-35,,5,5,2,1,1,0,18,28,64.3,313,3,2,0,0,108.2,34,133,3.91,1,446,2,20,7,13,0,13,6,46.2%,0,0,,-76,-33,-109,0,0,0,0,0,0,0,3,-9,-12,3,-12,-3,-1,-9,-4
CAR,2019,2019-12-22,1:00,1:00,@,IND,16,15,Sun,L 6-38,,5,5,5,1,1,0,14,27,51.9,106,0,0,3,13,61.7,32,218,6.81,3,324,,25,14,6,5,11,4,36.4%,2,1,50.0%,-131,93,-38,-3,0,0,0,0,0,0,-14,-18,-18,-14,-4,0,-14,-18,-14
CIN,2019,2019-09-15,1:00,1:00,,SFO,2,2,Sun,L 17-41,,5,5,5,3,2,0,18,26,69.2,312,3,1,0,0,132.2,42,259,6.17,2,571,1,27,13,14,0,9,5,55.6%,0,0,,-234,-21,-255,0,0,0,0,0,0,0,-7,-14,-24,-7,-7,-10,0,-14,-10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIN,2019,2019-12-22,1:00,1:00,@,MIA,16,15,Sun,L 35-38,OT,5,5,5,2,1,0,31,52,59.6,406,4,1,2,13,101.9,34,96,2.82,1,502,1,29,5,21,3,16,6,37.5%,0,0,,-37,-35,-72,0,0,0,0,0,0,0,-14,-15,-16,-14,-1,-1,16,-15,15
CLE,2019,2019-09-08,1:00,1:00,,TEN,1,1,Sun,L 13-43,,5,5,5,2,2,1,14,24,58.3,216,3,0,4,32,127.8,28,123,4.39,1,339,,21,6,9,6,10,2,20.0%,0,0,,-21,28,7,-3,0,0,0,0,0,0,3,-6,-9,3,-9,-3,-21,-6,-24
CLE,2019,2019-12-15,4:05,2:05,@,ARI,15,14,Sun,L 24-38,,5,5,5,1,1,0,19,25,76.0,219,1,1,0,0,98.6,35,226,6.46,4,445,1,26,14,11,1,8,4,50.0%,1,1,100.0%,-74,22,-52,-1,0,0,0,0,0,0,-7,-11,-11,-7,-4,0,-3,-11,-3
IND,2019,2019-12-08,1:00,1:00,@,TAM,14,13,Sun,L 35-38,,5,5,5,1,1,0,35,49,71.4,467,4,3,1,7,103.0,28,75,2.68,1,542,4,29,5,24,0,15,8,53.3%,1,1,100.0%,-9,-224,-233,3,0,0,1,0,0,1,-4,6,7,-4,10,1,-10,6,-9
ARI,2019,2019-09-22,4:05,2:05,,CAR,3,3,Sun,L 20-38,,5,5,5,1,1,0,19,26,73.1,240,4,0,2,21,141.0,31,173,5.58,1,413,1,21,4,14,3,10,4,40.0%,0,0,,-52,-113,-165,-1,0,0,0,0,0,0,7,-4,-8,7,-11,-4,-10,-4,-14
ARI,2019,2019-11-17,4:05,1:05,@,SFO,11,11,Sun,L 26-36,,5,3,3,1,1,0,34,45,75.6,408,4,2,2,16,113.9,19,34,1.79,0,442,2,26,1,20,5,13,6,46.2%,2,0,0.0%,101,-277,-176,0,0,0,0,0,0,0,9,6,2,9,-3,-4,-12,6,-16
DET,2019,2019-12-15,1:00,1:00,,TAM,15,14,Sun,L 17-38,,5,5,5,2,1,0,28,42,66.7,446,4,1,2,12,123.7,29,49,1.69,0,495,1,23,4,19,0,14,7,50.0%,2,1,50.0%,-4,-196,-200,-2,0,0,0,0,0,0,-14,-18,-14,-14,-4,4,-7,-18,-3
GNB,2019,2019-09-26,8:20,7:20,,PHI,4,4,Thu,L 27-34,,5,4,4,0,0,0,16,27,59.3,160,3,0,0,0,113.2,33,176,5.33,2,336,,24,10,12,2,9,5,55.6%,0,0,,-99,254,155,-2,0,0,0,0,0,0,7,-1,0,7,-8,1,-7,-1,-6
HOU,2019,2019-11-17,1:00,1:00,@,BAL,11,10,Sun,L 7-41,,5,5,5,3,2,0,20,27,74.1,235,4,0,0,0,139.7,37,256,6.92,1,491,,25,12,11,2,9,5,55.6%,1,0,0.0%,-134,-125,-259,-2,0,0,0,0,0,0,0,-14,-27,0,-14,-13,-7,-14,-20
HOU,2019,2019-12-08,1:00,12:00,,DEN,14,13,Sun,L 24-38,,5,5,5,1,1,0,22,27,81.5,301,3,1,1,8,134.7,27,90,3.33,1,391,1,22,5,14,3,8,5,62.5%,0,0,,44,-21,23,-2,0,0,0,0,0,0,-14,-28,-28,-14,-14,0,14,-28,14
HOU,2019,2019-12-29,4:25,3:25,,TEN,17,16,Sun,L 14-35,,5,5,5,0,0,0,14,21,66.7,222,2,0,0,0,133.4,39,245,6.28,3,467,,25,13,11,1,10,5,50.0%,0,0,,-136,-30,-166,-1,0,0,0,0,0,0,0,-7,-7,0,-7,0,-14,-7,-14
JAX,2019,2019-10-06,1:00,1:00,@,CAR,5,5,Sun,L 27-34,,5,5,4,2,0,0,17,31,54.8,160,1,0,3,21,80.0,27,285,10.56,3,445,,22,9,10,3,12,4,33.3%,1,0,0.0%,-136,198,62,-3,0,0,0,0,0,0,-7,-4,-4,-7,3,0,-3,-4,-3
KAN,2019,2019-11-10,1:00,12:00,@,TEN,10,10,Sun,L 32-35,,5,4,3,0,0,0,13,19,68.4,146,2,0,4,35,126.2,26,225,8.65,2,371,1,19,9,7,3,8,2,25.0%,1,0,0.0%,-128,287,159,0,0,0,0,0,0,0,10,0,2,10,-10,2,-5,0,-3
MIA,2019,2019-11-24,1:00,1:00,@,CLE,12,11,Sun,L 24-41,,5,5,5,3,2,0,24,34,70.6,320,3,1,1,7,117.3,32,147,4.59,2,467,1,30,9,15,6,8,4,50.0%,0,0,,-55,-128,-183,-1,0,0,0,0,0,0,-14,-25,-11,-14,-11,14,-6,-25,8
MIA,2019,2019-12-15,1:00,1:00,@,NYG,15,14,Sun,L 20-36,,5,5,4,0,0,1,21,29,72.4,274,2,3,1,10,85.2,33,138,4.18,3,412,3,24,9,12,3,11,5,45.5%,0,0,,-16,-12,-28,2,0,0,0,0,0,0,0,3,-10,0,3,-13,-6,3,-19
NWE,2019,2019-11-03,8:20,8:20,@,BAL,9,9,Sun,L 20-37,,5,5,4,1,1,0,17,23,73.9,162,1,0,1,1,107.5,41,210,5.12,3,372,2,26,11,11,4,10,5,50.0%,1,1,100.0%,-136,106,-30,0,0,0,0,0,0,0,-10,-4,-4,-10,6,0,-13,-4,-13
NYG,2019,2019-09-08,4:25,3:25,@,DAL,1,1,Sun,L 17-35,,5,5,5,0,0,0,25,32,78.1,405,4,0,0,0,158.3,30,89,2.97,1,494,,23,4,18,1,10,6,60.0%,0,0,,62,-86,-24,-2,0,0,0,0,0,0,0,-14,-25,0,-14,-11,7,-14,-4
NYG,2019,2019-12-22,1:00,1:00,@,WAS,16,15,Sun,W 41-35,OT,5,5,5,0,0,0,29,38,76.3,281,3,0,3,21,122.8,26,80,3.08,2,361,,25,7,16,2,14,8,57.1%,0,0,,126,65,191,0,0,0,0,0,0,0,7,14,14,7,7,0,-14,14,-14
TEN,2019,2019-12-22,1:00,12:00,,NOR,16,15,Sun,L 28-38,,5,5,5,1,1,0,28,40,70.0,275,3,0,3,24,114.1,23,102,4.43,2,377,,23,5,16,2,12,4,33.3%,1,0,0.0%,47,-27,20,-1,0,0,0,0,0,0,14,4,-10,14,-10,-14,0,4,-14
PHI,2019,2019-10-13,1:00,3:00,@,MIN,6,6,Sun,L 20-38,,5,5,5,1,1,0,22,29,75.9,325,4,1,1,8,137.2,35,122,3.49,1,447,2,26,8,14,4,10,2,20.0%,1,1,100.0%,-14,-33,-47,-1,0,0,0,0,0,0,-10,-14,-11,-10,-4,3,-7,-14,-4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHI,2019,2019-12-01,1:00,1:00,@,MIA,13,12,Sun,L 31-37,,5,3,2,1,1,0,28,40,70.0,351,4,1,3,15,119.9,20,58,2.90,1,409,1,26,3,19,4,12,5,41.7%,3,3,100.0%,34,-57,-23,0,0,0,0,0,0,0,3,7,2,3,4,-5,-8,7,-13
OAK,2019,2019-12-01,4:25,3:25,@,KAN,13,12,Sun,L 9-40,,5,5,5,1,1,0,15,29,51.7,163,1,0,1,12,80.1,29,96,3.31,3,259,,22,8,10,4,11,7,63.6%,1,0,0.0%,26,47,73,-3,0,0,0,0,0,0,-7,-21,-31,-7,-14,-10,0,-21,-10
LAR,2019,2019-12-15,4:25,3:25,@,DAL,15,14,Sun,L 21-44,,5,5,5,3,3,0,15,23,65.2,212,2,0,0,0,123.8,45,263,5.84,3,475,,25,16,8,1,13,7,53.8%,1,1,100.0%,-241,55,-186,-1,0,0,0,0,0,0,-7,-21,-24,-7,-14,-3,1,-21,-2
BAL,2019,2019-09-29,1:00,1:00,,CLE,4,4,Sun,L 25-40,,5,4,4,2,2,0,20,31,64.5,337,1,1,1,5,98.5,29,193,6.66,4,530,1,22,8,12,2,13,6,46.2%,1,1,100.0%,-20,-115,-135,-2,0,0,0,0,0,0,-7,-3,-14,-7,4,-11,-1,-3,-12
SEA,2019,2019-09-22,4:25,1:25,,NOR,3,3,Sun,L 27-33,,5,4,3,0,0,0,19,27,70.4,177,2,0,0,0,112.7,23,88,3.83,1,265,1,15,4,9,2,11,3,27.3%,1,1,100.0%,20,229,249,0,0,0,0,0,0,0,0,-13,-20,0,-13,-7,14,-13,7
TAM,2019,2019-09-29,4:05,1:05,@,LAR,4,4,Sun,W 55-40,,5,4,4,2,2,0,45,68,66.2,490,2,3,2,27,78.7,11,28,2.55,2,518,4,36,3,27,6,11,4,36.4%,1,0,0.0%,60,-114,-54,3,0,0,0,1,0,1,7,11,11,7,4,0,4,11,4
TAM,2019,2019-11-03,4:05,1:05,@,SEA,9,8,Sun,L 34-40,OT,5,3,2,4,2,0,29,43,67.4,347,5,0,3,31,130.7,22,145,6.59,0,492,1,31,4,23,4,8,2,25.0%,0,0,,-46,-28,-74,0,0,0,0,0,0,0,7,8,3,7,1,-5,-3,8,-8
WAS,2019,2019-11-17,1:00,1:00,,NYJ,11,10,Sun,L 17-34,,5,5,4,1,0,0,19,31,61.3,285,4,1,2,8,117.6,33,115,3.48,1,400,2,23,6,15,2,12,5,41.7%,1,1,100.0%,-61,-114,-175,1,0,0,0,0,0,0,-6,-17,-17,-6,-11,0,0,-17,0
WAS,2019,2019-12-15,1:00,1:00,,PHI,15,14,Sun,L 27-37,,5,4,4,1,1,0,30,43,69.8,258,3,0,2,8,108.5,28,157,5.61,1,415,1,27,9,15,3,16,11,68.8%,0,0,,-56,-7,-63,0,0,0,0,0,0,0,4,4,-3,4,0,-7,-7,4,-14
WAS,2019,2019-12-29,4:25,3:25,@,DAL,17,16,Sun,L 16-47,,5,5,5,4,4,0,23,33,69.7,294,4,0,3,9,136.9,36,223,6.19,1,517,1,22,9,13,0,15,8,53.3%,1,1,100.0%,-135,-111,-246,-1,0,0,0,0,0,0,-6,-10,-21,-6,-4,-11,-10,-10,-21
ATL,2019,2019-09-08,1:00,3:00,@,MIN,1,1,Sun,L 12-28,,4,4,4,0,0,0,8,10,80.0,97,1,0,1,1,140.4,38,172,4.53,3,269,,18,10,4,4,10,5,50.0%,0,0,,-99,175,76,-3,0,0,0,0,0,0,-14,-21,-28,-14,-7,-7,12,-21,5
ATL,2019,2019-10-13,4:05,2:05,@,ARI,6,6,Sun,L 33-34,,4,4,4,2,2,0,27,37,73.0,340,3,0,0,0,128.2,29,102,3.52,1,442,,24,6,16,2,13,7,53.8%,1,1,100.0%,1,1,2,0,0,0,0,0,0,0,4,-10,-7,4,-14,3,6,-10,9
ATL,2019,2019-10-20,1:00,1:00,,LAR,7,7,Sun,L 10-37,,4,4,4,4,3,0,23,38,60.5,291,2,0,0,0,102.0,36,90,2.50,1,381,,23,9,13,1,16,8,50.0%,1,1,100.0%,-52,-105,-157,-3,0,0,0,0,0,0,0,-10,-24,0,-10,-14,-3,-10,-17
BUF,2019,2019-10-27,1:00,1:00,,PHI,8,7,Sun,L 13-31,,4,3,2,1,1,0,17,24,70.8,153,1,0,3,19,101.6,41,218,5.32,3,371,1,21,10,10,1,15,8,53.3%,2,0,0.0%,-120,2,-118,0,0,0,0,0,0,0,-3,-4,-11,-3,-1,-7,-7,-4,-14
CAR,2019,2019-11-24,1:00,12:00,@,NOR,12,11,Sun,L 31-34,,4,4,4,2,2,0,30,39,76.9,300,3,1,2,11,113.2,18,118,6.56,1,418,1,23,5,17,1,10,4,40.0%,1,0,0.0%,3,-70,-67,0,0,0,0,0,0,0,-8,-2,-7,-8,6,-5,4,-2,-1
CAR,2019,2019-12-08,1:00,1:00,@,ATL,14,13,Sun,L 20-40,,4,4,4,4,4,0,20,34,58.8,302,2,0,1,11,107.7,32,159,4.97,2,461,,22,9,13,0,12,5,41.7%,0,0,,-59,-57,-116,-4,0,0,0,0,0,0,-3,-3,-20,-3,0,-17,0,-3,-17
CAR,2019,2019-12-15,1:00,1:00,,SEA,15,14,Sun,L 24-30,,4,4,3,1,1,0,20,27,74.1,274,2,1,2,12,115.4,34,154,4.53,2,428,1,21,10,10,1,10,4,40.0%,1,1,100.0%,-9,-5,-14,-2,0,0,0,0,0,0,-13,-13,-13,-13,0,0,7,-13,7
CHI,2019,2019-10-20,4:25,3:25,,NOR,7,6,Sun,L 25-36,,4,4,4,4,2,1,23,38,60.5,273,2,0,1,8,100.0,35,151,4.31,2,424,,24,9,14,1,15,7,46.7%,0,0,,-134,-38,-172,-2,1,0,0,0,0,1,-2,-2,-16,-2,0,-14,5,-2,-9
CIN,2019,2019-12-15,1:00,1:00,,NWE,15,14,Sun,L 13-34,,4,4,4,2,2,0,15,29,51.7,116,2,0,2,12,84.8,32,175,5.47,1,291,,19,10,7,2,14,6,42.9%,1,0,0.0%,-11,35,24,-5,0,0,0,0,0,0,3,-3,-17,3,-6,-14,-4,-3,-18
CLE,2019,2019-10-07,8:15,5:15,@,SFO,5,5,Mon,L 3-31,,4,4,4,4,1,0,20,29,69.0,171,2,0,2,10,107.1,40,275,6.88,2,446,,22,10,11,1,16,6,37.5%,1,1,100.0%,-173,-93,-266,-4,0,0,0,0,0,0,-14,-18,-25,-14,-4,-7,-3,-18,-10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLE,2019,2019-10-13,1:00,1:00,,SEA,6,6,Sun,L 28-32,,4,3,2,2,2,0,23,33,69.7,284,2,0,3,11,116.2,38,170,4.47,2,454,1,29,8,17,4,13,6,46.2%,0,0,,-13,-35,-48,-3,0,0,0,0,0,0,8,2,-5,8,-6,-7,1,2,-6
CLE,2019,2019-12-22,1:00,1:00,,BAL,16,15,Sun,L 15-31,,4,4,4,1,1,0,20,31,64.5,238,3,0,0,0,120.1,40,243,6.08,1,481,1,31,16,13,2,11,7,63.6%,1,0,0.0%,-186,-54,-240,0,0,0,0,0,0,0,0,-8,-12,0,-8,-4,-4,-8,-8
CLE,2019,2019-12-29,1:00,1:00,@,CIN,17,16,Sun,L 23-33,,4,4,3,2,2,0,16,28,57.1,182,1,1,1,8,73.8,39,179,4.59,3,361,1,22,9,12,1,14,9,64.3%,0,0,,-105,57,-48,-2,0,0,0,0,0,0,-6,-4,-7,-6,2,-3,-3,-4,-6
IND,2019,2019-09-08,4:05,1:05,@,LAC,1,1,Sun,L 24-30,OT,4,3,3,1,1,0,25,34,73.5,310,3,1,4,23,118.5,21,125,5.95,1,435,2,25,9,14,2,11,7,63.6%,0,0,,78,-137,-59,2,0,0,0,0,0,0,-7,-11,-8,-7,-4,3,8,-11,11
IND,2019,2019-09-29,1:00,1:00,,OAK,4,4,Sun,L 24-31,,4,4,4,1,1,0,21,31,67.7,189,2,0,1,0,105.4,32,188,5.88,1,377,1,21,10,11,0,12,5,41.7%,1,1,100.0%,-107,76,-31,-1,0,0,0,0,0,0,-7,-11,-14,-7,-4,-3,7,-11,4
IND,2019,2019-12-16,8:15,7:15,@,NOR,15,14,Mon,L 7-34,,4,4,4,2,2,0,29,30,96.7,307,4,0,0,0,148.9,33,117,3.55,0,424,,27,7,18,2,9,5,55.6%,0,0,,-71,-148,-219,0,0,0,0,0,0,0,-3,-20,-34,-3,-17,-14,7,-20,-7
IND,2019,2019-12-29,4:25,4:25,@,JAX,17,16,Sun,L 20-38,,4,3,3,3,3,0,27,39,69.2,286,3,1,3,9,105.3,24,67,2.79,0,353,1,23,7,15,1,14,9,64.3%,0,0,,65,-143,-78,-1,0,0,0,0,0,0,7,4,-4,7,-3,-8,-14,4,-22
ARI,2019,2019-10-13,4:05,2:05,,ATL,6,6,Sun,W 34-33,,4,4,3,2,2,0,30,36,83.3,341,4,0,2,15,143.2,25,103,4.12,0,444,,31,7,20,4,11,6,54.5%,0,0,,-1,-1,-2,0,0,0,0,0,0,0,-4,10,7,-4,14,-3,-6,10,-9
ARI,2019,2019-10-27,1:00,12:00,@,NOR,8,8,Sun,L 9-31,,4,4,4,2,1,0,34,43,79.1,373,3,1,0,0,116.4,29,137,4.72,1,510,1,28,8,20,0,12,7,58.3%,0,0,,-97,-176,-273,1,0,0,0,0,0,0,3,-4,-8,3,-7,-4,-14,-4,-18
ARI,2019,2019-10-31,8:20,6:20,,SFO,9,9,Thu,L 25-28,,4,4,4,0,0,0,28,37,75.7,310,4,0,1,7,136.1,31,101,3.26,0,411,,21,5,15,1,17,11,64.7%,1,1,100.0%,52,-106,-54,0,0,0,0,0,0,0,0,-14,-14,0,-14,0,11,-14,11
ARI,2019,2019-12-01,4:05,2:05,,LAR,13,12,Sun,L 7-34,,4,4,4,3,2,0,33,45,73.3,417,2,0,1,10,116.6,30,132,4.40,1,549,,27,6,20,1,15,8,53.3%,1,0,0.0%,-58,-293,-351,-1,0,0,0,0,0,0,-3,-20,-34,-3,-17,-14,7,-20,-7
ARI,2019,2019-12-29,4:25,1:25,@,LAR,17,16,Sun,L 24-31,,4,4,4,2,1,0,29,45,64.4,311,3,0,1,8,106.8,33,113,3.42,1,424,,25,4,17,4,18,11,61.1%,1,0,0.0%,-42,11,-31,-5,0,0,0,0,0,0,4,-7,0,4,-11,7,-7,-7,0
DAL,2019,2019-10-06,4:25,3:25,,GNB,5,5,Sun,L 24-34,,4,4,4,2,2,0,22,34,64.7,215,0,0,2,23,82.4,29,120,4.14,4,335,,24,11,9,4,12,3,25.0%,0,0,,2,226,228,-3,0,0,0,0,0,0,-14,-17,-21,-14,-3,-4,11,-17,7
DAL,2019,2019-11-17,1:00,1:00,@,DET,11,10,Sun,W 35-27,,4,3,3,0,0,0,15,26,57.7,191,2,0,3,18,106.4,28,121,4.32,2,312,,19,8,9,2,13,6,46.2%,0,0,,-46,243,197,-1,0,0,0,0,0,0,-4,10,6,-4,14,-4,2,10,-2
DAL,2019,2019-12-05,8:20,7:20,@,CHI,14,13,Thu,L 24-31,,4,4,4,1,1,0,23,31,74.2,231,3,1,2,13,113.8,34,151,4.44,1,382,2,24,9,12,3,12,7,58.3%,0,0,,-69,95,26,2,0,0,0,0,0,0,7,-10,-17,7,-17,-7,10,-10,3
DEN,2019,2019-11-17,1:00,3:00,@,MIN,11,10,Sun,L 23-27,,4,3,3,0,0,0,29,35,82.9,284,3,0,5,35,129.0,18,37,2.06,1,321,2,19,5,13,1,12,5,41.7%,2,2,100.0%,87,-14,73,1,0,0,0,0,0,0,10,20,16,10,10,-4,-20,20,-24
DET,2019,2019-09-29,1:00,1:00,,KAN,4,4,Sun,L 30-34,,4,4,4,3,2,0,24,42,57.1,315,0,0,0,0,81.0,25,123,4.92,3,438,3,29,8,16,5,9,4,44.4%,1,1,100.0%,63,-54,9,1,0,0,0,0,0,0,10,0,3,10,-10,3,-7,0,-4
DET,2019,2019-10-27,1:00,1:00,,NYG,8,7,Sun,W 31-26,,4,3,2,0,0,0,28,41,68.3,290,4,0,3,32,121.0,24,80,3.33,0,370,1,24,5,15,4,12,7,58.3%,2,0,0.0%,-21,26,5,-1,0,0,0,1,0,1,14,4,5,14,-10,1,0,4,1
DET,2019,2019-11-03,4:05,1:05,@,OAK,9,8,Sun,L 24-31,,4,4,4,2,1,0,20,31,64.5,279,2,0,1,10,114.9,36,171,4.75,2,450,,25,10,14,1,13,7,53.8%,2,1,50.0%,-81,104,23,-2,0,0,0,0,0,0,0,-3,0,0,-3,3,-7,-3,-4
DET,2019,2019-11-17,1:00,1:00,,DAL,11,10,Sun,L 27-35,,4,3,3,2,2,0,29,46,63.0,434,3,0,1,10,115.7,24,75,3.13,1,509,1,26,4,21,1,14,8,57.1%,0,0,,46,-243,-197,1,0,0,0,0,0,0,4,-10,-6,4,-14,4,-2,-10,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNB,2019,2019-11-24,8:20,5:20,@,SFO,12,11,Sun,L 8-37,,4,4,4,3,3,0,14,20,70.0,227,2,0,3,26,141.0,22,112,5.09,2,339,,16,6,9,1,9,3,33.3%,0,0,,5,-146,-141,-1,0,0,0,0,0,0,-10,-23,-22,-10,-13,1,-7,-23,-6
