Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Montez Sweat ,DE,WAS,51,50,42,53,46,41,44,43,29,bye,36,49,32,41,61,54,52
Deionte Thompson ,S,ARI,0,15,10,2,43,34,63,32,26,0,0,bye,27,0,0,0,0
Jerry Tillery ,DT,LAC,21,26,23,26,14,13,43,42,25,14,26,bye,17,0,25,23,16
Byron Murphy ,CB,ARI,84,73,60,62,66,67,70,74,70,80,69,bye,79,44,69,56,82
Zach Allen ,DE,ARI,62,44,35,3,0,0,0,0,0,0,0,bye,0,0,0,0,0
Brian Burns ,DE,CAR,44,39,56,38,37,33,bye,23,51,11,16,21,13,33,7,24,31
Amani Oruwariye ,CB,DET,0,0,0,0,bye,0,0,0,0,0,9,44,59,55,13,3,32
Johnathan Abram ,S,OAK,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oshane Ximines ,LB,NYG,21,24,40,28,63,51,35,28,17,18,bye,32,17,28,34,35,33
Devin Bush Jr. ,LB,PIT,53,62,79,66,72,55,bye,57,66,34,54,35,49,44,54,46,64
Taylor Rapp ,S,LAR,31,40,52,30,0,34,54,80,bye,73,61,70,38,66,69,57,68
Gerald Willis III ,DT,MIA,0,0,0,0,bye,0,0,0,0,0,0,8,0,11,0,0,0
Julian Love ,CB,NYG,0,0,0,0,0,1,0,2,0,0,bye,42,63,86,71,70,74
Kris Boyd ,CB,MIN,15,0,16,0,6,0,0,0,0,0,0,bye,0,3,7,0,49
Trayvon Mullen ,CB,OAK,19,27,18,6,7,0,1,59,60,74,60,63,64,58,57,49,54
Jaylon Ferguson ,DE,BAL,0,0,9,21,21,31,45,bye,42,49,45,37,38,49,44,39,31
Mack Wilson ,LB,CLE,0,11,64,70,75,81,bye,62,48,68,72,63,54,73,61,73,69
Juan Thornhill ,S,KC,58,62,79,64,74,77,63,66,70,48,79,bye,59,66,59,54,18
Chase Winovich ,DE,NE,38,26,13,7,16,14,20,16,9,bye,30,10,21,24,16,11,20
Jaquan Johnson ,S,BUF,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,53
Isaiah Buggs ,DT,PIT,0,0,0,0,0,0,bye,13,8,11,10,6,8,2,0,11,7
Joe Jackson ,DE,DAL,26,9,12,4,0,0,20,bye,0,0,0,0,0,0,0,0,12
Ben Burr-Kirven ,LB,SEA,0,0,0,0,0,0,0,0,0,0,bye,0,0,2,2,0,0
T.J. Edwards ,LB,PHI,0,0,0,0,2,10,21,14,16,bye,11,2,4,7,8,12,6
Charles Omenihu ,DE,HOU,0,28,32,0,37,15,18,22,38,bye,20,30,63,22,28,40,49
Nasir Adderley ,S,LAC,0,1,0,9,0,0,0,0,0,0,0,bye,0,0,0,0,0
Germaine Pratt ,LB,CIN,3,0,10,12,9,30,22,15,bye,23,46,45,34,39,49,63,36
Carl Granderson ,DE,NO,0,0,0,5,9,0,20,0,bye,0,0,0,0,0,28,14,39
Austin Cutting ,LB,MIN,1,0,0,0,0,1,0,0,0,0,0,bye,0,0,0,0,0
Tae Hayes ,CB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,40
Dre Greenlaw ,LB,SF,56,20,10,bye,13,4,14,29,27,70,65,73,63,71,65,70,74
Armon Watts ,DT,MIN,0,0,0,0,0,0,0,0,0,7,15,bye,11,7,19,17,45
Dontavius Russell ,DT,JAC,20,2,0,0,0,0,0,0,0,bye,0,26,0,0,0,0,0
Sione Takitaki ,LB,CLE,0,0,0,0,0,0,bye,0,0,11,6,15,19,5,4,36,9
John Cominsky ,DE,ATL,0,7,11,12,2,4,23,2,bye,0,0,0,0,0,0,11,28
Austin Bryant ,DE,DET,0,0,0,0,bye,0,0,0,0,0,0,16,0,0,34,29,54
Mark Fields ,CB,MIN,6,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0
Albert Huggins ,DT,Multi,0,0,0,0,0,0,0,9,12,0,8,15,0,0,0,0,0
Azeez Al-Shaair ,LB,SF,0,15,0,bye,0,0,0,14,4,8,0,21,39,9,18,28,18
Jonathan Ledbetter ,DE,MIA,51,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,0
Natrez Patrick ,LB,LAR,0,2,0,0,0,5,8,1,bye,0,0,0,0,0,0,0,0
Jahlani Tavai ,LB,DET,62,45,27,13,bye,45,60,36,48,37,45,27,19,49,70,15,0
Emeke Egbule ,LB,LAC,0,0,0,0,1,2,13,0,3,1,0,bye,1,0,0,0,0
Isaiah Johnson ,CB,OAK,0,0,0,0,0,0,0,0,0,2,6,4,0,0,3,0,0
Mike Edwards ,S,TB,4,69,60,88,65,0,bye,1,19,32,47,51,33,27,23,41,53
Lonnie Johnson Jr. ,CB,HOU,0,49,62,52,59,55,73,32,0,bye,42,0,39,14,0,0,54
Ryan Bee ,DT,WAS,0,0,0,0,0,0,0,0,0,bye,0,3,0,0,0,0,0
Darnell Savage Jr. ,S,GB,71,65,73,62,19,0,0,59,71,72,bye,46,66,63,84,54,60
Sheldrick Redwine ,S,CLE,0,8,0,0,0,0,bye,0,0,0,31,25,55,63,61,62,68
Khari Willis ,S,IND,16,29,27,64,61,bye,63,22,36,59,37,0,45,68,67,26,0
Blake Cashman ,LB,NYJ,21,64,68,bye,50,75,74,72,0,0,0,0,0,0,0,0,0
Ken Webster ,CB,MIA,0,5,4,29,bye,44,43,19,0,0,0,0,53,29,0,0,0
Nate Brooks ,CB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,30
Montre Hartage ,CB,MIA,0,0,0,0,bye,0,0,0,0,0,0,0,20,0,12,46,20
Drue Tranquill ,LB,LAC,0,0,0,10,20,30,21,38,21,58,0,bye,41,55,36,27,23
Ugo Amadi ,S,SEA,20,1,0,0,0,0,0,0,0,0,bye,0,0,0,25,21,9
Justin Hollins ,LB,DEN,4,0,5,33,14,8,8,2,24,bye,21,0,44,43,27,15,18
Nick Scott ,S,LAR,0,0,0,0,0,0,1,0,bye,0,0,0,14,0,0,0,0
Saquan Hampton ,S,NO,0,0,0,0,0,0,18,0,bye,0,0,0,0,0,16,0,0
Derick Roberson ,DE,TEN,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,13,16
Keisean Nixon ,CB,OAK,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0
Porter Gustin ,LB,CLE,0,0,0,0,0,0,bye,0,0,0,0,25,34,40,38,45,44
Iman Marshall ,CB,BAL,0,0,0,0,0,0,0,bye,0,0,0,1,0,0,0,0,3
Cameron Smith ,LB,MIN,0,0,0,0,0,3,0,0,0,0,0,bye,0,0,1,6,23
Ben Banogu ,DE,IND,27,7,19,14,0,bye,13,36,33,16,15,14,11,18,12,22,14
L.J. Collier ,LB,SEA,0,16,0,20,0,5,9,14,5,0,bye,25,0,9,37,5,7
Michael Dogbe ,DT,ARI,0,0,0,0,3,2,0,0,0,9,17,bye,0,19,14,5,13
Rock Ya-Sin ,CB,IND,42,48,27,64,57,bye,63,73,61,64,28,0,43,75,67,70,69
Kingsley Keke ,DT,GB,0,0,12,7,7,0,7,2,11,11,bye,8,15,3,7,0,4
Daylon Mack ,DT,BAL,0,0,0,9,0,0,0,bye,0,0,0,0,0,0,0,0,0
Ka'dar Hollman ,CB,GB,0,0,0,0,0,0,4,0,0,0,bye,0,0,0,0,0,0
Cody Barton ,LB,SEA,0,0,1,0,0,0,0,5,0,1,bye,0,11,56,58,5,14
Marquise Blair ,S,SEA,0,0,4,0,0,8,58,65,76,0,bye,1,0,0,5,8,5
Nik Needham ,CB,MIA,0,0,0,0,bye,29,37,50,63,69,70,67,69,71,66,90,61
Corey Ballentine ,CB,NYG,9,0,0,0,0,1,0,0,53,44,bye,61,14,0,62,55,0
Greg Gaines ,DT,LAR,0,3,0,0,14,28,0,0,bye,24,0,28,25,15,21,12,14
Jordan Miller ,CB,ATL,0,0,0,0,1,0,0,0,bye,6,3,0,0,14,0,0,0
Khalen Saunders ,DT,KC,0,0,0,0,33,54,27,45,30,13,24,bye,21,14,12,18,13
Ryan Connelly ,LB,NYG,26,59,69,33,0,0,0,0,0,0,bye,0,0,0,0,0,0
Andrew Van Ginkel ,LB,MIA,0,0,0,0,bye,0,0,0,0,0,0,7,14,35,16,65,60
Miles Brown ,DT,ARI,0,6,7,8,0,0,0,0,0,0,18,bye,20,25,16,4,19
Marcus Epps ,S,Multi,1,0,8,0,0,3,0,0,0,0,0,16,4,16,13,16,33
Andrew Wingard ,S,JAC,6,0,0,3,12,2,0,7,0,bye,7,42,55,46,0,4,0
Jamel Dean ,CB,TB,0,0,0,0,0,2,bye,1,57,32,0,67,7,51,41,42,71
Amani Hooker ,S,TEN,28,17,14,36,12,15,17,31,12,14,bye,38,18,35,10,12,23
David Long Jr. ,CB,LAR,0,0,0,0,0,0,9,0,bye,0,15,7,26,0,0,0,52
Christian Miller ,LB,CAR,7,6,24,19,10,0,bye,0,0,0,0,13,11,0,0,0,0
Anthony Nelson ,DE,TB,14,25,14,25,18,19,bye,15,6,0,0,0,0,0,0,0,16
Joejuan Williams ,CB,NE,0,0,0,0,7,0,15,0,0,bye,0,9,0,0,5,29,15
Sean Murphy-Bunting ,CB,TB,1,0,6,7,59,36,bye,28,74,67,62,63,64,61,61,66,31
C.J. Gardner-Johnson ,CB,NO,3,10,1,8,29,16,58,48,bye,36,61,61,37,26,40,62,50
Kendall Sheffield ,CB,ATL,1,9,0,9,27,69,76,49,bye,66,71,58,49,67,63,62,23
Bless Austin ,CB,NYJ,0,0,0,bye,0,0,0,0,0,48,48,58,65,72,61,37,0
Josiah Tauaefa ,LB,NYG,0,0,0,0,22,0,0,0,0,0,bye,0,0,0,0,1,0
Malik Reed ,LB,DEN,5,3,4,24,62,58,53,56,56,bye,41,38,39,0,9,8,12
Bobby Okereke ,LB,IND,15,11,54,55,45,bye,16,38,26,19,21,17,29,27,33,46,21
Quincy Williams ,LB,JAC,45,64,78,55,46,0,46,0,0,bye,0,53,71,34,0,0,0
Trysten Hill ,DT,DAL,0,0,34,27,11,0,13,bye,0,0,0,0,13,9,0,0,14
Will Harris ,S,DET,15,15,23,51,bye,37,23,61,70,56,59,58,58,34,39,34,36
Darryl Johnson ,DE,BUF,13,26,18,20,16,bye,21,25,0,3,5,3,5,4,2,2,62
Byron Cowart ,DT,NE,0,16,0,0,0,0,5,0,19,bye,0,3,0,0,0,0,0
Renell Wren ,DT,CIN,2,0,24,13,0,20,21,6,bye,11,13,14,12,19,0,0,0
E.J. Speed ,LB,IND,0,0,3,28,0,bye,2,0,0,0,0,0,0,0,0,0,0
Marvell Tell III ,S,IND,0,0,0,0,3,bye,0,37,36,46,54,42,0,2,21,3,8
Xavier Crawford ,DB,Multi,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0
David Long ,LB,TEN,0,0,0,0,0,0,9,0,0,28,bye,2,0,14,0,4,10
Cortez Broughton ,DT,LAC,0,0,0,3,0,0,18,0,0,0,0,bye,0,0,0,0,0
Rashad Fenton ,DB,KC,0,0,0,0,0,6,38,20,19,14,29,bye,2,0,0,0,37
Maxx Crosby ,DE,OAK,23,29,16,44,55,0,41,70,64,69,46,53,62,40,44,49,46
Donovan Wilson ,S,DAL,0,0,0,0,0,0,0,bye,0,0,1,0,0,0,12,0,3
Jimmy Moreland ,CB,WAS,55,59,47,15,7,4,35,28,5,bye,11,53,59,47,45,0,0
Cole Holcomb ,LB,WAS,50,62,30,42,61,45,29,49,30,bye,43,50,55,33,56,24,59
Duke Shelley ,DB,CHI,3,3,0,0,0,bye,0,0,0,0,0,0,0,2,0,0,0
Kyron Brown ,CB,NYJ,0,0,0,bye,0,0,0,0,0,0,0,0,0,53,0,0,0
Kyle Phillips ,DT,NYJ,0,28,47,bye,43,41,53,45,41,37,37,27,25,30,38,27,30
Joe Giles-Harris ,LB,JAC,0,0,0,0,0,0,0,3,0,bye,0,0,0,0,0,1,0
Brandon Rusnak ,CB,JAC,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,2
Shakial Taylor ,CB,Multi,0,0,0,0,12,0,31,0,1,1,15,0,0,0,0,0,0
Jamal Davis II ,LB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0
Ahmad Gooden ,DE,Multi,0,0,0,0,0,0,0,0,0,0,0,11,4,9,0,0,0
Nate Meadors ,CB,MIN,0,3,8,0,0,0,0,0,0,0,0,bye,0,0,0,0,0
Kahzin Daniels ,DE,TB,0,0,0,0,0,0,bye,0,0,3,0,0,0,0,0,0,0
Shy Tuttle ,DT,NO,31,27,17,15,12,10,14,21,bye,25,11,28,24,30,25,21,29
Kevin Givens ,DT,SF,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,0,10
Troy Reeder ,LB,LAR,0,0,0,18,53,47,19,10,bye,9,5,1,30,12,37,26,31
Noah Dawkins ,LB,Multi,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0
Chris Peace ,LB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Roderic Teamer ,S,LAC,0,0,59,52,60,59,62,80,0,0,5,bye,0,0,0,0,0
Justin Phillips ,LB,OAK,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
Anthony Rush ,DT,Multi,0,0,0,0,0,0,0,11,13,0,18,24,27,14,15,13,14
J.T. Hassell ,S,CLE,0,0,0,0,0,0,bye,0,0,0,0,0,14,1,0,0,0
Bryan Mone ,DT,SEA,26,23,22,0,0,0,0,0,0,0,bye,0,0,0,0,18,0
Jonathan Harris ,DT,Multi,0,0,0,6,24,0,0,0,0,0,0,0,0,0,37,10,2
Tuzar Skipper ,DE,Multi,0,3,7,15,12,2,1,0,0,0,0,0,0,0,0,0,0
Kareem Orr ,CB,TEN,0,0,0,0,0,0,0,0,0,0,bye,0,46,0,0,0,0
Anthony Pittman ,LB,DET,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,17
Jake Gervase ,S,LAR,0,0,0,0,0,0,1,0,bye,0,0,0,12,0,0,0,0
Deyon Sizer ,DT,DEN,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,5,0,0
Kevin Strong ,DT,DET,23,10,33,15,bye,22,44,0,15,11,0,0,0,0,0,0,0
Jordan Kunaszyk ,LB,CAR,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,7
Isaiah Mack ,DT,TEN,26,28,6,23,10,15,9,12,5,7,bye,8,9,12,0,0,0
Jalen Thompson ,S,ARI,0,0,0,0,44,33,7,42,43,80,72,bye,50,37,66,54,79
Mazzi Wilkins ,CB,TB,0,0,0,0,0,0,bye,0,0,0,0,0,7,1,0,0,4
Freedom Akinmoladun ,DE,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
C.J. Moore ,CB,DET,0,0,0,2,bye,3,0,23,17,21,0,7,0,2,1,0,0
