Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Vincent Valentine ,DT,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,14
Justin Simmons ,S,DEN,57,65,72,78,62,74,66,59,62,bye,77,78,68,72,67,62,59
Joe Schobert ,LB,CLE,84,66,63,92,87,33,0,0,0,51,bye,74,76,74,73,47,77
Tavon Young ,CB,BAL,49,44,52,57,57,28,51,25,67,bye,31,0,18,24,29,35,35
Eric Murray ,CB,KC,82,79,68,60,4,0,21,52,75,72,80,bye,50,8,17,1,33
B.J. Goodson ,LB,NYG,34,30,27,11,22,38,30,60,bye,34,21,24,0,28,46,55,56
Nick Kwiatkoski ,LB,CHI,47,9,1,14,bye,3,4,0,13,0,1,2,5,0,0,0,15
De'Vondre Campbell ,LB,ATL,71,67,76,65,52,54,53,bye,49,43,53,41,70,53,37,74,43
David Onyemata ,DT,NO,38,42,41,38,32,bye,41,35,37,29,28,42,37,46,41,51,38
Deon Bush ,S,CHI,0,0,0,9,bye,1,1,0,16,3,0,1,1,0,11,55,55
Antonio Morrison ,LB,GB,11,22,23,10,18,3,bye,0,31,14,40,46,25,7,8,13,28
Deiondre' Hall ,CB,PHI,0,0,0,0,0,1,0,0,bye,0,0,4,0,1,0,0,0
Derrick Kindred ,S,CLE,62,41,30,55,18,21,34,38,54,26,bye,19,25,17,20,14,25
Willie Henry Jr. ,DT,BAL,0,0,0,0,39,23,20,0,0,bye,0,0,0,0,0,0,0
Dean Lowry ,DE,GB,15,18,24,36,42,49,bye,38,50,39,47,55,59,55,54,53,65
Justin Zimmer ,DT,ATL,0,0,9,0,0,0,0,bye,0,0,0,0,0,0,0,0,0
James Burgess Jr. ,LB,Multi,0,40,19,0,0,17,0,0,0,0,0,0,0,0,0,0,0
Jordan Lucas ,S,KC,0,0,0,0,56,78,48,24,12,0,0,bye,0,0,0,12,32
Jonathan Jones ,CB,NE,37,56,55,42,65,31,49,25,46,22,bye,13,2,11,26,25,11
Cre'Von LeBlanc ,CB,Multi,0,0,0,0,26,0,0,3,0,0,44,44,34,71,74,41,42
Elandon Roberts ,LB,NE,20,15,36,28,41,25,47,35,19,31,bye,29,28,26,8,23,18
Kamu Grugier-Hill ,LB,PHI,28,22,9,18,20,15,9,6,bye,20,29,34,23,64,27,4,1
Clayton Fejedelem ,S,CIN,69,17,3,3,2,33,0,5,bye,17,5,1,2,4,1,0,7
Matthew Judon ,LB,BAL,36,47,47,38,53,27,47,39,56,bye,29,36,36,59,35,48,41
Trevor Bates ,LB,DET,0,0,0,0,0,bye,0,2,0,0,0,0,0,0,0,0,0
Jonathan Woodard ,DE,MIA,0,0,0,37,25,12,0,29,0,0,bye,0,0,0,0,10,16
Briean Boddy-Calhoun ,CB,CLE,62,5,0,33,1,0,95,55,54,60,bye,69,45,68,56,11,42
Mike Hilton ,CB,PIT,60,42,35,0,55,47,bye,43,53,19,25,25,49,48,39,37,16
Jarrod Wilson ,S,JAC,6,2,2,0,15,2,1,4,bye,3,9,0,0,0,56,46,77
D.J. Reader ,DT,HOU,52,49,39,42,42,39,33,39,33,bye,43,30,34,41,45,52,26
Joel Heath ,DT,HOU,0,10,0,19,5,10,0,0,0,bye,0,0,0,0,0,0,0
Aaron Wallace ,LB,Multi,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LeShaun Sims ,CB,TEN,8,1,23,3,0,1,0,bye,0,7,3,39,4,1,20,50,53
Will Parks ,S,DEN,23,14,38,17,25,13,60,59,62,bye,33,42,37,30,48,37,36
Trevor Williams ,CB,LAC,56,60,75,59,38,59,62,bye,0,0,0,0,1,0,0,0,0
Chris Landrum ,LB,Multi,12,21,24,15,10,14,8,0,0,0,0,0,0,0,0,0,0
Jatavis Brown ,LB,LAC,14,23,19,59,24,0,37,bye,51,61,56,41,61,65,60,50,16
Terrance Smith ,LB,KC,37,43,16,11,53,8,4,0,0,0,0,bye,0,0,0,0,0
Anthony Brown ,CB,DAL,37,50,57,45,67,48,48,bye,36,52,46,44,38,35,43,0,44
Kavon Frazier ,S,DAL,68,68,17,7,1,1,19,bye,1,0,3,0,0,0,0,1,1
Blake Countess ,CB,LAR,0,10,0,0,0,0,11,0,0,0,0,bye,0,2,0,14,21
Joe Walker ,LB,Multi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Romeo Okwara ,DE,DET,0,31,40,57,73,bye,42,55,44,40,32,38,42,60,66,49,47
Matt Ioannidis ,DE,WAS,27,37,18,bye,31,32,36,50,50,43,48,21,0,3,22,22,0
Roy Robertson-Harris ,DT,CHI,22,25,19,32,bye,23,16,16,34,26,20,15,19,31,24,20,16
DeAndre Houston-Carson ,S,CHI,0,0,0,7,bye,0,0,0,12,2,0,0,6,2,3,2,13
Stephen Weatherly ,DE,MIN,13,17,51,45,54,52,62,25,33,bye,26,19,19,27,22,33,24
Ryan Smith ,CB,TB,44,71,0,19,bye,59,2,0,2,0,1,28,70,62,23,0,38
Devante Bond ,LB,TB,0,0,0,0,bye,0,6,11,22,18,43,47,0,19,35,15,32
Cassanova McKinzy ,LB,WAS,0,0,0,bye,0,0,0,0,0,24,8,6,0,0,0,0,0
De'Vante Harris ,CB,TB,0,0,0,0,bye,0,0,11,0,1,0,0,70,0,0,11,4
Ken Crawley ,CB,NO,64,61,42,62,59,bye,60,0,0,11,13,2,0,0,0,0,35
Ronald Blair III ,DE,SF,24,41,28,31,14,42,29,39,22,21,bye,18,28,56,47,45,50
Marqui Christian ,S,LAR,39,30,17,35,11,26,19,11,11,16,18,bye,27,15,10,25,38
Quinton Jefferson ,DT,SEA,48,39,38,37,39,35,bye,37,24,32,23,27,44,27,38,34,37
Eric Lee ,LB,DET,0,0,0,19,8,bye,14,8,0,3,0,0,0,25,2,9,9
Tony McRae ,CB,CIN,1,12,0,17,5,20,28,0,bye,0,0,0,0,0,0,0,0
Reid Ferguson ,LB,BUF,0,0,0,0,0,0,0,0,1,0,bye,1,0,0,0,1,0
Lafayette Pitts ,CB,BUF,3,27,12,9,0,0,0,0,0,0,bye,0,0,0,0,0,32
Doug Middleton ,S,NYJ,70,55,77,0,0,0,29,0,0,0,bye,0,0,0,0,0,0
Trevon Coley ,DT,CLE,42,50,54,56,38,38,42,33,39,27,bye,30,47,32,30,15,42
Patrick Onwuasor ,LB,BAL,26,77,36,6,16,16,28,27,28,bye,17,24,23,39,22,30,23
Michael Pierce ,DT,BAL,26,29,0,16,0,14,35,38,30,bye,23,25,26,39,25,35,27
Chris Milton ,CB,IND,0,0,0,32,25,0,0,0,bye,1,0,0,0,0,0,0,0
Ufomba Kamalu ,DE,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8
Brennan Scarlett ,LB,HOU,0,22,0,4,0,1,2,8,30,bye,34,8,0,0,0,0,0
Eddie Yarbrough ,DE,BUF,39,22,28,19,17,22,31,33,18,18,bye,21,10,14,7,7,0
Vontarrius Dora ,LB,ARI,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,35,32
Antonio Hamilton ,CB,NYG,0,0,0,0,0,0,0,0,bye,0,0,0,1,0,0,0,0
Kenneth Durden ,CB,TEN,0,0,3,0,0,0,0,bye,0,5,0,3,0,0,0,0,0
Branden Jackson ,DE,SEA,0,0,0,33,29,39,bye,27,16,0,22,0,39,0,17,0,34
Zach Wood ,DE,NO,0,0,0,0,0,bye,0,1,0,0,0,0,0,0,0,0,0
Destiny Vaeao ,DT,Multi,27,23,12,21,46,28,0,0,0,0,0,0,0,0,0,0,0
Andrew Adams ,S,TB,0,0,0,0,bye,4,2,13,6,23,21,18,32,64,59,52,76
Dont'e Deayon ,CB,Multi,1,13,45,53,4,0,0,0,0,0,0,0,0,0,0,0,0
Charles Washington ,S,DET,0,0,0,1,0,bye,0,0,0,0,0,0,0,0,0,0,0
Josh Hawkins ,CB,Multi,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Kentrell Brice ,S,GB,70,73,61,58,61,57,bye,66,23,13,0,24,0,65,17,5,53
Reggie Gilbert ,LB,GB,37,34,24,25,31,23,bye,35,30,26,28,30,25,30,21,48,41
Luke Rhodes ,LB,IND,0,0,0,0,0,0,0,0,bye,1,0,1,0,0,0,0,0
Isaiah Johnson ,S,TB,0,1,3,60,bye,0,44,14,20,33,53,64,28,0,22,31,31
Brian Poole ,S,ATL,63,59,70,56,37,58,45,bye,60,28,41,38,53,46,54,78,47
Sharrod Neasman ,S,Multi,0,0,0,0,14,0,40,0,50,33,36,35,47,33,42,64,42
Mitchell Loewen ,DE,Multi,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matthias Farley ,S,IND,23,29,9,46,45,0,0,0,bye,0,0,0,0,0,0,0,0
Cory Littleton ,LB,LAR,70,34,52,74,60,66,45,52,71,68,72,bye,72,71,64,44,49
Nicholas Grigsby ,LB,Multi,1,0,3,11,5,0,0,8,0,0,0,0,0,0,0,0,0
Tyvis Powell ,S,Multi,0,0,0,0,0,0,4,21,57,0,0,0,0,0,0,1,21
Javien Elliott ,CB,TB,0,1,0,0,bye,2,0,0,37,38,22,27,66,35,41,37,45
Myles Garrett ,DE,CLE,84,65,57,87,77,50,84,62,55,51,bye,57,61,61,52,44,66
Jonathan Allen ,DE,WAS,28,43,65,bye,55,49,54,48,54,43,51,47,58,58,30,40,56
Solomon Thomas ,DE,SF,35,36,43,49,36,26,39,36,30,30,bye,53,29,48,65,42,47
Malik Hooker ,S,IND,41,74,82,86,69,71,49,0,bye,75,0,53,58,72,69,64,49
Jamal Adams ,S,NYJ,70,60,77,77,77,69,69,65,57,73,bye,70,68,76,53,90,68
Reuben Foster ,LB,Multi,0,0,74,68,51,71,51,22,0,0,0,0,0,0,0,0,0
Marshon Lattimore ,CB,NO,65,61,68,62,6,bye,68,70,60,32,38,69,71,69,58,73,36
Jabrill Peppers ,S,CLE,35,36,40,37,48,33,66,40,58,49,bye,55,55,59,53,34,66
Teez Tabor ,CB,DET,2,50,0,5,32,bye,54,40,14,20,9,0,0,0,0,0,50
Derek Barnett ,DE,PHI,40,36,38,53,0,31,37,0,bye,0,0,0,0,0,0,0,0
Zach Cunningham ,LB,HOU,47,42,45,91,62,62,68,16,0,bye,0,41,41,61,58,81,38
Marlon Humphrey ,CB,BAL,54,76,68,62,58,29,0,0,49,bye,42,56,48,44,39,47,46
Sidney Jones ,CB,PHI,45,31,46,47,40,8,0,0,bye,0,22,0,45,37,0,0,0
Takkarist McKinley ,LB,ATL,47,36,0,49,36,51,43,bye,48,24,30,32,55,33,44,53,37
Tim Williams ,LB,BAL,23,10,24,19,0,22,9,12,0,bye,0,0,0,0,0,0,0
Taco Charlton ,DE,DAL,49,57,41,32,48,24,20,bye,26,0,0,0,4,0,0,47,54
Haason Reddick ,LB,ARI,15,3,4,9,98,71,59,66,bye,58,61,69,76,60,67,68,63
Charles Harris ,DE,MIA,24,22,34,34,42,0,0,0,0,0,bye,31,35,31,36,33,27
Caleb Brantley ,DT,WAS,0,0,0,bye,0,0,0,3,0,0,0,0,4,0,9,6,15
Chris Wormley ,DT,BAL,37,37,35,27,18,14,20,41,28,bye,22,24,21,31,23,12,13
Jarrad Davis ,LB,DET,58,64,48,69,77,bye,51,63,49,57,58,58,69,70,68,61,56
T.J. Watt ,LB,PIT,85,53,65,70,52,51,bye,53,47,38,59,47,51,60,62,64,46
Tyus Bowser ,LB,BAL,20,10,12,5,13,0,0,13,16,bye,9,12,10,14,4,16,11
Gareon Conley ,CB,OAK,57,64,31,55,12,0,0,76,53,37,30,62,52,59,37,0,54
Adoree' Jackson ,CB,TEN,48,64,23,77,45,74,44,bye,59,64,62,61,63,67,65,62,79
Kevin King ,CB,GB,70,26,0,0,51,57,bye,76,24,0,0,0,0,0,0,0,0
Obi Melifonwu ,S,Multi,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0
Brandon Wilson ,S,CIN,0,1,0,0,0,2,0,1,bye,1,3,5,2,8,12,13,7
Ahkello Witherspoon ,CB,SF,71,65,40,51,29,0,57,65,57,59,bye,72,57,72,6,0,0
Tanner Vallejo ,LB,CLE,0,0,0,0,0,0,0,0,39,42,bye,5,31,6,23,0,0
Tre'Davious White ,CB,BUF,77,56,66,76,54,61,58,75,51,52,bye,67,55,52,57,75,29
Matt Milano ,LB,BUF,76,42,47,55,53,61,65,75,51,44,bye,67,55,50,0,0,0
Davon Godchaux ,DT,MIA,29,34,51,57,41,49,47,49,38,32,bye,43,39,52,43,35,38
Cordrea Tankersley ,CB,MIA,0,0,0,0,0,29,0,0,0,0,bye,0,0,0,0,0,0
Raekwon McMillan ,LB,MIA,61,65,61,54,43,39,54,53,36,45,bye,48,46,52,58,67,51
Vincent Taylor ,DT,MIA,18,23,43,27,29,30,23,11,0,0,bye,0,0,0,0,0,0
Marcus Maye ,S,NYJ,0,0,0,77,77,43,0,66,57,73,bye,0,0,0,0,0,0
Austin Calitro ,LB,SEA,33,67,8,1,4,14,bye,0,0,0,43,20,39,1,53,0,0
Derrick Jones ,CB,NYJ,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,38
Derek Rivers ,DE,NE,0,0,13,0,0,4,24,17,4,0,bye,0,0,0,0,0,16
Deatrich Wise Jr. ,DE,NE,23,53,30,19,41,16,10,31,32,40,bye,25,17,18,12,33,31
Ryan Glasgow ,DT,CIN,40,30,24,0,0,0,0,0,bye,0,0,0,0,0,0,0,0
Carl Lawson ,DE,CIN,42,53,20,32,31,22,25,0,bye,0,0,0,0,0,0,0,0
Hardy Nickerson Jr. ,LB,CIN,36,84,56,24,8,5,13,15,bye,8,79,2,21,49,45,40,53
Jordan Willis ,LB,CIN,39,49,48,29,31,28,26,66,bye,45,37,29,22,32,19,24,14
Jordan Evans ,LB,CIN,31,21,41,29,11,24,54,86,bye,71,38,61,26,13,6,0,0
Larry Ogunjobi ,DT,CLE,79,58,60,79,76,48,85,60,58,44,bye,53,33,51,53,36,57
Chuck Clark ,S,BAL,26,15,8,7,9,5,0,6,5,bye,5,27,53,86,3,0,0
Cameron Sutton ,CB,PIT,33,29,19,55,29,28,bye,15,0,3,0,0,0,0,9,7,13
Nate Hairston ,CB,IND,55,74,82,86,0,71,27,9,bye,0,0,0,0,1,6,2,0
Quincy Wilson ,CB,IND,40,13,0,0,1,11,39,11,bye,52,46,36,34,42,53,29,29
Anthony Walker Jr. ,LB,IND,23,39,73,72,14,60,43,42,bye,46,42,41,43,61,60,0,37
Grover Stewart ,DT,IND,22,13,22,0,33,39,17,17,bye,25,14,14,15,22,21,14,6
Tarell Basham ,DE,Multi,9,0,0,0,0,0,8,25,14,22,0,2,2,0,0,16,0
Blair Brown ,LB,JAC,1,0,0,0,0,0,0,4,bye,0,0,0,0,1,0,0,0
Dawuane Smoot ,DE,JAC,0,0,0,0,0,0,0,0,bye,9,15,24,39,23,25,15,22
Carroll Phillips ,LB,IND,0,0,0,5,19,15,14,1,bye,8,0,0,0,0,0,0,0
Dylan Cole ,LB,HOU,33,23,19,0,0,0,0,0,0,bye,0,0,17,2,9,4,12
Carlos Watkins ,DT,HOU,0,0,0,0,0,0,0,5,7,bye,0,0,0,0,0,18,13
Jayon Brown ,LB,TEN,44,46,38,76,65,76,32,bye,50,50,50,48,56,58,58,51,53
DeMarcus Walker ,DE,DEN,0,0,0,0,0,0,10,2,9,bye,0,0,0,0,0,0,0
Isaac Rochell ,DE,LAC,51,40,56,27,27,40,29,bye,43,28,22,21,31,29,23,20,50
Desmond King II ,CB,LAC,43,45,77,26,42,63,47,bye,65,46,36,34,56,62,60,49,49
Rayshawn Jenkins ,S,LAC,0,10,0,1,2,25,8,bye,0,3,0,4,1,4,0,0,38
Tanoh Kpassagnon ,DE,KC,10,11,4,18,33,0,0,8,13,10,0,bye,0,8,0,0,0
Ukeme Eligwe ,LB,NYG,0,0,0,0,0,0,0,0,bye,0,0,0,28,6,0,4,0
Marquel Lee ,LB,OAK,24,25,28,65,48,50,0,43,31,20,20,26,6,14,34,8,9
Treyvon Hester ,DT,PHI,0,0,0,0,11,15,34,15,bye,11,23,16,11,32,26,21,12
Shalom Luani ,S,SEA,0,0,0,0,0,0,bye,0,0,0,3,0,0,0,7,0,0
Fadol Brown ,DE,Multi,17,0,14,29,32,21,0,23,15,0,0,0,25,1,12,12,15
Jourdan Lewis ,CB,DAL,0,1,0,1,33,41,13,bye,1,9,2,4,10,7,0,65,9
Chidobe Awuzie ,CB,DAL,67,68,69,54,36,0,22,bye,69,55,56,63,52,52,72,81,70
Xavier Woods ,S,DAL,0,0,66,54,79,47,60,bye,69,62,56,63,52,52,72,81,70
Rasul Douglas ,CB,PHI,2,1,4,0,3,42,0,42,bye,67,51,2,45,99,76,65,45
Nathan Gerry ,LB,PHI,26,4,0,1,0,0,0,0,bye,2,8,34,11,29,20,0,0
Dalvin Tomlinson ,DT,NYG,47,40,31,37,40,40,33,43,bye,45,40,42,29,31,45,45,47
Fabian Moreau ,CB,WAS,46,39,58,bye,44,52,58,54,45,66,57,46,52,63,47,42,71
Montae Nicholson ,S,WAS,53,61,69,bye,61,60,66,70,22,3,1,0,0,0,0,0,0
Josh Harvey-Clemons ,S,WAS,17,10,19,bye,8,14,31,27,14,15,8,18,1,8,6,0,0
Joshua Holsey ,CB,WAS,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,29,0,0
Ryan Anderson ,LB,WAS,17,14,7,bye,13,14,15,6,12,23,16,9,10,0,0,18,0
Eddie Jackson ,S,CHI,60,66,51,54,bye,78,61,54,81,78,67,66,71,63,58,0,0
Jalen Reeves-Maybin ,LB,DET,26,3,11,15,32,bye,8,11,0,0,1,0,4,0,0,0,0
Jeremiah Ledbetter ,DT,TB,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,17
Josh Jones ,S,GB,0,0,0,0,4,0,bye,0,51,61,70,56,48,63,48,61,40
Montravius Adams ,DT,GB,2,6,5,5,1,2,bye,5,13,12,23,19,15,12,16,26,51
Tashawn Bower ,DE,MIN,8,0,22,14,0,0,5,0,0,bye,0,3,0,0,0,0,0
Ifeadi Odenigbo ,DE,Multi,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
Jaleel Johnson ,DT,MIN,21,18,12,13,17,16,30,7,16,bye,15,12,19,11,14,22,16
Eric Wilson ,LB,MIN,2,0,4,1,4,3,23,27,63,bye,56,2,1,0,11,72,67
Ben Gedeon ,LB,MIN,29,6,27,2,5,11,12,34,24,bye,21,0,35,36,11,37,20
Elijah Lee ,CB,SF,10,72,1,0,0,0,10,23,25,0,bye,49,2,74,75,64,71
Justin Evans ,S,TB,63,79,66,60,bye,67,68,66,62,49,0,0,25,0,0,0,0
Riley Bullough ,LB,TB,0,0,0,0,bye,0,0,0,3,1,29,31,0,0,62,0,0
Damontae Kazee ,S,ATL,35,14,72,73,61,66,62,bye,69,53,64,56,80,65,68,92,61
Duke Riley ,LB,ATL,9,58,63,55,51,28,26,bye,22,19,24,25,11,0,15,0,2
Corn Elder ,CB,CAR,0,20,0,bye,0,0,0,0,1,1,1,29,1,0,0,0,8
Bryan Cox Jr. ,DE,CAR,27,0,23,bye,0,0,0,22,4,0,21,13,23,17,26,12,13
Daeshon Hall ,DE,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,3
Al-Quadin Muhammad ,DE,IND,20,46,58,18,0,32,18,2,bye,32,18,13,20,57,41,18,21
Marcus Williams ,S,NO,66,63,68,65,65,bye,44,73,62,32,38,73,71,70,59,76,45
Arthur Maulet ,CB,Multi,0,0,0,1,45,0,0,29,0,18,1,0,0,0,0,0,0
Trey Hendrickson ,DE,NO,14,0,0,0,0,bye,0,0,29,25,27,0,0,0,0,0,40
Alex Anzalone ,LB,NO,34,23,13,33,20,bye,21,28,27,30,18,43,41,40,32,46,37
Adrian Colbert ,S,SF,71,77,25,0,51,62,34,0,0,0,bye,0,0,0,0,0,0
Pita Taumoepenu ,LB,SF,0,0,0,0,0,0,0,0,0,0,bye,0,0,5,0,0,16
D.J. Jones ,DT,SF,19,13,22,17,0,0,0,0,18,12,bye,0,0,32,38,36,32
Rudy Ford ,S,ARI,2,0,0,0,1,6,52,2,bye,0,0,0,0,0,0,0,0
Budda Baker ,S,ARI,78,73,73,65,96,71,58,66,bye,56,0,0,68,47,65,61,63
Samson Ebukam ,LB,LAR,53,31,47,59,48,55,48,40,48,44,31,bye,51,32,41,20,45
John Johnson ,S,LAR,70,35,52,74,60,66,49,52,71,53,72,bye,72,70,64,44,58
Tanzel Smart ,DT,LAR,0,0,0,0,0,0,0,5,0,0,1,bye,0,0,0,0,0
Tedric Thompson ,S,SEA,10,14,12,23,65,60,bye,58,50,65,49,55,76,58,62,0,0
Lano Hill ,S,SEA,13,0,0,1,2,5,bye,12,25,21,0,13,37,12,52,61,65
Nazair Jones ,DT,SEA,0,12,6,8,0,26,bye,0,0,0,9,19,25,8,0,0,19
Shaquill Griffin ,CB,SEA,74,67,59,59,66,60,bye,59,51,65,49,59,76,58,62,61,17
Mike Tyson ,S,HOU,0,0,0,0,0,0,20,61,47,bye,0,6,8,0,0,0,0
Cameron Malveaux ,DE,Multi,0,0,0,0,19,33,27,0,28,25,0,0,0,8,11,16,7
Chase Allen ,LB,MIA,2,7,10,0,0,0,0,0,0,0,bye,0,0,0,0,0,0
Torry McTyer ,CB,MIA,6,1,35,52,57,40,0,0,27,6,bye,0,1,37,14,61,9
Adam Butler ,DT,NE,24,16,28,22,37,21,23,20,37,13,bye,33,14,12,35,31,15
Kenny Moore II ,CB,IND,55,74,82,30,0,70,55,49,bye,74,61,53,58,72,68,61,49
Josh Tupou ,DT,CIN,0,0,20,12,0,30,0,13,bye,42,37,0,0,0,0,0,0
Donald Payne ,LB,JAC,1,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0
Thomas Hennessy ,LB,NYJ,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,1,0
Eli Ankou ,DT,JAC,0,0,0,0,0,0,0,0,bye,0,0,15,0,33,0,0,0
Daniel Ross ,DE,DAL,17,22,19,23,16,10,0,bye,30,0,0,16,11,11,27,23,25
Michael Davis ,CB,LAC,0,0,2,0,14,22,8,bye,81,63,56,47,67,66,60,61,79
Nicholas Morrow ,LB,OAK,0,0,2,1,3,1,0,21,9,36,34,47,66,47,48,59,45
Joe Jones ,LB,DEN,0,0,0,0,0,0,0,0,0,bye,0,0,24,1,0,0,0
Tre Sullivan ,CB,PHI,0,0,0,0,0,3,2,2,bye,22,6,33,23,31,30,42,26
Isaiah Irving ,LB,CHI,0,0,0,0,bye,0,0,9,39,9,11,8,0,0,9,7,24
Lenzy Pipkins ,CB,Multi,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0
Devaroe Lawrence ,DT,CLE,2,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0
Ryan Lewis ,CB,BUF,0,0,54,67,16,0,0,0,0,6,bye,0,0,7,0,0,0
Pasoni Tasini ,DT,ARI,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,16
Tre'Von Johnson ,LB,Multi,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dymonte Thomas ,S,DEN,0,0,0,0,1,0,0,8,0,bye,0,0,0,6,23,0,4
Maurice Smith ,S,MIA,0,0,0,26,0,0,0,0,0,0,bye,0,0,0,0,0,32
Greg Mabin ,CB,SF,0,0,0,29,24,14,49,0,0,0,bye,0,0,2,2,10,33
Dominique Hatfield ,CB,LAR,0,0,0,0,0,0,6,0,0,0,0,bye,0,0,0,0,0
Keionta Davis ,DE,NE,35,52,17,0,0,0,0,22,32,24,bye,0,0,0,0,0,0
Ahmad Thomas ,S,IND,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,15,0
Bradley Chubb ,LB,DEN,54,48,51,57,42,53,58,53,47,bye,59,60,56,60,58,49,41
Minkah Fitzpatrick ,S,MIA,44,42,74,81,41,56,37,33,65,55,bye,69,72,80,69,66,62
Arden Key ,DE,OAK,32,42,19,50,49,48,0,37,21,37,48,59,37,37,42,53,34
Daron Payne ,DT,WAS,30,39,64,bye,51,47,54,52,55,42,49,57,65,55,36,43,57
Derwin James ,S,LAC,56,59,77,59,52,74,70,bye,81,63,56,47,67,66,60,61,79
Roquan Smith ,LB,CHI,8,59,41,51,bye,72,34,51,78,77,67,57,64,59,67,51,44
Sam Hubbard ,DE,CIN,8,51,31,41,28,27,20,54,bye,35,33,26,27,28,39,35,38
Denzel Ward ,CB,CLE,84,64,62,92,87,60,91,71,8,75,bye,74,32,0,0,41,0
Dorance Armstrong Jr. ,DE,DAL,19,27,19,14,29,21,8,bye,29,9,13,14,11,5,26,0,29
Marcus Davenport ,DE,NO,23,23,34,30,35,bye,31,38,0,0,0,37,27,31,26,30,52
Carlton Davis ,CB,TB,56,77,63,49,bye,0,65,66,57,57,53,36,0,0,52,52,35
Ronnie Harrison ,S,JAC,18,32,17,4,25,20,40,25,bye,4,2,4,76,60,2,0,0
Justin Reid ,S,HOU,24,59,21,44,56,62,69,66,66,bye,72,49,49,66,75,82,47
Vita Vea ,DT,TB,0,0,0,33,bye,28,38,47,20,28,18,37,37,51,60,44,52
Rashaan Evans ,LB,TEN,0,0,18,60,49,59,18,bye,27,37,31,27,32,36,29,23,49
Taven Bryan ,DT,JAC,14,16,19,9,18,22,11,13,bye,11,21,25,25,32,22,13,32
Harold Landry III ,LB,TEN,0,35,27,48,30,44,23,bye,37,40,31,36,33,46,56,40,65
Isaiah Oliver ,CB,ATL,0,0,12,63,10,0,4,bye,69,0,2,2,1,19,24,21,15
Jaire Alexander ,CB,GB,49,56,57,37,0,0,bye,78,71,59,70,70,62,71,60,20,0
Malik Jefferson ,LB,CIN,0,1,0,0,0,0,0,0,bye,8,0,0,0,2,1,0,0
Mike Hughes ,CB,MIN,52,21,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0
Lorenzo Carter ,LB,NYG,25,21,21,37,33,22,24,40,bye,33,42,26,0,27,19,29,45
Duke Ejiofor ,DE,HOU,0,15,9,32,11,18,26,18,6,bye,0,0,0,2,6,10,5
Josey Jewell ,LB,DEN,7,14,39,25,25,20,8,37,48,bye,41,32,8,52,31,38,36
Tremaine Edmunds ,LB,BUF,80,56,66,76,54,61,66,44,0,53,bye,70,54,54,57,75,61
Harrison Phillips ,DT,BUF,41,18,23,25,24,22,30,30,20,21,bye,26,19,18,18,32,24
Tyquan Lewis ,DE,IND,0,0,0,0,0,0,0,0,bye,54,50,40,40,33,49,51,21
Da'Shawn Hand ,DT,DET,32,38,22,47,62,bye,41,47,24,31,37,34,33,7,0,0,0
Tim Settle ,DT,WAS,8,6,0,bye,8,0,1,5,0,11,2,21,15,20,11,6,21
Leighton Vander Esch ,LB,DAL,17,28,33,51,80,47,21,bye,61,62,55,59,44,46,65,81,36
Jerome Baker ,LB,MIA,30,15,46,65,34,45,31,36,54,37,bye,43,31,53,45,65,50
Marcus Allen ,S,PIT,0,0,0,0,0,0,bye,0,0,0,0,0,17,0,0,0,1
Rasheem Green ,DE,SEA,46,28,29,0,0,0,bye,0,8,10,20,13,0,20,10,18,0
Derrick Nnadi ,DT,KC,18,19,18,11,40,39,22,36,35,27,26,bye,27,33,25,47,25
Kyzir White ,LB,LAC,44,38,60,0,0,0,0,bye,0,0,0,0,0,0,0,0,0
Josh Sweat ,DE,PHI,0,0,0,0,8,7,0,4,bye,6,20,12,6,6,0,0,0
Holton Hill ,CB,MIN,4,0,1,12,3,1,18,54,34,bye,15,3,57,64,15,30,65
Terrell Edmunds ,S,PIT,75,32,73,76,72,61,bye,64,61,33,59,55,61,67,64,66,49
R.J. McIntosh ,DT,NYG,0,0,0,0,0,0,0,0,bye,0,0,12,16,17,10,2,8
