Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Tramon Williams Sr. ,CB,GB,70,73,59,58,61,57,bye,78,71,68,69,70,62,71,60,60,72
Brent Grimes ,CB,TB,0,0,66,41,bye,67,67,66,59,57,53,64,0,62,75,39,75
Calais Campbell ,DE,JAC,53,42,46,43,52,55,52,52,bye,49,62,51,63,53,52,36,60
Chris Long ,DE,PHI,39,25,36,29,29,47,29,40,bye,46,39,40,32,58,51,39,34
Dominique Rodgers-Cromartie ,CB,OAK,20,0,24,29,19,56,0,1,0,0,0,0,0,0,0,0,0
Aqib Talib ,CB,LAR,70,35,35,0,0,0,0,0,0,0,0,bye,26,69,64,41,48
William Hayes ,DE,MIA,32,23,9,0,0,0,0,0,0,0,bye,0,0,0,0,0,0
Brandon Carr ,CB,BAL,47,72,68,62,72,32,70,63,65,bye,38,48,35,68,32,53,50
Orlando Scandrick ,CB,KC,68,73,42,42,68,48,44,45,48,55,80,bye,63,46,64,0,3
Wesley Woodyard ,LB,TEN,60,64,57,2,0,0,40,bye,49,58,46,65,50,49,53,52,69
Cameron Wake ,LB,MIA,39,30,39,46,0,0,37,33,38,32,bye,38,38,50,33,30,35
Malcolm Jenkins ,S,PHI,70,58,59,71,62,65,59,64,bye,69,70,62,45,99,76,65,45
Brian Orakpo ,LB,TEN,48,49,42,49,45,51,31,bye,40,42,37,41,49,50,0,0,0
Vontae Davis ,CB,BUF,0,29,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0
Clay Matthews ,LB,GB,60,56,39,37,44,37,bye,53,46,47,54,57,43,55,49,27,52
Patrick Chung ,S,NE,73,34,0,46,78,54,82,64,72,61,bye,64,52,37,59,56,56
Ziggy Hood ,DT,Multi,20,18,0,0,11,0,0,0,23,15,0,25,26,26,22,4,27
Connor Barwin ,DE,NYG,42,36,38,45,33,11,8,10,bye,8,17,7,25,2,0,2,7
Michael Mitchell ,S,IND,0,0,0,0,0,54,51,32,bye,0,22,14,14,0,0,23,14
Glover Quin ,S,DET,40,64,48,69,81,bye,55,53,39,57,43,58,55,43,53,39,32
Brandon Williams ,LB,ARI,0,0,0,0,1,0,0,0,bye,0,0,0,0,0,61,24,0
Jason McCourty ,CB,NE,6,53,62,49,82,54,55,63,67,63,bye,64,61,31,64,34,27
Captain Munnerlyn ,CB,CAR,47,36,40,bye,39,45,39,50,53,43,29,60,42,32,35,25,16
Ricky Jean-Francois ,DE,DET,47,35,15,22,24,bye,21,18,13,13,35,16,13,41,29,44,19
Ramon Humber ,LB,Multi,4,14,19,21,0,0,1,1,0,0,0,0,0,2,0,0,0
Michael Bennett ,DE,PHI,45,24,35,37,49,47,32,55,bye,50,42,36,37,74,61,52,41
Ndamukong Suh ,DE,LAR,54,33,48,68,54,58,55,47,65,60,65,bye,59,65,58,45,54
Eric Berry ,S,KC,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,30,69,0
Gerald McCoy ,DT,TB,59,65,56,48,bye,40,0,0,54,43,43,46,56,55,60,46,61
Joe Haden ,CB,PIT,58,0,73,76,72,58,bye,63,60,46,69,57,61,65,64,66,49
Derrick Morgan ,LB,TEN,14,44,39,56,47,19,0,bye,0,0,28,31,48,46,48,52,61
Carlos Dunlap ,DE,CIN,65,61,48,52,50,49,55,64,bye,38,59,53,43,46,49,47,60
Brandon Graham ,DE,PHI,46,39,34,41,52,39,39,51,bye,55,42,50,38,83,57,54,35
Everson Griffen ,DE,MIN,51,69,0,0,0,0,0,38,52,bye,58,43,64,53,44,57,55
Earl Thomas ,S,SEA,64,65,59,49,0,0,bye,0,0,0,0,0,0,0,0,0,0
Jason Pierre-Paul ,DE,TB,48,67,62,58,bye,64,66,64,59,55,49,44,56,63,68,49,61
Brian Price ,DT,Multi,0,17,0,0,15,13,15,14,5,31,0,16,32,8,8,5,32
Patrick Robinson ,CB,NO,46,41,23,0,0,bye,0,0,0,0,0,0,0,0,0,0,0
Devin McCourty ,S,NE,72,67,73,49,83,54,81,64,74,63,bye,64,61,47,62,62,28
Jerry Hughes ,DE,BUF,53,34,45,50,37,39,35,45,33,38,bye,55,37,40,38,46,44
Kareem Jackson ,S,HOU,75,59,61,91,62,61,68,66,66,bye,75,49,50,67,75,13,47
Morgan Burnett ,S,PIT,40,52,0,0,0,0,bye,23,27,38,22,18,0,33,48,47,42
Sean Lee ,LB,DAL,60,41,36,0,0,0,38,bye,17,0,0,0,0,0,7,0,22
Geno Atkins ,DT,CIN,56,64,47,50,41,54,49,56,bye,40,59,52,45,42,41,46,53
Tyson Alualu ,DT,PIT,29,0,27,25,29,13,bye,19,13,19,39,36,11,10,16,15,10
Linval Joseph ,DT,MIN,49,65,54,49,31,42,0,41,44,bye,51,34,52,51,30,30,47
Earl Mitchell ,DT,SF,33,25,32,34,25,34,39,31,21,22,bye,38,29,0,1,0,0
Corey Peters ,DT,ARI,56,51,57,34,67,48,44,0,bye,42,55,35,50,41,52,52,53
Al Woods ,DT,IND,28,29,45,51,28,38,24,26,bye,25,20,14,15,18,16,0,0
Kendrick Lewis ,S,TEN,0,0,0,48,65,52,44,bye,0,2,3,0,0,1,58,2,0
Reshad Jones ,S,MIA,63,65,0,0,60,70,64,61,10,45,bye,68,72,81,69,67,30
Dekoda Watson ,LB,SF,0,0,0,0,0,0,0,0,17,19,bye,21,3,0,0,0,0
Kurt Coleman ,S,NO,37,23,22,13,23,bye,47,28,21,20,14,14,18,14,11,6,48
Barry Church ,S,JAC,70,58,62,56,68,71,63,60,bye,53,56,55,0,0,0,0,0
Sam Shields ,CB,LAR,0,11,37,74,11,26,22,14,0,29,72,bye,21,0,0,9,13
Frank Zombo ,LB,KC,0,0,0,0,0,8,16,2,0,0,0,bye,0,0,0,0,3
Sherrick McManis ,CB,CHI,3,10,6,8,bye,2,6,5,16,8,2,2,0,35,62,29,44
Kyle Love ,DT,CAR,31,22,32,bye,25,34,26,36,36,25,23,22,30,29,30,34,33
Darian Stewart ,S,DEN,57,63,63,78,57,72,7,0,0,bye,77,78,68,72,67,62,53
Andrew Sendejo ,S,MIN,65,76,67,55,59,0,0,0,0,bye,0,0,0,0,0,0,0
Rafael Bush ,S,BUF,31,39,19,69,0,21,29,4,5,36,bye,3,20,37,42,37,61
Nick Bellore ,LB,DET,6,6,4,5,11,bye,14,2,6,8,17,8,0,4,0,6,22
Tom Johnson ,DE,Multi,39,0,22,0,24,19,34,27,31,0,23,22,29,24,19,40,28
Mario Addison ,DE,CAR,37,51,40,bye,39,50,18,43,53,38,44,45,45,36,49,40,38
Chris Harris Jr. ,CB,DEN,57,63,71,75,62,74,64,59,61,bye,75,76,11,0,0,0,0
Ron Parker ,S,KC,82,81,68,60,83,78,48,73,74,73,80,bye,76,71,74,0,6
Clinton McDonald ,DT,OAK,0,52,34,43,23,20,0,32,33,5,7,19,10,42,41,41,27
Tramaine Brock ,CB,DEN,2,23,6,0,0,57,28,33,53,bye,50,32,0,0,63,46,45
Vincent Rey ,LB,CIN,0,1,1,1,0,46,0,17,bye,23,22,39,1,0,10,10,9
Marcus Sherels ,CB,MIN,0,0,0,0,0,0,9,0,0,bye,0,0,20,0,0,0,0
Josh Bynes ,LB,ARI,71,71,74,66,99,71,59,66,bye,59,68,23,0,0,0,0,0
Melvin Ingram III ,DE,LAC,53,49,64,58,44,57,63,bye,74,55,56,40,66,67,56,61,53
Nick Perry ,LB,GB,41,40,38,33,35,29,bye,41,30,15,0,0,0,0,0,0,0
Andre Branch ,DE,MIA,29,33,17,0,0,49,29,35,36,25,bye,36,40,43,37,40,35
Chandler Jones ,LB,ARI,63,64,70,61,87,61,48,59,bye,49,55,59,68,52,56,61,56
Whitney Mercilus ,LB,HOU,63,59,41,65,50,55,57,41,55,bye,55,47,38,46,56,39,20
Vinny Curry ,DE,TB,48,50,55,44,bye,47,0,0,41,0,0,27,25,17,20,18,53
Jerel Worthy ,DT,TB,15,23,21,13,bye,0,0,0,0,0,0,0,0,0,0,0,0
Dontari Poe ,DT,CAR,35,37,36,bye,26,33,34,33,25,32,27,29,35,35,42,27,31
Fletcher Cox ,DT,PHI,65,46,52,60,53,45,46,53,bye,56,49,50,40,79,57,49,32
Michael Brockers ,DT,LAR,44,21,37,41,50,39,48,48,61,43,41,bye,47,48,48,32,32
Bruce Irvin ,DE,Multi,31,49,26,38,33,41,0,24,9,14,24,22,36,23,28,46,28
Lavonte David ,LB,TB,64,79,66,59,bye,67,68,66,62,52,0,0,70,64,76,52,77
Zach Brown ,LB,WAS,36,51,50,bye,58,46,35,43,53,52,55,48,68,28,18,24,38
Vontaze Burfict ,LB,CIN,0,0,0,0,34,61,44,0,bye,0,36,62,38,0,0,23,0
Luke Kuechly ,LB,CAR,63,63,58,bye,56,70,67,62,67,50,65,62,65,53,75,48,5
Dont'a Hightower ,LB,NE,50,45,62,26,56,50,62,0,64,60,bye,38,59,43,52,59,48
Bobby Wagner ,LB,SEA,74,0,59,60,66,60,bye,59,51,65,49,59,76,58,62,61,65
Morris Claiborne ,CB,NYJ,63,57,72,53,77,69,69,66,57,73,bye,70,63,70,53,90,0
Dre Kirkpatrick ,CB,CIN,80,72,65,68,63,62,70,78,bye,37,64,0,57,0,43,15,0
Janoris Jenkins ,CB,NYG,63,53,68,70,69,70,61,69,bye,73,71,65,82,63,70,67,77
Mark Barron ,LB,LAR,0,0,0,0,48,40,40,43,62,52,54,bye,45,58,53,28,47
Harrison Smith ,S,MIN,65,76,67,55,61,60,67,54,70,bye,73,55,74,67,55,65,68
George Iloka ,S,MIN,0,0,0,0,7,44,50,5,0,bye,0,0,1,0,0,10,0
Stephon Gilmore ,CB,NE,74,70,70,49,77,54,81,64,72,64,bye,64,61,48,62,52,51
Leonard Johnson ,CB,ARI,0,0,0,0,0,0,0,0,bye,0,23,58,7,0,0,0,0
Casey Hayward ,CB,LAC,56,60,77,59,52,67,70,bye,81,63,56,43,66,66,60,61,79
Derek Wolfe ,DE,DEN,47,48,50,49,44,45,46,45,42,bye,53,48,18,50,42,48,36
Mychal Kendricks ,LB,SEA,0,54,37,48,0,0,bye,0,0,0,0,0,0,44,0,0,0
Tavon Wilson ,S,DET,47,32,22,4,0,bye,33,8,17,45,29,3,0,4,10,17,33
Trumaine Johnson ,CB,NYJ,52,60,65,77,0,0,0,0,0,66,bye,65,68,75,53,89,0
Josh Robinson ,CB,NO,0,0,0,0,0,bye,0,0,0,11,13,2,0,0,0,1,0
Olivier Vernon ,DE,NYG,0,0,0,0,0,54,64,58,bye,64,54,56,77,51,59,64,65
Demario Davis ,LB,NO,66,42,68,44,50,bye,47,67,52,29,38,69,71,68,58,63,45
Tyrone Crawford ,DT,DAL,49,51,51,40,66,33,32,bye,49,48,38,48,40,42,45,2,0
Akiem Hicks ,DE,CHI,44,48,46,17,bye,64,59,38,55,55,53,57,64,50,59,46,29
Nigel Bradham ,LB,PHI,0,47,41,57,59,64,59,62,bye,69,70,62,45,99,76,65,45
Kyle Wilber ,LB,OAK,0,0,0,1,0,0,0,21,2,0,0,1,2,0,0,22,12
Coty Sensabaugh ,CB,PIT,0,29,48,30,31,35,bye,46,60,53,59,54,62,65,59,64,49
Mike Daniels ,DT,GB,33,45,49,35,49,39,bye,49,43,43,34,0,0,0,0,0,0
Malik Jackson ,DT,JAC,56,43,43,42,45,49,52,50,bye,37,33,37,46,36,24,11,26
Tahir Whitehead ,LB,OAK,63,63,44,82,64,65,0,78,55,56,54,70,72,60,80,67,54
Najee Goode ,LB,IND,7,2,3,1,51,0,0,1,bye,1,0,0,0,0,0,0,0
Brandon Marshall ,LB,DEN,50,52,33,57,52,62,62,18,0,bye,0,0,0,0,36,24,23
Josh Norman ,CB,WAS,53,61,69,bye,61,60,66,70,68,69,63,70,75,64,52,56,71
Korey Toomer ,LB,GB,0,7,2,3,0,0,bye,0,0,0,0,0,0,0,0,0,0
Jack Crawford ,DE,ATL,30,23,23,45,27,44,48,bye,42,25,42,35,49,39,49,60,42
Keith Tandy ,S,ATL,0,1,0,0,0,0,1,bye,0,0,0,0,0,0,0,0,0
Danny Trevathan ,LB,CHI,57,58,51,47,bye,76,62,49,80,78,66,64,72,60,68,55,45
Nate Ebner ,S,NE,0,1,0,0,0,0,0,0,0,0,bye,0,0,0,0,1,0
Nate Stupar ,LB,NYG,1,0,0,0,1,20,12,28,bye,2,0,0,1,0,0,0,2
Steve McLendon ,DT,NYJ,21,32,32,39,29,27,33,13,18,29,bye,40,28,27,26,33,45
Anthony Levine Sr. ,CB,BAL,9,15,25,28,35,12,17,11,22,bye,14,11,11,22,5,19,25
Albert McClellan ,LB,Multi,0,0,22,0,0,0,1,1,0,0,0,1,0,0,0,3,4
L.J. Fort ,LB,PIT,0,0,0,11,27,0,bye,21,27,10,14,17,51,52,4,24,49
Julian Stanford ,LB,BUF,0,0,0,0,0,0,0,32,51,3,bye,0,1,0,2,0,0
Tashaun Gipson Sr. ,S,JAC,69,61,60,56,57,73,64,62,bye,56,65,58,76,60,68,46,77
Johnson Bademosi ,CB,HOU,0,0,1,0,0,0,1,6,0,bye,0,6,7,0,0,0,0
Craig Robertson ,LB,NO,0,0,0,20,13,bye,0,0,0,11,13,0,0,1,0,3,28
Rodney McLeod ,S,PHI,70,58,34,0,0,0,0,0,bye,0,0,0,0,0,0,0,0
Derrick Shelby ,DE,ATL,25,6,0,0,0,0,17,bye,19,25,25,18,0,0,0,0,0
Emmanuel Lamur ,LB,Multi,1,14,11,34,25,23,0,0,32,0,0,0,0,1,4,0,0
Damontre Moore ,DE,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0
Alex Okafor ,DE,NO,37,39,44,38,43,bye,44,49,36,38,43,48,49,44,36,49,20
Dion Jordan ,DE,SEA,15,14,19,0,22,0,bye,27,26,33,0,41,26,23,15,34,0
William Gholston ,DE,TB,25,43,51,32,bye,20,33,27,11,27,17,22,26,13,16,9,30
Ezekiel Ansah ,DE,DET,19,0,0,0,0,bye,0,0,12,15,25,29,41,5,0,0,0
Cornellius Carradine ,LB,OAK,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Datone Jones ,DE,DAL,0,0,5,0,0,0,0,bye,0,0,0,0,0,0,0,0,0
John Simon ,LB,NE,0,0,0,20,5,0,0,13,15,10,bye,27,23,16,19,21,16
Margus Hunt ,DE,IND,42,66,69,80,52,0,39,45,bye,51,16,34,41,46,50,52,43
Abry Jones ,DT,JAC,28,27,36,22,41,44,39,32,bye,40,33,28,18,0,38,29,48
Star Lotulelei ,DT,BUF,38,37,24,38,23,28,27,40,24,22,bye,31,27,25,31,35,27
Johnathan Hankins ,DT,OAK,0,18,22,57,44,43,0,57,41,38,32,59,37,34,43,24,26
Akeem Spence ,DT,MIA,36,40,15,55,45,42,41,44,38,41,bye,44,45,55,42,51,33
Sheldon Richardson ,DE,MIN,46,57,44,47,44,40,49,31,48,bye,54,38,51,45,37,45,42
Sylvester Williams ,DT,Multi,46,37,17,33,1,0,14,0,24,21,0,29,27,34,30,37,27
John Jenkins ,DT,NYG,9,9,12,12,0,0,0,7,bye,0,0,0,0,0,0,5,4
Bennie Logan ,DT,TEN,13,20,17,21,17,0,12,bye,11,13,18,11,13,16,11,12,24
Manti Te'o ,LB,NO,27,35,0,0,0,bye,35,17,0,0,0,0,0,0,0,0,27
Alec Ogletree ,LB,NYG,63,53,68,70,71,71,65,0,bye,73,71,65,84,63,70,0,0
Barkevious Mingo ,LB,SEA,38,54,20,23,64,56,bye,17,32,30,12,49,28,16,49,10,20
Jon Bostic ,LB,PIT,60,31,52,58,43,33,bye,42,34,48,55,40,11,15,16,19,6
Gerald Hodges ,LB,ARI,0,37,59,1,3,0,1,0,bye,0,6,46,76,60,40,11,18
Kiko Alonso ,LB,MIA,69,65,76,81,60,70,64,61,66,57,bye,69,72,81,69,0,44
Kevin Minter ,LB,TB,0,0,0,0,bye,0,0,0,0,0,2,6,4,10,0,0,0
Desmond Trufant ,CB,ATL,67,67,77,71,48,65,63,bye,69,53,63,57,81,64,68,86,61
Tyrann Mathieu ,S,HOU,71,59,62,91,59,62,68,66,66,bye,73,48,50,67,75,82,46
Xavier Rhodes ,CB,MIN,65,76,64,42,56,56,54,0,42,bye,66,50,45,63,40,48,0
David Amerson ,CB,ARI,0,0,0,0,0,0,0,0,bye,0,0,44,76,60,6,44,63
Logan Ryan ,CB,TEN,58,63,55,74,58,74,44,bye,59,61,59,64,68,71,48,0,0
Jordan Poyer ,S,BUF,77,56,66,76,54,61,66,76,51,54,bye,70,55,54,58,75,61
Jamar Taylor ,CB,Multi,78,73,55,17,2,4,1,34,0,3,30,0,0,7,2,0,0
Eric Reid ,S,CAR,0,0,0,bye,48,57,55,64,67,46,65,59,65,51,75,43,43
Kenny Vaccaro ,S,TEN,62,67,57,26,0,0,0,bye,59,66,59,65,68,70,7,62,79
T.J. McDonald ,S,MIA,69,65,76,81,59,70,64,61,62,57,bye,69,72,81,66,0,0
Tony Jefferson ,S,BAL,64,77,69,62,78,44,71,63,79,bye,55,32,0,0,49,63,58
Shawn Williams ,S,CIN,13,70,65,69,63,42,70,83,bye,75,77,63,59,53,58,69,67
Kawann Short ,DT,CAR,35,39,37,bye,38,45,49,43,48,38,42,42,45,37,47,0,0
D.J. Hayden ,CB,JAC,44,29,0,0,0,0,0,0,bye,27,57,50,61,32,48,33,77
Darius Slay ,CB,DET,54,41,48,66,78,bye,51,60,46,0,54,58,69,67,68,59,56
Jamie Collins Sr. ,LB,CLE,51,66,61,52,69,54,95,71,63,71,bye,73,76,74,67,47,77
D.J. Swearinger Sr. ,S,Multi,53,61,69,0,66,60,66,70,68,69,62,70,75,64,52,56,0
Robert Alford ,CB,ATL,72,67,78,73,59,65,63,bye,0,53,64,57,81,51,47,76,52
Blidi Wreh-Wilson ,CB,ATL,0,2,0,15,0,0,0,bye,13,0,0,0,0,0,0,0,0
J.J. Wilcox ,S,Multi,5,3,9,5,3,0,0,0,0,0,0,0,0,0,0,15,23
Kayvon Webster ,CB,HOU,0,0,0,0,2,0,0,0,0,bye,0,0,0,0,0,8,0
Duron Harmon ,S,NE,51,37,70,24,70,37,46,37,32,22,bye,35,33,32,39,26,45
Brandon Williams ,DT,BAL,26,46,37,22,38,16,45,35,41,bye,24,29,27,41,33,31,30
Shamarko Thomas ,S,DEN,0,0,6,0,0,0,13,0,0,bye,0,0,0,0,0,0,0
B.W. Webb ,CB,NYG,35,41,68,70,54,65,38,68,bye,73,71,65,83,63,70,67,76
Steven Means ,DE,ATL,0,0,18,19,23,15,0,bye,0,0,0,0,0,27,23,26,11
A.J. Klein ,LB,NO,25,48,68,43,47,bye,50,56,41,22,35,36,51,44,29,36,38
Micah Hyde ,S,BUF,76,56,66,11,0,61,61,75,51,52,bye,70,55,54,58,75,61
Stacy McGee ,DT,WAS,0,0,0,bye,0,0,0,0,0,11,6,19,26,28,14,19,14
Vince Williams ,LB,PIT,88,58,73,65,0,59,bye,42,34,40,57,40,45,36,60,46,0
Nick Williams ,DE,CHI,14,0,0,0,bye,0,0,0,31,0,0,0,0,0,0,0,0
Kemal Ishmael ,S,ATL,0,0,0,0,4,6,6,bye,3,16,14,9,1,0,3,2,1
Marcus Cooper ,CB,Multi,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,17,6
Lerentee McCray ,LB,JAC,36,12,3,3,4,8,0,4,bye,0,14,0,0,5,2,4,6
LaRoy Reynolds ,LB,PHI,1,0,0,0,1,0,1,1,bye,0,0,1,0,1,0,0,0
Ray-Ray Armstrong ,LB,Multi,31,23,41,58,34,2,0,0,0,0,0,0,0,0,0,2,24
Benson Mayowa ,DE,ARI,57,57,62,32,71,33,25,27,bye,22,29,25,33,27,27,24,0
Damion Square ,DT,LAC,24,24,27,35,27,37,44,bye,38,35,36,28,42,44,37,19,33
Damon Harrison Sr. ,DT,Multi,45,34,35,37,38,30,30,39,33,34,39,30,37,36,52,39,18
Jahleel Addae ,S,LAC,56,62,77,60,53,68,71,bye,81,63,56,43,68,68,60,61,78
Nickell Robey-Coleman ,CB,LAR,45,29,35,44,36,34,14,32,21,45,13,bye,38,53,64,33,21
Daren Bates ,LB,TEN,1,0,1,2,9,17,0,bye,0,5,3,0,0,0,1,1,0
A.J. Bouye ,CB,JAC,72,61,62,56,70,73,64,0,bye,0,65,58,76,58,68,45,0
Wes Horton ,DE,CAR,43,47,22,bye,19,28,49,15,25,29,29,31,30,24,34,26,23
Bradley McDougald ,S,SEA,61,67,59,60,66,60,bye,50,27,44,49,59,76,58,12,61,65
Chris Banjo ,S,NO,0,0,0,0,0,bye,2,1,0,11,13,0,0,2,0,13,11
Rashaan Melvin ,CB,OAK,49,64,33,72,40,7,0,0,0,31,31,18,54,33,53,67,54
Cody Davis ,S,JAC,1,0,0,0,0,0,0,0,bye,0,0,1,0,0,10,0,0
Jeff Heath ,S,DAL,68,67,55,48,80,47,60,bye,70,62,53,63,52,52,72,80,71
Eddie Pleasant ,S,Multi,0,0,0,0,0,0,0,0,0,0,0,0,11,7,31,31,7
DeShawn Shead ,S,DET,0,0,13,0,45,bye,5,13,30,47,11,14,18,30,10,11,0
Jadeveon Clowney ,DE,HOU,71,0,54,76,54,57,62,51,55,bye,66,47,44,65,72,82,47
Stephon Tuitt ,DE,PIT,73,48,52,56,52,48,bye,45,49,44,0,0,44,54,44,50,35
Kony Ealy ,DE,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,24,20
Trent Murphy ,DE,BUF,28,37,36,50,36,32,32,0,0,0,bye,38,20,26,36,34,37
Dominique Easley ,DT,LAR,30,22,8,0,0,0,0,0,0,0,0,bye,0,0,0,0,0
Dee Ford ,DE,KC,73,64,62,30,56,72,42,68,71,65,77,bye,73,65,72,73,59
Aaron Lynch ,LB,CHI,21,30,17,29,bye,33,29,45,56,37,5,0,21,21,9,0,0
Tim Jernigan ,DE,PHI,0,0,0,0,0,0,0,0,bye,0,0,20,0,0,0,17,9
