Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Da'Mari Scott ,WR,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Darvin Kidsy ,WR,WAS,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,3,10
Gus Edwards ,RB,BAL,0,0,0,0,0,14,7,8,2,bye,49,43,40,31,33,22,36
Vyncint Smith ,WR,HOU,37,0,41,0,0,0,0,8,3,bye,0,0,0,0,0,25,65
J.J. Jones ,WR,Multi,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Detrez Newsome ,RB,LAC,0,3,0,0,0,0,0,bye,0,0,0,8,0,0,18,0,0
Brandon Powell ,WR,DET,0,0,0,0,0,bye,0,1,0,24,0,0,0,0,12,15,47
Mike Boone ,RB,MIN,0,0,13,4,1,3,8,7,0,bye,0,0,0,0,0,0,0
Donnie Ernsberger ,RB,TB,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,3,4
Shaun Wilson ,RB,TB,2,3,3,0,bye,0,0,0,4,10,0,0,0,0,0,0,0
Kyle Allen ,QB,CAR,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,9,59
Keith Kirkwood ,WR,NO,0,0,0,0,0,bye,0,0,0,34,25,30,27,22,34,38,15
Deon Yelder ,TE,Multi,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ross Dwelley ,TE,SF,0,0,0,0,0,0,1,0,13,0,bye,0,2,4,3,1,15
Steven Dunbar ,WR,SF,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,1
Trent Sherfield ,WR,ARI,0,0,0,0,3,0,0,0,bye,39,20,20,31,65,64,45,55
Jalen Tolliver ,WR,ARI,0,0,0,0,0,0,0,0,bye,0,0,0,0,12,42,23,0
Steven Mitchell Jr. ,WR,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cam Batson ,WR,TEN,0,0,0,0,0,0,6,bye,30,34,39,28,23,7,4,3,4
Saeed Blacknall ,WR,OAK,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0
Jawill Davis ,WR,NYG,0,0,0,1,10,18,0,0,bye,0,0,0,0,22,11,0,0
Jeff Wilson Jr. ,RB,SF,0,0,0,0,0,0,0,0,0,0,bye,25,54,62,12,38,6
Dontrell Hilliard ,RB,CLE,0,0,0,0,0,0,0,15,4,9,bye,3,12,4,2,8,1
Will Dissly ,TE,SEA,33,47,39,8,0,0,bye,0,0,0,0,0,0,0,0,0,0
Janarion Grant ,WR,BAL,20,1,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0
Chad Beebe ,WR,MIN,0,0,0,0,0,0,0,0,13,bye,29,0,0,0,0,4,0
De'Lance Turner ,RB,BAL,0,1,0,4,5,0,0,0,0,bye,0,0,0,0,0,0,0
Keith Ford ,RB,BUF,0,0,0,0,0,0,0,0,0,0,bye,0,0,0,41,30,0
Garrett Dickerson ,TE,NYG,0,0,0,0,1,10,0,0,bye,0,0,0,0,0,0,3,0
Cam Phillips ,WR,BUF,0,0,0,0,0,0,16,11,0,0,bye,0,0,0,0,0,0
KhaDarel Hodge ,WR,LAR,0,0,0,0,27,4,8,2,1,2,9,bye,2,1,2,9,18
Malik Turner ,WR,SEA,0,0,0,0,0,0,bye,0,3,0,9,6,14,6,4,0,0
