Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Larry Fitzgerald ,WR,ARI,52,26,48,52,42,49,64,66,bye,70,50,43,60,67,65,52,65
LeSean McCoy ,RB,BUF,34,30,0,36,47,47,2,46,37,49,bye,37,54,9,0,31,31
Marcedes Lewis ,TE,GB,7,14,7,17,12,22,bye,12,7,10,10,23,8,16,11,10,4
Mark Sanchez ,QB,WAS,0,0,0,bye,0,0,0,0,0,0,0,0,32,33,0,0,0
Marshawn Lynch ,RB,OAK,24,42,42,50,21,30,0,0,0,0,0,0,0,0,0,0,0
Matt Cassel ,QB,DET,8,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,15,0
Matt Ryan ,QB,ATL,70,62,68,70,64,67,65,bye,68,75,56,70,53,71,64,48,77
Matt Schaub ,QB,ATL,0,1,0,0,8,0,0,bye,0,0,0,0,0,0,3,0,0
Matthew Slater ,WR,NE,0,0,0,3,2,1,0,2,6,0,bye,0,0,0,0,2,3
Matthew Stafford ,QB,DET,62,77,73,54,62,bye,64,59,70,78,65,66,72,60,57,60,73
Michael Crabtree ,WR,BAL,53,74,52,48,72,40,48,45,43,bye,53,48,36,51,44,42,57
Mike Wallace ,WR,PHI,66,7,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0
Philip Rivers ,QB,LAC,82,55,52,68,64,53,44,bye,51,56,77,56,62,57,74,63,49
Pierre Garcon ,WR,SF,52,49,52,49,62,45,33,0,37,0,bye,0,0,0,0,0,0
Ryan Fitzpatrick ,QB,TB,66,58,73,28,bye,0,0,25,67,69,41,0,0,0,0,0,0
Ted Ginn Jr. ,WR,NO,50,30,51,38,0,bye,0,0,0,0,0,0,0,0,0,27,0
Tom Brady ,QB,NE,75,61,48,77,69,78,64,74,71,58,bye,70,74,81,63,66,64
Vernon Davis ,TE,WAS,48,27,37,bye,26,36,27,33,31,27,28,26,23,50,30,0,0
Sam Bradford ,QB,ARI,53,45,37,0,0,0,0,0,bye,0,0,0,0,0,0,0,0
Golden Tate ,WR,Multi,57,65,54,42,48,0,46,54,0,18,36,39,36,20,22,29,40
Jermaine Gresham ,TE,ARI,0,0,17,33,28,31,39,31,bye,29,39,31,44,30,20,46,0
Demaryius Thomas ,WR,Multi,53,59,54,51,47,48,41,52,49,0,46,54,60,68,47,35,0
Andre Roberts ,WR,NYJ,10,0,1,3,2,7,31,32,0,1,bye,5,10,0,29,24,40
Brandon LaFell ,WR,OAK,0,7,33,0,0,0,0,46,53,57,37,0,0,0,0,0,0
Colt McCoy ,QB,WAS,0,0,0,bye,0,0,0,0,0,0,24,63,13,0,0,0,0
Ed Dickson ,TE,SEA,0,0,0,0,0,0,bye,20,25,24,29,44,28,36,46,64,48
Emmanuel Sanders ,WR,DEN,64,54,60,54,73,56,44,59,61,bye,50,44,40,0,0,0,0
Jimmy Graham ,TE,GB,59,57,64,54,66,56,bye,46,59,39,21,22,54,47,47,64,39
Joe Webb III ,QB,HOU,0,0,0,0,0,0,0,0,3,bye,0,0,0,32,0,0,0
LeGarrette Blount ,RB,DET,13,17,26,14,18,bye,21,7,11,9,12,33,30,19,11,22,18
Rob Gronkowski ,TE,NE,75,58,48,54,63,77,0,68,0,0,bye,69,73,77,63,59,55
Chris Ivory ,RB,BUF,7,9,54,22,19,16,36,19,30,0,bye,19,12,27,0,0,31
Antonio Brown ,WR,PIT,83,77,62,59,57,63,bye,70,80,51,64,72,67,59,61,72,0
Logan Paulsen ,TE,ATL,19,29,21,29,19,37,27,bye,30,28,17,20,19,0,15,25,29
A.J. Green ,WR,CIN,53,69,33,69,51,58,46,62,bye,0,0,0,17,0,0,0,0
Blaine Gabbert ,QB,TEN,33,59,9,0,0,0,0,bye,0,0,28,0,1,0,3,29,49
Julio Jones ,WR,ATL,57,48,54,54,53,51,49,bye,55,73,51,62,41,63,32,24,51
Cam Newton ,QB,CAR,67,67,67,bye,71,60,59,62,62,54,57,59,69,73,58,0,0
Mark Ingram II ,RB,NO,0,0,0,0,36,bye,35,23,34,31,30,27,21,29,33,32,19
Torrey Smith ,WR,CAR,51,58,44,bye,47,42,31,0,0,0,0,13,9,2,0,9,20
Jacquizz Rodgers ,RB,TB,15,18,25,11,bye,10,30,33,26,26,23,34,15,31,13,33,25
Randall Cobb ,WR,GB,52,70,65,0,0,0,bye,24,56,0,0,0,61,44,47,0,46
Kyle Rudolph ,TE,MIN,59,63,64,60,54,60,56,63,46,bye,61,64,60,57,51,58,49
Andy Dalton ,QB,CIN,56,76,65,73,60,61,48,66,bye,37,55,30,0,0,0,0,0
Lance Kendricks ,TE,GB,19,27,10,35,18,22,bye,18,26,35,26,22,12,17,9,15,4
Stevan Ridley ,RB,PIT,0,3,5,0,12,6,bye,6,0,10,0,0,0,8,6,5,0
Luke Stocker ,TE,TEN,25,36,32,25,32,20,30,bye,35,34,18,25,25,39,46,38,20
Taiwan Jones ,RB,BUF,0,0,0,1,1,0,0,0,0,0,bye,0,0,0,0,0,0
Bilal Powell ,RB,NYJ,24,34,34,36,34,32,14,0,0,0,bye,0,0,0,0,0,0
Anthony Sherman ,RB,KC,17,13,8,4,5,2,11,4,5,4,1,bye,6,6,3,2,7
Dion Lewis ,RB,TEN,49,34,30,48,34,32,45,bye,59,49,44,29,40,38,23,22,24
Jeremy Kerley ,WR,BUF,44,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0
Niles Paul ,TE,JAC,18,9,11,28,35,3,0,0,bye,0,0,0,0,0,0,0,0
Lee Smith ,TE,OAK,8,22,19,30,8,12,0,15,21,23,29,17,17,14,7,23,18
Charles Clay ,TE,BUF,40,43,40,43,50,44,39,41,8,0,bye,0,45,42,41,0,29
Dwayne Harris ,WR,OAK,0,0,2,4,0,4,0,1,1,2,0,2,7,6,5,10,10
Aldrick Robinson ,WR,MIN,0,0,8,8,15,6,8,17,26,bye,8,18,43,13,15,32,35
Tyrod Taylor ,QB,CLE,89,62,31,0,0,0,0,0,3,0,bye,0,0,0,0,0,0
Virgil Green ,TE,LAC,44,41,33,50,46,48,32,bye,34,47,54,45,41,40,43,29,47
Terrelle Pryor ,WR,Multi,24,44,44,2,13,44,0,0,75,31,0,0,0,0,0,0,0
Doug Baldwin ,WR,SEA,11,0,0,50,53,49,bye,54,72,67,62,56,54,0,61,65,57
Kamar Aiken ,WR,PHI,0,62,45,9,1,14,0,0,bye,0,0,0,0,0,0,0,0
Andrew Luck ,QB,IND,82,61,58,91,83,69,58,78,bye,55,54,69,76,67,72,67,79
Robert Griffin III ,QB,BAL,0,0,0,0,0,0,0,0,0,bye,1,0,16,4,0,0,0
Ryan Tannehill ,QB,MIA,62,60,44,36,64,0,0,0,0,0,bye,53,55,46,53,46,61
Brandon Weeden ,QB,HOU,0,0,0,0,0,0,0,1,0,bye,0,0,0,0,0,0,0
Nick Foles ,QB,PHI,72,79,0,0,0,0,0,0,bye,0,0,0,0,0,64,81,61
Kirk Cousins ,QB,MIN,71,73,66,74,62,71,69,73,49,bye,67,70,61,58,69,61,57
Brock Osweiler ,QB,MIA,0,0,0,13,0,78,56,66,57,68,bye,0,0,2,0,0,0
Russell Wilson ,QB,SEA,57,66,69,66,60,65,bye,63,81,68,70,62,58,66,75,80,63
Lamar Miller ,RB,HOU,57,51,52,46,0,41,45,34,40,bye,46,40,41,51,11,0,64
Doug Martin ,RB,OAK,9,16,13,6,6,6,0,28,26,30,14,28,40,33,27,34,43
Robert Turbin ,RB,IND,0,0,0,0,9,13,0,0,bye,0,0,0,0,0,0,0,0
Michael Floyd ,WR,WAS,0,0,0,bye,9,7,30,9,14,31,33,26,18,31,46,53,38
Alshon Jeffery ,WR,PHI,0,0,0,65,55,59,64,54,bye,60,51,64,66,51,64,60,57
Mohamed Sanu ,WR,ATL,56,48,59,55,59,33,40,bye,47,70,51,57,44,57,61,32,61
T.Y. Hilton ,WR,IND,80,55,59,43,0,0,35,64,bye,42,42,60,66,54,41,58,64
Jarius Wright ,WR,CAR,31,44,26,bye,30,37,32,17,22,29,41,27,39,38,36,58,22
Brian Quick ,WR,WAS,0,3,1,bye,12,11,31,0,0,21,0,0,0,0,0,0,0
Travis Benjamin ,WR,LAC,47,0,0,5,0,0,5,bye,18,13,19,44,28,20,44,21,14
Marvin Jones Jr. ,WR,DET,62,77,67,50,58,bye,56,57,63,48,0,0,0,0,0,0,0
Dwayne Allen ,TE,NE,23,14,17,45,12,11,55,12,67,44,bye,0,0,0,3,37,26
Rhett Ellison ,TE,NYG,29,24,54,54,55,0,33,28,bye,33,40,55,68,33,29,24,0
Alfred Morris ,RB,SF,33,31,23,14,44,1,20,12,10,14,bye,0,0,4,0,0,44
Rishard Matthews ,WR,Multi,36,28,31,0,0,0,0,19,0,23,0,0,0,3,13,0,0
Andre Holmes ,WR,Multi,11,36,31,27,33,33,38,35,24,5,0,4,1,19,8,1,0
Brandon Bolden ,RB,MIA,0,0,0,0,0,0,0,0,0,0,bye,0,3,4,3,8,7
Derek Carrier ,TE,OAK,23,11,18,17,9,11,0,12,12,18,11,19,14,13,8,20,16
Case Keenum ,QB,DEN,74,66,68,60,77,65,59,73,66,bye,56,57,59,74,73,67,79
Rod Streater ,WR,CLE,0,0,0,5,18,0,0,0,0,0,bye,0,0,0,0,0,0
Deonte Thompson ,WR,Multi,30,23,27,29,36,7,15,0,3,0,0,16,25,11,17,11,0
Josh Gordon ,WR,Multi,69,0,0,18,18,63,61,64,57,55,0,53,48,70,58,0,0
Cole Beasley ,WR,DAL,43,30,42,38,37,42,53,bye,44,48,42,43,47,65,44,35,59
Travaris Cadet ,RB,CAR,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,0,24
Chris Hogan ,WR,NE,68,55,48,70,63,47,42,46,53,54,bye,28,32,33,39,62,64
Jamize Olawale ,RB,DAL,6,9,3,6,6,8,1,bye,4,9,10,8,9,11,5,5,14
Garrett Celek ,TE,SF,23,30,19,17,26,17,21,24,20,6,bye,12,16,27,17,3,0
Jermaine Kearse ,WR,NYJ,0,20,34,48,39,59,64,52,48,50,bye,40,48,28,62,34,0
Josh Bellamy ,WR,CHI,2,2,19,9,bye,17,18,55,32,6,13,18,20,19,14,22,57
Travis Kelce ,TE,KC,56,57,71,73,66,51,60,55,60,58,72,bye,69,85,60,60,40
Marquise Goodwin ,WR,SF,16,0,42,37,0,54,56,61,40,61,bye,0,0,24,7,38,0
Russell Shepard ,WR,NYG,3,6,1,51,32,0,0,2,bye,1,7,13,7,26,34,0,0
DeAndre Hopkins ,WR,HOU,73,67,68,86,80,61,64,59,61,bye,63,64,75,72,51,65,75
Markus Wheaton ,WR,PHI,2,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0
Robert Woods ,WR,LAR,61,71,74,55,66,72,50,76,58,64,79,bye,66,63,76,60,51
Kenny Stills ,WR,MIA,59,56,40,38,60,67,49,0,28,65,bye,51,48,40,51,36,56
Cordarrelle Patterson ,WR,NE,16,28,19,41,8,6,6,13,13,10,bye,22,8,18,5,17,0
Keenan Allen ,WR,LAC,72,50,40,57,49,39,40,bye,43,50,69,52,57,54,17,59,45
Tavon Austin ,WR,DAL,10,18,19,17,23,18,0,bye,0,0,0,0,0,0,0,0,10
Justin Hunter ,WR,PIT,51,0,0,0,2,14,bye,38,0,0,0,0,18,0,0,0,0
Terrance Williams ,WR,DAL,19,10,9,0,0,0,0,bye,0,0,0,0,0,0,0,0,0
Spencer Ware ,RB,KC,9,6,18,24,8,16,22,9,14,21,11,bye,49,41,0,0,0
Giovani Bernard ,RB,CIN,12,39,57,44,0,0,0,0,bye,12,26,23,28,26,30,14,19
Theo Riddick ,RB,DET,41,28,21,25,19,bye,0,0,39,46,27,29,38,25,25,33,19
Chris Thompson ,RB,WAS,33,50,25,bye,40,0,0,26,0,0,0,0,29,25,29,23,30
Rex Burkhead ,RB,NE,38,14,7,0,0,0,0,0,0,0,bye,0,17,17,16,25,17
Mike Gillislee ,RB,NO,7,9,4,5,0,bye,0,0,0,0,0,0,0,0,0,0,0
Christine Michael ,RB,IND,3,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0
Kenjon Barner ,RB,Multi,0,0,0,10,0,5,17,6,3,0,0,0,0,0,0,6,0
Mike Glennon ,QB,ARI,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,17,9,0
Matt Barkley ,QB,Multi,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0
Geno Smith ,QB,LAC,0,1,0,0,0,7,0,bye,0,0,0,13,1,0,0,0,10
Zach Ertz ,TE,PHI,70,74,81,76,57,71,65,57,bye,62,47,52,59,44,59,73,53
Jordan Reed ,TE,WAS,41,40,40,bye,39,47,41,53,38,38,50,47,31,7,0,0,0
Dion Sims ,TE,CHI,20,36,28,31,bye,31,16,20,14,0,0,0,0,0,0,0,0
Tyler Eifert ,TE,CIN,23,49,42,19,0,0,0,0,bye,0,0,0,0,0,0,0,0
Levine Toilolo ,TE,DET,20,22,37,19,32,bye,21,14,16,38,42,28,54,48,41,46,50
Vance McDonald ,TE,PIT,0,37,32,39,37,51,bye,27,50,25,52,33,44,38,23,35,41
Kyle Juszczyk ,RB,SF,26,40,53,37,68,39,35,47,34,46,bye,38,39,42,46,33,41
Luke Willson ,TE,DET,14,40,39,25,34,bye,41,36,34,0,33,20,50,21,25,13,0
Latavius Murray ,RB,MIN,14,23,38,41,46,58,58,61,22,bye,6,28,12,8,27,15,4
Ryan Griffin ,TE,HOU,63,52,52,59,57,51,0,0,47,bye,47,43,61,59,44,47,61
Brice Butler ,WR,Multi,0,0,0,0,1,0,2,0,0,0,0,22,34,18,25,14,4
Benny Cunningham ,RB,CHI,0,0,6,4,bye,5,0,5,6,1,0,0,0,2,0,0,8
Demetrius Harris ,TE,KC,0,18,25,31,29,16,35,20,22,14,39,bye,31,28,18,16,29
C.J. Anderson ,RB,Multi,12,8,3,0,7,1,3,12,3,6,0,0,0,0,0,51,47
Jaron Brown ,WR,SEA,33,47,50,15,9,22,bye,18,19,9,14,13,15,44,12,16,16
Zach Line ,RB,NO,11,22,12,18,15,bye,13,7,23,17,13,12,1,17,16,12,17
James Develin ,RB,NE,35,20,8,33,15,33,15,26,17,12,bye,30,35,36,21,36,26
Jack Doyle ,TE,IND,77,59,0,0,0,0,0,57,bye,49,51,40,0,0,0,0,0
Patrick DiMarco ,RB,BUF,1,8,12,4,13,12,7,12,3,14,bye,6,10,12,15,3,36
Nick Williams ,WR,Multi,0,0,0,30,19,0,10,10,0,0,0,0,0,0,0,0,0
Teddy Bridgewater ,QB,NO,0,0,0,0,3,bye,0,1,0,11,4,0,0,0,0,0,52
Blake Bortles ,QB,JAC,63,70,57,77,83,48,30,64,bye,75,69,70,0,0,0,23,47
AJ McCarron ,QB,OAK,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0
Derek Carr ,QB,OAK,70,65,76,92,53,60,0,50,47,63,68,56,76,67,59,62,66
Logan Thomas ,TE,BUF,18,19,0,0,24,18,10,18,48,30,bye,32,0,36,0,26,7
Jeremy Hill ,RB,NE,12,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0
Carlos Hyde ,RB,Multi,47,36,45,49,28,32,0,28,0,9,11,15,23,3,0,16,43
De'Anthony Thomas ,WR,KC,7,5,4,9,10,0,0,0,0,0,0,bye,0,0,0,0,0
Devonta Freeman ,RB,ATL,39,0,0,0,28,0,0,bye,0,0,0,0,0,0,0,0,0
Isaiah Crowell ,RB,NYJ,24,31,29,20,25,29,33,25,23,19,bye,26,43,5,0,0,0
Sammy Watkins ,WR,KC,51,47,67,12,60,54,60,55,48,0,5,bye,0,0,0,0,0
Mike Evans ,WR,TB,50,47,58,57,bye,57,82,70,60,55,65,58,57,61,45,67,51
Kelvin Benjamin ,WR,Multi,47,40,41,35,43,44,44,49,67,37,0,23,42,0,12,10,4
Brandin Cooks ,WR,LAR,61,73,74,52,28,68,50,75,59,63,70,bye,66,62,76,59,54
Davante Adams ,WR,GB,59,74,68,76,71,63,bye,40,71,53,46,53,72,56,64,86,0
Jordan Matthews ,WR,PHI,0,0,33,46,22,26,29,34,bye,38,14,14,21,10,5,34,20
Donte Moncrief ,WR,JAC,44,51,48,60,68,39,55,56,bye,61,51,53,45,53,40,53,40
Allen Robinson II ,WR,CHI,67,63,69,53,bye,59,61,0,0,54,67,51,70,61,46,44,0
Odell Beckham Jr. ,WR,NYG,68,66,59,59,52,63,61,67,bye,56,46,52,67,0,0,0,0
Jarvis Landry ,WR,CLE,81,59,66,72,80,73,67,52,73,36,bye,39,46,43,57,58,56
Paul Richardson Jr. ,WR,WAS,61,70,46,bye,42,52,0,46,54,0,0,0,0,0,0,0,0
TJ Jones ,WR,DET,17,16,12,11,9,bye,8,0,36,50,45,45,50,32,36,52,42
Martavis Bryant ,WR,OAK,0,26,35,40,13,43,0,7,21,35,0,0,0,0,0,0,0
Bruce Ellington ,WR,Multi,65,53,3,0,0,0,0,0,0,0,33,54,38,27,0,0,0
Eric Ebron ,TE,IND,37,16,52,77,59,49,34,17,bye,21,25,49,58,45,38,20,39
Austin Seferian-Jenkins ,TE,JAC,55,59,47,36,23,0,0,0,bye,0,0,0,0,0,0,0,0
Xavier Grimble ,TE,PIT,22,9,16,2,10,21,bye,13,0,16,4,13,7,6,9,16,12
Trey Burton ,TE,CHI,61,57,63,45,bye,52,70,48,40,43,58,55,68,57,46,50,47
James White ,RB,NE,36,34,25,40,43,33,45,62,56,42,bye,37,33,33,26,29,27
Cody Latimer ,WR,NYG,47,44,40,0,0,32,0,0,bye,0,0,0,0,0,0,20,26
Jimmy Garoppolo ,QB,SF,65,64,67,0,0,0,0,0,0,0,bye,0,0,0,0,0,0
John Brown ,WR,BAL,48,69,55,44,59,40,50,46,39,bye,51,46,43,50,47,33,37
Richard Rodgers ,TE,PHI,0,0,0,0,0,0,0,0,bye,0,0,8,10,2,4,13,5
Ryan Grant ,WR,IND,66,43,50,73,68,40,0,0,bye,28,24,27,42,49,17,28,7
Alfred Blue ,RB,HOU,10,17,16,40,79,25,27,29,22,bye,18,26,36,22,41,34,19
Quincy Enunwa ,WR,NYJ,40,52,53,53,48,15,0,0,48,54,bye,60,59,44,0,0,0
Garrett Gilbert ,QB,CAR,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,0,13
Damien Williams ,RB,KC,7,9,7,3,2,3,2,0,0,0,0,bye,19,43,44,39,28
Albert Wilson ,WR,MIA,34,29,10,37,58,50,14,0,0,0,bye,0,0,0,0,0,0
Kapri Bibbs ,RB,Multi,0,0,6,0,8,26,23,1,21,24,16,35,0,0,0,0,17
Erik Swoope ,TE,IND,5,0,8,0,14,22,7,0,bye,0,0,0,14,9,0,0,0
Ryan Hewitt ,RB,IND,0,17,16,14,16,12,26,22,bye,0,0,0,13,26,9,4,8
Taylor Gabriel ,WR,CHI,60,63,55,48,bye,46,64,44,44,46,55,47,76,57,46,51,28
Willie Snead IV ,WR,BAL,43,57,40,39,67,55,44,52,43,bye,53,49,66,51,58,41,63
Allen Hurns ,WR,DAL,38,27,39,47,38,57,54,bye,18,15,8,32,16,27,22,4,9
Bennie Fowler III ,WR,Multi,0,0,0,0,0,0,35,48,0,26,17,26,32,26,46,53,60
Dontrelle Inman ,WR,IND,0,0,0,0,0,0,42,58,bye,18,29,46,54,0,36,39,49
Keith Smith ,RB,OAK,6,8,19,13,7,6,0,11,10,9,14,6,9,5,7,21,10
Adam Thielen ,WR,MIN,68,70,66,73,60,69,66,69,45,bye,67,68,61,56,63,57,53
Cameron Brate ,TE,TB,24,14,31,37,bye,22,39,26,27,19,20,51,44,46,42,57,36
Roosevelt Nix ,RB,PIT,19,5,11,1,8,17,bye,10,0,6,4,8,3,4,5,6,5
Freddie Martino ,WR,TB,13,6,5,0,bye,0,0,0,0,0,0,0,0,0,0,0,0
Josh Hill ,TE,NO,24,39,49,43,38,bye,44,35,55,43,46,31,26,45,52,46,38
Darren Fells ,TE,CLE,39,25,30,40,19,19,24,25,26,32,bye,35,15,24,30,28,11
Charcandrick West ,RB,KC,0,0,0,0,0,0,0,0,0,0,0,bye,0,0,1,19,10
Scott Simonson ,TE,NYG,4,3,16,14,18,63,11,4,bye,13,18,19,27,22,3,23,31
Seth Roberts ,WR,OAK,45,22,0,30,28,44,0,30,32,28,47,39,59,52,40,30,43
Jerome Cunningham ,TE,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,29
Kyle Nelson ,TE,SF,0,0,0,0,1,0,0,0,0,0,bye,0,0,0,0,0,0
Marcus Mariota ,QB,TEN,36,0,53,71,54,44,71,bye,70,65,35,55,67,60,67,27,0
Jameis Winston ,QB,TB,0,0,0,35,bye,66,95,63,0,0,30,73,65,70,50,81,61
Amari Cooper ,WR,Multi,66,54,60,80,51,12,0,0,50,54,51,47,56,90,54,44,65
DeVante Parker ,WR,MIA,0,0,33,0,0,4,0,66,51,45,bye,24,46,42,19,32,49
Kevin White ,WR,CHI,12,2,12,28,bye,16,20,29,0,0,0,5,0,0,0,0,46
Melvin Gordon III ,RB,LAC,62,36,40,49,45,38,0,bye,45,45,64,26,0,0,0,42,32
Sammie Coates ,WR,HOU,6,0,0,28,0,1,0,0,0,bye,1,0,1,0,0,0,0
Todd Gurley II ,RB,LAR,59,50,64,53,66,58,36,70,54,58,68,bye,65,62,63,0,0
Devin Funchess ,WR,CAR,57,66,52,bye,51,58,54,48,45,49,48,0,32,29,11,22,0
Maxx Williams ,TE,BAL,44,29,38,41,28,35,20,0,0,bye,0,8,21,22,43,20,30
Ameer Abdullah ,RB,Multi,0,0,0,0,0,0,7,4,0,0,1,2,2,0,1,0,0
Tevin Coleman ,RB,ATL,36,40,53,40,27,38,37,bye,39,50,34,35,29,33,34,31,25
Sean Mannion ,QB,LAR,0,0,0,0,0,0,10,0,0,0,0,bye,0,0,0,8,18
Taylor Heinicke ,QB,CAR,0,0,0,bye,0,0,0,3,0,3,1,0,1,1,0,83,0
Duke Johnson Jr. ,RB,CLE,42,23,29,29,41,35,35,23,35,17,bye,18,20,19,26,32,37
Jay Ajayi ,RB,PHI,29,22,0,40,29,0,0,0,bye,0,0,0,0,0,0,0,0
T.J. Yeldon ,RB,JAC,40,40,38,48,77,31,56,37,bye,27,23,24,35,12,19,0,0
Cameron Artis-Payne ,RB,CAR,0,0,0,bye,0,0,0,0,0,0,3,1,1,1,0,4,38
Mike Davis ,RB,SEA,0,9,8,47,25,23,bye,20,58,39,22,18,10,18,33,35,25
Javorius Allen ,RB,BAL,30,42,40,33,50,28,30,23,26,bye,5,1,0,0,3,0,0
Jeremy Langford ,RB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
David Johnson ,RB,ARI,36,35,43,55,48,55,48,53,bye,56,43,37,52,62,34,40,51
Malcolm Brown ,RB,LAR,4,23,13,2,0,16,25,9,6,8,14,bye,3,0,0,0,0
Marcus Murphy ,RB,BUF,23,23,16,0,0,0,18,1,24,24,bye,2,6,40,19,0,0
Clive Walford ,TE,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nick O'Leary ,TE,MIA,0,0,0,0,28,52,39,49,33,21,bye,30,32,24,25,16,23
Ben Koyack ,TE,JAC,0,0,0,0,0,0,0,0,bye,0,21,18,16,17,11,22,5
Jesse James ,TE,PIT,69,45,33,27,36,51,bye,40,36,34,16,50,33,31,22,17,23
Tyler Kroft ,TE,CIN,18,35,21,20,24,0,0,0,bye,0,0,0,0,0,0,0,0
Jeff Heuerman ,TE,DEN,60,41,41,54,53,58,48,63,47,bye,48,43,0,0,0,0,0
Nick Boyle ,TE,BAL,54,44,38,55,39,49,33,31,21,bye,53,52,50,39,21,38,37
MyCole Pruitt ,TE,Multi,0,0,13,3,7,5,7,0,7,8,9,8,7,22,40,27,29
Blake Bell ,TE,JAC,0,0,0,0,0,0,22,32,bye,26,25,16,18,23,19,25,14
Nelson Agholor ,WR,PHI,68,72,80,72,52,64,59,57,bye,55,44,47,65,49,63,71,64
Justin Hardy ,WR,ATL,6,14,15,14,17,36,14,bye,14,11,10,10,12,14,10,11,15
Tyler Lockett ,WR,SEA,56,60,61,62,52,50,bye,44,68,60,53,56,40,56,68,69,52
Rashad Greene ,WR,JAC,0,0,0,0,0,0,18,11,bye,8,0,14,16,12,10,18,0
Breshad Perriman ,WR,Multi,0,0,0,0,0,0,11,9,26,13,0,35,26,19,28,32,19
Jamison Crowder ,WR,WAS,49,69,38,bye,52,0,0,0,0,0,0,0,29,55,42,54,42
Ty Montgomery ,RB,Multi,23,25,20,20,29,26,0,6,0,0,9,28,27,19,0,11,21
Phillip Dorsett II ,WR,NE,57,55,45,57,42,3,8,5,12,15,bye,9,16,7,2,27,39
