Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Jake Ryan ,LB,GB,5,17,0,42,37,48,24,bye,18,29,45,52,43,44,0,54,48
Ladarius Gunter ,CB,Multi,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian Ringo ,DE,Multi,0,0,0,0,0,0,0,0,0,0,0,23,19,20,21,19,28
David Mayo ,LB,CAR,0,0,8,2,1,32,28,0,0,11,bye,6,32,3,0,10,0
Tyeler Davison ,DT,NO,38,52,30,26,bye,34,28,37,28,20,48,47,36,48,44,33,39
Rodney Gunter ,DT,ARI,18,2,8,15,26,24,23,bye,26,14,27,19,17,23,11,27,12
Bryce Hager ,LB,LAR,9,0,0,0,0,0,5,bye,10,7,0,0,41,5,10,2,64
Obum Gwacham ,DE,Multi,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,14
Ryan Murphy ,S,NYG,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,3,1,1
Frank Clark ,DE,SEA,45,35,32,40,57,bye,50,49,58,30,45,54,58,46,43,49,49
Tye Smith ,CB,TEN,2,0,0,2,1,0,0,bye,0,0,0,0,0,0,0,67,53
Mike Hull ,LB,MIA,bye,58,62,25,0,0,0,0,0,0,0,1,11,0,0,0,27
Jordan Williams ,DE,NYG,0,0,0,0,0,0,0,bye,11,0,0,0,0,0,0,0,0
David Irving ,DT,DAL,0,0,0,0,45,bye,37,36,44,47,40,48,41,0,0,0,0
Nick Dzubnar ,LB,LAC,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,2,0,0
Curtis Grant ,LB,NYG,0,0,0,0,0,1,34,bye,56,7,6,5,0,0,0,0,0
Bryce Callahan ,CB,CHI,31,41,56,41,60,46,46,12,bye,0,0,0,0,44,48,50,37
Jonathan Anderson ,LB,CHI,0,12,0,0,19,0,0,0,bye,0,0,0,0,0,0,0,0
Justin Coleman ,CB,SEA,41,0,1,40,68,bye,35,44,53,66,24,49,62,31,42,47,51
Deshazor Everett ,CB,WAS,68,23,8,18,bye,0,0,13,1,38,0,57,65,72,78,70,78
Jermaine Whitehead ,S,GB,0,0,0,0,0,0,1,bye,0,13,11,3,23,14,15,31,10
Xavier Williams ,DT,ARI,21,18,0,19,26,29,23,bye,0,0,26,32,18,28,9,0,0
Joey Mbu ,DT,IND,0,0,0,0,0,0,0,0,0,6,bye,9,16,15,19,20,11
Zach Vigil ,LB,Multi,0,0,0,0,0,0,0,0,0,0,0,41,52,67,82,74,78
Neville Hewitt ,LB,MIA,bye,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0
Troy Hill ,CB,LAR,0,0,33,0,2,0,5,bye,10,0,0,1,7,64,55,66,23
Matt Longacre ,LB,LAR,25,26,37,29,24,20,16,bye,32,49,20,28,30,25,18,0,0
Cameron Lynch ,LB,FA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10
Nordly Capi ,DE,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,24,18
Richard Ash ,DT,DAL,0,0,0,0,0,bye,27,24,12,25,21,26,20,42,23,0,13
Curtis Riley ,CB,TEN,0,26,37,44,16,17,22,bye,0,0,0,0,0,0,0,0,0
Quinton Dunbar ,CB,WAS,2,3,5,37,bye,64,64,67,44,0,0,6,2,47,17,10,3
Tyrell Adams ,LB,Multi,41,21,0,0,36,1,0,0,0,0,0,0,0,0,0,0,0
T.Y. McGill ,DT,CLE,0,0,0,5,0,0,0,26,bye,0,0,0,0,10,0,0,0
Clayton Geathers ,S,IND,0,0,0,0,0,0,0,0,0,0,bye,4,16,17,30,0,45
Jordan Richards ,S,NE,41,16,3,1,11,35,6,13,bye,17,5,11,25,16,14,29,30
Ibraheim Campbell ,S,Multi,0,0,13,4,25,17,69,68,0,0,0,0,0,0,0,0,0
Justin Currie ,S,CLE,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,14,21
Anthony Harris ,S,MIN,0,0,0,0,1,66,0,57,bye,0,59,0,0,0,14,0,0
Corey Moore ,S,HOU,44,55,47,10,0,0,bye,0,15,22,11,0,0,4,18,13,0
Dexter McCoil ,S,Multi,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3
Joe Cardona ,LB,NE,0,0,0,0,0,0,0,0,bye,0,0,1,0,0,0,0,0
Aaron Brewer ,LB,ARI,0,0,1,0,0,0,0,bye,0,0,0,0,0,0,0,0,0
Mike Windt ,LB,LAC,0,0,0,1,0,0,0,0,bye,0,0,0,0,0,0,0,0
James Winchester ,LB,KC,0,0,0,0,0,0,0,0,0,bye,0,0,1,0,0,0,0
Jon Condo ,LB,OAK,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nick Sundberg ,LB,WAS,0,0,0,0,bye,0,0,0,1,0,0,0,0,0,0,0,0
Don Muhlbach ,LB,DET,1,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0,0
Kevin McDermott ,LB,MIN,0,0,0,0,0,0,0,0,bye,0,0,0,1,0,0,0,0
Andrew DePaola ,LB,CHI,0,0,0,0,0,0,0,0,bye,1,0,0,0,0,0,0,0
J.J. Jansen ,LB,CAR,0,0,0,0,0,0,0,0,1,0,bye,0,0,1,0,0,0
Joey Bosa ,DE,LAC,56,51,43,63,58,51,50,72,bye,69,40,42,57,36,58,59,44
Vernon Hargreaves III ,CB,TB,bye,64,68,79,74,63,36,63,27,28,0,0,0,0,0,0,0
Jalen Ramsey ,CB,JAC,79,68,48,70,80,58,67,bye,16,69,55,73,69,62,48,66,65
Emmanuel Ogbah ,DE,CLE,42,54,50,42,43,40,58,67,bye,37,29,0,0,0,0,0,0
DeForest Buckner ,DT,SF,53,67,59,69,67,60,50,55,64,52,bye,50,26,53,50,69,19
Robert Nkemdiche ,DT,ARI,0,19,15,0,0,0,35,bye,31,17,26,16,14,20,8,34,17
Myles Jack ,LB,JAC,79,68,48,69,80,58,67,bye,37,69,55,73,69,62,48,66,65
Shaq Lawson ,DE,BUF,37,43,43,0,47,bye,30,38,40,44,50,39,25,0,0,0,0
Mackensie Alexander ,CB,MIN,27,44,18,19,19,20,0,26,bye,37,23,22,15,15,0,24,15
A'Shawn Robinson ,DT,DET,39,35,39,33,46,51,bye,46,35,51,57,51,42,52,49,67,42
Jaylon Smith ,LB,DAL,35,68,54,69,33,bye,32,17,17,50,36,38,44,30,20,14,18
Austin Johnson ,DT,TEN,17,23,21,25,13,17,10,bye,18,7,15,11,24,26,31,29,32
Shilique Calhoun ,LB,OAK,0,0,0,0,0,10,0,11,1,0,0,0,13,16,16,23,12
Kevin Dodd ,LB,TEN,0,0,19,0,0,0,0,bye,12,1,0,7,10,20,11,9,3
Reggie Ragland ,LB,KC,0,0,0,21,10,27,9,20,20,bye,47,41,48,21,34,24,0
Carl Nassib ,DE,CLE,40,50,45,44,33,33,14,57,bye,15,42,48,45,59,43,31,44
Jonathan Bullard ,DT,CHI,21,26,17,17,18,25,39,21,bye,22,9,47,42,31,32,25,46
Scooby Wright ,LB,ARI,0,0,0,0,0,0,0,bye,0,0,0,1,0,0,10,0,0
Eli Apple ,CB,NYG,74,62,74,55,63,78,74,bye,64,45,0,0,0,0,60,0,0
Darron Lee ,LB,NYJ,63,57,54,75,72,68,60,66,75,71,bye,71,0,70,66,72,85
William Jackson III ,CB,CIN,29,0,14,47,64,bye,59,41,38,31,0,47,61,73,58,59,76
Andrew Billings ,DT,CIN,13,11,3,4,10,bye,13,5,47,36,42,24,11,47,37,0,31
Kendall Fuller ,CB,WAS,42,36,46,42,bye,44,54,45,64,35,52,33,45,34,54,45,48
Jayron Kearse ,S,MIN,0,0,0,1,0,0,0,2,bye,0,11,0,0,1,14,0,0
Leonard Floyd ,LB,CHI,55,55,60,41,65,72,60,59,bye,66,49,0,0,0,0,0,0
Adolphus Washington ,DT,BUF,15,32,34,0,33,bye,27,38,39,42,37,21,36,48,36,45,26
Maliek Collins ,DT,DAL,51,48,61,49,34,bye,39,31,40,33,39,39,36,57,58,43,27
Kenny Clark ,DT,GB,37,47,43,46,51,55,65,bye,51,38,36,0,38,40,51,46,41
Darian Thompson ,S,NYG,74,62,74,36,75,81,75,bye,60,61,75,71,65,63,67,68,57
Artie Burns ,CB,PIT,65,64,64,69,53,54,49,70,bye,60,65,55,64,64,59,55,64
Jarran Reed ,DT,SEA,48,27,50,32,46,bye,32,41,47,2,0,27,57,57,52,44,55
Noah Spence ,DE,TB,bye,45,21,54,60,32,35,0,0,0,0,0,0,0,0,0,0
Vonn Bell ,S,NO,6,33,36,45,bye,76,37,45,49,37,69,74,57,57,17,64,83
Jordan Jenkins ,LB,NYJ,42,34,31,47,48,38,38,46,42,52,bye,60,40,50,43,48,57
Vince Biegel ,LB,GB,0,0,0,0,0,0,0,bye,19,6,16,22,0,15,16,16,11
Keanu Neal ,S,ATL,67,76,70,58,bye,67,74,61,65,63,68,71,66,52,59,64,61
Jalen Mills ,S,PHI,63,53,70,58,58,81,64,61,65,bye,63,44,60,48,84,60,0
Charles Tapper ,DE,DAL,12,25,0,0,0,bye,0,0,0,0,0,0,0,0,0,0,0
Joshua Perry ,LB,IND,0,0,0,0,0,0,0,0,0,4,bye,0,0,0,0,0,0
Anthony Zettel ,DT,DET,46,36,37,30,38,44,bye,50,38,59,55,61,58,49,45,68,39
Kentrell Brothers ,LB,MIN,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,9,0,0
Xavien Howard ,CB,MIA,bye,55,62,72,59,57,55,60,63,71,66,67,63,60,62,78,66
James Bradberry ,CB,CAR,56,54,58,70,60,62,38,67,56,56,bye,69,64,72,69,64,72
Bronson Kaufusi ,DE,BAL,0,0,0,22,0,5,5,0,0,bye,0,0,0,0,0,0,0
Rashard Robinson ,CB,Multi,67,82,63,85,62,53,51,16,0,0,0,0,18,2,0,0,0
Karl Joseph ,S,OAK,64,57,68,64,62,64,62,0,67,0,51,43,61,68,63,54,20
Yannick Ngakoue ,DE,JAC,59,42,39,59,63,47,42,bye,31,48,42,54,59,48,42,44,48
Maurice Canady ,CB,BAL,0,0,0,0,0,0,0,0,9,bye,34,32,36,58,47,46,58
Miles Killebrew ,S,DET,29,42,53,44,35,27,bye,17,18,23,9,33,7,3,7,6,0
Sheldon Rankins ,DT,NO,58,50,40,38,bye,58,45,50,45,28,55,58,47,59,57,54,68
Vernon Butler ,DT,CAR,0,13,19,22,0,17,15,21,20,16,bye,30,26,26,24,21,25
Tyler Matakevich ,LB,PIT,1,1,1,2,1,7,1,1,bye,0,2,2,41,0,0,0,0
Hassan Ridgeway ,DT,IND,19,11,19,18,8,6,17,7,7,19,bye,0,0,0,13,8,25
Kyler Fackrell ,LB,GB,12,19,41,24,25,31,26,bye,27,18,34,46,31,30,21,38,23
Sheldon Day ,DT,Multi,21,0,29,6,26,16,28,0,0,0,0,30,15,34,31,39,46
Deion Jones ,LB,ATL,67,72,70,60,bye,65,72,61,66,59,63,68,63,50,59,64,61
Nick Vigil ,LB,CIN,65,66,70,64,70,bye,69,74,80,90,79,32,0,0,0,0,0
Kamalei Correa ,LB,BAL,27,30,23,28,1,7,2,7,1,bye,3,1,8,3,0,3,3
Blake Martinez ,LB,GB,42,38,47,45,70,76,75,bye,68,60,59,74,76,58,67,64,58
Chris Jones ,DT,KC,48,32,39,36,43,42,55,36,38,bye,56,46,64,47,36,33,27
T.J. Green ,S,IND,62,1,1,1,2,6,34,23,8,29,bye,32,20,41,38,52,29
Erik Harris ,S,OAK,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
Javon Hargrave ,DT,PIT,25,23,38,29,33,21,28,39,bye,28,23,20,22,39,39,18,30
Jihad Ward ,DT,OAK,0,24,0,11,0,0,0,0,0,0,0,0,0,0,33,27,30
Sean Davis ,S,PIT,66,65,39,69,50,53,51,70,bye,60,65,55,64,64,59,55,64
Adam Gotsis ,DE,DEN,31,44,45,23,bye,30,31,27,36,28,26,40,46,25,40,51,32
Kevin Byard ,S,TEN,66,67,73,84,59,58,73,bye,76,51,72,63,81,65,70,67,60
KeiVarae Russell ,CB,CIN,2,0,0,14,0,bye,0,0,0,0,7,0,0,18,5,0,0
Daryl Worley ,CB,CAR,56,54,58,0,46,23,34,53,19,36,bye,53,29,67,69,64,66
Justin Simmons ,S,DEN,58,70,57,54,bye,54,58,62,66,70,55,68,61,3,0,0,0
Joe Schobert ,LB,CLE,60,68,66,64,53,66,72,85,bye,52,78,61,70,76,76,62,59
Eric Murray ,CB,KC,13,50,46,28,45,13,56,47,15,bye,20,16,0,0,29,32,29
B.J. Goodson ,LB,NYG,74,0,0,45,59,80,41,bye,0,0,0,0,31,0,44,0,0
Nick Kwiatkoski ,LB,CHI,7,16,0,0,0,0,0,1,bye,36,55,48,12,46,52,49,60
De'Vondre Campbell ,LB,ATL,47,55,52,57,bye,60,72,61,65,61,72,65,62,52,50,58,61
Juston Burris ,CB,NYJ,30,31,9,20,0,0,0,22,46,35,bye,0,0,0,40,47,54
David Onyemata ,DT,NO,31,41,30,23,bye,39,32,36,28,26,29,40,33,57,41,44,67
Deon Bush ,S,CHI,0,0,0,2,1,0,0,1,bye,0,0,17,0,4,59,0,2
Antonio Morrison ,LB,IND,57,0,57,58,55,59,54,44,42,39,bye,45,51,65,66,69,51
Deiondre' Hall ,CB,CHI,0,0,0,0,0,0,0,0,bye,0,0,0,0,1,0,0,0
Derrick Kindred ,S,CLE,40,67,52,36,10,25,60,65,bye,52,68,42,42,70,61,0,0
Willie Henry Jr. ,DT,BAL,0,0,46,31,42,68,11,35,43,bye,52,45,44,62,44,33,41
Dean Lowry ,DE,GB,15,34,37,47,29,34,27,bye,29,19,29,33,38,27,38,32,26
Kevon Seymour ,CB,CAR,1,0,0,68,15,39,3,14,45,20,bye,22,32,9,36,2,12
James Burgess Jr. ,LB,CLE,9,12,40,53,45,0,0,8,bye,31,71,43,66,71,76,62,59
Jordan Lucas ,S,MIA,bye,0,0,0,0,0,0,3,0,0,0,0,11,0,6,5,0
Jonathan Jones ,CB,NE,3,27,42,18,28,20,19,16,bye,25,70,52,57,40,1,0,21
Cre'Von LeBlanc ,CB,CHI,0,5,0,0,0,0,0,33,bye,37,48,49,30,2,0,0,8
Elandon Roberts ,LB,NE,9,36,56,33,23,23,0,40,bye,38,39,34,49,57,52,41,28
Kamu Grugier-Hill ,LB,PHI,0,0,0,1,7,0,0,0,10,bye,0,11,2,0,2,0,53
Clayton Fejedelem ,S,CIN,52,0,7,24,22,bye,0,0,16,56,8,34,27,57,53,20,0
Matthew Judon ,LB,BAL,52,58,43,40,33,70,49,43,46,bye,38,39,39,76,49,52,60
Tyrone Holmes ,LB,CLE,16,0,0,0,0,0,0,0,bye,0,0,6,5,9,0,0,0
Briean Boddy-Calhoun ,CB,CLE,47,25,34,42,36,46,69,72,bye,21,31,42,48,0,0,0,23
Mike Hilton ,CB,PIT,34,54,20,44,17,37,29,43,bye,34,36,33,43,26,48,36,43
Jarrod Wilson ,S,JAC,4,0,10,0,0,0,9,bye,1,1,1,2,1,1,9,2,11
D.J. Reader ,DT,HOU,46,35,32,20,48,25,bye,55,44,30,34,44,35,46,32,0,0
Joel Heath ,DT,HOU,38,26,16,18,35,22,bye,0,0,0,15,34,21,19,35,28,16
Aaron Wallace ,LB,TEN,5,13,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,0
Kalan Reed ,CB,TEN,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0,7
LeShaun Sims ,CB,TEN,0,30,33,36,32,33,29,bye,36,18,33,24,50,24,47,0,0
Will Parks ,S,DEN,43,53,27,30,bye,10,32,45,38,28,24,21,53,41,48,57,46
Trevor Williams ,CB,LAC,40,68,53,77,69,58,64,85,bye,80,62,51,63,50,66,64,54
Jatavis Brown ,LB,LAC,65,68,53,68,35,20,17,22,bye,53,18,3,4,5,33,22,18
D.J. White ,CB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,13
Terrance Smith ,LB,KC,0,0,0,3,0,0,1,0,0,bye,0,0,0,0,0,0,62
Darius Latham ,DT,OAK,0,0,0,0,15,0,0,0,0,0,0,0,0,0,23,18,0
Cory James ,LB,OAK,60,57,68,64,34,7,0,49,58,0,44,15,0,0,0,0,0
Anthony Brown ,CB,DAL,52,77,82,69,59,bye,61,58,57,61,62,63,8,27,47,21,44
Kavon Frazier ,S,DAL,20,10,22,22,0,bye,6,1,1,13,11,0,21,35,27,19,14
Blake Countess ,CB,LAR,14,9,0,2,5,0,18,bye,12,10,15,36,0,1,9,0,33
Joe Walker ,LB,PHI,0,0,3,0,0,13,11,28,14,bye,20,8,0,0,0,0,0
Romeo Okwara ,DE,NYG,18,15,15,17,13,0,0,bye,0,0,0,0,0,0,0,0,4
Matt Ioannidis ,DE,WAS,33,28,28,40,bye,41,44,23,0,0,55,41,43,52,51,52,53
Roy Robertson-Harris ,DT,CHI,18,27,11,11,7,7,4,0,bye,0,0,0,21,20,26,22,38
Kevin Peterson ,CB,LAR,0,6,0,0,0,0,0,bye,0,0,0,0,0,21,9,0,61
DeAndre Houston-Carson ,S,CHI,0,0,0,1,0,7,1,2,bye,2,3,0,0,0,0,0,0
Stephen Weatherly ,DE,MIN,0,0,7,0,0,6,0,0,bye,15,28,15,3,0,10,5,0
Ryan Smith ,CB,TB,bye,7,45,0,0,0,2,63,60,68,60,64,54,60,56,0,57
Devante Bond ,LB,TB,bye,0,7,21,15,18,0,7,0,0,0,12,1,20,30,5,0
De'Vante Harris ,CB,NO,44,18,7,0,bye,0,0,0,0,11,36,52,0,0,0,0,0
Ken Crawley ,CB,NO,0,0,57,52,bye,80,54,67,58,47,67,0,55,71,68,64,80
Trae Elston ,S,Multi,0,0,0,0,0,0,0,64,0,5,28,0,0,0,0,2,0
Ronald Blair III ,DE,SF,0,0,0,0,0,0,0,0,39,31,bye,24,12,0,0,17,17
Marqui Christian ,S,LAR,0,0,0,2,2,3,5,bye,10,9,1,1,1,1,9,2,0
Harlan Miller ,CB,ARI,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,4,8,45
Michael Jordan ,CB,CLE,0,1,0,5,0,0,34,52,bye,0,0,0,1,36,73,5,2
Josh Forrest ,LB,FA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Quinton Jefferson ,DT,BUF,0,0,0,0,0,bye,20,0,7,0,0,32,26,21,23,0,0
Eric Lee ,LB,Multi,0,0,0,0,0,0,0,0,0,0,0,25,57,73,44,49,34
Tony McRae ,CB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,2,1
Bryson Albright ,LB,ARI,0,0,0,0,0,0,0,bye,0,0,0,0,0,3,0,0,0
Lafayette Pitts ,CB,Multi,0,0,10,0,0,0,0,0,0,2,0,0,19,0,0,9,0
Lawrence Thomas ,DE,NYJ,0,15,14,20,10,13,5,10,0,12,bye,23,19,6,11,9,8
Claude Pelon ,DE,NYJ,17,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0
Trevon Coley ,DT,CLE,39,42,37,42,31,36,53,0,bye,36,44,44,51,62,59,42,38
Patrick Onwuasor ,LB,BAL,20,19,40,33,37,66,56,44,41,bye,47,54,35,43,27,39,46
Michael Pierce ,DT,BAL,38,49,64,60,40,56,45,24,7,bye,21,28,22,45,21,31,43
Stefan McClure ,S,Multi,0,0,0,12,0,10,1,0,0,0,0,0,0,0,0,0,0
Chris Milton ,CB,IND,0,0,0,0,1,0,6,0,0,0,bye,0,1,1,0,0,12
Ufomba Kamalu ,DE,HOU,0,0,0,0,22,36,bye,10,0,24,16,27,19,0,0,21,9
Brennan Scarlett ,LB,HOU,5,5,10,5,69,50,bye,24,43,41,37,13,0,0,0,0,0
Kyle Peko ,DT,DEN,0,7,0,0,bye,0,0,0,0,0,0,0,18,14,7,19,30
Eddie Yarbrough ,DE,BUF,11,23,18,55,15,bye,29,15,21,46,23,19,35,43,41,36,33
Antonio Hamilton ,CB,OAK,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,5,44
Branden Jackson ,DE,SEA,0,0,0,0,21,bye,17,17,11,25,18,21,23,20,25,44,22
James Cowser ,DE,OAK,1,18,16,6,14,7,3,7,3,0,14,14,10,22,3,6,10
Rodney Coe ,DT,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Deon King ,LB,Multi,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
C.J. Smith ,CB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
Destiny Vaeao ,DT,PHI,12,0,0,0,0,0,22,17,29,bye,20,23,13,9,23,7,56
Michael Hunter ,CB,Multi,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Adams ,S,NYG,8,5,4,19,2,16,0,bye,15,8,29,13,1,10,49,39,56
Dont'e Deayon ,CB,NYG,0,0,0,0,0,39,23,bye,0,0,17,15,0,0,0,0,0
Anthony Lanier ,DE,WAS,0,0,0,0,bye,0,8,28,32,22,30,26,28,30,51,46,38
Charles Washington ,S,DET,3,3,15,13,6,35,bye,0,7,1,0,0,2,3,5,0,4
Josh Hawkins ,CB,GB,0,1,9,40,25,75,17,bye,2,5,28,36,14,11,55,52,33
Kentrell Brice ,S,GB,47,21,0,45,28,75,73,bye,0,0,0,0,0,0,0,0,0
Reggie Gilbert ,LB,GB,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,45,40
Marwin Evans ,S,GB,0,0,54,8,3,15,13,bye,10,22,15,1,0,0,4,3,0
Channing Ward ,DE,TB,bye,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Luke Rhodes ,LB,IND,0,0,0,0,0,0,0,0,0,1,bye,0,0,0,0,0,0
Brian Poole ,S,ATL,36,66,61,24,bye,38,41,43,42,56,58,11,0,27,37,43,47
Sharrod Neasman ,S,ATL,0,0,0,2,bye,3,0,0,1,0,0,1,1,0,0,0,0
Mitchell Loewen ,DE,NO,1,6,0,0,bye,0,0,0,0,0,0,0,0,0,0,0,0
Matthias Farley ,S,IND,46,66,51,62,49,57,62,56,71,67,bye,58,65,60,63,68,27
Cory Littleton ,LB,LAR,9,4,4,3,10,11,5,bye,10,7,12,1,1,27,52,68,54
Morgan Fox ,DE,LAR,18,20,15,11,11,23,19,bye,32,25,19,16,23,20,16,13,53
Nicholas Grigsby ,LB,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
Steve Longa ,LB,DET,2,0,0,12,0,0,bye,0,0,0,0,0,0,0,0,0,0
Tyvis Powell ,S,Multi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
Pete Robertson ,LB,WAS,0,0,0,0,bye,0,0,0,0,0,0,1,0,0,0,21,5
Javien Elliott ,CB,TB,bye,0,13,0,1,2,0,37,0,20,4,0,1,6,5,40,0
Myles Garrett ,DE,CLE,0,0,0,0,19,33,57,0,bye,38,60,47,55,60,55,42,52
Jonathan Allen ,DE,WAS,42,29,22,37,bye,29,0,0,0,0,0,0,0,0,0,0,0
Solomon Thomas ,DE,SF,43,47,36,69,66,66,61,31,0,0,bye,50,29,44,42,65,47
Malik Hooker ,S,IND,30,66,76,68,72,70,27,0,0,0,bye,0,0,0,0,0,0
Jamal Adams ,S,NYJ,75,57,54,77,76,68,73,66,72,71,bye,71,47,70,67,72,85
Reuben Foster ,LB,SF,11,0,0,0,0,0,53,0,75,66,bye,68,37,67,61,58,57
Marshon Lattimore ,CB,NO,61,62,0,51,bye,79,55,67,59,37,6,0,0,62,70,64,78
Jabrill Peppers ,S,CLE,60,68,66,62,52,66,0,0,bye,52,78,60,56,0,73,62,50
Teez Tabor ,CB,DET,0,0,0,0,0,3,bye,0,11,0,13,14,17,39,44,44,5
Derek Barnett ,DE,PHI,26,20,27,25,26,39,36,34,30,bye,32,26,26,17,41,20,0
Zach Cunningham ,LB,HOU,28,43,50,32,56,58,bye,69,52,27,37,56,54,73,59,55,63
Marlon Humphrey ,CB,BAL,9,11,23,28,55,12,16,37,18,bye,49,7,41,89,63,62,77
Sidney Jones ,CB,PHI,0,0,0,0,0,0,0,0,0,bye,0,0,0,0,0,0,29
Takkarist McKinley ,LB,ATL,14,44,48,24,bye,27,19,25,23,27,29,21,21,12,15,22,30
Tim Williams ,LB,BAL,0,22,10,22,7,0,0,0,0,bye,19,14,12,19,0,0,0
Taco Charlton ,DE,DAL,26,33,20,22,8,bye,38,22,18,23,25,22,26,25,33,22,36
Haason Reddick ,LB,ARI,41,56,39,48,31,36,31,bye,27,21,15,24,8,23,13,6,25
Charles Harris ,DE,MIA,bye,28,32,35,36,24,34,49,28,26,25,31,39,22,43,43,2
Caleb Brantley ,DT,CLE,0,0,11,16,0,7,15,47,bye,16,0,9,18,16,19,19,24
Chris Wormley ,DT,BAL,0,0,0,0,14,54,26,6,15,bye,0,0,0,2,0,0,3
Jarrad Davis ,LB,DET,75,42,0,0,66,71,bye,64,59,81,49,54,51,58,41,49,68
T.J. Watt ,LB,PIT,62,20,0,67,50,40,42,63,bye,58,54,53,54,54,40,48,47
Tyus Bowser ,LB,BAL,15,35,8,8,9,7,5,13,3,bye,6,4,10,22,13,2,1
Gareon Conley ,CB,OAK,0,47,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adoree' Jackson ,CB,TEN,62,57,71,78,50,51,70,bye,67,56,72,63,81,60,66,67,60
Kevin King ,CB,GB,6,46,61,61,16,0,49,bye,63,41,0,38,0,0,0,0,0
Obi Melifonwu ,S,OAK,0,0,0,0,0,0,0,0,7,0,26,1,0,0,0,0,0
Ahkello Witherspoon ,CB,SF,0,0,0,0,6,34,35,69,77,66,bye,65,37,56,63,87,65
Tanner Vallejo ,LB,BUF,0,0,0,0,0,bye,0,0,0,5,8,0,0,0,0,0,0
Tre'Davious White ,CB,BUF,58,67,70,76,66,bye,72,64,67,75,74,58,65,71,71,69,71
Matt Milano ,LB,BUF,0,0,0,32,41,bye,47,52,10,14,25,13,22,51,50,45,49
Davon Godchaux ,DT,MIA,bye,32,35,42,34,21,24,37,37,34,35,41,0,28,36,33,32
Cordrea Tankersley ,CB,MIA,bye,0,0,73,59,57,55,60,61,70,64,66,8,0,0,0,64
Vincent Taylor ,DT,MIA,bye,3,29,23,23,9,0,13,0,16,7,15,36,1,10,0,0
Marcus Maye ,S,NYJ,77,57,63,78,76,66,73,66,75,71,bye,71,47,70,67,72,35
Dylan Donahue ,LB,NYJ,6,10,23,14,0,0,0,0,0,0,bye,0,0,0,0,0,0
Harvey Langi ,LB,NE,0,6,0,0,0,0,0,0,bye,0,0,0,0,0,0,0,0
Deatrich Wise Jr. ,DE,NE,17,28,34,25,29,59,45,34,bye,32,45,32,59,16,31,29,29
Demetrious Cox ,S,CAR,0,0,0,38,0,0,0,0,0,0,bye,0,0,0,0,0,0
Ryan Glasgow ,DT,CIN,26,22,15,24,21,bye,25,24,39,27,32,19,18,40,33,20,27
Carl Lawson ,DE,CIN,23,17,54,40,26,bye,16,41,16,43,32,33,24,19,19,43,32
Hardy Nickerson Jr. ,LB,CIN,1,0,3,0,0,bye,0,0,4,2,3,2,1,5,35,35,67
Jordan Willis ,LB,CIN,26,45,13,21,22,bye,23,20,25,21,18,19,3,33,31,15,25
Jordan Evans ,LB,CIN,12,0,0,0,0,bye,0,0,6,18,10,38,66,68,53,16,23
Larry Ogunjobi ,DT,CLE,17,18,18,28,13,17,3,0,bye,0,31,18,30,46,28,21,13
Chuck Clark ,S,BAL,1,0,1,3,0,0,3,0,0,bye,3,1,10,9,2,0,26
Cameron Sutton ,CB,PIT,0,0,0,0,0,0,0,0,bye,0,0,0,24,29,57,0,3
Colin Holba ,LB,JAC,0,0,0,0,0,0,0,bye,0,0,0,0,1,0,0,0,0
