Player,Age,Pos,Team,Date,Day,Season,Week,G#,Away_Home,Opp,Result,Fntsy_Pts,Snaps,Snap %,Status,Injury,Healthy_Week
Aaron Rodgers,33.296,QB,GNB,2017-09-24,Sun,2017,3,3.0,Home,CIN,W 27-24,25.82,70.0,1.0,,,3
Aaron Rodgers,33.3,QB,GNB,2017-09-28,Thu,2017,4,4.0,Home,CHI,W 35-14,23.06,52.0,0.95,,,4
Aaron Rodgers,33.31,QB,GNB,2017-10-08,Sun,2017,5,5.0,Away,DAL,W 35-31,24.04,60.0,1.0,,,5
Aaron Rodgers,33.317,QB,GNB,2017-10-15,Sun,2017,6,6.0,Away,MIN,L 10-23,0.72,8.0,0.12,,,6
Aaron Wallace,24.064,LB,TEN,2017-09-10,Sun,2017,1,1.0,Home,OAK,L 16-26,0.0,5.0,5.0,,,1
Aaron Wallace,24.071,LB,TEN,2017-09-17,Sun,2017,2,2.0,Away,JAX,W 37-16,1.5,13.0,13.0,,,2
Abry Jones,26.002,DL,JAX,2017-09-10,Sun,2017,1,1.0,Away,HOU,W 29-7,7.5,41.0,41.0,,,1
Abry Jones,26.009,DL,JAX,2017-09-17,Sun,2017,2,2.0,Home,TEN,L 16-37,0.0,46.0,46.0,,,2
Abry Jones,26.016,DL,JAX,2017-09-24,Sun,2017,3,3.0,Home,BAL,W 44-7,3.0,21.0,21.0,,,3
Abry Jones,26.023,DL,JAX,2017-10-01,Sun,2017,4,4.0,Away,NYJ,L 20-23,3.75,38.0,38.0,,,4
Abry Jones,26.03,DL,JAX,2017-10-08,Sun,2017,5,5.0,Away,PIT,W 30-9,11.75,38.0,38.0,,,5
Abry Jones,26.037,DL,JAX,2017-10-15,Sun,2017,6,6.0,Home,LAR,L 17-27,4.5,35.0,35.0,,,6
Abry Jones,26.044,DL,JAX,2017-10-22,Sun,2017,7,7.0,Away,IND,W 27-0,1.5,21.0,21.0,,,7
Abry Jones,,,,,,2017,8,,,,,,,,,,8
Abry Jones,26.058,DL,JAX,2017-11-05,Sun,2017,9,8.0,Home,CIN,W 23-7,1.5,20.0,20.0,,,9
Abry Jones,26.065,DL,JAX,2017-11-12,Sun,2017,10,9.0,Home,LAC,W 20-17,6.75,48.0,48.0,,,10
Abry Jones,26.072,DL,JAX,2017-11-19,Sun,2017,11,10.0,Away,CLE,W 19-7,1.5,22.0,22.0,,,11
Abry Jones,26.079,DL,JAX,2017-11-26,Sun,2017,12,11.0,Away,ARI,L 24-27,3.0,39.0,39.0,,,12
Abry Jones,26.086,DL,JAX,2017-12-03,Sun,2017,13,12.0,Home,IND,W 30-10,10.0,27.0,27.0,,,13
Abry Jones,26.093,DL,JAX,2017-12-10,Sun,2017,14,13.0,Home,SEA,W 30-24,1.5,32.0,32.0,,,14
Abry Jones,26.1,DL,JAX,2017-12-17,Sun,2017,15,14.0,Home,HOU,W 45-7,3.0,32.0,32.0,,,15
Abry Jones,26.107,DL,JAX,2017-12-24,Sun,2017,16,15.0,Away,SFO,L 33-44,5.0,29.0,29.0,,,16
Adam Gotsis,24.353,DL,DEN,2017-09-11,Mon,2017,1,1.0,Home,LAC,W 24-21,7.5,31.0,31.0,,,1
Adam Gotsis,24.359,DL,DEN,2017-09-17,Sun,2017,2,2.0,Home,DAL,W 42-17,4.5,44.0,44.0,,,2
Adam Gotsis,25.001,DL,DEN,2017-09-24,Sun,2017,3,3.0,Away,BUF,L 16-26,7.25,45.0,45.0,,,3
Adam Gotsis,25.008,DL,DEN,2017-10-01,Sun,2017,4,4.0,Home,OAK,W 16-10,1.5,23.0,23.0,,,4
Adam Gotsis,,,,,,2017,5,,,,,,,,,,5
Adam Gotsis,25.022,DL,DEN,2017-10-15,Sun,2017,6,5.0,Home,NYG,L 10-23,9.0,30.0,30.0,,,6
Adam Gotsis,25.029,DL,DEN,2017-10-22,Sun,2017,7,6.0,Away,LAC,L 0-21,2.25,31.0,31.0,,,7
Adam Gotsis,25.037,DL,DEN,2017-10-30,Mon,2017,8,7.0,Away,KAN,L 19-29,1.5,27.0,27.0,,,8
Adam Gotsis,25.043,DL,DEN,2017-11-05,Sun,2017,9,8.0,Away,PHI,L 23-51,3.75,36.0,36.0,,,9
Adam Gotsis,25.05,DL,DEN,2017-11-12,Sun,2017,10,9.0,Home,NWE,L 16-41,4.5,28.0,28.0,,,10
Adam Gotsis,25.057,DL,DEN,2017-11-19,Sun,2017,11,10.0,Home,CIN,L 17-20,5.25,26.0,26.0,,,11
Adam Humphries,,,,,,2017,1,,,,,,,,,,1
Adam Humphries,24.085,WR,TAM,2017-09-17,Sun,2017,2,1.0,Home,CHI,W 29-7,2.8,41.0,0.58,,,2
Adam Humphries,24.092,WR,TAM,2017-09-24,Sun,2017,3,2.0,Away,MIN,L 17-34,9.8,39.0,0.74,,,3
Adam Humphries,24.099,WR,TAM,2017-10-01,Sun,2017,4,3.0,Home,NYG,W 25-23,10.0,43.0,0.67,,,4
Adam Humphries,24.103,WR,TAM,2017-10-05,Thu,2017,5,4.0,Home,NWE,L 14-19,6.6000000000000005,52.0,0.72,,,5
Adam Humphries,24.113,WR,TAM,2017-10-15,Sun,2017,6,5.0,Away,ARI,L 33-38,8.100000000000001,48.0,0.69,,,6
Adam Humphries,24.12,WR,TAM,2017-10-22,Sun,2017,7,6.0,Away,BUF,L 27-30,0.2999999999999998,52.0,0.72,,,7
Adam Humphries,24.127,WR,TAM,2017-10-29,Sun,2017,8,7.0,Home,CAR,L 3-17,4.6,39.0,0.58,,,8
Adam Jones,,,,,,2017,1,,,,,,,,,,1
Adam Jones,33.349,DB,CIN,2017-09-14,Thu,2017,2,2.0,Home,HOU,L 9-13,12.0,61.0,61.0,,,2
Adam Jones,33.359,DB,CIN,2017-09-24,Sun,2017,3,3.0,Away,GNB,L 24-27,4.5,57.0,57.0,,,3
Adam Jones,34.001,DB,CIN,2017-10-01,Sun,2017,4,4.0,Away,CLE,W 31-7,0.75,15.0,15.0,,,4
Adam Jones,34.008,DB,CIN,2017-10-08,Sun,2017,5,5.0,Home,BUF,W 20-16,0.75,15.0,15.0,,,5
Adam Jones,,,,,,2017,6,,,,,,,,,,6
Adam Shaheen,22.321,TE,CHI,2017-09-10,Sun,2017,1,1.0,Home,ATL,L 17-23,0.0,8.0,0.12,,,1
Adam Shaheen,22.328,TE,CHI,2017-09-17,Sun,2017,2,2.0,Away,TAM,L 7-29,0.0,5.0,0.08,,,2
Adam Shaheen,22.335,TE,CHI,2017-09-24,Sun,2017,3,3.0,Home,PIT,W 23-17,6.7,15.0,0.23,,,3
Adam Shaheen,22.339,TE,CHI,2017-09-28,Thu,2017,4,4.0,Away,GNB,L 14-35,0.0,8.0,0.12,,,4
Adam Shaheen,22.35,TE,CHI,2017-10-09,Mon,2017,5,5.0,Home,MIN,L 17-20,0.0,11.0,0.18,,,5
Adam Shaheen,22.356,TE,CHI,2017-10-15,Sun,2017,6,6.0,Away,BAL,W 27-24,0.0,19.0,0.24,,,6
Adam Shaheen,22.363,TE,CHI,2017-10-22,Sun,2017,7,7.0,Home,CAR,W 17-3,0.0,19.0,0.5,,,7
Adam Shaheen,23.005,TE,CHI,2017-10-29,Sun,2017,8,8.0,Away,NOR,L 12-20,0.0,19.0,0.28,,,8
Adam Shaheen,,,,,,2017,9,,,,,,,,,,9
Adam Shaheen,23.019,TE,CHI,2017-11-12,Sun,2017,10,9.0,Home,GNB,L 16-23,4.9,32.0,0.52,,,10
Adam Shaheen,23.026,TE,CHI,2017-11-19,Sun,2017,11,10.0,Home,DET,L 24-27,12.1,46.0,0.73,,,11
Adam Shaheen,23.033,TE,CHI,2017-11-26,Sun,2017,12,11.0,Away,PHI,L 3-31,0.6,17.0,0.31,,,12
Adam Shaheen,23.04,TE,CHI,2017-12-03,Sun,2017,13,12.0,Home,SFO,L 14-15,0.0,9.0,0.24,,,13
Adam Shaheen,23.047,TE,CHI,2017-12-10,Sun,2017,14,13.0,Away,CIN,W 33-7,12.4,32.0,0.42,,,14
Adarius Taylor,,,,,,2017,1,,,,,,,,,,1
Adarius Taylor,26.361,LB,TAM,2017-09-17,Sun,2017,2,1.0,Home,CHI,W 29-7,3.0,22.0,22.0,,,2
Adarius Taylor,27.003,LB,TAM,2017-09-24,Sun,2017,3,2.0,Away,MIN,L 17-34,9.0,39.0,39.0,,,3
Adarius Taylor,27.01,LB,TAM,2017-10-01,Sun,2017,4,3.0,Home,NYG,W 25-23,9.0,80.0,80.0,,,4
Adarius Taylor,27.014,LB,TAM,2017-10-05,Thu,2017,5,4.0,Home,NWE,L 14-19,17.75,74.0,74.0,,,5
Adarius Taylor,27.024,LB,TAM,2017-10-15,Sun,2017,6,5.0,Away,ARI,L 33-38,0.0,21.0,21.0,,,6
Adrian Amos,24.134,DB,CHI,2017-09-10,Sun,2017,1,1.0,Home,ATL,L 17-23,0.0,,,,,1
Adrian Amos,24.141,DB,CHI,2017-09-17,Sun,2017,2,2.0,Away,TAM,L 7-29,0.0,1.0,1.0,,,2
Adrian Amos,24.148,DB,CHI,2017-09-24,Sun,2017,3,3.0,Home,PIT,W 23-17,0.0,15.0,15.0,,,3
Adrian Amos,24.152,DB,CHI,2017-09-28,Thu,2017,4,4.0,Away,GNB,L 14-35,11.25,54.0,54.0,,,4
Adrian Amos,24.163,DB,CHI,2017-10-09,Mon,2017,5,5.0,Home,MIN,L 17-20,12.0,70.0,70.0,,,5
Adrian Amos,24.169,DB,CHI,2017-10-15,Sun,2017,6,6.0,Away,BAL,W 27-24,27.5,73.0,73.0,,,6
Adrian Amos,24.176,DB,CHI,2017-10-22,Sun,2017,7,7.0,Home,CAR,W 17-3,12.5,72.0,72.0,,,7
Adrian Amos,24.183,DB,CHI,2017-10-29,Sun,2017,8,8.0,Away,NOR,L 12-20,21.0,61.0,61.0,,,8
Adrian Amos,,,,,,2017,9,,,,,,,,,,9
Adrian Amos,24.197,DB,CHI,2017-11-12,Sun,2017,10,9.0,Home,GNB,L 16-23,12.0,66.0,66.0,,,10
Adrian Amos,24.204,DB,CHI,2017-11-19,Sun,2017,11,10.0,Home,DET,L 24-27,9.0,63.0,63.0,,,11
Adrian Amos,24.211,DB,CHI,2017-11-26,Sun,2017,12,11.0,Away,PHI,L 3-31,13.0,61.0,61.0,,,12
Adrian Colbert,23.339,DB,SFO,2017-09-10,Sun,2017,1,1.0,Home,CAR,L 3-23,1.5,,,,,1
Adrian Colbert,23.346,DB,SFO,2017-09-17,Sun,2017,2,2.0,Away,SEA,L 9-12,2.25,,,,,2
Adrian Colbert,23.35,DB,SFO,2017-09-21,Thu,2017,3,3.0,Home,LAR,L 39-41,0.0,,,,,3
Adrian Colbert,23.36,DB,SFO,2017-10-01,Sun,2017,4,4.0,Away,ARI,L 15-18,0.0,,,,,4
Adrian Peterson,32.174,RB,NOR,2017-09-11,Mon,2017,1,1.0,Away,MIN,L 19-29,1.8,9.0,0.15,,,1
Adrian Peterson,32.18,RB,NOR,2017-09-17,Sun,2017,2,2.0,Home,NWE,L 20-36,2.6,15.0,0.23,,,2
Adrian Peterson,32.187,RB,NOR,2017-09-24,Sun,2017,3,3.0,Away,CAR,W 34-13,4.700000000000001,14.0,0.24,,,3
Adrian Peterson,32.194,RB,NOR,2017-10-01,Sun,2017,4,4.0,Away,MIA,W 20-0,0.4,6.0,0.08,,,4
Adrian Peterson,,,,,,2017,5,,,,,,,,,,5
Adrian Peterson,32.208,RB,ARI,2017-10-15,Sun,2017,6,6.0,Home,TAM,W 38-33,25.4,48.0,0.74,,,6
Adrian Peterson,32.215,RB,ARI,2017-10-22,Sun,2017,7,7.0,Away,LAR,L 0-33,3.8,27.0,0.54,,,7
Adrian Peterson,,,,,,2017,8,,,,,,,,,,8
Adrian Peterson,32.229,RB,ARI,2017-11-05,Sun,2017,9,8.0,Away,SFO,W 20-10,15.7,59.0,0.77,,,9
Adrian Peterson,32.233,RB,ARI,2017-11-09,Thu,2017,10,9.0,Home,SEA,L 16-22,2.7,36.0,0.45,,,10
Adrian Peterson,32.243,RB,ARI,2017-11-19,Sun,2017,11,10.0,Away,HOU,L 21-31,4.4,37.0,0.64,,,11
Adrian Peterson,32.25,RB,ARI,2017-11-26,Sun,2017,12,11.0,Home,JAX,W 27-24,11.9,50.0,0.68,,,12
Adrian Phillips,25.167,DB,LAC,2017-09-11,Mon,2017,1,1.0,Away,DEN,L 21-24,8.25,8.0,8.0,,,1
Adrian Phillips,25.173,DB,LAC,2017-09-17,Sun,2017,2,2.0,Home,MIA,L 17-19,1.5,6.0,6.0,,,2
Adrian Phillips,25.18,DB,LAC,2017-09-24,Sun,2017,3,3.0,Home,KAN,L 10-24,3.0,8.0,8.0,,,3
Adrian Phillips,25.187,DB,LAC,2017-10-01,Sun,2017,4,4.0,Home,PHI,L 24-26,1.5,14.0,14.0,,,4
Adrian Phillips,25.194,DB,LAC,2017-10-08,Sun,2017,5,5.0,Away,NYG,W 27-22,12.0,52.0,52.0,,,5
Adrian Phillips,25.201,DB,LAC,2017-10-15,Sun,2017,6,6.0,Away,OAK,W 17-16,1.5,7.0,7.0,,,6
Ahmad Brooks,33.18,LB,GNB,2017-09-10,Sun,2017,1,1.0,Home,SEA,W 17-9,1.5,6.0,6.0,,,1
Akeem Hunt,,,,,,2017,1,,,,,,,,,,1
Akeem Hunt,24.207,RB,KAN,2017-09-17,Sun,2017,2,2.0,Home,PHI,W 27-20,0.0,,,,,2
Akeem Hunt,24.214,RB,KAN,2017-09-24,Sun,2017,3,3.0,Away,LAC,W 24-10,0.0,1.0,0.02,,,3
Akeem Hunt,24.222,RB,KAN,2017-10-02,Mon,2017,4,4.0,Home,WAS,W 29-20,0.0,3.0,0.04,,,4
Akeem Hunt,24.228,RB,KAN,2017-10-08,Sun,2017,5,5.0,Away,HOU,W 42-34,0.0,,,,,5
Akeem Hunt,24.235,RB,KAN,2017-10-15,Sun,2017,6,6.0,Home,PIT,L 13-19,1.8,6.0,0.11,,,6
Akeem Hunt,24.239,RB,KAN,2017-10-19,Thu,2017,7,7.0,Away,OAK,L 30-31,0.6,4.0,0.06,,,7
Akeem Hunt,24.25,RB,KAN,2017-10-30,Mon,2017,8,8.0,Home,DEN,W 29-19,0.0,1.0,0.02,,,8
Akeem Hunt,24.256,RB,KAN,2017-11-05,Sun,2017,9,9.0,Away,DAL,L 17-28,0.0,,,,,9
Akeem Hunt,,,,,,2017,10,,,,,,,,,,10
Akeem Hunt,24.27,RB,KAN,2017-11-19,Sun,2017,11,10.0,Away,NYG,L 9-12,3.3,3.0,0.04,,,11
Akeem Hunt,24.277,RB,KAN,2017-11-26,Sun,2017,12,11.0,Home,BUF,L 10-16,1.6,6.0,0.1,,,12
Akeem Hunt,24.284,RB,KAN,2017-12-03,Sun,2017,13,12.0,Away,NYJ,L 31-38,2.7,6.0,0.13,,,13
Akeem Hunt,24.291,RB,KAN,2017-12-10,Sun,2017,14,13.0,Home,OAK,W 26-15,0.0,2.0,0.03,,,14
Akeem Hunt,24.297,RB,KAN,2017-12-16,Sat,2017,15,14.0,Home,LAC,W 30-13,0.0,4.0,0.06,,,15
Akeem Hunt,24.305,RB,KAN,2017-12-24,Sun,2017,16,15.0,Home,MIA,W 29-13,0.0,,,,,16
Akeem Judd,,,,,,2017,1,,,,,,,,,,1
Akeem Judd,,,,,,2017,2,,,,,,,,,,2
Akeem Judd,,,,,,2017,3,,,,,,,,,,3
Akeem Judd,,,,,,2017,4,,,,,,,,,,4
Akeem Judd,,,,,,2017,5,,,,,,,,,,5
Akeem Judd,,,,,,2017,6,,,,,,,,,,6
Akeem Judd,,,,,,2017,7,,,,,,,,,,7
Akeem Judd,,,,,,2017,8,,,,,,,,,,8
Akeem Judd,,,,,,2017,9,,,,,,,,,,9
Akeem Judd,,,,,,2017,10,,,,,,,,,,10
Akeem Judd,,,,,,2017,11,,,,,,,,,,11
Akeem Judd,,,,,,2017,12,,,,,,,,,,12
Akeem Judd,,,,,,2017,13,,,,,,,,,,13
Akeem Judd,,,,,,2017,14,,,,,,,,,,14
Akeem Judd,,,,,,2017,15,,,,,,,,,,15
Akeem Judd,,,,,,2017,16,,,,,,,,,,16
Akiem Hicks,27.298,DL,CHI,2017-09-10,Sun,2017,1,1.0,Home,ATL,L 17-23,16.5,49.0,49.0,,,1
Akiem Hicks,27.305,DL,CHI,2017-09-17,Sun,2017,2,2.0,Away,TAM,L 7-29,3.75,49.0,49.0,,,2
Akiem Hicks,27.312,DL,CHI,2017-09-24,Sun,2017,3,3.0,Home,PIT,W 23-17,8.5,56.0,56.0,,,3
Akiem Hicks,27.316,DL,CHI,2017-09-28,Thu,2017,4,4.0,Away,GNB,L 14-35,1.5,45.0,45.0,,,4
Akiem Hicks,27.327,DL,CHI,2017-10-09,Mon,2017,5,5.0,Home,MIN,L 17-20,20.0,60.0,60.0,,,5
Akiem Hicks,27.333,DL,CHI,2017-10-15,Sun,2017,6,6.0,Away,BAL,W 27-24,10.5,64.0,64.0,,,6
Akiem Hicks,27.34,DL,CHI,2017-10-22,Sun,2017,7,7.0,Home,CAR,W 17-3,14.75,63.0,63.0,,,7
Akiem Hicks,27.347,DL,CHI,2017-10-29,Sun,2017,8,8.0,Away,NOR,L 12-20,9.0,59.0,59.0,,,8
Akiem Hicks,,,,,,2017,9,,,,,,,,,,9
Akiem Hicks,27.361,DL,CHI,2017-11-12,Sun,2017,10,9.0,Home,GNB,L 16-23,13.75,66.0,66.0,,,10
Akiem Hicks,28.003,DL,CHI,2017-11-19,Sun,2017,11,10.0,Home,DET,L 24-27,9.75,61.0,61.0,,,11
Alan Branch,32.252,DL,NWE,2017-09-07,Thu,2017,1,1.0,Home,KAN,L 27-42,3.0,42.0,42.0,,,1
Alan Branch,32.262,DL,NWE,2017-09-17,Sun,2017,2,2.0,Away,NOR,W 36-20,0.0,6.0,6.0,,,2
Alan Branch,32.269,DL,NWE,2017-09-24,Sun,2017,3,3.0,Home,HOU,W 36-33,0.0,21.0,21.0,,,3
Alan Branch,32.276,DL,NWE,2017-10-01,Sun,2017,4,4.0,Home,CAR,L 30-33,2.0,12.0,12.0,,,4
Albert Wilson,25.057,WR,KAN,2017-09-07,Thu,2017,1,1.0,Away,NWE,W 42-27,6.2,39.0,0.57,,,1
Albert Wilson,25.067,WR,KAN,2017-09-17,Sun,2017,2,2.0,Home,PHI,W 27-20,3.6,34.0,0.64,,,2
Albert Wilson,25.074,WR,KAN,2017-09-24,Sun,2017,3,3.0,Away,LAC,W 24-10,8.9,27.0,0.51,,,3
Albert Wilson,25.082,WR,KAN,2017-10-02,Mon,2017,4,4.0,Home,WAS,W 29-20,8.9,43.0,0.57,,,4
Albert Wilson,25.088,WR,KAN,2017-10-08,Sun,2017,5,5.0,Away,HOU,W 42-34,2.8,32.0,0.42,,,5
Albert Wilson,,,,,,2017,6,,,,,,,,,,6
Alec Ogletree,25.35,LB,LAR,2017-09-10,Sun,2017,1,1.0,Home,IND,W 46-9,6.75,41.0,41.0,,,1
Alec Ogletree,25.357,LB,LAR,2017-09-17,Sun,2017,2,2.0,Home,WAS,L 20-27,19.5,71.0,71.0,,,2
Alec Ogletree,25.361,LB,LAR,2017-09-21,Thu,2017,3,3.0,Away,SFO,W 41-39,13.5,79.0,79.0,,,3
Alec Ogletree,26.006,LB,LAR,2017-10-01,Sun,2017,4,4.0,Away,DAL,W 35-30,9.75,71.0,71.0,,,4
Alec Ogletree,26.013,LB,LAR,2017-10-08,Sun,2017,5,5.0,Home,SEA,L 10-16,11.25,68.0,68.0,,,5
Alec Ogletree,26.02,LB,LAR,2017-10-15,Sun,2017,6,6.0,Away,JAX,W 27-17,6.0,69.0,69.0,,,6
Alec Ogletree,26.027,LB,LAR,2017-10-22,Sun,2017,7,7.0,Home,ARI,W 33-0,5.25,45.0,45.0,,,7
Alec Ogletree,,,,,,2017,8,,,,,,,,,,8
Alec Ogletree,26.041,LB,LAR,2017-11-05,Sun,2017,9,8.0,Away,NYG,W 51-17,13.75,58.0,58.0,,,9
Alec Ogletree,26.048,LB,LAR,2017-11-12,Sun,2017,10,9.0,Home,HOU,W 33-7,9.75,63.0,63.0,,,10
Alec Ogletree,26.055,LB,LAR,2017-11-19,Sun,2017,11,10.0,Away,MIN,L 7-24,20.75,78.0,78.0,,,11
Alec Ogletree,26.062,LB,LAR,2017-11-26,Sun,2017,12,11.0,Home,NOR,W 26-20,10.5,57.0,57.0,,,12
Alec Ogletree,26.069,LB,LAR,2017-12-03,Sun,2017,13,12.0,Away,ARI,W 32-16,15.0,23.0,23.0,,,13
Alex Anzalone,22.354,LB,NOR,2017-09-11,Mon,2017,1,1.0,Away,MIN,L 19-29,5.25,48.0,48.0,,,1
Alex Anzalone,22.36,LB,NOR,2017-09-17,Sun,2017,2,2.0,Home,NWE,L 20-36,12.75,59.0,59.0,,,2
Alex Anzalone,23.002,LB,NOR,2017-09-24,Sun,2017,3,3.0,Away,CAR,W 34-13,8.25,48.0,48.0,,,3
