Player,Age,Pos,Team,Date,Day,Season,Week,G#,Away_Home,Opp,Result,Fntsy_Pts,Snaps,Snap %,Status,Injury,Healthy_Week
Jack Driscoll,,,,,,2020,1,,,,,,,,,,1
Jack Driscoll,,,,,,2020,2,,,,,,,,,,2
Jack Driscoll,,,,,,2020,3,,,,,,,,,,3
Jack Driscoll,23.186,OL,PHI,2020-10-04,Sun,2020,4,4.0,Away,SFO,W 25-20,0.0,,,,,4
Jack Driscoll,,,,,,2020,5,,,,,,,,,,5
Jack Driscoll,,,,,,2020,6,,,,,,,,,,6
Jacob Martin,24.274,LB,HOU,2020-09-10,Thu,2020,1,1.0,Away,KAN,L 20-34,8.25,18.0,0.26,,,1
Jacob Martin,24.284,LB,HOU,2020-09-20,Sun,2020,2,2.0,Home,BAL,L 16-33,3.0,24.0,0.37,,,2
Jacob Martin,,LB,HOU,2020-09-27,Sun,2020,3,3.0,Away,PIT,L 21-28,,26.0,0.33,,,3
Jacob Martin,24.298,LB,HOU,2020-10-04,Sun,2020,4,4.0,Home,MIN,L 23-31,2.25,29.0,0.44,,,4
Jacob Martin,24.305,LB,HOU,2020-10-11,Sun,2020,5,5.0,Home,JAX,W 30-14,11.75,35.0,0.47,,,5
Jacob Martin,24.312,LB,HOU,2020-10-18,Sun,2020,6,6.0,Away,TEN,L 36-42,5.5,24.0,0.32,,,6
Jacob Martin,,LB,HOU,2020-10-25,Sun,2020,7,7.0,Home,GNB,L 20-35,,21.0,0.34,,,7
Jacob Martin,,,,,,2020,8,,,,,,,,,,8
Jacob Phillips,21.165,LB,CLE,2020-09-13,Sun,2020,1,1.0,Away,BAL,L 6-38,2.25,14.0,0.24,,,1
Jadeveon Clowney,27.213,DL,TEN,2020-09-14,Mon,2020,1,1.0,Away,DEN,W 16-14,5.75,47.0,0.8,,,1
Jadeveon Clowney,27.219,DL,TEN,2020-09-20,Sun,2020,2,2.0,Home,JAX,W 33-30,3.0,62.0,0.82,,,2
Jadeveon Clowney,27.226,DL,TEN,2020-09-27,Sun,2020,3,3.0,Away,MIN,W 31-30,5.75,55.0,0.83,,,3
Jadeveon Clowney,,,,,,2020,4,,,,,,,,,,4
Jadeveon Clowney,27.242,DL,TEN,2020-10-13,Tue,2020,5,4.0,Home,BUF,W 42-16,4.5,54.0,0.75,,,5
Jadeveon Clowney,27.247,DL,TEN,2020-10-18,Sun,2020,6,5.0,Home,HOU,W 42-36,4.25,53.0,0.74,,,6
Jadeveon Clowney,27.254,DL,TEN,2020-10-25,Sun,2020,7,6.0,Home,PIT,L 24-27,10.75,58.0,0.73,,,7
Jadeveon Clowney,27.261,DL,TEN,2020-11-01,Sun,2020,8,7.0,Away,CIN,L 20-31,1.5,45.0,0.61,,,8
Jahleel Addae,,,,,,2020,1,,,,,,,,,,1
Jahleel Addae,,,,,,2020,2,,,,,,,,,,2
Jahleel Addae,,,,,,2020,3,,,,,,,,,,3
Jahleel Addae,,,,,,2020,4,,,,,,,,,,4
Jahleel Addae,,,,,,2020,5,,,,,,,,,,5
Jahleel Addae,,,,,,2020,6,,,,,,,,,,6
Jahleel Addae,,DB,LAC,2020-10-25,Sun,2020,7,6.0,Home,JAX,W 39-29,,13.0,0.2,,,7
Jahleel Addae,30.282,DB,LAC,2020-11-01,Sun,2020,8,7.0,Away,DEN,L 30-31,3.75,27.0,0.42,,,8
Jaire Alexander,23.217,DB,GNB,2020-09-13,Sun,2020,1,1.0,Away,MIN,W 43-34,30.25,49.0,0.94,,,1
Jaire Alexander,23.224,DB,GNB,2020-09-20,Sun,2020,2,2.0,Home,DET,W 42-21,6.0,53.0,0.88,,,2
Jaire Alexander,23.231,DB,GNB,2020-09-27,Sun,2020,3,3.0,Away,NOR,W 37-30,8.0,61.0,1.0,,,3
Jake Butt,25.065,TE,DEN,2020-09-14,Mon,2020,1,1.0,Home,TEN,L 14-16,0.5,16.0,0.27,,,1
Jake Butt,25.071,TE,DEN,2020-09-20,Sun,2020,2,2.0,Away,PIT,L 21-26,1.5,7.0,0.09,,,2
Jake Butt,25.078,TE,DEN,2020-09-27,Sun,2020,3,3.0,Home,TAM,L 10-28,1.0,18.0,0.29,,,3
Jake Butt,25.082,TE,DEN,2020-10-01,Thu,2020,4,4.0,Away,NYJ,W 37-28,0.0,34.0,0.49,,,4
Jake Butt,,,,,,2020,5,,,,,,,,,,5
Jake Butt,,TE,DEN,2020-10-18,Sun,2020,6,5.0,Away,NWE,W 18-12,,39.0,0.6,,,6
Jake Fromm,,,,,,2020,1,,,,,,,,,,1
Jake Fromm,,,,,,2020,2,,,,,,,,,,2
Jake Fromm,,,,,,2020,3,,,,,,,,,,3
Jake Fromm,,,,,,2020,4,,,,,,,,,,4
Jake Matthews,,,,,,2020,1,,,,,,,,,,1
Jake Rodgers,,,,,,2020,1,,,,,,,,,,1
Jake Rodgers,,,,,,2020,2,,,,,,,,,,2
Jake Rodgers,,,,,,2020,3,,,,,,,,,,3
Jake Rodgers,,,,,,2020,4,,,,,,,,,,4
Jake Rodgers,,,,,,2020,5,,,,,,,,,,5
Jake Rodgers,,,,,,2020,6,,,,,,,,,,6
Jake Rodgers,,,,,,2020,7,,,,,,,,,,7
Jake Rodgers,,,,,,2020,8,,,,,,,,,,8
Jake Rodgers,,,,,,2020,9,,,,,,,,,,9
Jakeem Grant,27.319,WR,MIA,2020-09-13,Sun,2020,1,1.0,Away,NWE,L 11-21,4.0,33.0,0.53,,,1
Jakeem Grant,27.326,WR,MIA,2020-09-20,Sun,2020,2,2.0,Home,BUF,L 28-31,0.7,10.0,0.13,,,2
Jakeem Grant,27.33,WR,MIA,2020-09-24,Thu,2020,3,3.0,Away,JAX,W 31-13,5.300000000000001,8.0,0.13,,,3
Jakeem Grant,27.34,WR,MIA,2020-10-04,Sun,2020,4,4.0,Home,SEA,L 23-31,5.1,29.0,0.41,,,4
Jakob Johnson,,RB,NWE,2020-09-13,Sun,2020,1,1.0,Home,MIA,W 21-11,,21.0,0.32,,,1
Jakob Johnson,25.28,RB,NWE,2020-09-20,Sun,2020,2,2.0,Away,SEA,L 30-35,6.6,17.0,0.24,,,2
Jakob Johnson,25.287,RB,NWE,2020-09-27,Sun,2020,3,3.0,Home,LVR,W 36-20,1.1,18.0,0.26,,,3
Jakob Johnson,,,,,,2020,4,,,,,,,,,,4
Jakob Johnson,,,,,,2020,5,,,,,,,,,,5
Jakob Johnson,,RB,NWE,2020-10-18,Sun,2020,6,5.0,Home,DEN,L 12-18,,11.0,0.19,,,6
Jakob Johnson,25.315,RB,NWE,2020-10-25,Sun,2020,7,6.0,Home,SFO,L 6-33,0.6,21.0,0.4,,,7
Jakob Johnson,,RB,NWE,2020-11-01,Sun,2020,8,7.0,Away,BUF,L 21-24,,16.0,0.25,,,8
Jakob Johnson,25.33,RB,NWE,2020-11-09,Mon,2020,9,8.0,Away,NYJ,W 30-27,1.6,45.0,0.56,,,9
Jakob Johnson,25.336,RB,NWE,2020-11-15,Sun,2020,10,9.0,Home,BAL,W 23-17,3.0,37.0,0.64,,,10
Jakob Johnson,,RB,NWE,2020-11-22,Sun,2020,11,10.0,Away,HOU,L 20-27,,19.0,0.28,,,11
Jakob Johnson,,RB,NWE,2020-11-29,Sun,2020,12,11.0,Home,ARI,W 20-17,,34.0,0.64,,,12
Jalen Mills,26.16,DB,PHI,2020-09-13,Sun,2020,1,1.0,Away,WAS,L 17-27,6.75,64.0,0.91,,,1
Jalen Mills,26.167,DB,PHI,2020-09-20,Sun,2020,2,2.0,Home,LAR,L 19-37,9.75,69.0,0.99,,,2
Jalen Mills,26.174,DB,PHI,2020-09-27,Sun,2020,3,3.0,Home,CIN,T 23-23,14.0,71.0,0.99,,,3
Jalen Mills,26.181,DB,PHI,2020-10-04,Sun,2020,4,4.0,Away,SFO,W 25-20,4.5,73.0,0.99,,,4
Jalen Mills,26.188,DB,PHI,2020-10-11,Sun,2020,5,5.0,Away,PIT,L 29-38,9.0,74.0,0.96,,,5
Jalen Mills,26.195,DB,PHI,2020-10-18,Sun,2020,6,6.0,Home,BAL,L 28-30,9.25,62.0,0.81,,,6
Jalen Mills,26.199,DB,PHI,2020-10-22,Thu,2020,7,7.0,Home,NYG,W 22-21,12.75,59.0,0.95,,,7
Jalen Mills,26.209,DB,PHI,2020-11-01,Sun,2020,8,8.0,Home,DAL,W 23-9,9.0,79.0,0.99,,,8
Jalen Mills,,,,,,2020,9,,,,,,,,,,9
Jalen Mills,26.223,DB,PHI,2020-11-15,Sun,2020,10,9.0,Away,NYG,L 17-27,6.75,69.0,0.97,,,10
Jalen Mills,26.23,DB,PHI,2020-11-22,Sun,2020,11,10.0,Away,CLE,L 17-22,7.5,64.0,0.96,,,11
Jalen Mills,26.238,DB,PHI,2020-11-30,Mon,2020,12,11.0,Home,SEA,L 17-23,13.0,67.0,1.0,,,12
Jalen Mills,26.244,DB,PHI,2020-12-06,Sun,2020,13,12.0,Away,GNB,L 16-30,6.75,61.0,1.0,,,13
Jalen Mills,26.251,DB,PHI,2020-12-13,Sun,2020,14,13.0,Home,NOR,W 24-21,3.0,63.0,1.0,,,14
Jalen Mills,26.258,DB,PHI,2020-12-20,Sun,2020,15,14.0,Away,ARI,L 26-33,7.5,68.0,1.0,,,15
Jalen Mills,26.265,DB,PHI,2020-12-27,Sun,2020,16,15.0,Away,DAL,L 17-37,8.75,70.0,1.0,,,16
Jalen Reagor,21.255,WR,PHI,2020-09-13,Sun,2020,1,1.0,Away,WAS,L 17-27,6.0,40.0,0.59,,,1
Jalen Reagor,21.262,WR,PHI,2020-09-20,Sun,2020,2,2.0,Home,LAR,L 19-37,6.1000000000000005,60.0,0.85,,,2
Jalen Reeves-Maybin,,,,,,2020,1,,,,,,,,,,1
Jalen Reeves-Maybin,,,,,,2020,2,,,,,,,,,,2
Jalen Reeves-Maybin,25.24,LB,DET,2020-09-27,Sun,2020,3,3.0,Away,ARI,W 26-23,1.5,,,,,3
Jalen Reeves-Maybin,25.247,LB,DET,2020-10-04,Sun,2020,4,4.0,Home,NOR,L 29-35,1.5,1.0,0.01,,,4
Jalen Reeves-Maybin,,,,,,2020,5,,,,,,,,,,5
Jalen Reeves-Maybin,25.261,LB,DET,2020-10-18,Sun,2020,6,5.0,Away,JAX,W 34-16,0.75,,,,,6
Jalen Reeves-Maybin,25.268,LB,DET,2020-10-25,Sun,2020,7,6.0,Away,ATL,W 23-22,1.5,6.0,0.08,,,7
Jalen Richard,26.334,RB,LVR,2020-09-13,Sun,2020,1,1.0,Away,CAR,W 34-30,2.0,7.0,0.11,,,1
Jalen Richard,26.342,RB,LVR,2020-09-21,Mon,2020,2,2.0,Home,NOR,W 34-24,8.6,17.0,0.21,,,2
Jalen Richard,26.348,RB,LVR,2020-09-27,Sun,2020,3,3.0,Away,NWE,L 20-36,3.7,20.0,0.34,,,3
Jalen Richard,26.355,RB,LVR,2020-10-04,Sun,2020,4,4.0,Home,BUF,L 23-30,2.6,16.0,0.22,,,4
Jalen Richard,26.362,RB,LVR,2020-10-11,Sun,2020,5,5.0,Away,KAN,W 40-32,5.0,14.0,0.2,,,5
Jalen Richard,,,,,,2020,6,,,,,,,,,,6
Jalen Richard,27.01,RB,LVR,2020-10-25,Sun,2020,7,6.0,Home,TAM,L 20-45,2.4000000000000004,19.0,0.29,,,7
Jalen Richard,27.017,RB,LVR,2020-11-01,Sun,2020,8,7.0,Away,CLE,W 16-6,2.3000000000000003,14.0,0.19,,,8
Jalen Richard,27.024,RB,LVR,2020-11-08,Sun,2020,9,8.0,Away,LAC,W 31-26,2.7,9.0,0.18,,,9
Jalen Richard,27.031,RB,LVR,2020-11-15,Sun,2020,10,9.0,Home,DEN,W 37-12,0.0,3.0,0.04,,,10
Jalen Thompson,22.057,DB,ARI,2020-09-13,Sun,2020,1,1.0,Away,SFO,W 24-20,1.5,2.0,0.03,,,1
Jalin Moore,,,,,,2020,1,,,,,,,,,,1
Jalin Moore,,,,,,2020,2,,,,,,,,,,2
Jalin Moore,,,,,,2020,3,,,,,,,,,,3
Jalyn Holmes,24.232,DL,MIN,2020-09-13,Sun,2020,1,1.0,Home,GNB,L 34-43,5.0,30.0,0.38,,,1
Jalyn Holmes,24.239,DL,MIN,2020-09-20,Sun,2020,2,2.0,Away,IND,L 11-28,9.5,43.0,0.58,,,2
Jalyn Holmes,24.246,DL,MIN,2020-09-27,Sun,2020,3,3.0,Home,TEN,L 30-31,2.25,34.0,0.45,,,3
Jalyn Holmes,24.253,DL,MIN,2020-10-04,Sun,2020,4,4.0,Away,HOU,W 31-23,1.5,43.0,0.66,,,4
Jalyn Holmes,24.26,DL,MIN,2020-10-11,Sun,2020,5,5.0,Away,SEA,L 26-27,1.5,31.0,0.56,,,5
Jalyn Holmes,24.267,DL,MIN,2020-10-18,Sun,2020,6,6.0,Home,ATL,L 23-40,4.5,45.0,0.55,,,6
Jalyn Holmes,,,,,,2020,7,,,,,,,,,,7
Jalyn Holmes,24.281,DL,MIN,2020-11-01,Sun,2020,8,7.0,Away,GNB,W 28-22,3.75,61.0,0.82,,,8
Jalyn Holmes,24.288,DL,MIN,2020-11-08,Sun,2020,9,8.0,Home,DET,W 34-20,3.75,53.0,0.71,,,9
Jalyn Holmes,24.296,DL,MIN,2020-11-16,Mon,2020,10,9.0,Away,CHI,W 19-13,1.5,39.0,0.76,,,10
Jalyn Holmes,24.302,DL,MIN,2020-11-22,Sun,2020,11,10.0,Home,DAL,L 28-31,6.75,50.0,0.76,,,11
Jalyn Holmes,24.309,DL,MIN,2020-11-29,Sun,2020,12,11.0,Home,CAR,W 28-27,3.75,53.0,0.82,,,12
Jalyn Holmes,24.316,DL,MIN,2020-12-06,Sun,2020,13,12.0,Home,JAX,W 27-24,0.0,62.0,0.87,,,13
Jalyn Holmes,24.323,DL,MIN,2020-12-13,Sun,2020,14,13.0,Away,TAM,L 14-26,1.5,29.0,0.57,,,14
Jalyn Holmes,24.33,DL,MIN,2020-12-20,Sun,2020,15,14.0,Home,CHI,L 27-33,0.75,44.0,0.69,,,15
Jamaal Williams,25.163,RB,GNB,2020-09-13,Sun,2020,1,1.0,Away,MIN,W 43-34,6.199999999999999,30.0,0.38,,,1
Jamaal Williams,25.17,RB,GNB,2020-09-20,Sun,2020,2,2.0,Home,DET,W 42-21,8.3,31.0,0.42,,,2
Jamaal Williams,25.177,RB,GNB,2020-09-27,Sun,2020,3,3.0,Away,NOR,W 37-30,2.2,19.0,0.31,,,3
Jamaal Williams,25.185,RB,GNB,2020-10-05,Mon,2020,4,4.0,Home,ATL,W 30-16,14.5,36.0,0.57,,,4
Jamaal Williams,,,,,,2020,5,,,,,,,,,,5
Jamaal Williams,25.198,RB,GNB,2020-10-18,Sun,2020,6,5.0,Away,TAM,L 10-38,6.4,32.0,0.51,,,6
Jamaal Williams,25.205,RB,GNB,2020-10-25,Sun,2020,7,6.0,Away,HOU,W 35-20,19.4,55.0,0.89,,,7
Jamaal Williams,25.212,RB,GNB,2020-11-01,Sun,2020,8,7.0,Home,MIN,L 22-28,15.2,63.0,0.85,,,8
Jamal Adams,24.332,DB,SEA,2020-09-13,Sun,2020,1,1.0,Away,ATL,W 38-25,23.0,79.0,0.99,,,1
Jamal Adams,24.339,DB,SEA,2020-09-20,Sun,2020,2,2.0,Home,NWE,W 35-30,17.25,71.0,0.99,,,2
Jamal Adams,24.346,DB,SEA,2020-09-27,Sun,2020,3,3.0,Home,DAL,W 38-31,3.0,53.0,0.63,,,3
Jamal Agnew,25.163,WR,DET,2020-09-13,Sun,2020,1,1.0,Home,CHI,L 23-27,0.0,15.0,0.19,,,1
Jamal Agnew,25.17,WR,DET,2020-09-20,Sun,2020,2,2.0,Away,GNB,L 21-42,0.5,9.0,0.15,,,2
Jamal Agnew,25.177,WR,DET,2020-09-27,Sun,2020,3,3.0,Away,ARI,W 26-23,3.2,14.0,0.21,,,3
Jamal Agnew,25.184,WR,DET,2020-10-04,Sun,2020,4,4.0,Home,NOR,L 29-35,0.7999999999999999,11.0,0.18,,,4
Jamal Agnew,,,,,,2020,5,,,,,,,,,,5
Jamal Agnew,25.198,WR,DET,2020-10-18,Sun,2020,6,5.0,Away,JAX,W 34-16,2.7,12.0,0.27,,,6
Jamal Agnew,25.205,WR,DET,2020-10-25,Sun,2020,7,6.0,Away,ATL,W 23-22,0.0,12.0,0.19,,,7
Jamal Agnew,25.212,WR,DET,2020-11-01,Sun,2020,8,7.0,Home,IND,L 21-41,5.1,7.0,0.11,,,8
Jamal Perry,25.326,DB,MIA,2020-09-13,Sun,2020,1,1.0,Away,NWE,L 11-21,5.25,32.0,0.49,,,1
Jamal Perry,25.333,DB,MIA,2020-09-20,Sun,2020,2,2.0,Home,BUF,L 28-31,1.5,5.0,0.08,,,2
Jamal Perry,25.337,DB,MIA,2020-09-24,Thu,2020,3,3.0,Away,JAX,W 31-13,6.75,41.0,0.62,,,3
Jamal Perry,25.347,DB,MIA,2020-10-04,Sun,2020,4,4.0,Home,SEA,L 23-31,7.5,23.0,0.36,,,4
Jamal Perry,,DB,MIA,2020-10-11,Sun,2020,5,5.0,Away,SFO,W 43-17,,13.0,0.2,,,5
Jamal Perry,25.361,DB,MIA,2020-10-18,Sun,2020,6,6.0,Home,NYJ,W 24-0,0.75,1.0,0.01,,,6
Jamal Perry,,,,,,2020,7,,,,,,,,,,7
Jamar Taylor,,,,,,2020,1,,,,,,,,,,1
Jamar Taylor,,,,,,2020,2,,,,,,,,,,2
Jamar Taylor,,,,,,2020,3,,,,,,,,,,3
Jamar Taylor,30.005,DB,SFO,2020-10-04,Sun,2020,4,4.0,Home,PHI,L 20-25,7.5,10.0,0.16,,,4
Jamar Taylor,30.012,DB,SFO,2020-10-11,Sun,2020,5,5.0,Home,MIA,L 17-43,6.5,33.0,0.49,,,5
Jamar Taylor,30.019,DB,SFO,2020-10-18,Sun,2020,6,6.0,Home,LAR,W 24-16,6.0,45.0,0.75,,,6
Jamar Taylor,30.026,DB,SFO,2020-10-25,Sun,2020,7,7.0,Away,NWE,W 33-6,19.5,30.0,0.58,,,7
Jamar Taylor,,,,,,2020,8,,,,,,,,,,8
Jamar Taylor,30.037,DB,SFO,2020-11-05,Thu,2020,9,9.0,Home,GNB,L 17-34,6.75,31.0,0.47,,,9
Jamar Taylor,30.047,DB,SFO,2020-11-15,Sun,2020,10,10.0,Away,NOR,L 13-27,6.0,29.0,0.49,,,10
Jamar Taylor,,,,,,2020,11,,,,,,,,,,11
Jameis Winston,,,,,,2020,1,,,,,,,,,,1
Jameis Winston,,,,,,2020,2,,,,,,,,,,2
Jameis Winston,,,,,,2020,3,,,,,,,,,,3
Jameis Winston,,,,,,2020,4,,,,,,,,,,4
Jameis Winston,,,,,,2020,5,,,,,,,,,,5
Jameis Winston,,,,,,2020,6,,,,,,,,,,6
Jameis Winston,,,,,,2020,7,,,,,,,,,,7
Jameis Winston,,,,,,2020,8,,,,,,,,,,8
Jameis Winston,26.307,QB,NOR,2020-11-08,Sun,2020,9,8.0,Away,TAM,W 38-3,0.1799999999999999,10.0,0.14,,,9
Jameis Winston,26.314,QB,NOR,2020-11-15,Sun,2020,10,9.0,Home,SFO,W 27-13,2.32,34.0,0.58,,,10
Jameis Winston,,,,,,2020,11,,,,,,,,,,11
Jameis Winston,,QB,NOR,2020-11-29,Sun,2020,12,11.0,Away,DEN,W 31-3,,3.0,0.05,,,12
Jameis Winston,,,,,,2020,13,,,,,,,,,,13
Jameis Winston,,,,,,2020,14,,,,,,,,,,14
Jameis Winston,,,,,,2020,15,,,,,,,,,,15
Jamel Dean,23.334,DB,TAM,2020-09-13,Sun,2020,1,1.0,Away,NOR,L 23-34,10.5,35.0,0.51,,,1
Jamel Dean,23.341,DB,TAM,2020-09-20,Sun,2020,2,2.0,Home,CAR,W 31-17,9.75,54.0,0.74,,,2
Jamel Dean,23.348,DB,TAM,2020-09-27,Sun,2020,3,3.0,Away,DEN,W 28-10,10.5,55.0,0.87,,,3
Jamel Dean,23.355,DB,TAM,2020-10-04,Sun,2020,4,4.0,Home,LAC,W 38-31,3.0,33.0,0.62,,,4
Jamel Dean,23.359,DB,TAM,2020-10-08,Thu,2020,5,5.0,Away,CHI,L 19-20,9.75,39.0,0.62,,,5
Jamel Dean,24.003,DB,TAM,2020-10-18,Sun,2020,6,6.0,Home,GNB,W 38-10,15.75,45.0,0.71,,,6
Jamel Dean,24.01,DB,TAM,2020-10-25,Sun,2020,7,7.0,Away,LVR,W 45-20,6.0,40.0,0.62,,,7
Jamel Dean,24.018,DB,TAM,2020-11-02,Mon,2020,8,8.0,Away,NYG,W 25-23,9.75,74.0,0.99,,,8
Jamel Dean,24.024,DB,TAM,2020-11-08,Sun,2020,9,9.0,Home,NOR,L 3-38,2.25,71.0,0.97,,,9
Jamel Dean,24.031,DB,TAM,2020-11-15,Sun,2020,10,10.0,Away,CAR,W 46-23,5.25,48.0,1.0,,,10
Jamel Dean,24.039,DB,TAM,2020-11-23,Mon,2020,11,11.0,Home,LAR,L 24-27,5.25,38.0,0.53,,,11
James Bradberry,27.041,DB,NYG,2020-09-14,Mon,2020,1,1.0,Home,PIT,L 16-26,14.5,64.0,0.98,,,1
James Bradberry,27.047,DB,NYG,2020-09-20,Sun,2020,2,2.0,Away,CHI,L 13-17,16.5,65.0,1.0,,,2
James Bradberry,27.054,DB,NYG,2020-09-27,Sun,2020,3,3.0,Home,SFO,L 9-36,8.25,79.0,1.0,,,3
James Bradberry,27.061,DB,NYG,2020-10-04,Sun,2020,4,4.0,Away,LAR,L 9-17,9.25,57.0,1.0,,,4
James Bradberry,27.068,DB,NYG,2020-10-11,Sun,2020,5,5.0,Away,DAL,L 34-37,2.25,64.0,0.96,,,5
James Bradberry,27.075,DB,NYG,2020-10-18,Sun,2020,6,6.0,Home,WAS,W 20-19,10.5,73.0,1.0,,,6
James Bradberry,27.079,DB,NYG,2020-10-22,Thu,2020,7,7.0,Away,PHI,L 21-22,15.0,80.0,1.0,,,7
James Bradberry,27.09,DB,NYG,2020-11-02,Mon,2020,8,8.0,Home,TAM,L 23-25,5.25,70.0,0.99,,,8
James Bradberry,,DB,NYG,2020-11-08,Sun,2020,9,9.0,Away,WAS,W 23-20,,54.0,1.0,,,9
James Bradberry,27.103,DB,NYG,2020-11-15,Sun,2020,10,10.0,Home,PHI,W 27-17,9.0,67.0,1.0,,,10
James Bradberry,,,,,,2020,11,,,,,,,,,,11
James Bradberry,27.117,DB,NYG,2020-11-29,Sun,2020,12,11.0,Away,CIN,W 19-17,3.0,49.0,1.0,,,12
James Bradberry,27.124,DB,NYG,2020-12-06,Sun,2020,13,12.0,Away,SEA,W 17-12,14.5,72.0,1.0,,,13
James Bradberry,27.131,DB,NYG,2020-12-13,Sun,2020,14,13.0,Home,ARI,L 7-26,12.0,79.0,1.0,,,14
James Burgess,,,,,,2020,1,,,,,,,,,,1
James Burgess,,,,,,2020,2,,,,,,,,,,2
James Burgess,,,,,,2020,3,,,,,,,,,,3
James Burgess,,,,,,2020,4,,,,,,,,,,4
James Burgess,,,,,,2020,5,,,,,,,,,,5
James Burgess,,,,,,2020,6,,,,,,,,,,6
James Burgess,,,,,,2020,7,,,,,,,,,,7
James Burgess,26.237,LB,GNB,2020-11-01,Sun,2020,8,7.0,Home,MIN,L 22-28,1.5,,,,,8
James Burgess,,,,,,2020,9,,,,,,,,,,9
James Burgess,26.251,LB,GNB,2020-11-15,Sun,2020,10,9.0,Home,JAX,W 24-20,3.0,,,,,10
James Burgess,,,,,,2020,11,,,,,,,,,,11
James Carpenter,,,,,,2020,1,,,,,,,,,,1
James Carpenter,,,,,,2020,2,,,,,,,,,,2
James Carpenter,,,,,,2020,3,,,,,,,,,,3
James Carpenter,,,,,,2020,4,,,,,,,,,,4
James Carpenter,,,,,,2020,5,,,,,,,,,,5
James Carpenter,,,,,,2020,6,,,,,,,,,,6
James Carpenter,31.217,OL,ATL,2020-10-25,Sun,2020,7,7.0,Home,DET,L 22-23,0.0,,,,,7
James Carpenter,,,,,,2020,8,,,,,,,,,,8
James Carpenter,,,,,,2020,9,,,,,,,,,,9
James Carpenter,,,,,,2020,10,,,,,,,,,,10
James Carpenter,,,,,,2020,11,,,,,,,,,,11
James Carpenter,,,,,,2020,12,,,,,,,,,,12
James Conner,25.132,RB,PIT,2020-09-14,Mon,2020,1,1.0,Away,NYG,W 26-16,6.7,15.0,0.23,,,1
James Conner,25.138,RB,PIT,2020-09-20,Sun,2020,2,2.0,Home,DEN,W 26-21,19.1,50.0,0.76,,,2
James Conner,25.145,RB,PIT,2020-09-27,Sun,2020,3,3.0,Home,HOU,W 28-21,22.9,53.0,0.66,,,3
James Conner,,,,,,2020,4,,,,,,,,,,4
James Conner,25.159,RB,PIT,2020-10-11,Sun,2020,5,4.0,Home,PHI,W 38-29,13.8,47.0,0.61,,,5
James Conner,25.166,RB,PIT,2020-10-18,Sun,2020,6,5.0,Home,CLE,W 38-7,16.700000000000003,44.0,0.68,,,6
James Conner,25.173,RB,PIT,2020-10-25,Sun,2020,7,6.0,Away,TEN,W 27-24,16.6,66.0,0.84,,,7
James Conner,25.18,RB,PIT,2020-11-01,Sun,2020,8,7.0,Away,BAL,W 28-24,13.5,31.0,0.57,,,8
James Conner,25.187,RB,PIT,2020-11-08,Sun,2020,9,8.0,Away,DAL,W 24-19,3.0,32.0,0.46,,,9
James Conner,25.194,RB,PIT,2020-11-15,Sun,2020,10,9.0,Home,CIN,W 36-10,5.8,64.0,0.88,,,10
James Conner,25.201,RB,PIT,2020-11-22,Sun,2020,11,10.0,Away,JAX,W 27-3,11.4,52.0,0.69,,,11
James Daniels,,,,,,2020,1,,,,,,,,,,1
James Daniels,,,,,,2020,2,,,,,,,,,,2
James Daniels,,,,,,2020,3,,,,,,,,,,3
James Daniels,,,,,,2020,4,,,,,,,,,,4
James Daniels,,,,,,2020,5,,,,,,,,,,5
James Ferentz,,,,,,2020,1,,,,,,,,,,1
James Ferentz,,,,,,2020,2,,,,,,,,,,2
James Ferentz,,,,,,2020,3,,,,,,,,,,3
James Ferentz,,,,,,2020,4,,,,,,,,,,4
James Ferentz,,,,,,2020,5,,,,,,,,,,5
James O'Shaughnessy,28.243,TE,JAX,2020-09-13,Sun,2020,1,1.0,Home,IND,W 27-20,0.5,21.0,0.42,,,1
James O'Shaughnessy,28.25,TE,JAX,2020-09-20,Sun,2020,2,2.0,Away,TEN,L 30-33,6.0,35.0,0.46,,,2
James O'Shaughnessy,28.254,TE,JAX,2020-09-24,Thu,2020,3,3.0,Home,MIA,L 13-31,4.4,27.0,0.41,,,3
James O'Shaughnessy,28.264,TE,JAX,2020-10-04,Sun,2020,4,4.0,Away,CIN,L 25-33,3.1,35.0,0.51,,,4
James O'Shaughnessy,28.271,TE,JAX,2020-10-11,Sun,2020,5,5.0,Away,HOU,L 14-30,3.5,33.0,0.44,,,5
James O'Shaughnessy,28.278,TE,JAX,2020-10-18,Sun,2020,6,6.0,Home,DET,L 16-34,0.0,26.0,0.76,,,6
James O'Shaughnessy,28.285,TE,JAX,2020-10-25,Sun,2020,7,7.0,Away,LAC,L 29-39,4.7,44.0,0.69,,,7
James O'Shaughnessy,,,,,,2020,8,,,,,,,,,,8
James O'Shaughnessy,28.299,TE,JAX,2020-11-08,Sun,2020,9,8.0,Home,HOU,L 25-27,1.4,33.0,0.48,,,9
James O'Shaughnessy,28.306,TE,JAX,2020-11-15,Sun,2020,10,9.0,Away,GNB,L 20-24,0.0,25.0,0.39,,,10
James Proche,23.358,WR,BAL,2020-09-13,Sun,2020,1,1.0,Home,CLE,W 38-6,0.0,5.0,0.08,,,1
James Proche,23.365,WR,BAL,2020-09-20,Sun,2020,2,2.0,Away,HOU,W 33-16,0.0,,,,,2
