Player,Age,Pos,Team,Date,Day,Season,Week,G#,Away_Home,Opp,Result,Fntsy_Pts,Snaps,Snap %,Status,Injury
Johnathan Joseph,33.259,CB,HOU,2017-12-31,Sun,2017,17,16.0,Away,IND,L 13-22,2.25,47.0,47.0,,
Johnny Holton,27.096,WR,OAK,2017-11-26,Sun,2017,12,11.0,Home,DEN,W 21-14,6.300000000000001,46.0,0.68,Questionable,Concussion
Johnny Holton,27.103,WR,OAK,2017-12-03,Sun,2017,13,12.0,Home,NYG,W 24-17,9.4,51.0,0.78,,
Johnny Holton,27.11,WR,OAK,2017-12-10,Sun,2017,14,13.0,Away,KAN,L 15-26,0.7999999999999998,28.0,0.46,,
Johnny Holton,27.117,WR,OAK,2017-12-17,Sun,2017,15,14.0,Home,DAL,L 17-20,0.0,12.0,0.18,,
Johnny Holton,27.125,WR,OAK,2017-12-25,Mon,2017,16,15.0,Away,PHI,L 10-19,2.25,11.0,0.16,,
Johnny Holton,27.131,WR,OAK,2017-12-31,Sun,2017,17,16.0,Away,LAC,L 10-30,0.0,12.0,0.22,,
Johnson Bademosi,27.091,CB,NWE,2017-10-22,Sun,2017,7,7.0,Home,ATL,W 23-7,12.0,55.0,55.0,Questionable,Abdomen
Johnson Bademosi,27.098,CB,NWE,2017-10-29,Sun,2017,8,8.0,Home,LAC,W 21-13,6.75,56.0,56.0,,
Johnson Bademosi,27.112,CB,NWE,2017-11-12,Sun,2017,10,9.0,Away,DEN,W 41-16,0.0,,,,
Johnson Bademosi,27.119,CB,NWE,2017-11-19,Sun,2017,11,10.0,Away,OAK,W 33-8,1.5,18.0,18.0,,
Johnson Bademosi,27.126,CB,NWE,2017-11-26,Sun,2017,12,11.0,Home,MIA,W 35-17,1.5,,,,
Johnson Bademosi,27.133,CB,NWE,2017-12-03,Sun,2017,13,12.0,Away,BUF,W 23-3,0.0,,,,
Johnson Bademosi,27.141,CB,NWE,2017-12-11,Mon,2017,14,13.0,Away,MIA,L 20-27,3.0,,,,
Johnson Bademosi,27.147,CB,NWE,2017-12-17,Sun,2017,15,14.0,Away,PIT,W 27-24,1.5,,,,
Johnson Bademosi,27.154,CB,NWE,2017-12-24,Sun,2017,16,15.0,Home,BUF,W 37-16,0.0,,,,
Johnson Bademosi,27.161,CB,NWE,2017-12-31,Sun,2017,17,16.0,Home,NYJ,W 26-6,3.0,12.0,12.0,,
Jon Dorenbos,,,NOR,2017-09-11,Mon,2017,1,1.0,Away,MIN,L 19-29,,,,Injured Reserve,Heart
Jon Dorenbos,,,NOR,2017-09-17,Sun,2017,2,2.0,Home,NWE,L 20-36,,,,Injured Reserve,Heart
Jon Dorenbos,,,NOR,2017-09-24,Sun,2017,3,3.0,Away,CAR,W 34-13,,,,Injured Reserve,Heart
Jon Dorenbos,,,NOR,2017-10-01,Sun,2017,4,4.0,Away,MIA,W 20-0,,,,Injured Reserve,Heart
Jon Dorenbos,,,NOR,2017-10-15,Sun,2017,6,5.0,Home,DET,W 52-38,,,,Injured Reserve,Heart
Jon Dorenbos,,,NOR,2017-10-22,Sun,2017,7,6.0,Away,GNB,W 26-17,,,,Injured Reserve,Heart
Jon Dorenbos,,,NOR,2017-10-29,Sun,2017,8,7.0,Home,CHI,W 20-12,,,,Injured Reserve,Heart
Jon Dorenbos,,,NOR,2017-11-05,Sun,2017,9,8.0,Home,TAM,W 30-10,,,,Injured Reserve,Heart
Jon Dorenbos,,,NOR,2017-11-12,Sun,2017,10,9.0,Away,BUF,W 47-10,,,,Injured Reserve,Heart
Jon Dorenbos,,,NOR,2017-11-19,Sun,2017,11,10.0,Home,WAS,W 34-31,,,,Injured Reserve,Heart
Jon Dorenbos,,,NOR,2017-11-26,Sun,2017,12,11.0,Away,LAR,L 20-26,,,,Injured Reserve,Heart
Jon Dorenbos,,,NOR,2017-12-03,Sun,2017,13,12.0,Home,CAR,W 31-21,,,,Injured Reserve,Heart
Jon Dorenbos,,,NOR,2017-12-07,Thu,2017,14,13.0,Away,ATL,L 17-20,,,,Injured Reserve,Heart
Jon Dorenbos,,,NOR,2017-12-17,Sun,2017,15,14.0,Home,NYJ,W 31-19,,,,Injured Reserve,Heart
Jon Dorenbos,,,NOR,2017-12-24,Sun,2017,16,15.0,Home,ATL,W 23-13,,,,Injured Reserve,Heart
Jon Dorenbos,,,NOR,2017-12-31,Sun,2017,17,16.0,Away,TAM,L 24-31,,,,Injured Reserve,Heart
Jon Feliciano,,,OAK,2017-12-10,Sun,2017,14,13.0,Away,KAN,L 15-26,,,,Out,Concussion
Jon Feliciano,25.31,G,OAK,2017-12-17,Sun,2017,15,14.0,Home,DAL,L 17-20,0.0,,,Questionable,Concussion
Jon Feliciano,,,OAK,2017-12-25,Mon,2017,16,15.0,Away,PHI,L 10-19,,,,Injured Reserve,Concussion
Jon Feliciano,,,OAK,2017-12-31,Sun,2017,17,16.0,Away,LAC,L 10-30,,,,Injured Reserve,Concussion
Jonathan Allen,,,WAS,2017-10-23,Mon,2017,7,6.0,Away,PHI,L 24-34,,,,Injured Reserve,Foot
Jonathan Allen,,,WAS,2017-10-29,Sun,2017,8,7.0,Home,DAL,L 19-33,,,,Injured Reserve,Foot
Jonathan Allen,,,WAS,2017-11-05,Sun,2017,9,8.0,Away,SEA,W 17-14,,,,Injured Reserve,Foot
Jonathan Allen,,,WAS,2017-11-12,Sun,2017,10,9.0,Home,MIN,L 30-38,,,,Injured Reserve,Foot
Jonathan Allen,,,WAS,2017-11-19,Sun,2017,11,10.0,Away,NOR,L 31-34,,,,Injured Reserve,Foot
Jonathan Allen,,,WAS,2017-11-23,Thu,2017,12,11.0,Home,NYG,W 20-10,,,,Injured Reserve,Foot
Jonathan Allen,,,WAS,2017-11-30,Thu,2017,13,12.0,Away,DAL,L 14-38,,,,Injured Reserve,Foot
Jonathan Allen,,,WAS,2017-12-10,Sun,2017,14,13.0,Away,LAC,L 13-30,,,,Injured Reserve,Foot
Jonathan Allen,,,WAS,2017-12-17,Sun,2017,15,14.0,Home,ARI,W 20-15,,,,Injured Reserve,Foot
Jonathan Allen,,,WAS,2017-12-24,Sun,2017,16,15.0,Home,DEN,W 27-11,,,,Injured Reserve,Foot
Jonathan Allen,,,WAS,2017-12-31,Sun,2017,17,16.0,Away,NYG,L 10-18,,,,Injured Reserve,Foot
Jonathan Bostic,26.164,WILL,IND,2017-10-16,Mon,2017,6,6.0,Away,TEN,L 22-36,6.75,,,Questionable,Calf
Jonathan Bostic,26.17,WILL,IND,2017-10-22,Sun,2017,7,7.0,Home,JAX,L 0-27,4.5,,,,
Jonathan Bostic,26.177,WILL,IND,2017-10-29,Sun,2017,8,8.0,Away,CIN,L 23-24,23.0,,,,
Jonathan Bostic,26.184,WILL,IND,2017-11-05,Sun,2017,9,9.0,Away,HOU,W 20-14,11.25,,,,
Jonathan Bostic,26.191,WILL,IND,2017-11-12,Sun,2017,10,10.0,Home,PIT,L 17-20,11.75,,,,
Jonathan Bostic,26.205,WILL,IND,2017-11-26,Sun,2017,12,11.0,Home,TEN,L 16-20,11.25,,,,
Jonathan Bostic,26.212,WILL,IND,2017-12-03,Sun,2017,13,12.0,Away,JAX,L 10-30,9.5,,,,
Jonathan Bostic,26.219,WILL,IND,2017-12-10,Sun,2017,14,13.0,Away,BUF,L 7-13,5.25,,,,
Jonathan Bostic,26.223,WILL,IND,2017-12-14,Thu,2017,15,14.0,Home,DEN,L 13-25,4.5,,,,
Jonathan Bostic,,,IND,2017-12-23,Sat,2017,16,15.0,Away,BAL,L 16-23,,,,Injured Reserve,Knee
Jonathan Bostic,,,IND,2017-12-31,Sun,2017,17,16.0,Home,HOU,W 22-13,,,,Injured Reserve,Knee
Jonathan Casillas,30.12,LB,NYG,2017-10-01,Sun,2017,4,4.0,Away,TAM,L 23-25,7.5,62.0,62.0,Questionable,Ankle
Jonathan Casillas,30.127,LB,NYG,2017-10-08,Sun,2017,5,5.0,Home,LAC,L 22-27,3.0,35.0,35.0,,
Jonathan Casillas,,,NYG,2017-10-15,Sun,2017,6,6.0,Away,DEN,W 23-10,,,,Out,Neck
Jonathan Casillas,,,NYG,2017-10-22,Sun,2017,7,7.0,Home,SEA,L 7-24,,,,Out,Neck
Jonathan Casillas,,,NYG,2017-11-05,Sun,2017,9,8.0,Home,LAR,L 17-51,,,,Out,Neck
Jonathan Casillas,30.162,LB,NYG,2017-11-12,Sun,2017,10,9.0,Away,SFO,L 21-31,8.25,58.0,58.0,Questionable,Neck
Jonathan Casillas,30.169,LB,NYG,2017-11-19,Sun,2017,11,10.0,Home,KAN,W 12-9,4.5,58.0,58.0,,
Jonathan Casillas,30.173,LB,NYG,2017-11-23,Thu,2017,12,11.0,Away,WAS,L 10-20,6.0,60.0,60.0,Questionable,Neck
Jonathan Casillas,,,NYG,2017-12-03,Sun,2017,13,12.0,Away,OAK,L 17-24,,,,Injured Reserve,Neck
Jonathan Casillas,,,NYG,2017-12-10,Sun,2017,14,13.0,Home,DAL,L 10-30,,,,Injured Reserve,Neck
Jonathan Casillas,,,NYG,2017-12-17,Sun,2017,15,14.0,Home,PHI,L 29-34,,,,Injured Reserve,Neck
Jonathan Casillas,,,NYG,2017-12-24,Sun,2017,16,15.0,Away,ARI,L 0-23,,,,Injured Reserve,Neck
Jonathan Casillas,,,NYG,2017-12-31,Sun,2017,17,16.0,Home,WAS,W 18-10,,,,Injured Reserve,Neck
Jonotthan Harrison,,,NYJ,2017-09-17,Sun,2017,2,2.0,Away,OAK,L 20-45,,,,Out,Concussion
Jonotthan Harrison,26.03,OL,NYJ,2017-09-24,Sun,2017,3,3.0,Home,MIA,W 20-6,0.0,,,,
Jonotthan Harrison,26.037,OL,NYJ,2017-10-01,Sun,2017,4,4.0,Home,JAX,W 23-20,0.0,,,,
Jonotthan Harrison,26.044,OL,NYJ,2017-10-08,Sun,2017,5,5.0,Away,CLE,W 17-14,0.0,,,,
Jonotthan Harrison,26.065,OL,NYJ,2017-10-29,Sun,2017,8,8.0,Home,ATL,L 20-25,0.0,,,,
Jonotthan Harrison,26.069,OL,NYJ,2017-11-02,Thu,2017,9,9.0,Home,BUF,W 34-21,0.0,,,,
Jonotthan Harrison,,,NYJ,2017-11-12,Sun,2017,10,10.0,Away,TAM,L 10-15,,,,Questionable,Hand
Jonotthan Harrison,26.121,C,NYJ,2017-12-24,Sun,2017,16,15.0,Home,LAC,L 7-14,0.0,,,,
Jonotthan Harrison,26.128,OL,NYJ,2017-12-31,Sun,2017,17,16.0,Away,NWE,L 6-26,0.0,,,,
Jordan Dangerfield,,,PIT,2017-09-10,Sun,2017,1,1.0,Away,CLE,W 21-18,,,,Injured Reserve,Ankle
Jordan Dangerfield,,,PIT,2017-09-17,Sun,2017,2,2.0,Home,MIN,W 26-9,,,,Injured Reserve,Ankle
Jordan Dangerfield,,,PIT,2017-09-24,Sun,2017,3,3.0,Away,CHI,L 17-23,,,,Injured Reserve,Ankle
Jordan Dangerfield,,,PIT,2017-10-01,Sun,2017,4,4.0,Away,BAL,W 26-9,,,,Injured Reserve,Ankle
Jordan Dangerfield,,,PIT,2017-10-08,Sun,2017,5,5.0,Home,JAX,L 9-30,,,,Injured Reserve,Ankle
Jordan Dangerfield,,,PIT,2017-10-15,Sun,2017,6,6.0,Away,KAN,W 19-13,,,,Injured Reserve,Ankle
Jordan Dangerfield,,,PIT,2017-10-22,Sun,2017,7,7.0,Home,CIN,W 29-14,,,,Injured Reserve,Ankle
Jordan Dangerfield,,,PIT,2017-10-29,Sun,2017,8,8.0,Away,DET,W 20-15,,,,Injured Reserve,Ankle
Jordan Dangerfield,,,PIT,2017-11-12,Sun,2017,10,9.0,Away,IND,W 20-17,,,,Injured Reserve,Ankle
Jordan Dangerfield,,,PIT,2017-11-16,Thu,2017,11,10.0,Home,TEN,W 40-17,,,,Injured Reserve,Ankle
Jordan Dangerfield,,,PIT,2017-11-26,Sun,2017,12,11.0,Home,GNB,W 31-28,,,,Injured Reserve,Ankle
Jordan Dangerfield,,,PIT,2017-12-04,Mon,2017,13,12.0,Away,CIN,W 23-20,,,,Injured Reserve,Ankle
Jordan Dangerfield,,,PIT,2017-12-10,Sun,2017,14,13.0,Home,BAL,W 39-38,,,,Injured Reserve,Ankle
Jordan Dangerfield,,,PIT,2017-12-17,Sun,2017,15,14.0,Home,NWE,L 24-27,,,,Injured Reserve,Ankle
Jordan Dangerfield,,,PIT,2017-12-25,Mon,2017,16,15.0,Away,HOU,W 34-6,,,,Injured Reserve,Ankle
Jordan Dangerfield,,,PIT,2017-12-31,Sun,2017,17,16.0,Home,CLE,W 28-24,,,,Injured Reserve,Ankle
Jordan Evans,,,CIN,2017-10-01,Sun,2017,4,4.0,Away,CLE,W 31-7,,,,Out,Hamstring
Jordan Evans,22.254,LB,CIN,2017-10-08,Sun,2017,5,5.0,Home,BUF,W 20-16,0.0,,,Questionable,Hamstring
Jordan Evans,22.268,LB,CIN,2017-10-22,Sun,2017,7,6.0,Away,PIT,L 14-29,0.0,,,,
Jordan Evans,22.275,LB,CIN,2017-10-29,Sun,2017,8,7.0,Home,IND,W 24-23,0.0,,,,
Jordan Evans,22.282,LB,CIN,2017-11-05,Sun,2017,9,8.0,Away,JAX,L 7-23,0.0,6.0,6.0,,
Jordan Evans,22.289,LB,CIN,2017-11-12,Sun,2017,10,9.0,Away,TEN,L 20-24,3.0,18.0,18.0,,
Jordan Evans,22.296,LB,CIN,2017-11-19,Sun,2017,11,10.0,Away,DEN,W 20-17,5.75,10.0,10.0,,
Jordan Evans,22.303,LB,CIN,2017-11-26,Sun,2017,12,11.0,Home,CLE,W 30-16,9.0,38.0,38.0,,
Jordan Evans,22.311,LB,CIN,2017-12-04,Mon,2017,13,12.0,Home,PIT,L 20-23,6.0,66.0,66.0,,
Jordan Evans,22.317,LB,CIN,2017-12-10,Sun,2017,14,13.0,Home,CHI,L 7-33,18.25,68.0,68.0,,
Jordan Evans,22.324,LB,CIN,2017-12-17,Sun,2017,15,14.0,Away,MIN,L 7-34,6.75,53.0,53.0,,
Jordan Evans,22.331,LB,CIN,2017-12-24,Sun,2017,16,15.0,Home,DET,W 26-17,1.5,16.0,16.0,,
Jordan Evans,22.338,LB,CIN,2017-12-31,Sun,2017,17,16.0,Away,BAL,W 31-27,5.25,23.0,23.0,,
Jordan Hicks,25.096,LB,PHI,2017-10-01,Sun,2017,4,4.0,Away,LAC,W 26-24,12.75,58.0,58.0,Questionable,Ankle
Jordan Hicks,25.103,LB,PHI,2017-10-08,Sun,2017,5,5.0,Home,ARI,W 34-7,5.25,45.0,45.0,,
Jordan Hicks,25.107,LB,PHI,2017-10-12,Thu,2017,6,6.0,Away,CAR,W 28-23,4.5,34.0,34.0,,
Jordan Hicks,25.118,LB,PHI,2017-10-23,Mon,2017,7,7.0,Home,WAS,W 34-24,0.0,2.0,2.0,Questionable,Calf
Jordan Hicks,,,PHI,2017-10-29,Sun,2017,8,8.0,Home,SFO,W 33-10,,,,Injured Reserve,Achilles
Jordan Hicks,,,PHI,2017-11-05,Sun,2017,9,9.0,Home,DEN,W 51-23,,,,Injured Reserve,Achilles
Jordan Hicks,,,PHI,2017-11-19,Sun,2017,11,10.0,Away,DAL,W 37-9,,,,Injured Reserve,Achilles
Jordan Hicks,,,PHI,2017-11-26,Sun,2017,12,11.0,Home,CHI,W 31-3,,,,Injured Reserve,Achilles
Jordan Hicks,,,PHI,2017-12-03,Sun,2017,13,12.0,Away,SEA,L 10-24,,,,Injured Reserve,Achilles
Jordan Hicks,,,PHI,2017-12-10,Sun,2017,14,13.0,Away,LAR,W 43-35,,,,Injured Reserve,Achilles
Jordan Hicks,,,PHI,2017-12-17,Sun,2017,15,14.0,Away,NYG,W 34-29,,,,Injured Reserve,Achilles
Jordan Hicks,,,PHI,2017-12-25,Mon,2017,16,15.0,Home,OAK,W 19-10,,,,Injured Reserve,Achilles
Jordan Hicks,,,PHI,2017-12-31,Sun,2017,17,16.0,Home,DAL,L 0-6,,,,Injured Reserve,Achilles
Jordan Hill,,,DET,2017-09-10,Sun,2017,1,1.0,Home,ARI,W 35-23,,,,Injured Reserve,Bicep
Jordan Hill,,,DET,2017-09-18,Mon,2017,2,2.0,Away,NYG,W 24-10,,,,Injured Reserve,Bicep
Jordan Hill,,,DET,2017-09-24,Sun,2017,3,3.0,Home,ATL,L 26-30,,,,Injured Reserve,Bicep
Jordan Hill,,,DET,2017-10-01,Sun,2017,4,4.0,Away,MIN,W 14-7,,,,Injured Reserve,Bicep
Jordan Hill,,,DET,2017-10-08,Sun,2017,5,5.0,Home,CAR,L 24-27,,,,Injured Reserve,Bicep
Jordan Hill,,,DET,2017-10-15,Sun,2017,6,6.0,Away,NOR,L 38-52,,,,Injured Reserve,Bicep
Jordan Hill,,,DET,2017-10-29,Sun,2017,8,7.0,Home,PIT,L 15-20,,,,Injured Reserve,Bicep
Jordan Hill,,,DET,2017-11-06,Mon,2017,9,8.0,Away,GNB,W 30-17,,,,Injured Reserve,Bicep
Jordan Hill,,,DET,2017-11-12,Sun,2017,10,9.0,Home,CLE,W 38-24,,,,Injured Reserve,Bicep
Jordan Hill,,,DET,2017-11-19,Sun,2017,11,10.0,Away,CHI,W 27-24,,,,Injured Reserve,Bicep
Jordan Hill,,,DET,2017-11-23,Thu,2017,12,11.0,Home,MIN,L 23-30,,,,Injured Reserve,Bicep
Jordan Hill,,,DET,2017-12-03,Sun,2017,13,12.0,Away,BAL,L 20-44,,,,Injured Reserve,Bicep
Jordan Hill,,,DET,2017-12-10,Sun,2017,14,13.0,Away,TAM,W 24-21,,,,Injured Reserve,Bicep
Jordan Hill,,,DET,2017-12-16,Sat,2017,15,14.0,Home,CHI,W 20-10,,,,Injured Reserve,Bicep
Jordan Hill,,,DET,2017-12-24,Sun,2017,16,15.0,Away,CIN,L 17-26,,,,Injured Reserve,Bicep
Jordan Hill,,,DET,2017-12-31,Sun,2017,17,16.0,Home,GNB,W 35-11,,,,Injured Reserve,Bicep
Jordan Howard,22.319,RB,CHI,2017-09-17,Sun,2017,2,2.0,Away,TAM,L 7-29,0.7000000000000001,31.0,0.48,Questionable,Shoulder
Jordan Howard,22.326,RB,CHI,2017-09-24,Sun,2017,3,3.0,Home,PIT,W 23-17,29.1,41.0,0.63,,
Jordan Howard,22.33,RB,CHI,2017-09-28,Thu,2017,4,4.0,Away,GNB,L 14-35,13.3,35.0,0.51,,
Jordan Howard,22.341,RB,CHI,2017-10-09,Mon,2017,5,5.0,Home,MIN,L 17-20,7.6,34.0,0.56,,
Jordan Howard,22.347,RB,CHI,2017-10-15,Sun,2017,6,6.0,Away,BAL,W 27-24,18.1,54.0,0.68,,
Jordan Howard,22.354,RB,CHI,2017-10-22,Sun,2017,7,7.0,Home,CAR,W 17-3,6.5,34.0,0.89,,
Jordan Howard,22.361,RB,CHI,2017-10-29,Sun,2017,8,8.0,Away,NOR,L 12-20,13.6,48.0,0.72,,
Jordan Howard,23.01,RB,CHI,2017-11-12,Sun,2017,10,9.0,Home,GNB,L 16-23,5.4,29.0,0.48,,
Jordan Howard,23.017,RB,CHI,2017-11-19,Sun,2017,11,10.0,Home,DET,L 24-27,18.5,31.0,0.49,,
Jordan Howard,23.024,RB,CHI,2017-11-26,Sun,2017,12,11.0,Away,PHI,L 3-31,2.9000000000000004,23.0,0.42,,
Jordan Howard,23.031,RB,CHI,2017-12-03,Sun,2017,13,12.0,Home,SFO,L 14-15,3.8000000000000007,22.0,0.59,,
Jordan Howard,23.038,RB,CHI,2017-12-10,Sun,2017,14,13.0,Away,CIN,W 33-7,28.000000000000004,44.0,0.58,,
Jordan Howard,23.044,RB,CHI,2017-12-16,Sat,2017,15,14.0,Away,DET,L 10-20,8.3,33.0,0.48,,
Jordan Howard,23.052,RB,CHI,2017-12-24,Sun,2017,16,15.0,Home,CLE,W 20-3,16.4,43.0,0.69,,
Jordan Howard,23.059,RB,CHI,2017-12-31,Sun,2017,17,16.0,Away,MIN,L 10-23,1.9,36.0,0.64,,
Jordan Leggett,,,NYJ,2017-09-17,Sun,2017,2,2.0,Away,OAK,L 20-45,,,,Out,Knee
Jordan Leggett,,,NYJ,2017-09-24,Sun,2017,3,3.0,Home,MIA,W 20-6,,,,Doubtful,Knee
Jordan Leggett,,,NYJ,2017-10-01,Sun,2017,4,4.0,Home,JAX,W 23-20,,,,Out,Knee
Jordan Leggett,,,NYJ,2017-10-22,Sun,2017,7,7.0,Away,MIA,L 28-31,,,,Injured Reserve,Knee
Jordan Leggett,,,NYJ,2017-10-29,Sun,2017,8,8.0,Home,ATL,L 20-25,,,,Injured Reserve,Knee
Jordan Leggett,,,NYJ,2017-11-02,Thu,2017,9,9.0,Home,BUF,W 34-21,,,,Injured Reserve,Knee
Jordan Leggett,,,NYJ,2017-11-12,Sun,2017,10,10.0,Away,TAM,L 10-15,,,,Injured Reserve,Knee
Jordan Leggett,,,NYJ,2017-11-26,Sun,2017,12,11.0,Home,CAR,L 27-35,,,,Injured Reserve,Knee
Jordan Leggett,,,NYJ,2017-12-03,Sun,2017,13,12.0,Home,KAN,W 38-31,,,,Injured Reserve,Knee
Jordan Leggett,,,NYJ,2017-12-10,Sun,2017,14,13.0,Away,DEN,L 0-23,,,,Injured Reserve,Knee
Jordan Leggett,,,NYJ,2017-12-17,Sun,2017,15,14.0,Away,NOR,L 19-31,,,,Injured Reserve,Knee
Jordan Leggett,,,NYJ,2017-12-24,Sun,2017,16,15.0,Home,LAC,L 7-14,,,,Injured Reserve,Knee
Jordan Leggett,,,NYJ,2017-12-31,Sun,2017,17,16.0,Away,NWE,L 6-26,,,,Injured Reserve,Knee
Jordan Leslie,,,CLE,2017-10-08,Sun,2017,5,5.0,Home,NYJ,L 14-17,,,,Injured Reserve,Hamstring
Jordan Leslie,,,CLE,2017-10-15,Sun,2017,6,6.0,Away,HOU,L 17-33,,,,Injured Reserve,Hamstring
Jordan Leslie,,,CLE,2017-10-22,Sun,2017,7,7.0,Home,TEN,L 9-12,,,,Injured Reserve,Hamstring
Jordan Leslie,,,CLE,2017-10-29,Sun,2017,8,8.0,Home,MIN,L 16-33,,,,Injured Reserve,Hamstring
Jordan Leslie,,,CLE,2017-11-12,Sun,2017,10,9.0,Away,DET,L 24-38,,,,Injured Reserve,Hamstring
Jordan Leslie,,,CLE,2017-11-19,Sun,2017,11,10.0,Home,JAX,L 7-19,,,,Injured Reserve,Hamstring
Jordan Leslie,,,CLE,2017-11-26,Sun,2017,12,11.0,Away,CIN,L 16-30,,,,Injured Reserve,Hamstring
Jordan Leslie,,,CLE,2017-12-03,Sun,2017,13,12.0,Away,LAC,L 10-19,,,,Injured Reserve,Hamstring
Jordan Leslie,,,CLE,2017-12-10,Sun,2017,14,13.0,Home,GNB,L 21-27,,,,Injured Reserve,Hamstring
Jordan Leslie,,,CLE,2017-12-17,Sun,2017,15,14.0,Home,BAL,L 10-27,,,,Injured Reserve,Hamstring
Jordan Leslie,,,CLE,2017-12-24,Sun,2017,16,15.0,Away,CHI,L 3-20,,,,Injured Reserve,Hamstring
Jordan Leslie,,,CLE,2017-12-31,Sun,2017,17,16.0,Away,PIT,L 24-28,,,,Injured Reserve,Hamstring
Jordan Matthews,,,BUF,2017-10-08,Sun,2017,5,5.0,Away,CIN,L 16-20,,,,Out,Thumb
Jordan Matthews,25.098,WR,BUF,2017-10-22,Sun,2017,7,6.0,Home,TAM,W 30-27,2.0,55.0,0.81,Questionable,Thumb
Jordan Matthews,25.105,WR,BUF,2017-10-29,Sun,2017,8,7.0,Home,OAK,W 34-14,3.6,48.0,0.7,,
Jordan Matthews,25.109,WR,BUF,2017-11-02,Thu,2017,9,8.0,Away,NYJ,L 21-34,5.6000000000000005,71.0,0.95,,
Jordan Matthews,25.119,WR,BUF,2017-11-12,Sun,2017,10,9.0,Home,NOR,L 10-47,1.9,36.0,0.75,,
Jordan Matthews,,,BUF,2017-11-19,Sun,2017,11,10.0,Away,LAC,L 24-54,,,,Questionable,Knee
Jordan Matthews,25.133,WR,BUF,2017-11-26,Sun,2017,12,11.0,Away,KAN,W 16-10,2.5,41.0,0.59,Questionable,Knee
Jordan Matthews,25.14,WR,BUF,2017-12-03,Sun,2017,13,12.0,Home,NWE,L 3-23,1.9,51.0,0.76,Questionable,Knee
Jordan Matthews,,,BUF,2017-12-10,Sun,2017,14,13.0,Home,IND,W 13-7,,,,Injured Reserve,Knee
Jordan Matthews,,,BUF,2017-12-17,Sun,2017,15,14.0,Home,MIA,W 24-16,,,,Injured Reserve,Knee
Jordan Matthews,,,BUF,2017-12-24,Sun,2017,16,15.0,Away,NWE,L 16-37,,,,Injured Reserve,Knee
Jordan Matthews,,,BUF,2017-12-31,Sun,2017,17,16.0,Away,MIA,W 22-16,,,,Injured Reserve,Knee
Jordan Phillips,,,MIA,2017-09-24,Sun,2017,3,2.0,Away,NYJ,L 6-20,,,,Doubtful,Ankle
Jordan Phillips,,,MIA,2017-10-01,Sun,2017,4,3.0,Home,NOR,L 0-20,,,,Doubtful,Ankle
Jordan Phillips,,,MIA,2017-10-08,Sun,2017,5,4.0,Home,TEN,W 16-10,,,,Questionable,Ankle
Jordan Phillips,25.024,DT,MIA,2017-10-15,Sun,2017,6,5.0,Away,ATL,W 20-17,2.25,21.0,21.0,,
Jordan Phillips,25.031,DT,MIA,2017-10-22,Sun,2017,7,6.0,Home,NYJ,W 31-28,0.0,30.0,30.0,,
Jordan Phillips,25.035,DT,MIA,2017-10-26,Thu,2017,8,7.0,Away,BAL,L 0-40,1.5,24.0,24.0,Questionable,Ankle
Jordan Phillips,25.045,DT,MIA,2017-11-05,Sun,2017,9,8.0,Home,OAK,L 24-27,0.75,30.0,30.0,,
Jordan Phillips,25.053,DT,MIA,2017-11-13,Mon,2017,10,9.0,Away,CAR,L 21-45,0.0,37.0,37.0,,
Jordan Phillips,25.059,DT,MIA,2017-11-19,Sun,2017,11,10.0,Home,TAM,L 20-30,1.5,33.0,33.0,,
Jordan Phillips,25.066,DT,MIA,2017-11-26,Sun,2017,12,11.0,Away,NWE,L 17-35,5.75,37.0,37.0,,
Jordan Phillips,25.073,DT,MIA,2017-12-03,Sun,2017,13,12.0,Home,DEN,W 35-9,12.5,32.0,32.0,,
Jordan Phillips,25.081,DT,MIA,2017-12-11,Mon,2017,14,13.0,Home,NWE,W 27-20,7.5,33.0,33.0,,
Jordan Phillips,25.087,DT,MIA,2017-12-17,Sun,2017,15,14.0,Away,BUF,L 16-24,0.0,21.0,21.0,Questionable,Ankle
Jordan Phillips,25.094,DT,MIA,2017-12-24,Sun,2017,16,15.0,Away,KAN,L 13-29,4.5,50.0,50.0,,
Jordan Phillips,25.101,DT,MIA,2017-12-31,Sun,2017,17,16.0,Home,BUF,L 16-22,1.5,33.0,33.0,,
Jordan Poyer,,,BUF,2017-10-29,Sun,2017,8,7.0,Home,OAK,W 34-14,,,,Questionable,Knee
Jordan Poyer,26.191,S,BUF,2017-11-02,Thu,2017,9,8.0,Away,NYJ,L 21-34,11.75,67.0,67.0,Questionable,Knee
Jordan Poyer,26.201,S,BUF,2017-11-12,Sun,2017,10,9.0,Home,NOR,L 10-47,12.75,72.0,72.0,,
Jordan Poyer,26.208,S,BUF,2017-11-19,Sun,2017,11,10.0,Away,LAC,L 24-54,19.25,74.0,74.0,,
Jordan Poyer,26.215,S,BUF,2017-11-26,Sun,2017,12,11.0,Away,KAN,W 16-10,6.0,58.0,58.0,,
Jordan Poyer,26.222,S,BUF,2017-12-03,Sun,2017,13,12.0,Home,NWE,L 3-23,11.25,70.0,70.0,,
Jordan Poyer,26.229,S,BUF,2017-12-10,Sun,2017,14,13.0,Home,IND,W 13-7,8.25,71.0,71.0,,
Jordan Poyer,26.236,S,BUF,2017-12-17,Sun,2017,15,14.0,Home,MIA,W 24-16,16.5,74.0,74.0,,
