Player,Age,Pos,Team,Date,Day,Season,Week,G#,Away_Home,Opp,Result,Fntsy_Pts,Snaps,Snap %,Status,Injury
Joe Staley,33.095,LT,SFO,2017-12-03,Sun,2017,13,12.0,Away,CHI,W 15-14,0.0,,,,
Joe Staley,33.102,LT,SFO,2017-12-10,Sun,2017,14,13.0,Away,HOU,W 26-16,0.0,,,,
Joe Staley,33.109,LT,SFO,2017-12-17,Sun,2017,15,14.0,Home,TEN,W 25-23,0.0,,,,
Joe Staley,33.116,LT,SFO,2017-12-24,Sun,2017,16,15.0,Home,JAX,W 44-33,0.0,,,,
Joe Staley,33.123,LT,SFO,2017-12-31,Sun,2017,17,16.0,Away,LAR,W 34-13,0.0,,,,
Joe Thomas,32.308,LT,CLE,2017-10-08,Sun,2017,5,5.0,Home,NYJ,L 14-17,0.0,,,Out,Ankle
Joe Thomas,32.315,LT,CLE,2017-10-15,Sun,2017,6,6.0,Away,HOU,L 17-33,0.0,,,Out,Ankle
Joe Thomas,32.322,LT,CLE,2017-10-22,Sun,2017,7,7.0,Home,TEN,L 9-12,0.0,,,Out,Ankle
Joe Thomas,,,CLE,2017-10-29,Sun,2017,8,8.0,Home,MIN,L 16-33,,,,Injured Reserve,Tricep
Joe Thomas,,,GNB,2017-11-06,Mon,2017,9,8.0,Home,DET,L 17-30,,,,Out,Ankle
Joe Thomas,26.19,LB,GNB,2017-11-12,Sun,2017,10,9.0,Away,CHI,W 23-16,0.0,,,Injured Reserve,Tricep
Joe Thomas,26.19,LB,GNB,2017-11-12,Sun,2017,10,9.0,Away,CHI,W 23-16,0.0,,,Questionable,Ankle
Joe Thomas,26.197,LB,GNB,2017-11-19,Sun,2017,11,10.0,Home,BAL,L 0-23,0.0,,,Injured Reserve,Tricep
Joe Thomas,26.204,LB,GNB,2017-11-26,Sun,2017,12,11.0,Away,PIT,L 28-31,0.0,,,Injured Reserve,Tricep
Joe Thomas,26.211,LB,GNB,2017-12-03,Sun,2017,13,12.0,Home,TAM,W 26-20,3.5,10.0,10.0,Injured Reserve,Tricep
Joe Thomas,26.218,LB,GNB,2017-12-10,Sun,2017,14,13.0,Away,CLE,W 27-21,0.0,,,Injured Reserve,Tricep
Joe Thomas,26.225,LB,GNB,2017-12-17,Sun,2017,15,14.0,Away,CAR,L 24-31,11.75,56.0,56.0,Injured Reserve,Tricep
Joe Thomas,26.231,LB,GNB,2017-12-23,Sat,2017,16,15.0,Home,MIN,L 0-16,0.0,,,Injured Reserve,Tricep
Joe Thomas,26.239,LB,GNB,2017-12-31,Sun,2017,17,16.0,Away,DET,L 11-35,0.0,,,Injured Reserve,Tricep
Joe Walker,,,PHI,2017-12-03,Sun,2017,13,12.0,Away,SEA,L 10-24,,,,Questionable,Neck
Joe Walker,,,PHI,2017-12-10,Sun,2017,14,13.0,Away,LAR,W 43-35,,,,Questionable,Neck
Joe Walker,25.006,LB,PHI,2017-12-17,Sun,2017,15,14.0,Away,NYG,W 34-29,0.0,,,,
Joe Walker,,,PHI,2017-12-31,Sun,2017,17,16.0,Home,DAL,L 0-6,,,,Injured Reserve,Neck
Joe Williams,,,SFO,2017-09-10,Sun,2017,1,1.0,Home,CAR,L 3-23,,,,Injured Reserve,Ankle
Joe Williams,,,SFO,2017-09-17,Sun,2017,2,2.0,Away,SEA,L 9-12,,,,Injured Reserve,Ankle
Joe Williams,,,SFO,2017-09-21,Thu,2017,3,3.0,Home,LAR,L 39-41,,,,Injured Reserve,Ankle
Joe Williams,,,SFO,2017-10-01,Sun,2017,4,4.0,Away,ARI,L 15-18,,,,Injured Reserve,Ankle
Joe Williams,,,SFO,2017-10-08,Sun,2017,5,5.0,Away,IND,L 23-26,,,,Injured Reserve,Ankle
Joe Williams,,,SFO,2017-10-15,Sun,2017,6,6.0,Away,WAS,L 24-26,,,,Injured Reserve,Ankle
Joe Williams,,,SFO,2017-10-22,Sun,2017,7,7.0,Home,DAL,L 10-40,,,,Injured Reserve,Ankle
Joe Williams,,,SFO,2017-10-29,Sun,2017,8,8.0,Away,PHI,L 10-33,,,,Injured Reserve,Ankle
Joe Williams,,,SFO,2017-11-05,Sun,2017,9,9.0,Home,ARI,L 10-20,,,,Injured Reserve,Ankle
Joe Williams,,,SFO,2017-11-12,Sun,2017,10,10.0,Home,NYG,W 31-21,,,,Injured Reserve,Ankle
Joe Williams,,,SFO,2017-11-26,Sun,2017,12,11.0,Home,SEA,L 13-24,,,,Injured Reserve,Ankle
Joe Williams,,,SFO,2017-12-03,Sun,2017,13,12.0,Away,CHI,W 15-14,,,,Injured Reserve,Ankle
Joe Williams,,,SFO,2017-12-10,Sun,2017,14,13.0,Away,HOU,W 26-16,,,,Injured Reserve,Ankle
Joe Williams,,,SFO,2017-12-17,Sun,2017,15,14.0,Home,TEN,W 25-23,,,,Injured Reserve,Ankle
Joe Williams,,,SFO,2017-12-24,Sun,2017,16,15.0,Home,JAX,W 44-33,,,,Injured Reserve,Ankle
Joe Williams,,,SFO,2017-12-31,Sun,2017,17,16.0,Away,LAR,W 34-13,,,,Injured Reserve,Ankle
Joel Heath,,,HOU,2017-10-29,Sun,2017,8,7.0,Away,SEA,L 38-41,,,,Out,Knee
Joel Heath,,,HOU,2017-11-05,Sun,2017,9,8.0,Home,IND,L 14-20,,,,Out,Knee
Joel Heath,,,HOU,2017-11-12,Sun,2017,10,9.0,Away,LAR,L 7-33,,,,Out,Knee
Joel Heath,24.154,DT,HOU,2017-11-19,Sun,2017,11,10.0,Home,ARI,W 31-21,2.25,15.0,15.0,Questionable,Knee
Joel Heath,24.162,DT,HOU,2017-11-27,Mon,2017,12,11.0,Away,BAL,L 16-23,0.75,34.0,34.0,,
Joel Heath,24.168,DT,HOU,2017-12-03,Sun,2017,13,12.0,Away,TEN,L 13-24,1.5,21.0,21.0,,
Joel Heath,24.175,DT,HOU,2017-12-10,Sun,2017,14,13.0,Home,SFO,L 16-26,3.0,19.0,19.0,,
Joel Heath,24.182,DT,HOU,2017-12-17,Sun,2017,15,14.0,Away,JAX,L 7-45,7.5,35.0,35.0,,
Joel Heath,24.19,DT,HOU,2017-12-25,Mon,2017,16,15.0,Home,PIT,L 6-34,2.25,28.0,28.0,,
Joel Heath,24.196,DT,HOU,2017-12-31,Sun,2017,17,16.0,Away,IND,L 13-22,1.5,16.0,16.0,,
John Brown,,,ARI,2017-09-17,Sun,2017,2,2.0,Away,IND,W 16-13,,,,Out,Quadricep
John Brown,,,ARI,2017-09-25,Mon,2017,3,3.0,Home,DAL,L 17-28,,,,Out,Quadricep
John Brown,27.181,WR,ARI,2017-10-01,Sun,2017,4,4.0,Home,SFO,W 18-15,6.2,53.0,0.62,Questionable,Quadricep
John Brown,27.188,WR,ARI,2017-10-08,Sun,2017,5,5.0,Away,PHI,L 7-34,9.6,48.0,0.8,Questionable,Quadricep
John Brown,27.195,WR,ARI,2017-10-15,Sun,2017,6,6.0,Home,TAM,W 38-33,13.8,47.0,0.72,,
John Brown,27.202,WR,ARI,2017-10-22,Sun,2017,7,7.0,Away,LAR,L 0-33,1.1,43.0,0.86,,
John Brown,27.216,WR,ARI,2017-11-05,Sun,2017,9,8.0,Away,SFO,W 20-10,5.7,46.0,0.6,,
John Brown,27.22,WR,ARI,2017-11-09,Thu,2017,10,9.0,Home,SEA,L 16-22,3.7,68.0,0.85,,
John Brown,27.23,WR,ARI,2017-11-19,Sun,2017,11,10.0,Away,HOU,L 21-31,3.3,41.0,0.71,Questionable,Back
John Brown,,,ARI,2017-11-26,Sun,2017,12,11.0,Home,JAX,W 27-24,,,,Out,Toe
John Brown,,,ARI,2017-12-03,Sun,2017,13,12.0,Home,LAR,L 16-32,,,,Out,Toe
John Brown,,,ARI,2017-12-10,Sun,2017,14,13.0,Home,TEN,W 12-7,,,,Out,Toe
John Brown,,,ARI,2017-12-17,Sun,2017,15,14.0,Away,WAS,L 15-20,,,,Out,Toe
John Brown,27.265,WR,ARI,2017-12-24,Sun,2017,16,15.0,Home,NYG,W 23-0,9.8,40.0,0.59,Questionable,Toe
John Brown,27.272,WR,ARI,2017-12-31,Sun,2017,17,16.0,Away,SEA,W 26-24,0.0,42.0,0.59,,
John Denney,38.292,LS,MIA,2017-10-01,Sun,2017,4,3.0,Home,NOR,L 0-20,1.5,,,Questionable,Hamstring
John Denney,38.299,LS,MIA,2017-10-08,Sun,2017,5,4.0,Home,TEN,W 16-10,0.0,,,,
John Denney,38.306,LS,MIA,2017-10-15,Sun,2017,6,5.0,Away,ATL,W 20-17,0.0,,,,
John Denney,38.313,LS,MIA,2017-10-22,Sun,2017,7,6.0,Home,NYJ,W 31-28,0.0,,,,
John Denney,38.317,LS,MIA,2017-10-26,Thu,2017,8,7.0,Away,BAL,L 0-40,0.0,,,,
John Denney,38.327,LS,MIA,2017-11-05,Sun,2017,9,8.0,Home,OAK,L 24-27,0.0,,,,
John Denney,38.335,LS,MIA,2017-11-13,Mon,2017,10,9.0,Away,CAR,L 21-45,0.0,,,,
John Denney,38.341,LS,MIA,2017-11-19,Sun,2017,11,10.0,Home,TAM,L 20-30,0.0,,,,
John Denney,38.348,LS,MIA,2017-11-26,Sun,2017,12,11.0,Away,NWE,L 17-35,0.0,,,,
John Denney,38.355,LS,MIA,2017-12-03,Sun,2017,13,12.0,Home,DEN,W 35-9,0.0,,,,
John Denney,38.363,LS,MIA,2017-12-11,Mon,2017,14,13.0,Home,NWE,W 27-20,0.75,,,,
John Denney,39.004,LS,MIA,2017-12-17,Sun,2017,15,14.0,Away,BUF,L 16-24,0.0,,,,
John Denney,39.011,LS,MIA,2017-12-24,Sun,2017,16,15.0,Away,KAN,L 13-29,0.0,,,,
John Denney,39.018,LS,MIA,2017-12-31,Sun,2017,17,16.0,Home,BUF,L 16-22,0.0,,,,
John Hughes,,,NOR,2017-12-31,Sun,2017,17,16.0,Away,TAM,L 24-31,,,,Injured Reserve,Bicep
John Jerry,31.116,RG,NYG,2017-10-08,Sun,2017,5,5.0,Home,LAC,L 22-27,0.0,,,Questionable,Hamstring
John Jerry,31.123,LG,NYG,2017-10-15,Sun,2017,6,6.0,Away,DEN,W 23-10,0.0,,,,
John Jerry,31.13,LG,NYG,2017-10-22,Sun,2017,7,7.0,Home,SEA,L 7-24,0.0,,,,
John Jerry,31.144,LG,NYG,2017-11-05,Sun,2017,9,8.0,Home,LAR,L 17-51,0.0,,,,
John Jerry,31.151,RG,NYG,2017-11-12,Sun,2017,10,9.0,Away,SFO,L 21-31,0.0,,,,
John Jerry,31.158,LG,NYG,2017-11-19,Sun,2017,11,10.0,Home,KAN,W 12-9,0.0,,,,
John Jerry,31.162,LG,NYG,2017-11-23,Thu,2017,12,11.0,Away,WAS,L 10-20,0.0,,,,
John Jerry,31.172,LG,NYG,2017-12-03,Sun,2017,13,12.0,Away,OAK,L 17-24,0.0,,,,
John Jerry,31.179,LG,NYG,2017-12-10,Sun,2017,14,13.0,Home,DAL,L 10-30,0.0,,,,
John Jerry,31.186,LG,NYG,2017-12-17,Sun,2017,15,14.0,Home,PHI,L 29-34,0.0,,,,
John Jerry,31.193,LG,NYG,2017-12-24,Sun,2017,16,15.0,Away,ARI,L 0-23,0.0,,,,
John Jerry,31.2,LG,NYG,2017-12-31,Sun,2017,17,16.0,Home,WAS,W 18-10,0.0,,,,
John Kuhn,,,NOR,2017-10-01,Sun,2017,4,4.0,Away,MIA,W 20-0,,,,Injured Reserve,Bicep
John Kuhn,,,NOR,2017-10-15,Sun,2017,6,5.0,Home,DET,W 52-38,,,,Injured Reserve,Bicep
John Kuhn,,,NOR,2017-10-22,Sun,2017,7,6.0,Away,GNB,W 26-17,,,,Injured Reserve,Bicep
John Kuhn,,,NOR,2017-10-29,Sun,2017,8,7.0,Home,CHI,W 20-12,,,,Injured Reserve,Bicep
John Kuhn,,,NOR,2017-11-05,Sun,2017,9,8.0,Home,TAM,W 30-10,,,,Injured Reserve,Bicep
John Kuhn,,,NOR,2017-11-12,Sun,2017,10,9.0,Away,BUF,W 47-10,,,,Injured Reserve,Bicep
John Kuhn,,,NOR,2017-11-19,Sun,2017,11,10.0,Home,WAS,W 34-31,,,,Injured Reserve,Bicep
John Kuhn,,,NOR,2017-11-26,Sun,2017,12,11.0,Away,LAR,L 20-26,,,,Injured Reserve,Bicep
John Kuhn,,,NOR,2017-12-03,Sun,2017,13,12.0,Home,CAR,W 31-21,,,,Injured Reserve,Bicep
John Kuhn,,,NOR,2017-12-07,Thu,2017,14,13.0,Away,ATL,L 17-20,,,,Injured Reserve,Bicep
John Kuhn,,,NOR,2017-12-17,Sun,2017,15,14.0,Home,NYJ,W 31-19,,,,Injured Reserve,Bicep
John Kuhn,,,NOR,2017-12-24,Sun,2017,16,15.0,Home,ATL,W 23-13,,,,Injured Reserve,Bicep
John Kuhn,,,NOR,2017-12-31,Sun,2017,17,16.0,Away,TAM,L 24-31,,,,Injured Reserve,Bicep
John Lotulelei,,,DAL,2017-09-10,Sun,2017,1,1.0,Home,NYG,W 19-3,,,,Injured Reserve,Forearm
John Lotulelei,,,DAL,2017-09-17,Sun,2017,2,2.0,Away,DEN,L 17-42,,,,Injured Reserve,Forearm
John Lotulelei,,,DAL,2017-09-25,Mon,2017,3,3.0,Away,ARI,W 28-17,,,,Injured Reserve,Forearm
John Lotulelei,,,DAL,2017-10-01,Sun,2017,4,4.0,Home,LAR,L 30-35,,,,Injured Reserve,Forearm
John Lotulelei,,,DAL,2017-10-08,Sun,2017,5,5.0,Home,GNB,L 31-35,,,,Injured Reserve,Forearm
John Lotulelei,,,DAL,2017-10-22,Sun,2017,7,6.0,Away,SFO,W 40-10,,,,Injured Reserve,Forearm
John Lotulelei,,,DAL,2017-10-29,Sun,2017,8,7.0,Away,WAS,W 33-19,,,,Injured Reserve,Forearm
John Lotulelei,,,DAL,2017-11-05,Sun,2017,9,8.0,Home,KAN,W 28-17,,,,Injured Reserve,Forearm
John Lotulelei,,,DAL,2017-11-12,Sun,2017,10,9.0,Away,ATL,L 7-27,,,,Injured Reserve,Forearm
John Lotulelei,,,DAL,2017-11-19,Sun,2017,11,10.0,Home,PHI,L 9-37,,,,Injured Reserve,Forearm
John Lotulelei,,,DAL,2017-11-23,Thu,2017,12,11.0,Home,LAC,L 6-28,,,,Injured Reserve,Forearm
John Lotulelei,,,DAL,2017-11-30,Thu,2017,13,12.0,Home,WAS,W 38-14,,,,Injured Reserve,Forearm
John Lotulelei,,,DAL,2017-12-10,Sun,2017,14,13.0,Away,NYG,W 30-10,,,,Injured Reserve,Forearm
John Lotulelei,,,DAL,2017-12-17,Sun,2017,15,14.0,Away,OAK,W 20-17,,,,Injured Reserve,Forearm
John Lotulelei,,,DAL,2017-12-24,Sun,2017,16,15.0,Home,SEA,L 12-21,,,,Injured Reserve,Forearm
John Lotulelei,,,DAL,2017-12-31,Sun,2017,17,16.0,Away,PHI,W 6-0,,,,Injured Reserve,Forearm
John Miller,,,BUF,2017-11-19,Sun,2017,11,10.0,Away,LAC,L 24-54,,,,Out,Ankle
John Miller,,,BUF,2017-11-26,Sun,2017,12,11.0,Away,KAN,W 16-10,,,,Out,Ankle
John Miller,,,BUF,2017-12-03,Sun,2017,13,12.0,Home,NWE,L 3-23,,,,Out,Ankle
John Miller,,,BUF,2017-12-10,Sun,2017,14,13.0,Home,IND,W 13-7,,,,Out,Ankle
John Miller,,,BUF,2017-12-17,Sun,2017,15,14.0,Home,MIA,W 24-16,,,,Out,Ankle
John Miller,,,BUF,2017-12-24,Sun,2017,16,15.0,Away,NWE,L 16-37,,,,Questionable,Ankle
John Phillips,,,NOR,2017-09-11,Mon,2017,1,1.0,Away,MIN,L 19-29,,,,Injured Reserve,Appendix
John Phillips,,,NOR,2017-09-17,Sun,2017,2,2.0,Home,NWE,L 20-36,,,,Injured Reserve,Appendix
John Phillips,,,NOR,2017-09-24,Sun,2017,3,3.0,Away,CAR,W 34-13,,,,Injured Reserve,Appendix
John Phillips,,,NOR,2017-10-01,Sun,2017,4,4.0,Away,MIA,W 20-0,,,,Injured Reserve,Appendix
John Phillips,,,NOR,2017-10-15,Sun,2017,6,5.0,Home,DET,W 52-38,,,,Injured Reserve,Appendix
John Phillips,,,NOR,2017-10-22,Sun,2017,7,6.0,Away,GNB,W 26-17,,,,Injured Reserve,Appendix
John Phillips,,,NOR,2017-10-29,Sun,2017,8,7.0,Home,CHI,W 20-12,,,,Injured Reserve,Appendix
John Phillips,,,NOR,2017-11-05,Sun,2017,9,8.0,Home,TAM,W 30-10,,,,Injured Reserve,Appendix
John Phillips,,,NOR,2017-11-12,Sun,2017,10,9.0,Away,BUF,W 47-10,,,,Injured Reserve,Appendix
John Phillips,,,NOR,2017-11-19,Sun,2017,11,10.0,Home,WAS,W 34-31,,,,Injured Reserve,Appendix
John Phillips,,,NOR,2017-11-26,Sun,2017,12,11.0,Away,LAR,L 20-26,,,,Injured Reserve,Appendix
John Phillips,,,NOR,2017-12-03,Sun,2017,13,12.0,Home,CAR,W 31-21,,,,Injured Reserve,Appendix
John Phillips,,,NOR,2017-12-07,Thu,2017,14,13.0,Away,ATL,L 17-20,,,,Injured Reserve,Appendix
John Phillips,,,NOR,2017-12-17,Sun,2017,15,14.0,Home,NYJ,W 31-19,,,,Injured Reserve,Appendix
John Phillips,30.196,TE,NOR,2017-12-24,Sun,2017,16,15.0,Home,ATL,W 23-13,1.5,8.0,0.13,,
John Phillips,,,NOR,2017-12-31,Sun,2017,17,16.0,Away,TAM,L 24-31,,,,Injured Reserve,Appendix
John Ross,21.291,WR,CIN,2017-09-14,Thu,2017,2,2.0,Home,HOU,L 9-13,-0.7999999999999998,5.0,0.08,Questionable,Knee
John Ross,,,CIN,2017-09-24,Sun,2017,3,3.0,Away,GNB,L 24-27,,,,Out,Knee
John Ross,,,CIN,2017-10-01,Sun,2017,4,4.0,Away,CLE,W 31-7,,,,Out,Knee
John Ross,,,CIN,2017-10-08,Sun,2017,5,5.0,Home,BUF,W 20-16,,,,Out,Knee
John Ross,,,CIN,2017-10-22,Sun,2017,7,6.0,Away,PIT,L 14-29,,,,Questionable,Knee
John Ross,21.336,WR,CIN,2017-10-29,Sun,2017,8,7.0,Home,IND,W 24-23,0.0,6.0,0.11,,
John Ross,21.35,WR,CIN,2017-11-12,Sun,2017,10,9.0,Away,TEN,L 20-24,0.0,6.0,0.12,,
John Ross,,,CIN,2017-12-10,Sun,2017,14,13.0,Home,CHI,L 7-33,,,,Injured Reserve,Shoulder
John Ross,,,CIN,2017-12-17,Sun,2017,15,14.0,Away,MIN,L 7-34,,,,Injured Reserve,Shoulder
John Ross,,,CIN,2017-12-24,Sun,2017,16,15.0,Home,DET,W 26-17,,,,Injured Reserve,Shoulder
John Ross,,,CIN,2017-12-31,Sun,2017,17,16.0,Away,BAL,W 31-27,,,,Injured Reserve,Shoulder
John Simon,,,IND,2017-10-29,Sun,2017,8,8.0,Away,CIN,L 23-24,,,,Out,Neck
John Simon,,,IND,2017-11-05,Sun,2017,9,9.0,Away,HOU,W 20-14,,,,Out,Neck
John Simon,,,IND,2017-11-12,Sun,2017,10,10.0,Home,PIT,L 17-20,,,,Out,Neck
John Simon,27.043,LB,IND,2017-11-26,Sun,2017,12,11.0,Home,TEN,L 16-20,1.5,46.0,46.0,,
John Simon,27.05,LB,IND,2017-12-03,Sun,2017,13,12.0,Away,JAX,L 10-30,5.75,41.0,41.0,,
John Simon,,,IND,2017-12-10,Sun,2017,14,13.0,Away,BUF,L 7-13,,,,Injured Reserve,Shoulder
John Simon,,,IND,2017-12-14,Thu,2017,15,14.0,Home,DEN,L 13-25,,,,Injured Reserve,Shoulder
John Simon,,,IND,2017-12-23,Sat,2017,16,15.0,Away,BAL,L 16-23,,,,Injured Reserve,Shoulder
John Simon,,,IND,2017-12-31,Sun,2017,17,16.0,Home,HOU,W 22-13,,,,Injured Reserve,Shoulder
John Sullivan,32.054,C,LAR,2017-10-01,Sun,2017,4,4.0,Away,DAL,W 35-30,0.0,,,Questionable,Hip
John Sullivan,32.061,C,LAR,2017-10-08,Sun,2017,5,5.0,Home,SEA,L 10-16,0.0,,,,
John Sullivan,32.068,C,LAR,2017-10-15,Sun,2017,6,6.0,Away,JAX,W 27-17,0.0,,,,
John Sullivan,32.075,C,LAR,2017-10-22,Sun,2017,7,7.0,Home,ARI,W 33-0,0.0,,,,
John Sullivan,32.089,C,LAR,2017-11-05,Sun,2017,9,8.0,Away,NYG,W 51-17,0.0,,,,
John Sullivan,32.096,C,LAR,2017-11-12,Sun,2017,10,9.0,Home,HOU,W 33-7,0.0,,,,
John Sullivan,32.103,C,LAR,2017-11-19,Sun,2017,11,10.0,Away,MIN,L 7-24,0.0,,,,
John Sullivan,32.11,C,LAR,2017-11-26,Sun,2017,12,11.0,Home,NOR,W 26-20,0.0,,,,
John Sullivan,32.117,C,LAR,2017-12-03,Sun,2017,13,12.0,Away,ARI,W 32-16,0.0,,,,
John Sullivan,32.124,C,LAR,2017-12-10,Sun,2017,14,13.0,Home,PHI,L 35-43,0.0,,,,
John Sullivan,32.131,C,LAR,2017-12-17,Sun,2017,15,14.0,Away,SEA,W 42-7,0.0,,,,
John Sullivan,32.138,C,LAR,2017-12-24,Sun,2017,16,15.0,Away,TEN,W 27-23,0.0,,,,
John Theus,,,CAR,2017-10-22,Sun,2017,7,7.0,Away,CHI,L 3-17,,,,Injured Reserve,Concussion
John Theus,,,CAR,2017-10-29,Sun,2017,8,8.0,Away,TAM,W 17-3,,,,Injured Reserve,Concussion
John Theus,,,CAR,2017-11-05,Sun,2017,9,9.0,Home,ATL,W 20-17,,,,Injured Reserve,Concussion
John Theus,,,CAR,2017-11-13,Mon,2017,10,10.0,Home,MIA,W 45-21,,,,Injured Reserve,Concussion
John Theus,,,CAR,2017-11-26,Sun,2017,12,11.0,Away,NYJ,W 35-27,,,,Injured Reserve,Concussion
John Theus,,,CAR,2017-12-03,Sun,2017,13,12.0,Away,NOR,L 21-31,,,,Out,Illness
John Theus,,,CAR,2017-12-10,Sun,2017,14,13.0,Home,MIN,W 31-24,,,,Injured Reserve,Concussion
John Theus,,,CAR,2017-12-17,Sun,2017,15,14.0,Home,GNB,W 31-24,,,,Injured Reserve,Concussion
John Theus,,,CAR,2017-12-24,Sun,2017,16,15.0,Home,TAM,W 22-19,,,,Injured Reserve,Concussion
John Theus,,,CAR,2017-12-31,Sun,2017,17,16.0,Away,ATL,L 10-22,,,,Injured Reserve,Concussion
John Timu,,,CHI,2017-10-15,Sun,2017,6,6.0,Away,BAL,W 27-24,,,,Out,Knee
John Timu,,,CHI,2017-10-22,Sun,2017,7,7.0,Home,CAR,W 17-3,,,,Doubtful,Ankle
John Timu,,,CHI,2017-10-29,Sun,2017,8,8.0,Away,NOR,L 12-20,,,,Doubtful,Ankle
John Timu,25.077,LB,CHI,2017-11-12,Sun,2017,10,9.0,Home,GNB,L 16-23,0.0,,,,
John Timu,25.084,LB,CHI,2017-11-19,Sun,2017,11,10.0,Home,DET,L 24-27,0.0,8.0,8.0,,
John Timu,25.091,LB,CHI,2017-11-26,Sun,2017,12,11.0,Away,PHI,L 3-31,3.0,30.0,30.0,,
John Timu,25.098,LB,CHI,2017-12-03,Sun,2017,13,12.0,Home,SFO,L 14-15,0.0,,,,
John Timu,25.105,LB,CHI,2017-12-10,Sun,2017,14,13.0,Away,CIN,W 33-7,1.5,10.0,10.0,,
John Timu,25.111,LB,CHI,2017-12-16,Sat,2017,15,14.0,Away,DET,L 10-20,0.0,2.0,2.0,,
John Timu,25.119,LB,CHI,2017-12-24,Sun,2017,16,15.0,Home,CLE,W 20-3,5.0,5.0,5.0,,
John Timu,25.126,LB,CHI,2017-12-31,Sun,2017,17,16.0,Away,MIN,L 10-23,1.5,3.0,3.0,,
John Wetzel,26.124,RT,ARI,2017-11-19,Sun,2017,11,10.0,Away,HOU,L 21-31,0.0,,,Questionable,Back
John Wetzel,26.131,RT,ARI,2017-11-26,Sun,2017,12,11.0,Home,JAX,W 27-24,0.0,,,,
John Wetzel,26.138,RT,ARI,2017-12-03,Sun,2017,13,12.0,Home,LAR,L 16-32,0.0,,,,
John Wetzel,26.145,RT,ARI,2017-12-10,Sun,2017,14,13.0,Home,TEN,W 12-7,0.0,,,,
John Wetzel,26.152,RT,ARI,2017-12-17,Sun,2017,15,14.0,Away,WAS,L 15-20,0.0,,,,
John Wetzel,26.159,RT,ARI,2017-12-24,Sun,2017,16,15.0,Home,NYG,W 23-0,0.0,,,,
John Wetzel,26.166,RT,ARI,2017-12-31,Sun,2017,17,16.0,Away,SEA,W 26-24,0.0,,,,
Johnathan Cyprien,,,TEN,2017-09-17,Sun,2017,2,2.0,Away,JAX,W 37-16,,,,Out,Hamstring
Johnathan Cyprien,,,TEN,2017-09-24,Sun,2017,3,3.0,Home,SEA,W 33-27,,,,Out,Hamstring
Johnathan Cyprien,,,TEN,2017-10-01,Sun,2017,4,4.0,Away,HOU,L 14-57,,,,Out,Hamstring
Johnathan Cyprien,,,TEN,2017-10-08,Sun,2017,5,5.0,Away,MIA,L 10-16,,,,Out,Hamstring
Johnathan Cyprien,,,TEN,2017-10-16,Mon,2017,6,6.0,Home,IND,W 36-22,,,,Out,Hamstring
Johnathan Cyprien,,,TEN,2017-10-22,Sun,2017,7,7.0,Away,CLE,W 12-9,,,,Out,Hamstring
Johnathan Cyprien,27.099,S,TEN,2017-11-05,Sun,2017,9,8.0,Home,BAL,W 23-20,2.25,62.0,62.0,,
Johnathan Cyprien,27.106,S,TEN,2017-11-12,Sun,2017,10,9.0,Home,CIN,W 24-20,5.25,43.0,43.0,,
Johnathan Cyprien,27.11,S,TEN,2017-11-16,Thu,2017,11,10.0,Away,PIT,L 17-40,12.0,67.0,67.0,,
Johnathan Cyprien,27.12,S,TEN,2017-11-26,Sun,2017,12,11.0,Away,IND,W 20-16,6.75,49.0,49.0,,
Johnathan Cyprien,27.127,S,TEN,2017-12-03,Sun,2017,13,12.0,Home,HOU,W 24-13,9.75,81.0,81.0,,
Johnathan Cyprien,27.134,S,TEN,2017-12-10,Sun,2017,14,13.0,Away,ARI,L 7-12,20.25,63.0,63.0,,
Johnathan Cyprien,27.141,S,TEN,2017-12-17,Sun,2017,15,14.0,Away,SFO,L 23-25,6.75,58.0,58.0,Questionable,Back
Johnathan Cyprien,27.148,S,TEN,2017-12-24,Sun,2017,16,15.0,Home,LAR,L 23-27,5.0,67.0,67.0,,
Johnathan Cyprien,27.155,S,TEN,2017-12-31,Sun,2017,17,16.0,Home,JAX,W 15-10,4.5,60.0,60.0,,
Johnathan Hankins,,,IND,2017-12-31,Sun,2017,17,16.0,Home,HOU,W 22-13,,,,Out,Ankle
Johnathan Joseph,33.203,CB,HOU,2017-11-05,Sun,2017,9,8.0,Home,IND,L 14-20,6.0,51.0,51.0,Questionable,Shin
Johnathan Joseph,33.21,CB,HOU,2017-11-12,Sun,2017,10,9.0,Away,LAR,L 7-33,6.75,56.0,56.0,,
Johnathan Joseph,33.217,CB,HOU,2017-11-19,Sun,2017,11,10.0,Home,ARI,W 31-21,4.5,53.0,53.0,,
Johnathan Joseph,33.225,CB,HOU,2017-11-27,Mon,2017,12,11.0,Away,BAL,L 16-23,4.5,40.0,40.0,,
Johnathan Joseph,33.231,CB,HOU,2017-12-03,Sun,2017,13,12.0,Away,TEN,L 13-24,8.0,27.0,27.0,,
Johnathan Joseph,33.238,CB,HOU,2017-12-10,Sun,2017,14,13.0,Home,SFO,L 16-26,6.0,50.0,50.0,,
Johnathan Joseph,33.245,CB,HOU,2017-12-17,Sun,2017,15,14.0,Away,JAX,L 7-45,3.0,46.0,46.0,,
Johnathan Joseph,33.253,CB,HOU,2017-12-25,Mon,2017,16,15.0,Home,PIT,L 6-34,3.0,45.0,45.0,,
