Player,Age,Pos,Team,Date,Day,Season,Week,G#,Away_Home,Opp,Result,Fntsy_Pts,Snaps,Snap %,Status,Injury
Johnathan Cyprien,,S,PHI,2019-09-08,Sun,2019,1,1.0,Home,WAS,W 32-27,,1.0,0.01,,
Johnathan Cyprien,29.048,S,PHI,2019-09-15,Sun,2019,2,2.0,Away,ATL,L 20-24,0.0,1.0,0.01,,
Johnathan Cyprien,,S,PHI,2019-09-22,Sun,2019,3,3.0,Home,DET,L 24-27,,1.0,0.02,,
Johnathan Cyprien,29.059,S,PHI,2019-09-26,Thu,2019,4,4.0,Away,GNB,W 34-27,1.5,12.0,0.15,,
Johnathan Cyprien,29.069,S,ATL,2019-10-06,Sun,2019,5,5.0,Away,HOU,L 32-53,2.25,24.0,0.34,,
Johnathan Joseph,35.146,CB,HOU,2019-09-09,Mon,2019,1,1.0,Away,NOR,L 28-30,11.25,66.0,1.0,,
Johnathan Joseph,35.152,CB,HOU,2019-09-15,Sun,2019,2,2.0,Home,JAX,W 13-12,12.0,62.0,0.97,,
Johnathan Joseph,35.159,CB,HOU,2019-09-22,Sun,2019,3,3.0,Away,LAC,W 27-20,15.75,70.0,0.95,,
Johnathan Joseph,35.166,CB,HOU,2019-09-29,Sun,2019,4,4.0,Home,CAR,L 10-16,7.5,56.0,0.84,,
Johnathan Joseph,35.173,CB,HOU,2019-10-06,Sun,2019,5,5.0,Home,ATL,W 53-32,9.75,73.0,1.0,,
Johnny Mundt,,TE,LAR,2019-09-22,Sun,2019,3,3.0,Away,CLE,W 20-13,,2.0,0.03,,
Johnny Mundt,,TE,LAR,2019-10-03,Thu,2019,5,5.0,Away,SEA,L 29-30,,2.0,0.03,,
Johnny Mundt,24.324,TE,LAR,2019-10-13,Sun,2019,6,6.0,Home,SFO,L 7-20,0.0,,,,
Johnny Mundt,24.331,TE,LAR,2019-10-20,Sun,2019,7,7.0,Away,ATL,W 37-10,0.0,16.0,0.21,,
Johnny Mundt,,TE,LAR,2019-10-27,Sun,2019,8,8.0,Home,CIN,W 24-10,,1.0,0.02,,
Johnny Mundt,24.352,TE,LAR,2019-11-10,Sun,2019,10,9.0,Away,PIT,L 12-17,5.4,5.0,0.07,,
Jojo Natson,25.219,WR,LAR,2019-09-08,Sun,2019,1,1.0,Away,CAR,W 30-27,0.0,,,,
Jojo Natson,25.226,WR,LAR,2019-09-15,Sun,2019,2,2.0,Home,NOR,W 27-9,0.0,,,,
Jojo Natson,25.233,WR,LAR,2019-09-22,Sun,2019,3,3.0,Away,CLE,W 20-13,0.0,,,,
Jojo Natson,25.24,WR,LAR,2019-09-29,Sun,2019,4,4.0,Home,TAM,L 40-55,0.0,,,,
Jojo Natson,25.244,WR,LAR,2019-10-03,Thu,2019,5,5.0,Away,SEA,L 29-30,0.0,,,,
Jojo Natson,25.254,WR,LAR,2019-10-13,Sun,2019,6,6.0,Home,SFO,L 7-20,0.0,,,,
Jojo Natson,25.261,WR,LAR,2019-10-20,Sun,2019,7,7.0,Away,ATL,W 37-10,0.0,,,,
Jojo Natson,25.268,WR,LAR,2019-10-27,Sun,2019,8,8.0,Home,CIN,W 24-10,0.0,,,,
Jon Feliciano,27.21,G,BUF,2019-09-08,Sun,2019,1,1.0,Away,NYJ,W 17-16,0.0,,,,
Jonathan Allen,,DE,WAS,2019-09-08,Sun,2019,1,1.0,Away,PHI,L 27-32,,7.0,0.09,,
Jonathan Bullard,,DT,ARI,2019-09-08,Sun,2019,1,1.0,Home,DET,T 27-27,,15.0,0.18,,
Jonathan Jones,25.353,CB,NWE,2019-09-08,Sun,2019,1,1.0,Home,PIT,W 33-3,6.75,53.0,0.79,,
Jonathan Jones,25.36,CB,NWE,2019-09-15,Sun,2019,2,2.0,Away,MIA,W 43-0,6.0,44.0,0.71,,
Jonathan Jones,26.002,CB,NWE,2019-09-22,Sun,2019,3,3.0,Home,NYJ,W 30-14,1.5,35.0,0.7,,
Jonathan Jones,26.009,CB,NWE,2019-09-29,Sun,2019,4,4.0,Away,BUF,W 16-10,6.75,45.0,0.57,,
Jonathan Jones,26.016,CB,NWE,2019-10-06,Sun,2019,5,5.0,Away,WAS,W 33-7,7.75,43.0,0.77,,
Jonathan Jones,26.02,CB,NWE,2019-10-10,Thu,2019,6,6.0,Home,NYG,W 35-14,8.25,30.0,0.6,,
Jonathan Jones,26.031,CB,NWE,2019-10-21,Mon,2019,7,7.0,Away,NYJ,W 33-0,6.75,44.0,0.73,,
Jonathan Jones,26.037,CB,NWE,2019-10-27,Sun,2019,8,8.0,Home,CLE,W 27-13,10.0,43.0,0.69,,
Jonathan Jones,26.044,CB,NWE,2019-11-03,Sun,2019,9,9.0,Away,BAL,L 20-37,1.5,28.0,0.42,,
Jonathan Jones,26.058,CB,NWE,2019-11-17,Sun,2019,11,10.0,Away,PHI,W 17-10,3.0,45.0,0.62,,
Jonathan Jones,26.065,CB,NWE,2019-11-24,Sun,2019,12,11.0,Home,DAL,W 13-9,5.25,38.0,0.6,,
Jonathan Jones,26.072,CB,NWE,2019-12-01,Sun,2019,13,12.0,Away,HOU,L 22-28,6.75,31.0,0.54,,
Jonathan Jones,26.079,CB,NWE,2019-12-08,Sun,2019,14,13.0,Home,KAN,L 16-23,7.5,77.0,0.99,,
Jonathan Jones,26.086,CB,NWE,2019-12-15,Sun,2019,15,14.0,Away,CIN,W 34-13,1.5,30.0,0.45,,
Jonathan Ledbetter,21.361,DE,MIA,2019-09-08,Sun,2019,1,1.0,Home,BAL,L 10-59,5.75,51.0,0.67,,
Jordan Hicks,27.073,LB,ARI,2019-09-08,Sun,2019,1,1.0,Home,DET,T 27-27,19.75,84.0,0.99,,
Jordan Hicks,27.08,LB,ARI,2019-09-15,Sun,2019,2,2.0,Away,BAL,L 17-23,15.75,77.0,0.99,,
Jordan Hicks,27.087,LB,ARI,2019-09-22,Sun,2019,3,3.0,Home,CAR,L 20-38,12.0,60.0,1.0,,
Jordan Hicks,27.094,LB,ARI,2019-09-29,Sun,2019,4,4.0,Home,SEA,L 10-27,25.0,62.0,1.0,,
Jordan Hicks,27.101,LB,ARI,2019-10-06,Sun,2019,5,5.0,Away,CIN,W 26-23,10.25,66.0,1.0,,
Jordan Hicks,27.108,LB,ARI,2019-10-13,Sun,2019,6,6.0,Home,ATL,W 34-33,9.75,67.0,1.0,,
Jordan Hicks,27.115,LB,ARI,2019-10-20,Sun,2019,7,7.0,Away,NYG,W 27-21,15.75,70.0,1.0,,
Jordan Howard,24.31,RB,PHI,2019-09-08,Sun,2019,1,1.0,Home,WAS,W 32-27,6.5,17.0,0.23,,
Jordan Howard,24.317,RB,PHI,2019-09-15,Sun,2019,2,2.0,Away,ATL,L 20-24,3.1,18.0,0.23,,
Jordan Howard,24.324,RB,PHI,2019-09-22,Sun,2019,3,3.0,Home,DET,L 24-27,9.7,24.0,0.32,,
Jordan Howard,24.328,RB,PHI,2019-09-26,Thu,2019,4,4.0,Away,GNB,W 34-27,31.000000000000004,33.0,0.53,,
Jordan Howard,24.338,RB,PHI,2019-10-06,Sun,2019,5,5.0,Home,NYJ,W 31-6,12.2,29.0,0.43,,
Jordan Howard,24.345,RB,PHI,2019-10-13,Sun,2019,6,6.0,Away,MIN,L 20-38,4.9,40.0,0.62,,
Jordan Howard,24.352,RB,PHI,2019-10-20,Sun,2019,7,7.0,Away,DAL,L 10-37,6.6,23.0,0.38,,
Jordan Howard,24.359,RB,PHI,2019-10-27,Sun,2019,8,8.0,Away,BUF,W 31-13,17.6,53.0,0.73,,
Jordan Howard,25.001,RB,PHI,2019-11-03,Sun,2019,9,9.0,Home,CHI,W 22-14,14.8,42.0,0.5,,
Jordan Jenkins,25.069,LB,NYJ,2019-09-08,Sun,2019,1,1.0,Home,BUF,L 16-17,11.0,40.0,0.6,,
Jordan Jenkins,25.077,LB,NYJ,2019-09-16,Mon,2019,2,2.0,Home,CLE,L 3-23,0.75,11.0,0.17,,
Jordan Scarlett,23.239,RB,CAR,2019-10-06,Sun,2019,5,5.0,Home,JAX,W 34-27,0.0,,,,
Jordan Scarlett,23.246,RB,CAR,2019-10-13,Sun,2019,6,6.0,Away,TAM,W 37-26,4.0,,,,
Jordan Scarlett,23.26,RB,CAR,2019-10-27,Sun,2019,8,7.0,Away,SFO,L 13-51,0.9,4.0,0.06,,
Jordan Scarlett,,RB,CAR,2019-11-03,Sun,2019,9,8.0,Home,TEN,W 30-20,,3.0,0.04,,
Jordan Whitehead,22.174,S,TAM,2019-09-08,Sun,2019,1,1.0,Home,SFO,L 17-31,11.25,66.0,1.0,,
Jordan Whitehead,22.178,S,TAM,2019-09-12,Thu,2019,2,2.0,Away,CAR,W 20-14,8.25,74.0,0.99,,
Jordan Whitehead,22.188,S,TAM,2019-09-22,Sun,2019,3,3.0,Home,NYG,L 31-32,3.75,62.0,1.0,,
Jordan Whitehead,22.195,S,TAM,2019-09-29,Sun,2019,4,4.0,Away,LAR,W 55-40,13.5,83.0,0.94,,
Jordan Whitehead,22.202,S,TAM,2019-10-06,Sun,2019,5,5.0,Away,NOR,L 24-31,14.25,69.0,1.0,,
Jordan Whitehead,22.209,S,TAM,2019-10-13,Sun,2019,6,6.0,Home,CAR,L 26-37,6.75,62.0,0.9,,
Jordan Whitehead,22.223,S,TAM,2019-10-27,Sun,2019,8,7.0,Away,TEN,L 23-27,2.25,55.0,0.9,,
Jordan Whitehead,22.23,S,TAM,2019-11-03,Sun,2019,9,8.0,Away,SEA,L 34-40,16.5,66.0,0.89,,
Jordan Whitehead,22.237,S,TAM,2019-11-10,Sun,2019,10,9.0,Home,ARI,W 30-27,9.5,67.0,1.0,,
Jordan Whitehead,22.244,S,TAM,2019-11-17,Sun,2019,11,10.0,Home,NOR,L 17-34,3.75,67.0,1.0,,
Jordan Whitehead,22.251,S,TAM,2019-11-24,Sun,2019,12,11.0,Away,ATL,W 35-22,6.0,85.0,1.0,,
Jordan Whitehead,22.258,S,TAM,2019-12-01,Sun,2019,13,12.0,Away,JAX,W 28-11,5.25,68.0,1.0,,
Jordan Whitehead,22.265,S,TAM,2019-12-08,Sun,2019,14,13.0,Home,IND,W 38-35,13.25,63.0,1.0,,
Jordan Whitehead,22.272,S,TAM,2019-12-15,Sun,2019,15,14.0,Away,DET,W 38-17,5.0,30.0,0.47,,
Josey Jewell,24.258,LB,DEN,2019-09-09,Mon,2019,1,1.0,Away,OAK,L 16-24,15.75,55.0,1.0,,
Josey Jewell,24.264,LB,DEN,2019-09-15,Sun,2019,2,2.0,Home,CHI,L 14-16,6.75,60.0,0.97,,
Josey Jewell,24.271,LB,DEN,2019-09-22,Sun,2019,3,3.0,Away,GNB,L 16-27,9.0,40.0,0.74,,
Josh Allen,23.11,QB,BUF,2019-09-08,Sun,2019,1,1.0,Away,NYJ,W 17-16,17.96,66.0,0.99,,
Josh Allen,23.11,DE,BUF,2019-09-08,Sun,2019,1,1.0,Away,NYJ,W 17-16,17.96,51.0,0.74,,
Josh Allen,22.057,QB,JAX,2019-09-08,Sun,2019,1,1.0,Home,KAN,L 26-40,2.25,66.0,0.99,,
Josh Allen,22.057,DE,JAX,2019-09-08,Sun,2019,1,1.0,Home,KAN,L 26-40,2.25,51.0,0.74,,
Josh Allen,23.117,QB,BUF,2019-09-15,Sun,2019,2,2.0,Away,NYG,W 28-14,22.22,70.0,1.0,,
Josh Allen,23.117,DE,BUF,2019-09-15,Sun,2019,2,2.0,Away,NYG,W 28-14,22.22,59.0,0.91,,
Josh Allen,22.064,QB,JAX,2019-09-15,Sun,2019,2,2.0,Away,HOU,L 12-13,6.5,70.0,1.0,,
Josh Allen,22.064,DE,JAX,2019-09-15,Sun,2019,2,2.0,Away,HOU,L 12-13,6.5,59.0,0.91,,
Josh Allen,22.068,QB,JAX,2019-09-19,Thu,2019,3,3.0,Home,TEN,W 20-7,21.25,76.0,0.99,,
Josh Allen,22.068,DE,JAX,2019-09-19,Thu,2019,3,3.0,Home,TEN,W 20-7,21.25,54.0,0.68,,
Josh Allen,23.124,QB,BUF,2019-09-22,Sun,2019,3,3.0,Home,CIN,W 21-17,21.32,76.0,0.99,,
Josh Allen,23.124,DE,BUF,2019-09-22,Sun,2019,3,3.0,Home,CIN,W 21-17,21.32,54.0,0.68,,
Josh Allen,23.131,QB,BUF,2019-09-29,Sun,2019,4,4.0,Home,NWE,L 10-16,11.72,58.0,0.73,,
Josh Allen,23.131,DE,BUF,2019-09-29,Sun,2019,4,4.0,Home,NWE,L 10-16,11.72,38.0,0.69,,
Josh Allen,22.078,QB,JAX,2019-09-29,Sun,2019,4,4.0,Away,DEN,W 26-24,3.0,58.0,0.73,,
Josh Allen,22.078,DE,JAX,2019-09-29,Sun,2019,4,4.0,Away,DEN,W 26-24,3.0,38.0,0.69,,
Josh Bellamy,30.113,WR,NYJ,2019-09-08,Sun,2019,1,1.0,Home,BUF,L 16-17,2.0,6.0,0.08,,
Josh Bellamy,30.121,WR,NYJ,2019-09-16,Mon,2019,2,2.0,Home,CLE,L 3-23,1.0,41.0,0.64,,
Josh Gordon,28.148,WR,NWE,2019-09-08,Sun,2019,1,1.0,Home,PIT,W 33-3,14.8,55.0,0.79,,
Josh Gordon,28.155,WR,NWE,2019-09-15,Sun,2019,2,2.0,Away,MIA,W 43-0,2.9000000000000004,57.0,0.8,,
Josh Gordon,28.162,WR,NWE,2019-09-22,Sun,2019,3,3.0,Home,NYJ,W 30-14,11.4,67.0,0.88,,
Josh Gordon,28.169,WR,NWE,2019-09-29,Sun,2019,4,4.0,Away,BUF,W 16-10,6.1000000000000005,56.0,0.89,,
Josh Gordon,28.176,WR,NWE,2019-10-06,Sun,2019,5,5.0,Away,WAS,W 33-7,8.4,66.0,0.86,,
Josh Harvey-Clemons,25.215,LB,WAS,2019-09-23,Mon,2019,3,3.0,Home,CHI,L 15-31,0.0,,,,
Josh Jacobs,21.21,RB,OAK,2019-09-09,Mon,2019,1,1.0,Home,DEN,W 24-16,23.8,40.0,0.73,,
Josh Jacobs,21.216,RB,OAK,2019-09-15,Sun,2019,2,2.0,Home,KAN,L 10-28,9.9,30.0,0.48,,
Josh Jacobs,21.223,RB,OAK,2019-09-22,Sun,2019,3,3.0,Away,MIN,L 14-34,4.4,25.0,0.42,,
Josh Jacobs,21.23,RB,OAK,2019-09-29,Sun,2019,4,4.0,Away,IND,W 31-24,11.8,34.0,0.53,,
Josh Jacobs,21.237,RB,OAK,2019-10-06,Sun,2019,5,5.0,Home,CHI,W 24-21,27.8,49.0,0.68,,
Josh Jacobs,21.251,RB,OAK,2019-10-20,Sun,2019,7,6.0,Away,GNB,L 24-42,14.9,37.0,0.56,,
Josh Kline,29.26,G,MIN,2019-09-15,Sun,2019,2,2.0,Away,GNB,L 16-21,0.0,,,,
Josh Mauro,28.204,DT,OAK,2019-09-09,Mon,2019,1,1.0,Home,DEN,W 24-16,9.5,27.0,0.44,,
Josh Mauro,,DT,OAK,2019-09-15,Sun,2019,2,2.0,Home,KAN,L 10-28,,38.0,0.51,,
Josh Mauro,28.217,DT,OAK,2019-09-22,Sun,2019,3,3.0,Away,MIN,L 14-34,1.5,39.0,0.63,,
Josh Mauro,28.224,DT,OAK,2019-09-29,Sun,2019,4,4.0,Away,IND,W 31-24,3.5,24.0,0.31,,
Josh Mauro,28.231,DT,OAK,2019-10-06,Sun,2019,5,5.0,Home,CHI,W 24-21,2.25,26.0,0.46,,
Josh Mauro,28.245,DT,OAK,2019-10-20,Sun,2019,7,6.0,Away,GNB,L 24-42,0.75,31.0,0.53,,
Josh Mauro,28.252,DT,OAK,2019-10-27,Sun,2019,8,7.0,Away,HOU,L 24-27,0.75,5.0,0.06,,
Josh Norman,31.267,CB,WAS,2019-09-08,Sun,2019,1,1.0,Away,PHI,L 27-32,9.5,74.0,1.0,,
Josh Norman,31.274,CB,WAS,2019-09-15,Sun,2019,2,2.0,Home,DAL,L 21-31,6.75,69.0,1.0,,
Josh Norman,31.282,CB,WAS,2019-09-23,Mon,2019,3,3.0,Home,CHI,L 15-31,16.75,63.0,0.97,,
Josh Norman,31.288,CB,WAS,2019-09-29,Sun,2019,4,4.0,Away,NYG,L 3-24,9.0,74.0,0.96,,
Josh Robinson,28.243,S,JAX,2019-09-08,Sun,2019,1,1.0,Home,KAN,L 26-40,0.0,,,,
JuJu Smith-Schuster,22.29,WR,PIT,2019-09-08,Sun,2019,1,1.0,Away,NWE,L 3-33,10.8,60.0,0.9,,
JuJu Smith-Schuster,22.297,WR,PIT,2019-09-15,Sun,2019,2,2.0,Home,SEA,L 26-28,10.9,46.0,0.82,,
JuJu Smith-Schuster,22.304,WR,PIT,2019-09-22,Sun,2019,3,3.0,Away,SFO,L 20-24,15.6,53.0,1.0,,
JuJu Smith-Schuster,22.312,WR,PIT,2019-09-30,Mon,2019,4,4.0,Home,CIN,W 27-3,3.0,43.0,0.74,,
Julian Edelman,33.109,WR,NWE,2019-09-08,Sun,2019,1,1.0,Home,PIT,W 33-3,13.38,67.0,0.96,,
Julian Edelman,33.116,WR,NWE,2019-09-15,Sun,2019,2,2.0,Away,MIA,W 43-0,7.200000000000001,66.0,0.93,,
Julian Edelman,33.123,WR,NWE,2019-09-22,Sun,2019,3,3.0,Home,NYJ,W 30-14,15.7,39.0,0.51,,
Julio Jones,30.212,WR,ATL,2019-09-08,Sun,2019,1,1.0,Away,MIN,L 12-28,12.1,50.0,0.67,,
Julio Jones,30.219,WR,ATL,2019-09-15,Sun,2019,2,2.0,Home,PHI,W 24-20,25.1,51.0,0.78,,
Julio Jones,30.226,WR,ATL,2019-09-22,Sun,2019,3,3.0,Away,IND,L 24-27,22.8,45.0,0.75,,
Julio Jones,30.233,WR,ATL,2019-09-29,Sun,2019,4,4.0,Home,TEN,L 10-24,7.300000000000001,62.0,0.78,,
Julio Jones,30.24,WR,ATL,2019-10-06,Sun,2019,5,5.0,Away,HOU,L 32-53,5.7,55.0,0.75,,
Julio Jones,30.247,WR,ATL,2019-10-13,Sun,2019,6,6.0,Away,ARI,L 33-34,14.8,45.0,0.67,,
Julio Jones,30.254,WR,ATL,2019-10-20,Sun,2019,7,7.0,Home,LAR,L 10-37,12.3,41.0,0.73,,
Julio Jones,30.261,WR,ATL,2019-10-27,Sun,2019,8,8.0,Home,SEA,L 20-27,20.200000000000003,58.0,0.76,,
Julio Jones,30.275,WR,ATL,2019-11-10,Sun,2019,10,9.0,Away,NOR,W 26-9,9.4,60.0,0.79,,
Julio Jones,30.282,WR,ATL,2019-11-17,Sun,2019,11,10.0,Away,CAR,W 29-3,11.7,53.0,0.82,,
Julio Jones,30.289,WR,ATL,2019-11-24,Sun,2019,12,11.0,Home,TAM,L 22-35,9.3,48.0,0.56,,
Jullian Taylor,,DT,SFO,2019-09-08,Sun,2019,1,1.0,Away,TAM,W 31-17,,6.0,0.09,,
Jullian Taylor,24.228,DT,SFO,2019-09-15,Sun,2019,2,2.0,Away,CIN,W 41-17,1.5,21.0,0.3,,
Jullian Taylor,24.263,DT,SFO,2019-10-20,Sun,2019,7,6.0,Away,WAS,W 9-0,7.5,6.0,0.13,,
Jullian Taylor,24.291,DT,SFO,2019-11-17,Sun,2019,11,10.0,Home,ARI,W 36-26,7.0,20.0,0.29,,
Jullian Taylor,24.298,DT,SFO,2019-11-24,Sun,2019,12,11.0,Home,GNB,W 37-8,3.0,25.0,0.32,,
Jullian Taylor,24.305,DT,SFO,2019-12-01,Sun,2019,13,12.0,Away,BAL,L 17-20,6.5,23.0,0.36,,
Jurrell Casey,29.277,DE,TEN,2019-09-08,Sun,2019,1,1.0,Away,CLE,W 43-13,0.75,45.0,0.63,,
Jurrell Casey,29.284,DE,TEN,2019-09-15,Sun,2019,2,2.0,Home,IND,L 17-19,6.0,55.0,0.79,,
Jurrell Casey,29.288,DE,TEN,2019-09-19,Thu,2019,3,3.0,Away,JAX,L 7-20,6.75,50.0,0.93,,
Jurrell Casey,29.298,DE,TEN,2019-09-29,Sun,2019,4,4.0,Away,ATL,W 24-10,17.25,56.0,0.71,,
Jurrell Casey,,DE,TEN,2019-10-06,Sun,2019,5,5.0,Home,BUF,L 7-14,,54.0,0.83,,
Jurrell Casey,29.312,DE,TEN,2019-10-13,Sun,2019,6,6.0,Away,DEN,L 0-16,6.0,45.0,0.75,,
Jurrell Casey,29.319,DE,TEN,2019-10-20,Sun,2019,7,7.0,Home,LAC,W 23-20,4.0,49.0,0.78,,
Jurrell Casey,29.326,DE,TEN,2019-10-27,Sun,2019,8,8.0,Home,TAM,W 27-23,14.0,62.0,0.77,,
Justin Hollins,,LB,DEN,2019-09-09,Mon,2019,1,1.0,Away,OAK,L 16-24,,4.0,0.07,,
Justin Hollins,23.25,LB,DEN,2019-09-22,Sun,2019,3,3.0,Away,GNB,L 16-27,1.5,5.0,0.09,,
Justin Hollins,23.257,LB,DEN,2019-09-29,Sun,2019,4,4.0,Home,JAX,L 24-26,7.5,33.0,0.4,,
Justin Hollins,23.264,LB,DEN,2019-10-06,Sun,2019,5,5.0,Away,LAC,W 20-13,0.75,14.0,0.2,,
Justin Hollins,,LB,DEN,2019-10-13,Sun,2019,6,6.0,Home,TEN,W 16-0,,8.0,0.12,,
Justin Hollins,23.275,LB,DEN,2019-10-17,Thu,2019,7,7.0,Home,KAN,L 6-30,1.5,8.0,0.13,,
Justin Houston,30.23,DE,IND,2019-09-08,Sun,2019,1,1.0,Away,LAC,L 24-30,11.25,50.0,0.78,,
Justin Houston,30.237,DE,IND,2019-09-15,Sun,2019,2,2.0,Away,TEN,W 19-17,3.75,45.0,0.76,,
Justin Houston,30.244,DE,IND,2019-09-22,Sun,2019,3,3.0,Home,ATL,W 27-24,3.0,45.0,0.75,,
Justin Houston,30.251,DE,IND,2019-09-29,Sun,2019,4,4.0,Home,OAK,L 24-31,5.5,43.0,0.67,,
Justin Houston,30.258,DE,IND,2019-10-06,Sun,2019,5,5.0,Away,KAN,W 19-13,13.25,46.0,0.75,,
Justin Jackson,23.139,RB,LAC,2019-09-08,Sun,2019,1,1.0,Home,IND,W 30-24,6.6000000000000005,16.0,0.25,,
Justin Jackson,23.146,RB,LAC,2019-09-15,Sun,2019,2,2.0,Away,DET,L 10-13,6.9,17.0,0.26,,
Justin Jackson,23.153,RB,LAC,2019-09-22,Sun,2019,3,3.0,Home,HOU,L 20-27,5.0,28.0,0.38,,
Justin Jones,23.011,DT,LAC,2019-09-08,Sun,2019,1,1.0,Home,IND,W 30-24,5.75,41.0,0.65,,
Justin Jones,23.018,DT,LAC,2019-09-15,Sun,2019,2,2.0,Away,DET,L 10-13,0.75,41.0,0.68,,
Justin Jones,23.025,DT,LAC,2019-09-22,Sun,2019,3,3.0,Home,HOU,L 20-27,2.25,39.0,0.66,,
Justin Jones,23.032,DT,LAC,2019-09-29,Sun,2019,4,4.0,Away,MIA,W 30-10,5.5,36.0,0.69,,
Justin Jones,23.039,DT,LAC,2019-10-06,Sun,2019,5,5.0,Home,DEN,L 13-20,7.5,47.0,0.78,,
Justin Jones,23.046,DT,LAC,2019-10-13,Sun,2019,6,6.0,Home,PIT,L 17-24,7.5,46.0,0.78,,
Justin Reid,22.206,S,HOU,2019-09-09,Mon,2019,1,1.0,Away,NOR,L 28-30,12.0,66.0,1.0,,
Justin Reid,22.212,S,HOU,2019-09-15,Sun,2019,2,2.0,Home,JAX,W 13-12,4.5,56.0,0.88,,
Justin Reid,22.219,S,HOU,2019-09-22,Sun,2019,3,3.0,Away,LAC,W 27-20,14.0,65.0,0.88,,
Justin Reid,22.226,S,HOU,2019-09-29,Sun,2019,4,4.0,Home,CAR,L 10-16,14.25,67.0,1.0,,
Justin Reid,22.233,S,HOU,2019-10-06,Sun,2019,5,5.0,Home,ATL,W 53-32,8.25,73.0,1.0,,
Justin Reid,22.24,S,HOU,2019-10-13,Sun,2019,6,6.0,Away,KAN,W 31-24,2.25,55.0,0.98,,
Justin Reid,22.247,S,HOU,2019-10-20,Sun,2019,7,7.0,Away,IND,L 23-30,1.5,73.0,1.0,,
Justin Reid,22.254,S,HOU,2019-10-27,Sun,2019,8,8.0,Home,OAK,W 27-24,7.5,55.0,1.0,,
Justin Reid,22.261,S,HOU,2019-11-03,Sun,2019,9,9.0,Away,JAX,W 26-3,10.5,57.0,0.86,,
Justin Reid,22.275,S,HOU,2019-11-17,Sun,2019,11,10.0,Away,BAL,L 7-41,4.5,44.0,0.64,,
Juwann Winfree,,WR,DEN,2019-09-22,Sun,2019,3,3.0,Away,GNB,L 16-27,,10.0,0.14,,
Juwann Winfree,,WR,DEN,2019-10-27,Sun,2019,8,8.0,Away,IND,L 13-15,,4.0,0.05,,
Kaden Elliss,24.067,LB,NOR,2019-09-15,Sun,2019,2,2.0,Away,LAR,L 9-27,0.0,,,,
Kalen Ballage,23.26,RB,MIA,2019-09-08,Sun,2019,1,1.0,Home,BAL,L 10-59,1.7000000000000002,20.0,0.41,,
Kalen Ballage,23.267,RB,MIA,2019-09-15,Sun,2019,2,2.0,Home,NWE,L 0-43,1.7000000000000002,21.0,0.34,,
Kalen Ballage,23.274,RB,MIA,2019-09-22,Sun,2019,3,3.0,Away,DAL,L 6-31,3.2,23.0,0.33,,
Kalen Ballage,23.281,RB,MIA,2019-09-29,Sun,2019,4,4.0,Home,LAC,L 10-30,0.7000000000000001,8.0,0.15,,
Kalif Raymond,25.08,WR,TEN,2019-10-27,Sun,2019,8,8.0,Home,TAM,W 27-23,0.0,4.0,0.07,,
Kalif Raymond,25.087,WR,TEN,2019-11-03,Sun,2019,9,9.0,Away,CAR,L 20-30,2.9000000000000004,21.0,0.29,,
Kalif Raymond,25.094,WR,TEN,2019-11-10,Sun,2019,10,10.0,Home,KAN,W 35-32,5.7,10.0,0.2,,
Kalif Raymond,25.108,WR,TEN,2019-11-24,Sun,2019,12,11.0,Home,JAX,W 42-20,1.4,10.0,0.18,,
Kalif Raymond,25.115,WR,TEN,2019-12-01,Sun,2019,13,12.0,Away,IND,W 31-17,10.5,16.0,0.27,,
Kalif Raymond,25.122,WR,TEN,2019-12-08,Sun,2019,14,13.0,Away,OAK,W 42-21,1.6,12.0,0.2,,
Kalif Raymond,25.129,WR,TEN,2019-12-15,Sun,2019,15,14.0,Home,HOU,L 21-24,0.7,15.0,0.22,,
Kalif Raymond,25.136,WR,TEN,2019-12-22,Sun,2019,16,15.0,Home,NOR,L 28-38,2.2,8.0,0.13,,
Kamalei Correa,25.134,LB,TEN,2019-09-08,Sun,2019,1,1.0,Away,CLE,W 43-13,2.25,19.0,0.27,,
Kamalei Correa,25.141,LB,TEN,2019-09-15,Sun,2019,2,2.0,Home,IND,L 17-19,1.5,21.0,0.3,,
Kamalei Correa,25.145,LB,TEN,2019-09-19,Thu,2019,3,3.0,Away,JAX,L 7-20,3.5,9.0,0.17,,
Kamalei Correa,25.155,LB,TEN,2019-09-29,Sun,2019,4,4.0,Away,ATL,W 24-10,1.5,23.0,0.29,,
Kamalei Correa,25.162,LB,TEN,2019-10-06,Sun,2019,5,5.0,Home,BUF,L 7-14,1.5,19.0,0.29,,
Kamalei Correa,25.169,LB,TEN,2019-10-13,Sun,2019,6,6.0,Away,DEN,L 0-16,0.75,17.0,0.28,,
Kamalei Correa,25.176,LB,TEN,2019-10-20,Sun,2019,7,7.0,Home,LAC,W 23-20,3.0,15.0,0.24,,
Kareem Jackson,31.152,S,DEN,2019-09-09,Mon,2019,1,1.0,Away,OAK,L 16-24,12.0,54.0,0.98,,
Kareem Jackson,31.158,S,DEN,2019-09-15,Sun,2019,2,2.0,Home,CHI,L 14-16,9.0,60.0,0.97,,
Kareem Jackson,31.165,S,DEN,2019-09-22,Sun,2019,3,3.0,Away,GNB,L 16-27,7.25,53.0,0.98,,
Kareem Martin,27.201,LB,NYG,2019-09-08,Sun,2019,1,1.0,Away,DAL,L 17-35,2.25,10.0,0.15,,
