Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,TD,Pts,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD
Russell Wilson ,QB,31.356,2020-11-19,NFL,SEA,,ARI,W 28-21,10,11,Thu,23,28,82.14,197,2,0,119.8,3,15,7.04,8.46,10,42,4.20,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,0,-12,0
Russell Wilson ,QB,31.317,2020-10-11,NFL,SEA,,MIN,W 27-26,5,5,Sun,20,32,62.50,217,3,1,100.7,4,27,6.78,7.25,5,58,11.60,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Wilson ,QB,32.007,2020-12-06,NFL,SEA,,NYG,L 12-17,12,13,Sun,27,43,62.79,263,1,1,78.0,5,47,6.12,5.53,7,45,6.43,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,-2,0
Russell Wilson ,QB,31.338,2020-11-01,NFL,SEA,,SFO,W 37-27,7,8,Sun,27,37,72.97,261,4,0,128.3,2,12,7.05,9.22,6,23,3.83,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Wilson ,QB,31.296,2020-09-20,NFL,SEA,,NWE,W 35-30,2,2,Sun,21,28,75.00,288,5,1,132.1,2,13,10.29,12.25,5,39,7.80,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Wilson ,QB,32.021,2020-12-20,NFL,SEA,@,WAS,W 20-15,14,15,Sun,18,27,66.67,121,1,1,73.2,0,0,4.48,3.56,6,52,8.67,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Wilson ,QB,31.352,2020-11-15,NFL,SEA,@,LAR,L 16-23,9,10,Sun,22,37,59.46,248,0,2,57.0,6,28,6.70,4.27,8,60,7.50,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,-4,0
Russell Wilson ,QB,31.310,2020-10-04,NFL,SEA,@,MIA,W 31-23,4,4,Sun,24,34,70.59,360,2,1,112.4,2,17,10.59,10.44,4,5,1.25,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Wilson ,QB,32.035,2021-01-03,NFL,SEA,@,SFO,W 26-23,16,17,Sun,20,36,55.56,181,2,0,87.8,2,22,5.03,6.14,5,29,5.80,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Wilson ,QB,32.001,2020-11-30,NFL,SEA,@,PHI,W 23-17,11,12,Mon,22,31,70.97,230,1,0,102.9,2,5,7.42,8.06,6,12,2.00,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russell Wilson ,QB,31.331,2020-10-25,NFL,SEA,@,ARI,L 34-37,6,7,Sun,33,50,66.00,388,3,3,84.4,2,16,7.76,6.26,6,84,14.00,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tavon Wilson,S,30.290,2021-01-03,NFL,IND,,JAX,W 28-14,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
Tavon Wilson,S,30.255,2020-11-29,NFL,IND,,TEN,L 26-45,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,TD,Pts,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tavon Wilson,S,30.206,2020-10-11,NFL,IND,@,CLE,L 23-32,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tavon Wilson,S,30.269,2020-12-13,NFL,IND,@,LVR,W 44-27,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Tavon Wilson,S,30.227,2020-11-01,NFL,IND,@,DET,W 41-21,7,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tavon Wilson,S,30.283,2020-12-27,NFL,IND,@,PIT,L 24-28,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Tavon Wilson,S,30.248,2020-11-22,NFL,IND,,GNB,W 34-31,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Tavon Wilson,S,30.192,2020-09-27,NFL,IND,,NYJ,W 36-7,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,0,4,2,0,0,0,0,1,0,0,0,0,0,0
Tavon Wilson,S,30.262,2020-12-06,NFL,IND,@,HOU,W 26-20,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0
Tavon Wilson,S,30.213,2020-10-18,NFL,IND,,CIN,W 31-27,6,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tavon Wilson,S,30.276,2020-12-20,NFL,IND,,HOU,W 27-20,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tavon Wilson,S,30.238,2020-11-12,NFL,IND,@,TEN,W 34-17,9,10,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Javon Wims,WR,26.086,2020-12-06,NFL,CHI,,DET,L 30-34,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,13,13.00,0,100.0%,13.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javon Wims,WR,26.009,2020-09-20,NFL,CHI,,NYG,W 17-13,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,17,8.50,0,100.0%,8.50,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javon Wims,WR,26.100,2020-12-20,NFL,CHI,@,MIN,W 33-27,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0,,0,0.0%,0.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javon Wims,WR,26.027,2020-10-08,NFL,CHI,,TAM,W 20-19,5,5,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Javon Wims,WR,26.051,2020-11-01,NFL,CHI,,NOR,L 23-26,8,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,1,1,9,9.00,0,100.0%,9.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javon Wims,WR,26.093,2020-12-13,NFL,CHI,,HOU,W 36-7,13,14,Sun,0,0,,0,0,0,,0,0,,,1,2,2.00,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javon Wims,WR,26.016,2020-09-27,NFL,CHI,@,ATL,W 30-26,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,1,0,0,,0,0.0%,0.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javon Wims,WR,26.114,2021-01-03,NFL,CHI,,GNB,L 16-35,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,2,0,0,,0,0.0%,0.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Javon Wims,WR,26.045,2020-10-26,NFL,CHI,@,LAR,L 10-24,7,7,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,2,1,8,8.00,0,50.0%,4.00,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Winchester,LS,31.136,2020-12-20,NFL,KAN,@,NOR,W 32-29,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Winchester,LS,31.108,2020-11-22,NFL,KAN,@,LVR,W 35-31,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Robert Windsor,DT,23.319,2020-11-29,NFL,IND,,TEN,L 26-45,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Robert Windsor,DT,23.312,2020-11-22,NFL,IND,,GNB,W 34-31,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Antoine Winfield Jr.,S,22.119,2020-12-13,NFL,TAM,,MIN,W 26-14,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,1.0,10,2,12,0,1,0,0,0,0,0,0,1,0,0,0
Antoine Winfield Jr.,S,22.078,2020-11-02,NFL,TAM,@,NYG,W 25-23,8,8,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0
Antoine Winfield Jr.,S,22.042,2020-09-27,NFL,TAM,@,DEN,W 28-10,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,1.0,4,2,6,1,1,0,0,0,1,0,0,0,0,0,0
Antoine Winfield Jr.,S,22.132,2020-12-26,NFL,TAM,@,DET,W 47-7,15,16,Sat,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
Antoine Winfield Jr.,S,22.091,2020-11-15,NFL,TAM,@,CAR,W 46-23,10,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Antoine Winfield Jr.,S,22.053,2020-10-08,NFL,TAM,@,CHI,L 19-20,5,5,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,1,5,0,0,0,0,0,1,0,0,0,0,0,0
Antoine Winfield Jr.,S,22.105,2020-11-29,NFL,TAM,,KAN,L 24-27,12,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0
Antoine Winfield Jr.,S,22.070,2020-10-25,NFL,TAM,@,LVR,W 45-20,7,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,1,2,0,0,1,16,0,1,0,0,0,0,0,0
Antoine Winfield Jr.,DB,22.035,2020-09-20,NFL,TAM,,CAR,W 31-17,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,1.0,8,3,11,0,1,0,0,0,0,0,0,1,0,0,0
Antoine Winfield Jr.,S,22.126,2020-12-20,NFL,TAM,@,ATL,W 31-27,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0
Antoine Winfield Jr.,S,22.084,2020-11-08,NFL,TAM,,NOR,L 3-38,9,9,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0
Antoine Winfield Jr.,S,22.049,2020-10-04,NFL,TAM,,LAC,W 38-31,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Antoine Winfield Jr.,S,22.140,2021-01-03,NFL,TAM,,ATL,W 44-27,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,5,2,7,0,0,0,0,0,1,0,0,0,1,0,0
Antoine Winfield Jr.,S,22.099,2020-11-23,NFL,TAM,,LAR,L 24-27,11,11,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0
Antoine Winfield Jr.,S,22.063,2020-10-18,NFL,TAM,,GNB,W 38-10,6,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0
Antoine Winfield Jr.,DB,22.028,2020-09-13,NFL,TAM,@,NOR,L 23-34,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,3,6,0,1,0,0,0,1,0,0,0,0,0,0
Andrew Wingard,S,24.015,2020-12-20,NFL,JAX,@,BAL,L 14-40,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Wingard,S,23.304,2020-10-04,NFL,JAX,@,CIN,L 25-33,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,5,5,10,0,0,0,0,0,1,0,0,0,0,0,0
Andrew Wingard,S,24.029,2021-01-03,NFL,JAX,@,IND,L 14-28,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,5,1,6,3,0,1,19,0,1,0,0,0,0,0,0
Andrew Wingard,S,23.353,2020-11-22,NFL,JAX,,PIT,L 3-27,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,1,4,0,0,0,0,0,1,0,0,0,0,0,0
Andrew Wingard,DB,23.283,2020-09-13,NFL,JAX,,IND,W 27-20,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,0,0,1,12,0,1,0,0,0,0,0,0
Andrew Wingard,S,24.008,2020-12-13,NFL,JAX,,TEN,L 10-31,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Wingard,S,23.294,2020-09-24,NFL,JAX,,MIA,L 13-31,3,3,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Wingard,S,24.022,2020-12-27,NFL,JAX,,CHI,L 17-41,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Wingard,S,23.311,2020-10-11,NFL,JAX,@,HOU,L 14-30,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Andrew Wingard,S,23.360,2020-11-29,NFL,JAX,,CLE,L 25-27,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,2,3,0,0,0,0,0,1,0,0,0,1,17,0
Andrew Wingard,DB,23.290,2020-09-20,NFL,JAX,@,TEN,L 30-33,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,7,2,9,0,0,0,0,0,0,0,0,0,0,0,0
Billy Winn,DT,31.193,2020-10-25,NFL,GNB,@,HOU,W 35-20,6,7,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Billy Winn,DL,31.228,2020-11-29,NFL,GNB,,CHI,W 41-25,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0
Billy Winn,DL,31.173,2020-10-05,NFL,GNB,,ATL,W 30-16,4,4,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Billy Winn,DL,31.221,2020-11-22,NFL,GNB,@,IND,L 31-34,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Billy Winn,DT,31.165,2020-09-27,NFL,GNB,@,NOR,W 37-30,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Chase Winovich,DL,25.245,2020-12-20,NFL,NWE,@,MIA,L 12-22,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Chase Winovich,DL,25.210,2020-11-15,NFL,NWE,,BAL,W 23-17,9,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0
Chase Winovich,DL,25.161,2020-09-27,NFL,NWE,,LVR,W 36-20,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,1.0,2,0,2,0,2,0,0,0,0,0,0,1,0,0,0
Chase Winovich,DL,25.259,2021-01-03,NFL,NWE,,NYJ,W 28-14,16,17,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,2.0,4,2,6,2,3,0,0,0,1,0,0,0,0,0,0
Chase Winovich,DL,25.224,2020-11-29,NFL,NWE,,ARI,W 20-17,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,1.0,5,0,5,1,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase Winovich,DL,25.182,2020-10-18,NFL,NWE,,DEN,L 12-18,5,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chase Winovich,DL,25.235,2020-12-10,NFL,NWE,@,LAR,L 3-24,13,14,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Chase Winovich,DL,25.204,2020-11-09,NFL,NWE,@,NYJ,W 30-27,8,9,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0
Chase Winovich,DL,25.154,2020-09-20,NFL,NWE,@,SEA,L 30-35,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.5,1,2,3,0,2,0,0,0,0,0,0,0,0,0,0
Chase Winovich,DL,25.253,2020-12-28,NFL,NWE,,BUF,L 9-38,15,16,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Chase Winovich,DL,25.217,2020-11-22,NFL,NWE,@,HOU,L 20-27,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Chase Winovich,DL,25.169,2020-10-05,NFL,NWE,@,KAN,L 10-26,4,4,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,1.0,2,2,4,2,1,0,0,0,0,0,0,0,0,0,0
Chase Winovich,DL,25.231,2020-12-06,NFL,NWE,@,LAC,W 45-0,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,3,3,0,2,1,0,0,1,0,0,0,0,0,0
Chase Winovich,DL,25.196,2020-11-01,NFL,NWE,@,BUF,L 21-24,7,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Chase Winovich,DE,25.147,2020-09-13,NFL,NWE,,MIA,W 21-11,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,4,1,5,1,1,0,0,0,0,0,0,0,0,0,0
Jameis Winston,QB,26.314,2020-11-15,NFL,NOR,,SFO,W 27-13,9,10,Sun,6,10,60.00,63,0,0,78.3,2,11,6.30,6.30,4,-2,-0.50,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jameis Winston,QB,26.307,2020-11-08,NFL,NOR,@,TAM,W 38-3,8,9,Sun,1,1,100.00,12,0,0,116.7,0,0,12.00,12.00,3,-3,-1.00,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jameis Winston,QB,26.363,2021-01-03,NFL,NOR,@,CAR,W 33-7,16,17,Sun,0,0,,0,0,0,,0,0,,,1,-1,-1.00,0,0,0,0,,0,0.0%,,,,,,,,,,0,0,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
