Player,Pos,Age,Date,Lg,Tm,,Opp,Result,G#,Week,Day,Cmp,Att,Cmp%,Yds,TD,Int,Rate,Sk,Yds,Y/A,AY/A,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,XPM,XPA,XP%,FGM,FGA,FG%,2PM,Sfty,TD,Pts,Rt,Yds,Y/Rt,TD,Ret,Yds,Y/R,TD,Sk,Solo,Ast,Comb,TFL,QBHits,Int,Yds,TD,PD,Fmb,FL,FF,FR,Yds,TD
Christian McCaffrey,RB,23.149,2019-11-03,NFL,CAR,,TEN,W 30-20,8,9,Sun,0,0,,0,0,0,,0,0,,,24,146,6.08,2,3,3,20,6.67,1,100.0%,6.67,,,,,,,,,3,18,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Christian McCaffrey,RB,23.121,2019-10-06,NFL,CAR,,JAX,W 34-27,5,5,Sun,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,19,176,9.26,2,8,6,61,10.17,1,75.0%,7.63,,,,,,,,,3,18,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sony Michel,RB,24.246,2019-10-21,NFL,NWE,@,NYJ,W 33-0,7,7,Mon,0,0,,0,0,0,,0,0,,,19,42,2.21,3,2,1,-8,-8.00,0,50.0%,-4.00,,,,,,,,,3,18,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Breshad Perriman,WR,26.096,2019-12-15,NFL,TAM,@,DET,W 38-17,14,15,Sun,0,0,,0,0,0,,0,0,,,1,3,3.00,0,6,5,113,22.60,3,83.3%,18.83,,,,,,,,,3,18,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boston Scott,RB,24.246,2019-12-29,NFL,PHI,@,NYG,W 34-17,16,17,Sun,0,0,,0,0,0,,0,0,,,19,54,2.84,3,6,4,84,21.00,0,66.7%,14.00,,,,,,,,,3,18,1,4,4.00,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sammy Watkins,WR,26.086,2019-09-08,NFL,KAN,@,JAX,W 40-26,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,11,9,198,22.00,3,81.8%,18.00,,,,,,,,,3,18,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Davante Adams,WR,26.342,2019-12-01,NFL,GNB,@,NYG,W 31-13,12,13,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,10,6,64,10.67,2,60.0%,6.40,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nelson Agholor,WR,26.121,2019-09-22,NFL,PHI,,DET,L 24-27,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,12,8,50,6.25,2,66.7%,4.17,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Jordan Akins,TE,27.156,2019-09-22,NFL,HOU,@,LAC,W 27-20,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,5,3,73,24.33,2,60.0%,14.60,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Allen ,QB,23.173,2019-11-10,NFL,BUF,@,CLE,L 16-19,9,10,Sun,22,41,53.66,266,0,0,73.8,1,6,6.49,6.49,6,28,4.67,2,0,0,0,,0,0.0%,,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Keenan Allen ,WR,27.148,2019-09-22,NFL,LAC,,HOU,L 20-27,3,3,Sun,0,0,,0,0,0,,0,0,,,1,3,3.00,0,17,13,183,14.08,2,76.5%,10.76,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Andrews,TE,24.107,2019-12-22,NFL,BAL,@,CLE,W 31-15,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,9,6,93,15.50,2,66.7%,10.33,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark Andrews,TE,24.065,2019-11-10,NFL,BAL,@,CIN,W 49-13,9,10,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,8,6,53,8.83,2,75.0%,6.63,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peyton Barber,RB,25.157,2019-12-01,NFL,TAM,@,JAX,W 28-11,12,13,Sun,0,0,,0,0,0,,0,0,,,17,44,2.59,2,0,0,0,,0,0.0%,,,,,,,,1,,2,14,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saquon Barkley,RB,22.316,2019-12-22,NFL,NYG,@,WAS,W 41-35,15,16,Sun,0,0,,0,0,0,,0,0,,,22,189,8.59,1,4,4,90,22.50,1,100.0%,22.50,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saquon Barkley,RB,22.309,2019-12-15,NFL,NYG,,MIA,W 36-20,14,15,Sun,0,0,,0,0,0,,0,0,,,24,112,4.67,2,5,4,31,7.75,0,80.0%,6.20,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Boone,RB,24.138,2019-12-15,NFL,MIN,@,LAC,W 39-10,14,15,Sun,0,0,,0,0,0,,0,0,,,13,56,4.31,2,0,0,0,,0,0.0%,,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kendrick Bourne,WR,24.126,2019-12-08,NFL,SFO,@,NOR,W 48-46,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,4,3,18,6.00,2,75.0%,4.50,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyler Boyd,WR,25.037,2019-12-22,NFL,CIN,@,MIA,L 35-38,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,15,9,128,14.22,2,60.0%,8.53,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tom Brady ,QB,42.068,2019-10-10,NFL,NWE,,NYG,W 35-14,6,6,Thu,31,41,75.61,334,0,1,88.9,3,21,8.15,7.05,7,6,0.86,2,0,0,0,,0,0.0%,,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0
Matt Breida,RB,24.221,2019-10-07,NFL,SFO,,CLE,W 31-3,4,5,Mon,0,0,,0,0,0,,0,0,,,11,114,10.36,1,3,3,15,5.00,1,100.0%,5.00,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.J. Brown,WR,22.161,2019-12-08,NFL,TEN,@,OAK,W 42-21,13,14,Sun,0,0,,0,0,0,,0,0,,,1,13,13.00,0,7,5,153,30.60,2,71.4%,21.86,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A.J. Brown,WR,22.091,2019-09-29,NFL,TEN,@,ATL,W 24-10,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,3,3,94,31.33,2,100.0%,31.33,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jaron Brown,WR,29.278,2019-10-13,NFL,SEA,@,CLE,W 32-28,6,6,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,5,3,29,9.67,2,60.0%,5.80,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John Brown,WR,29.228,2019-11-17,NFL,BUF,@,MIA,W 37-20,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,14,9,137,15.22,2,64.3%,9.79,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Malcolm Brown ,RB,26.116,2019-09-08,NFL,LAR,@,CAR,W 30-27,1,1,Sun,0,0,,0,0,0,,0,0,,,11,53,4.82,2,0,0,0,,0,0.0%,,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marquise Brown ,WR,22.174,2019-11-25,NFL,BAL,@,LAR,W 45-6,11,12,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,7,5,42,8.40,2,71.4%,6.00,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marquise Brown ,WR,22.096,2019-09-08,NFL,BAL,@,MIA,W 59-10,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,5,4,147,36.75,2,80.0%,29.40,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Carson,RB,25.090,2019-12-15,NFL,SEA,@,CAR,W 30-24,14,15,Sun,0,0,,0,0,0,,0,0,,,24,133,5.54,2,2,1,4,4.00,0,50.0%,2.00,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Carson,RB,24.357,2019-09-08,NFL,SEA,,CIN,W 21-20,1,1,Sun,0,0,,0,0,0,,0,0,,,15,46,3.07,1,7,6,34,5.67,1,85.7%,4.86,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
DJ Chark,WR,23.055,2019-11-17,NFL,JAX,@,IND,L 13-33,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,15,8,104,13.00,2,53.3%,6.93,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DJ Chark,WR,23.013,2019-10-06,NFL,JAX,@,CAR,L 27-34,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,11,8,164,20.50,2,72.7%,14.91,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nick Chubb,RB,23.290,2019-10-13,NFL,CLE,,SEA,L 28-32,6,6,Sun,0,0,,0,0,0,,0,0,,,20,122,6.10,2,6,5,17,3.40,0,83.3%,2.83,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Chris Conley,WR,27.051,2019-12-15,NFL,JAX,@,OAK,W 20-16,14,15,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,8,4,49,12.25,2,50.0%,6.13,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
James Conner,RB,24.161,2019-10-13,NFL,PIT,@,LAC,W 24-17,6,6,Sun,0,0,,0,0,0,,0,0,,,16,41,2.56,1,7,7,78,11.14,1,100.0%,11.14,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dalvin Cook,RB,24.071,2019-10-20,NFL,MIN,@,DET,W 42-30,7,7,Sun,0,0,,0,0,0,,0,0,,,25,142,5.68,2,2,1,7,7.00,0,50.0%,3.50,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dalvin Cook,,24.029,2019-09-08,NFL,MIN,,ATL,W 28-12,1,1,Sun,0,0,,0,0,0,,0,0,,,21,111,5.29,2,2,2,9,4.50,0,100.0%,4.50,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Cook,TE,32.245,2019-12-08,NFL,NOR,,SFO,L 46-48,13,14,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,64,32.00,2,100.0%,32.00,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jared Cook,TE,32.259,2019-12-22,NFL,NOR,@,TEN,W 38-28,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,4,3,84,28.00,2,75.0%,21.00,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amari Cooper,WR,25.097,2019-09-22,NFL,DAL,,MIA,W 31-6,3,3,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,7,6,88,14.67,2,85.7%,12.57,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamison Crowder,WR,26.178,2019-12-12,NFL,NYJ,@,BAL,L 21-42,14,15,Thu,0,0,,0,0,0,,0,0,,,0,0,,0,11,6,90,15.00,2,54.5%,8.18,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Will Dissly,TE,23.069,2019-09-15,NFL,SEA,@,PIT,W 28-26,2,2,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,5,5,50,10.00,2,100.0%,10.00,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phillip Dorsett,WR,26.246,2019-09-08,NFL,NWE,,PIT,W 33-3,1,1,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,4,4,95,23.75,2,100.0%,23.75,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenyan Drake,RB,25.330,2019-12-22,NFL,ARI,@,SEA,W 27-13,15,16,Sun,0,0,,0,0,0,,0,0,,,24,166,6.92,2,4,3,18,6.00,0,75.0%,4.50,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ross Dwelley,TE,24.295,2019-11-17,NFL,SFO,,ARI,W 36-26,10,11,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,5,4,14,3.50,2,80.0%,2.80,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Julian Edelman,WR,33.158,2019-10-27,NFL,NWE,,CLE,W 27-13,8,8,Sun,0,0,,0,0,0,,0,0,,,1,-3,-3.00,0,11,8,78,9.75,2,72.7%,7.09,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Austin Ekeler,RB,24.135,2019-09-29,NFL,LAC,@,MIA,W 30-10,4,4,Sun,0,0,,0,0,0,,0,0,,,18,60,3.33,1,5,5,62,12.40,1,100.0%,12.40,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ezekiel Elliott,RB,24.118,2019-11-17,NFL,DAL,@,DET,W 35-27,10,11,Sun,0,0,,0,0,0,,0,0,,,16,45,2.81,1,3,2,28,14.00,1,66.7%,9.33,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Ezekiel Elliott,RB,24.146,2019-12-15,NFL,DAL,,LAR,W 44-21,14,15,Sun,0,0,,0,0,0,,0,0,,,24,117,4.88,2,4,3,43,14.33,0,75.0%,10.75,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ezekiel Elliott,RB,24.160,2019-12-29,NFL,DAL,,WAS,W 47-16,16,17,Sun,0,0,,0,0,0,,0,0,,,18,122,6.78,1,5,3,2,0.67,1,60.0%,0.40,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ezekiel Elliott,RB,24.136,2019-12-05,NFL,DAL,@,CHI,L 24-31,13,14,Thu,0,0,,0,0,0,,0,0,,,19,81,4.26,2,5,2,12,6.00,0,40.0%,2.40,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zach Ertz,TE,29.029,2019-12-09,NFL,PHI,,NYG,W 23-17,13,14,Mon,0,0,,0,0,0,,0,0,,,0,0,,0,13,9,91,10.11,2,69.2%,7.00,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mike Evans,WR,26.067,2019-10-27,NFL,TAM,@,TEN,L 23-27,7,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,12,11,198,18.00,2,91.7%,16.50,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darren Fells,TE,33.167,2019-10-06,NFL,HOU,,ATL,W 53-32,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,2,2,20,10.00,2,100.0%,10.00,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darren Fells,TE,33.188,2019-10-27,NFL,HOU,,OAK,W 27-24,8,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,6,6,58,9.67,2,100.0%,9.67,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leonard Fournette ,RB,24.310,2019-11-24,NFL,JAX,@,TEN,L 20-42,11,12,Sun,0,0,,0,0,0,,0,0,,,24,97,4.04,2,12,9,62,6.89,0,75.0%,5.17,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devonta Freeman ,RB,27.212,2019-10-13,NFL,ATL,@,ARI,L 33-34,6,6,Sun,0,0,,0,0,0,,0,0,,,19,88,4.63,0,3,3,30,10.00,2,100.0%,10.00,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Devonta Freeman ,RB,27.282,2019-12-22,NFL,ATL,,JAX,W 24-12,15,16,Sun,0,0,,0,0,0,,0,0,,,13,53,4.08,1,10,9,74,8.22,1,90.0%,7.40,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wayne Gallman,RB,24.363,2019-09-29,NFL,NYG,,WAS,W 24-3,4,4,Sun,0,0,,0,0,0,,0,0,,,18,63,3.50,1,7,6,55,9.17,1,85.7%,7.86,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Mike Gesicki,TE,24.080,2019-12-22,NFL,MIA,,CIN,W 38-35,15,16,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,12,6,82,13.67,2,50.0%,6.83,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Godwin,WR,23.270,2019-11-24,NFL,TAM,@,ATL,W 35-22,11,12,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,8,7,184,26.29,2,87.5%,23.00,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Godwin,WR,23.221,2019-10-06,NFL,TAM,@,NOR,L 24-31,5,5,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,9,7,125,17.86,2,77.8%,13.89,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Godwin,WR,23.214,2019-09-29,NFL,TAM,@,LAR,W 55-40,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,14,12,172,14.33,2,85.7%,12.29,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenny Golladay,WR,25.358,2019-10-27,NFL,DET,,NYG,W 31-26,7,8,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,8,6,123,20.50,2,75.0%,15.38,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Kenny Golladay,WR,25.330,2019-09-29,NFL,DET,,KAN,L 30-34,4,4,Sun,0,0,,0,0,0,,0,0,,,0,0,,0,9,5,67,13.40,2,55.6%,7.44,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melvin Gordon,RB,26.204,2019-11-03,NFL,LAC,,GNB,W 26-11,9,9,Sun,0,0,,0,0,0,,0,0,,,20,80,4.00,2,4,3,29,9.67,0,75.0%,7.25,,,,,,,,,2,12,0,0,,0,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
