Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,TD,XPA,XPM,Att,Md,Sfty,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate,Att,Yds,Y/A,TD,Tot,TO,1stDOpp,Rush,Pass,Pen,Opp3DAtt,Opp3DConv,Opp3D%,Opp4DAtt,Opp4DConv,Opp4D%,Rush,Pass,Tot,TO,KR,PR,IR,FR,OR,RetTD,Q1,Q2,Q3,Q1,Q2,Q3,Q4,1stHalf,2ndHalf
CLE,2016,2016-11-06,1:00,1:00,,DAL,9,9,Sun,L 10-35,,5,5,5,0,0,0,22,28,78.6,255,3,0,0,0,140.3,42,168,4.00,2,423,,29,13,15,1,12,8,66.7%,2,2,100.0%,-123,-78,-201,0,0,0,0,0,0,0,-4,-11,-25,-4,-7,-14,0,-11,-14
IND,2016,2016-09-11,4:27,4:27,,DET,1,1,Sun,L 35-39,,5,5,4,1,1,1,31,39,79.5,332,3,0,1,8,127.8,24,116,4.83,2,448,,28,7,20,1,9,5,55.6%,0,0,,-34,36,2,0,0,0,0,0,0,0,-7,-11,-10,-7,-4,1,6,-11,7
IND,2016,2016-12-24,4:05,1:05,@,OAK,16,15,Sat,L 25-33,,5,5,3,0,0,0,23,34,67.6,253,3,0,1,8,118.9,37,210,5.68,2,463,,27,9,16,2,15,9,60.0%,0,0,,-108,35,-73,-3,0,0,0,0,0,0,0,-12,-19,0,-12,-7,11,-12,4
ARI,2016,2016-11-27,1:00,1:00,@,ATL,12,11,Sun,L 19-38,,5,5,5,1,1,0,26,34,76.5,244,2,1,3,25,103.1,30,116,3.87,3,360,1,28,8,15,5,9,4,44.4%,1,1,100.0%,-58,30,-28,0,0,0,0,0,0,0,0,-4,-11,0,-4,-7,-8,-4,-15
JAX,2016,2016-09-18,4:25,1:25,@,SDG,2,2,Sun,L 14-38,,5,5,5,1,1,0,17,25,68.0,207,4,0,3,13,132.8,35,150,4.29,1,357,1,25,10,10,5,13,7,53.8%,0,0,,-81,112,31,-2,0,0,0,0,0,0,-7,-21,-35,-7,-14,-14,11,-21,-3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIA,2016,2016-12-04,1:00,1:00,@,BAL,13,12,Sun,L 6-38,,5,5,5,1,1,0,37,50,74.0,386,4,1,0,0,114.2,20,110,5.50,1,496,2,28,8,20,0,11,5,45.5%,2,2,100.0%,-48,-171,-219,-1,0,0,0,0,0,0,-14,-24,-24,-14,-10,0,-8,-24,-8
MIN,2016,2016-12-24,1:00,12:00,@,GNB,16,15,Sat,L 25-38,,5,5,5,1,1,0,28,39,71.8,308,4,0,4,39,129.0,15,40,2.67,1,348,,19,1,18,0,13,6,46.2%,0,0,,53,45,98,-2,0,0,0,0,0,0,-11,-15,-15,-11,-4,0,2,-15,2
NOR,2016,2016-10-16,1:03,12:03,,CAR,6,5,Sun,W 41-38,,5,4,3,1,1,0,27,47,57.4,303,2,1,2,19,82.1,27,103,3.81,3,406,2,32,9,20,3,11,3,27.3%,1,1,100.0%,-40,157,117,1,0,0,0,0,0,0,14,14,14,14,0,0,-11,14,-11
NOR,2016,2017-01-01,4:25,4:25,@,ATL,17,16,Sun,L 32-38,,5,5,5,1,1,0,27,36,75.0,323,4,0,1,8,139.0,22,142,6.45,1,465,,25,4,19,2,11,6,54.5%,0,0,,-10,18,8,-1,0,0,0,0,0,0,-4,-22,-25,-4,-18,-3,19,-22,16
NYJ,2016,2016-12-05,8:30,8:30,,IND,13,12,Mon,L 10-41,,5,5,5,2,2,0,23,29,79.3,282,4,0,1,7,146.8,40,139,3.48,1,421,1,27,5,18,4,13,7,53.8%,1,0,0.0%,-103,-68,-171,-2,0,0,0,0,0,0,-14,-21,-31,-14,-7,-10,0,-21,-10
NYJ,2016,2016-12-17,8:25,8:25,,MIA,15,14,Sat,L 13-34,,5,5,4,0,0,0,12,18,66.7,236,4,1,1,0,126.2,27,67,2.48,0,303,1,13,2,10,1,12,5,41.7%,0,0,,49,8,57,-3,0,0,0,0,0,0,7,-3,-24,7,-10,-21,3,-3,-18
NYJ,2016,2016-12-24,1:00,1:00,@,NWE,16,15,Sat,L 3-41,,5,5,5,2,2,0,18,29,62.1,211,3,0,1,9,118.6,40,114,2.85,2,325,,21,6,12,3,18,11,61.1%,0,0,,-3,-83,-86,-4,0,0,0,0,0,0,-10,-27,-34,-10,-17,-7,-4,-27,-11
TEN,2016,2016-11-06,4:25,1:25,@,SDG,9,9,Sun,L 35-43,,5,5,4,3,3,0,24,33,72.7,268,2,0,1,7,116.7,39,208,5.33,1,476,,31,10,16,5,11,5,45.5%,0,0,,-128,45,-83,-3,0,0,0,0,0,0,-9,-5,-12,-9,4,-7,4,-5,-3
OAK,2016,2016-11-27,4:25,1:25,,CAR,12,11,Sun,W 35-32,,5,3,2,0,0,0,14,29,48.3,229,2,1,2,17,83.8,25,129,5.16,3,358,2,19,7,8,4,10,3,30.0%,1,0,0.0%,-73,81,8,0,0,0,1,0,0,1,0,17,-1,0,17,-18,4,17,-14
LAR,2016,2016-09-25,4:05,4:05,@,TAM,3,3,Sun,W 37-32,,5,3,2,1,0,0,36,58,62.1,389,3,1,2,16,91.8,22,83,3.77,1,472,2,30,6,21,3,16,8,50.0%,2,2,100.0%,54,-206,-152,0,0,0,0,1,0,1,4,-3,4,4,-7,7,1,-3,8
LAR,2016,2017-01-01,4:25,1:25,,ARI,17,16,Sun,L 6-44,,5,5,5,3,3,0,22,42,52.4,260,3,2,1,3,75.5,24,84,3.50,1,344,2,21,3,15,3,14,4,28.6%,2,1,50.0%,-32,-189,-221,-1,0,0,0,0,0,0,-3,-10,-24,-3,-7,-14,-14,-10,-28
SDG,2016,2016-10-02,4:25,1:25,,NOR,4,4,Sun,L 34-35,,5,5,5,0,0,0,23,36,63.9,192,2,2,2,15,72.9,34,83,2.44,3,275,2,21,6,15,0,18,11,61.1%,1,1,100.0%,-45,116,71,-1,0,0,0,0,0,0,0,10,3,0,10,-7,-4,10,-11
SDG,2016,2016-11-06,4:25,1:25,,TEN,9,9,Sun,W 43-35,,5,5,5,0,0,0,27,43,62.8,313,3,2,0,0,88.6,19,80,4.21,2,393,3,24,6,15,3,11,5,45.5%,1,1,100.0%,128,-45,83,3,0,0,1,1,0,2,9,5,12,9,-4,7,-4,5,3
SEA,2016,2016-12-11,4:25,3:25,@,GNB,14,13,Sun,L 10-38,,5,5,5,2,1,0,18,25,72.0,237,3,0,1,9,141.2,30,93,3.10,2,330,,18,5,10,3,11,4,36.4%,1,0,0.0%,43,-19,24,-6,0,0,0,0,0,0,-4,-18,-25,-4,-14,-7,-3,-18,-10
SFO,2016,2016-09-18,1:03,1:03,@,CAR,2,2,Sun,L 27-46,,5,5,4,4,4,0,24,40,60.0,353,4,1,1,0,111.8,37,176,4.76,0,529,4,26,8,15,3,15,7,46.7%,0,0,,-111,-116,-227,1,0,0,0,0,0,0,-4,-7,-21,-4,-3,-14,2,-7,-12
SFO,2016,2016-11-06,4:05,1:05,,NOR,9,8,Sun,L 23-41,,5,5,5,3,2,0,28,39,71.8,323,3,0,1,0,122.1,42,248,5.90,2,571,,29,14,14,1,17,11,64.7%,0,0,,-155,70,-85,-4,0,0,0,0,0,0,-11,-11,-8,-11,0,3,-10,-11,-7
SFO,2016,2016-12-18,4:05,4:05,@,ATL,15,14,Sun,L 13-41,,5,5,5,2,2,0,18,24,75.0,302,2,0,1,0,144.4,41,248,6.05,3,550,1,29,10,17,2,9,5,55.6%,0,0,,-141,-137,-278,0,0,0,0,0,0,0,-21,-15,-25,-21,6,-10,-3,-15,-13
TAM,2016,2016-09-18,1:05,1:05,@,ARI,2,2,Sun,L 7-40,,5,5,4,2,2,0,18,34,52.9,311,3,0,1,4,113.7,30,105,3.50,1,416,,20,4,15,1,14,6,42.9%,0,0,,-20,-90,-110,-5,0,0,0,0,0,0,0,-24,-26,0,-24,-2,-7,-24,-9
TAM,2016,2016-09-25,4:05,4:05,,LAR,3,3,Sun,L 32-37,,5,4,4,1,1,0,14,26,53.8,183,2,1,1,7,85.9,33,137,4.15,2,320,2,18,8,8,2,13,6,46.2%,0,0,,-54,206,152,0,0,0,1,0,0,1,-4,3,-4,-4,7,-7,-1,3,-8
TAM,2016,2016-11-03,8:25,8:25,,ATL,9,8,Thu,L 28-43,,5,4,4,3,3,0,25,34,73.5,325,4,0,2,19,142.4,34,136,4.00,1,461,1,31,9,20,2,10,6,60.0%,0,0,,-66,1,-65,-1,0,0,0,0,0,0,-3,-6,-19,-3,-3,-13,4,-6,-9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS,2016,2016-09-12,7:11,7:11,,PIT,1,1,Mon,L 16-38,,5,5,5,1,1,0,27,37,73.0,290,3,1,1,10,111.3,30,147,4.90,2,437,1,23,9,14,0,14,9,64.3%,2,2,100.0%,-92,39,-53,-1,0,0,0,0,0,0,6,-8,-15,6,-14,-7,-7,-8,-14
ATL,2016,2016-09-11,1:05,1:05,,TAM,1,1,Sun,L 24-31,,4,4,4,1,1,0,23,32,71.9,281,4,1,0,0,125.1,28,90,3.21,0,371,1,20,5,12,3,10,3,30.0%,0,0,,-38,41,3,1,0,0,0,0,0,0,7,-4,-10,7,-11,-6,3,-4,-3
ATL,2016,2016-09-18,4:25,1:25,@,OAK,2,2,Sun,W 35-28,,4,4,4,1,0,0,34,45,75.6,299,3,0,1,0,115.0,25,155,6.20,1,454,,29,8,17,4,12,5,41.7%,2,1,50.0%,-16,90,74,-1,0,0,0,0,0,0,0,6,7,0,6,1,0,6,1
ATL,2016,2016-09-26,8:30,7:30,@,NOR,3,3,Mon,W 45-32,,4,3,3,1,1,0,36,54,66.7,359,3,1,2,17,96.1,23,115,5.00,1,474,2,32,9,21,2,13,7,53.8%,2,1,50.0%,102,-134,-32,2,0,0,1,0,0,1,0,11,13,0,11,2,0,11,2
ATL,2016,2016-10-02,1:04,1:04,,CAR,4,4,Sun,W 48-33,,4,2,2,1,1,0,31,48,64.6,329,3,2,1,8,87.9,15,49,3.27,0,378,2,20,3,16,1,16,7,43.8%,1,1,100.0%,41,152,193,1,0,0,1,0,0,1,14,7,21,14,-7,14,-6,7,8
ATL,2016,2016-10-30,4:25,4:25,,GNB,8,8,Sun,W 33-32,,4,3,3,1,1,0,28,38,73.7,223,4,0,3,23,123.0,19,108,5.68,0,331,,24,5,16,3,10,6,60.0%,1,0,0.0%,-18,54,36,0,0,0,0,0,0,0,3,-5,2,3,-8,7,-1,-5,6
ATL,2016,2016-11-03,8:25,8:25,@,TAM,9,9,Thu,W 43-28,,4,2,2,0,0,0,33,48,68.8,326,4,0,2,10,115.5,20,70,3.50,0,396,2,23,3,18,2,14,8,57.1%,2,1,50.0%,66,-1,65,1,0,0,0,0,0,0,3,6,19,3,3,13,-4,6,9
ATL,2016,2016-12-04,1:00,1:00,,KAN,13,12,Sun,L 28-29,,4,4,3,0,0,0,21,25,84.0,266,1,0,1,4,124.3,22,123,5.59,2,389,1,17,4,13,0,10,3,30.0%,2,2,100.0%,5,24,29,0,0,0,0,0,0,0,4,-4,-11,4,-8,-7,10,-4,3
ATL,2016,2017-01-01,4:25,4:25,,NOR,17,16,Sun,W 38-32,,4,2,2,2,2,0,29,50,58.0,341,2,1,2,9,83.8,23,132,5.74,2,473,1,26,8,16,2,16,7,43.8%,3,3,100.0%,10,-18,-8,1,0,0,0,0,0,0,4,22,25,4,18,3,-19,22,-16
BUF,2016,2016-09-15,8:26,8:26,,NYJ,2,2,Thu,L 31-37,,4,4,4,3,3,0,24,34,70.6,370,1,0,1,4,116.1,36,123,3.42,3,493,1,28,7,18,3,13,8,61.5%,0,0,,-37,-63,-100,0,0,0,0,1,0,1,1,-10,-3,1,-11,7,-3,-10,4
BUF,2016,2016-11-07,8:30,5:30,@,SEA,9,9,Mon,L 25-31,,4,4,4,1,1,0,20,26,76.9,245,2,0,4,37,131.1,12,33,2.75,2,278,,19,4,13,2,7,2,28.6%,0,0,,129,18,147,-1,0,0,0,0,0,0,7,-11,-11,7,-18,0,5,-11,5
BUF,2016,2016-12-04,4:05,1:05,@,OAK,13,12,Sun,L 24-38,,4,3,3,3,3,0,19,35,54.3,260,2,0,0,0,97.3,32,139,4.34,2,399,,24,8,13,3,13,5,38.5%,0,0,,73,-90,-17,-2,0,0,0,0,0,0,0,1,1,0,1,0,-15,1,-15
BUF,2016,2016-12-24,1:00,1:00,,MIA,16,15,Sat,L 31-34,OT,4,4,4,3,2,0,16,30,53.3,233,2,1,0,0,87.2,38,261,6.87,2,494,1,22,12,10,0,12,5,41.7%,0,0,,11,84,95,1,0,0,0,0,0,0,-7,-7,-7,-7,0,0,7,-7,7
CAR,2016,2016-11-27,4:25,1:25,@,OAK,12,11,Sun,L 32-35,,4,3,3,2,2,0,26,39,66.7,310,2,1,1,5,97.2,31,56,1.81,1,366,2,22,5,15,2,15,8,53.3%,0,0,,73,-81,-8,0,0,0,0,0,0,0,0,-17,1,0,-17,18,-4,-17,14
CAR,2016,2016-12-04,8:30,5:30,@,SEA,13,12,Sun,L 7-40,,4,4,4,4,4,0,28,39,71.8,294,1,1,3,21,91.2,29,240,8.28,3,534,1,29,11,16,2,14,7,50.0%,1,0,0.0%,-151,-112,-263,-1,0,0,0,0,0,0,-10,-16,-23,-10,-6,-7,-10,-16,-17
CHI,2016,2016-09-25,8:31,7:31,@,DAL,3,3,Sun,L 17-31,,4,4,4,2,1,0,19,24,79.2,248,1,0,0,0,123.6,41,199,4.85,3,447,1,25,14,10,1,11,5,45.5%,1,1,100.0%,-121,64,-57,-1,0,0,0,0,0,0,-10,-21,-14,-10,-11,7,0,-21,7
CHI,2016,2016-11-13,1:00,1:00,@,TAM,10,9,Sun,L 10-36,,4,4,4,2,2,1,23,33,69.7,280,2,1,4,32,103.1,31,80,2.58,1,360,1,22,2,17,3,15,8,53.3%,0,0,,42,-119,-77,-3,0,0,0,0,0,0,-4,-7,-19,-4,-3,-12,-7,-7,-19
CIN,2016,2016-09-25,1:02,1:02,,DEN,3,3,Sun,L 17-29,,4,3,2,1,1,0,23,35,65.7,303,4,0,2,9,131.0,23,52,2.26,0,355,1,21,3,13,5,12,6,50.0%,0,0,,91,-114,-23,-1,0,0,0,0,0,0,4,-2,-2,4,-6,0,-10,-2,-10
CIN,2016,2016-10-09,4:25,3:25,@,DAL,5,5,Sun,L 14-28,,4,4,4,0,0,0,18,24,75.0,222,1,0,1,5,117.0,29,180,6.21,3,402,1,21,8,12,1,8,4,50.0%,0,0,,-84,27,-57,1,0,0,0,0,0,0,-7,-21,-28,-7,-14,-7,14,-21,7
CIN,2016,2016-10-16,1:02,1:02,@,NWE,6,6,Sun,L 17-35,,4,4,3,2,2,1,29,35,82.9,358,3,0,3,18,137.9,23,79,3.43,1,437,,25,5,17,3,10,4,40.0%,1,1,100.0%,41,-121,-80,0,0,0,0,0,0,0,-3,-3,-11,-3,0,-8,-7,-3,-15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLE,2016,2016-09-25,1:02,1:02,@,MIA,3,3,Sun,L 24-30,OT,4,3,3,1,1,0,25,39,64.1,311,3,2,1,8,93.0,25,115,4.60,1,426,3,23,6,15,2,10,2,20.0%,0,0,,54,-50,4,2,0,0,1,0,0,1,-7,3,-4,-7,10,-7,4,3,-3
CLE,2016,2016-10-02,1:05,1:05,@,WAS,4,4,Sun,L 20-31,,4,4,4,1,1,0,21,27,77.8,156,3,1,3,27,112.3,26,145,5.58,1,301,1,24,10,12,2,8,4,50.0%,0,0,,18,61,79,-2,0,0,0,0,0,0,-14,0,3,-14,14,3,-14,0,-11
CLE,2016,2016-10-09,1:02,1:02,,NWE,5,5,Sun,L 13-33,,4,4,4,2,1,1,28,41,68.3,403,3,0,1,3,124.3,35,98,2.80,1,501,,24,7,15,2,17,9,52.9%,1,0,0.0%,-71,-168,-239,-1,0,0,0,0,0,0,-9,-16,-23,-9,-7,-7,3,-16,-4
CLE,2016,2016-10-16,1:02,12:02,@,TEN,6,6,Sun,L 26-28,,4,4,4,1,0,0,17,24,70.8,270,3,1,2,14,130.2,31,137,4.42,1,407,1,19,5,13,1,13,7,53.8%,0,0,,-97,31,-66,1,0,0,0,0,0,0,-1,-1,-8,-1,0,-7,6,-1,-1
CLE,2016,2016-10-23,1:02,1:02,@,CIN,7,7,Sun,L 17-31,,4,4,4,3,1,0,19,28,67.9,288,2,0,3,20,125.3,30,271,9.03,2,559,1,23,11,12,0,10,5,50.0%,0,0,,-91,-116,-207,-1,0,0,0,0,0,0,-7,-11,-14,-7,-4,-3,0,-11,-3
CLE,2016,2016-10-30,1:02,1:02,,NYJ,8,8,Sun,L 28-31,,4,4,4,1,1,0,16,34,47.1,222,1,0,2,6,78.3,35,171,4.89,3,393,,21,8,12,1,15,7,46.7%,1,1,100.0%,-103,117,14,-2,0,0,0,0,0,0,10,13,-1,10,3,-14,-2,13,-16
CLE,2016,2016-11-27,1:00,1:00,,NYG,12,12,Sun,L 13-27,,4,4,3,0,0,0,15,27,55.6,192,3,0,1,2,115.0,27,104,3.85,0,296,1,13,3,10,0,13,4,30.8%,0,0,,-46,93,47,-2,0,0,0,0,0,0,0,-8,-8,0,-8,0,-6,-8,-6
CLE,2016,2016-12-18,1:00,1:00,@,BUF,15,14,Sun,L 13-33,,4,4,3,2,2,0,17,25,68.0,171,1,0,1,3,100.6,40,280,7.00,3,451,,29,16,12,1,9,4,44.4%,1,0,0.0%,-173,-9,-182,0,0,0,0,0,0,0,-7,-14,-11,-7,-7,3,-9,-14,-6
CLE,2016,2017-01-01,1:00,1:00,@,PIT,17,16,Sun,L 24-27,OT,4,3,3,0,0,0,24,37,64.9,243,3,1,4,34,99.3,28,69,2.46,1,312,1,21,5,15,1,14,3,21.4%,2,2,100.0%,162,-37,125,-3,0,0,0,0,0,0,7,7,7,7,0,0,-7,7,-7
IND,2016,2016-11-24,8:30,8:30,,PIT,12,11,Thu,L 7-28,,4,4,4,0,0,0,14,21,66.7,221,3,0,0,0,141.1,29,148,5.10,1,369,,16,8,8,0,11,7,63.6%,0,0,,-57,-2,-59,-2,0,0,0,0,0,0,-14,-14,-14,-14,0,0,-7,-14,-7
ARI,2016,2016-09-25,1:02,1:02,@,BUF,3,3,Sun,L 18-33,,4,4,3,2,2,0,14,25,56.0,89,0,1,4,30,46.9,32,208,6.50,3,297,1,16,11,5,0,13,4,30.8%,0,0,,-120,171,51,-4,0,0,0,0,0,0,-10,-10,-17,-10,0,-7,2,-10,-5
ARI,2016,2016-11-20,1:00,3:00,@,MIN,11,10,Sun,L 24-30,,4,4,3,1,1,0,20,28,71.4,145,1,0,2,24,95.1,24,72,3.00,1,217,1,16,4,7,5,13,6,46.2%,1,0,0.0%,63,10,73,-1,0,0,0,0,0,0,0,-3,-13,0,-3,-10,7,-3,-3
ARI,2016,2016-12-24,4:25,1:25,@,SEA,16,15,Sat,W 34-31,,4,3,2,2,1,0,29,45,64.4,313,4,0,6,37,114.4,27,78,2.89,0,391,1,24,5,17,2,17,8,47.1%,2,0,0.0%,16,-37,-21,0,0,0,0,0,0,0,7,11,4,7,4,-7,-1,11,-8
DAL,2016,2016-11-13,4:25,4:25,@,PIT,10,9,Sun,W 35-30,,4,0,0,3,2,0,37,46,80.4,400,3,0,1,8,124.6,19,48,2.53,1,448,,30,5,22,3,10,4,40.0%,0,0,,79,-105,-26,-1,0,0,0,0,0,0,-2,-2,5,-2,0,7,0,-2,7
DEN,2016,2016-12-25,8:30,7:30,@,KAN,16,15,Sun,L 10-33,,4,4,3,3,2,0,26,37,70.3,246,2,1,0,0,95.1,37,238,6.43,2,484,1,23,10,11,2,17,9,52.9%,0,0,,-175,-63,-238,-2,0,0,0,0,0,0,-14,-11,-11,-14,3,0,-12,-11,-12
DET,2016,2016-09-11,4:27,4:27,@,IND,1,1,Sun,W 39-35,,4,3,3,2,2,0,31,47,66.0,368,4,0,2,17,118.0,19,82,4.32,0,450,,25,6,17,2,16,9,56.3%,0,0,,34,-36,-2,0,0,0,0,0,0,0,7,11,10,7,4,-1,-6,11,-7
DET,2016,2016-09-25,1:02,12:02,@,GNB,3,3,Sun,L 27-34,,4,4,4,2,2,0,15,24,62.5,201,4,0,2,4,128.6,24,123,5.13,0,324,,17,6,9,2,10,5,50.0%,0,0,,-73,167,94,-1,0,0,0,0,0,0,-11,-21,-17,-11,-10,4,10,-21,14
DET,2016,2016-10-16,1:02,1:02,,LAR,6,6,Sun,W 31-28,,4,4,4,0,0,0,27,32,84.4,311,3,1,1,10,125.4,22,76,3.45,1,387,1,23,5,16,2,9,6,66.7%,1,0,0.0%,7,-46,-39,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
DET,2016,2017-01-01,8:30,8:30,,GNB,17,16,Sun,L 24-31,,4,3,2,1,1,0,27,39,69.2,295,4,0,1,5,125.5,31,153,4.94,0,448,,28,9,17,2,13,7,53.8%,0,0,,-77,37,-40,-1,0,0,0,0,0,0,0,4,-3,0,4,-7,-4,4,-11
GNB,2016,2016-10-30,4:25,4:25,@,ATL,8,7,Sun,L 32-33,,4,3,3,2,2,0,28,35,80.0,277,3,0,2,11,128.2,19,90,4.74,1,367,,25,6,16,3,9,4,44.4%,1,1,100.0%,18,-54,-36,0,0,0,0,0,0,0,-3,5,-2,-3,8,-7,1,5,-6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNB,2016,2016-11-06,4:25,3:25,,IND,9,8,Sun,L 26-31,,4,4,4,1,1,0,23,36,63.9,270,1,2,2,11,72.7,28,85,3.04,2,355,2,22,7,14,1,14,7,50.0%,0,0,,31,19,50,1,0,0,0,0,0,0,-4,-14,-11,-4,-10,3,6,-14,9
HOU,2016,2016-10-09,1:05,12:05,@,MIN,5,5,Sun,L 13-31,,4,4,4,1,1,0,22,30,73.3,255,2,0,2,16,120.8,37,96,2.59,1,351,,22,8,13,1,14,7,50.0%,0,0,,-37,-100,-137,-1,0,0,0,0,0,0,-14,-18,-18,-14,-4,0,0,-18,0
