Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,PF,PA,PD,PC,Spread,vs. Line,Over/Under,OU Result,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,Pnt,Yds,Y/P
KAN,2017,2017-10-08,8:30,7:30,@,HOU,5,5,Sun,W 42-34,,42,34,8,76,-2.0,covered,45.0,over,29,37,78.4,323,3,0,1,1,130.2,35,127,3.63,0,450,73,6.1644,57,6.8772,,38:17,3:24,6,64,7,59,13,123,29,5,21,3,16,9,56.3%,0,0,,4,3,3,5,5,1,,,2,86,43.00
PIT,2017,2018-01-14,1:05,1:05,,JAX,19,17,Sun,L 42-45,,42,45,-3,87,-7.0,not covered,40.5,over,37,58,63.8,462,5,1,2,7,110.5,18,83,4.61,1,545,78,6.9872,61,6.1967,2,31:10,3:22,4,25,3,40,7,65,28,4,23,1,16,7,43.8%,6,4,66.7%,6,6,6,,,0,,,2,79,39.50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAR,2017,2017-12-17,4:05,1:05,@,SEA,15,14,Sun,W 42-7,,42,7,35,49,-1.0,covered,47.5,over,15,23,65.2,108,2,1,2,16,89.8,43,244,5.67,3,352,68,5.1765,54,2.7593,1,36:46,3:14,3,25,9,60,12,85,19,10,9,0,16,6,37.5%,3,1,33.3%,5,5,4,2,2,0,,1,5,213,42.60
NWE,2017,2017-11-12,8:30,6:30,@,DEN,10,9,Sun,W 41-16,,41,16,25,57,-7.0,covered,45.0,over,28,37,75.7,297,3,0,1,6,126.3,29,99,3.41,1,396,67,5.9104,61,5.5574,,29:43,3:00,1,5,5,28,6,33,28,6,18,4,11,4,36.4%,3,1,33.3%,5,5,5,2,2,0,,,1,43,43.00
PHI,2017,2018-02-04,6:30,5:30,N,NWE,21,19,Sun,W 41-33,,41,33,8,74,4.5,covered,48.5,over,29,44,65.9,374,4,1,0,0,113.3,27,164,6.07,1,538,71,7.5775,72,8.5139,1,34:04,3:46,6,35,1,5,7,40,25,6,19,0,16,10,62.5%,2,2,100.0%,5,3,2,3,3,2,,,1,41,41.00
LAR,2017,2017-09-21,8:25,5:25,@,SFO,3,3,Thu,W 41-39,,41,39,2,80,-3.0,not covered,40.5,over,22,28,78.6,292,3,0,0,0,145.8,32,126,3.94,2,418,60,6.9667,74,5.6892,2,29:43,3:24,7,52,10,55,17,107,26,7,14,5,12,8,66.7%,0,0,,5,5,5,2,2,0,,,2,113,56.50
SEA,2017,2017-10-29,4:05,1:05,,HOU,8,7,Sun,W 41-38,,41,38,3,79,-6.0,not covered,45.0,over,26,41,63.4,446,4,1,2,6,123.2,21,33,1.57,0,479,64,7.4844,69,7.3768,1,29:38,3:19,10,120,8,93,18,213,21,3,15,3,12,5,41.7%,0,0,,5,5,5,2,2,0,,,5,237,47.40
DAL,2017,2017-10-22,4:05,1:05,@,SFO,7,6,Sun,W 40-10,,40,10,30,50,-6.5,covered,48.0,over,17,27,63.0,236,3,0,0,0,128.0,43,265,6.16,3,501,70,7.1571,65,4.4615,,32:50,2:59,5,36,2,22,7,58,27,14,12,1,11,7,63.6%,1,0,0.0%,6,5,4,,,1,,,3,142,47.33
PIT,2017,2017-11-16,8:25,8:25,,TEN,11,10,Thu,W 40-17,,40,17,23,57,-7.0,covered,44.5,over,30,45,66.7,284,4,0,3,15,115.0,21,65,3.10,0,349,69,5.0580,60,5.2667,,31:40,3:17,7,61,9,65,16,126,25,3,19,3,12,4,33.3%,1,0,0.0%,4,4,4,4,4,0,,,3,152,50.67
BAL,2017,2017-10-26,8:25,8:25,,MIA,8,8,Thu,W 40-0,,40,0,40,40,-3.0,covered,38.0,over,13,22,59.1,121,2,0,0,0,104.5,40,174,4.35,0,295,62,4.7581,66,2.9697,,31:14,3:09,5,40,7,43,12,83,19,9,7,3,13,3,23.1%,0,0,,4,4,4,3,2,1,,,5,225,45.00
PIT,2017,2017-12-10,8:30,8:30,,BAL,14,13,Sun,W 39-38,,39,38,1,77,-6.0,not covered,43.0,over,44,66,66.7,486,2,0,3,20,99.7,16,59,3.69,2,545,85,6.4118,62,6.6613,,33:50,3:29,6,101,5,35,11,136,31,6,23,2,18,12,66.7%,0,0,,4,3,3,4,4,1,,,3,141,47.00
SFO,2017,2017-09-21,8:25,5:25,,LAR,3,3,Thu,L 39-41,,39,41,-2,80,3.0,covered,40.5,over,23,37,62.2,308,2,1,4,24,98.0,33,113,3.42,3,421,74,5.6892,60,6.9667,2,30:17,3:24,10,55,7,52,17,107,25,7,15,3,18,9,50.0%,3,2,66.7%,5,4,3,2,2,1,,,2,83,41.50
ARI,2017,2017-10-15,4:05,2:05,,TAM,6,6,Sun,W 38-33,,38,33,5,71,2.5,covered,46.5,over,18,22,81.8,272,3,1,2,11,139.4,35,160,4.57,2,432,59,7.3220,65,6.3385,2,32:23,3:12,7,61,9,49,16,110,23,7,14,2,9,4,44.4%,1,0,0.0%,5,5,5,1,1,0,,,2,93,46.50
DAL,2017,2017-11-30,8:25,7:25,,WAS,13,12,Thu,W 38-14,,38,14,24,52,1.5,covered,47.0,over,11,22,50.0,93,2,0,1,9,93.4,42,182,4.33,2,275,65,4.2308,60,4.6667,,32:28,2:55,3,25,7,43,10,68,21,13,6,2,14,7,50.0%,1,0,0.0%,5,5,5,1,1,0,,,5,211,42.20
DET,2017,2017-10-15,1:00,12:00,@,NOR,6,6,Sun,L 38-52,,38,52,-14,90,6.0,not covered,50.5,over,25,52,48.1,281,3,3,5,31,62.3,19,66,3.47,0,347,76,4.5658,67,5.6567,5,27:49,3:47,7,46,13,118,20,164,18,2,14,2,18,9,50.0%,1,0,0.0%,5,5,5,2,1,0,,,5,243,48.60
DET,2017,2017-11-12,1:00,1:00,,CLE,10,9,Sun,W 38-24,,38,24,14,62,-10.5,covered,42.5,over,17,26,65.4,241,3,1,4,8,118.9,19,104,5.47,1,345,49,7.0408,77,5.3636,1,25:26,3:06,7,81,7,60,14,141,16,7,9,0,11,5,45.5%,0,0,,5,5,5,1,1,0,,,4,176,44.00
HOU,2017,2017-10-29,4:05,1:05,@,SEA,8,7,Sun,L 38-41,,38,41,-3,79,6.0,covered,45.0,over,19,30,63.3,367,4,3,5,35,106.9,34,142,4.18,1,509,69,7.3768,64,7.4844,3,30:22,3:19,8,93,10,120,18,213,25,8,15,2,10,2,20.0%,1,1,100.0%,5,5,5,1,1,0,,,5,265,53.00
MIN,2017,2017-11-12,1:00,1:00,@,WAS,10,9,Sun,W 38-30,,38,30,8,68,-1.0,covered,43.0,over,21,29,72.4,304,4,2,0,0,117.0,31,102,3.29,1,406,60,6.7667,73,5.3973,2,28:54,3:10,3,40,2,15,5,55,21,6,15,0,12,8,66.7%,0,0,,5,5,5,1,1,0,,,2,79,39.50
NYJ,2017,2017-12-03,1:00,1:00,,KAN,13,12,Sun,W 38-31,,38,31,7,69,4.0,covered,44.0,over,26,36,72.2,331,1,0,0,0,109.8,49,157,3.20,3,488,85,5.7412,46,10.3043,,42:49,3:20,5,40,8,30,13,70,30,10,16,4,20,13,65.0%,1,1,100.0%,4,3,3,3,3,1,1,,2,73,36.50
PHI,2017,2018-01-21,6:40,6:40,,MIN,20,18,Sun,W 38-7,,38,7,31,45,3.0,covered,39.0,over,26,33,78.8,346,3,0,1,6,141.4,30,110,3.67,1,456,64,7.1250,67,4.9701,,34:04,2:58,4,55,2,19,6,74,27,7,19,1,14,10,71.4%,0,0,,5,5,5,1,1,0,,,3,130,43.33
BAL,2017,2017-12-10,8:30,8:30,@,PIT,14,13,Sun,L 38-39,,38,39,-1,77,6.0,covered,43.0,over,20,35,57.1,261,2,1,1,8,88.9,26,152,5.85,3,413,62,6.6613,85,6.4118,1,26:10,3:29,5,35,6,101,11,136,26,9,13,4,10,4,40.0%,0,0,,5,5,5,1,1,0,,,3,125,41.67
NWE,2017,2017-12-24,1:00,1:00,,BUF,16,15,Sun,W 37-16,,37,16,21,53,-11.0,covered,47.5,over,21,28,75.0,218,2,1,2,6,106.8,38,193,5.08,2,411,68,6.0441,68,4.7941,1,31:44,3:03,2,10,4,83,6,93,28,13,13,2,11,5,45.5%,1,1,100.0%,4,4,4,3,3,0,,,1,44,44.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEN,2017,2017-09-17,1:00,1:00,@,JAX,2,2,Sun,W 37-16,,37,16,21,53,-1.0,covered,42.0,over,15,27,55.6,211,1,1,1,4,78.5,36,179,4.97,3,390,64,6.0938,61,5.0820,1,30:46,3:02,7,70,10,99,17,169,21,12,9,0,13,6,46.2%,0,0,,4,4,4,3,3,0,,,3,125,41.67
PHI,2017,2017-11-19,8:30,7:30,@,DAL,11,10,Sun,W 37-9,,37,9,28,46,-6.0,covered,48.0,under,14,27,51.9,168,2,0,0,0,95.9,33,215,6.52,2,383,60,6.3833,63,3.5714,,29:29,2:57,3,30,2,10,5,40,17,8,9,0,14,5,35.7%,1,1,100.0%,5,1,1,1,,4,3,,6,275,45.83
NWE,2017,2017-09-17,1:00,12:00,@,NOR,2,2,Sun,W 36-20,,36,20,16,56,-5.5,covered,55.0,over,30,39,76.9,436,3,0,2,11,139.6,31,119,3.84,1,555,72,7.7083,63,6.8095,,35:06,3:06,9,66,5,35,14,101,29,8,19,2,12,6,50.0%,0,0,,4,4,3,3,3,0,,,3,111,37.00
NWE,2017,2017-09-24,1:00,1:00,,HOU,3,3,Sun,W 36-33,,36,33,3,69,-13.5,not covered,44.5,over,25,35,71.4,337,5,0,5,41,146.2,20,59,2.95,0,396,60,6.6000,67,6.2239,1,26:22,3:19,5,69,10,60,15,129,21,1,16,4,13,6,46.2%,0,0,,5,4,4,,,1,1,,6,272,45.33
TEN,2017,2017-10-16,8:30,7:30,,IND,6,6,Mon,W 36-22,,36,22,14,58,-7.0,covered,46.0,over,23,32,71.9,305,1,1,1,1,99.2,34,168,4.94,2,473,67,7.0597,57,5.2105,1,35:53,3:12,4,45,5,51,9,96,25,7,15,3,13,6,46.2%,1,1,100.0%,3,3,3,5,5,0,,,1,44,44.00
CAR,2017,2017-11-26,1:00,1:00,@,NYJ,12,11,Sun,W 35-27,,35,27,8,62,-5.5,covered,39.5,over,11,28,39.3,154,0,0,3,14,59.8,33,145,4.39,2,299,64,4.6719,65,6.0154,,31:50,3:25,10,84,7,68,17,152,17,5,9,3,14,3,21.4%,1,1,100.0%,4,1,,3,3,3,1,,6,284,47.33
DET,2017,2017-09-10,1:00,1:00,,ARI,1,1,Sun,W 35-23,,35,23,12,58,2.5,covered,48.5,over,29,41,70.7,285,4,1,1,7,113.1,27,82,3.04,0,367,69,5.3188,67,4.5970,1,33:20,3:26,10,100,6,55,16,155,19,3,15,1,16,8,50.0%,1,0,0.0%,5,2,2,1,1,3,,,5,189,37.80
DET,2017,2017-12-31,1:00,1:00,,GNB,17,16,Sun,W 35-11,,35,11,24,46,-7.5,covered,44.5,over,20,29,69.0,305,3,0,2,18,140.4,23,51,2.22,1,356,54,6.5926,63,4.0635,,28:13,2:56,5,62,8,68,13,130,18,4,12,2,12,4,33.3%,0,0,,4,3,3,2,2,1,1,,6,266,44.33
GNB,2017,2017-09-28,8:25,7:25,,CHI,4,4,Thu,W 35-14,,35,14,21,49,-7.5,covered,44.0,over,19,27,70.4,169,4,0,2,10,127.9,24,91,3.79,1,260,53,4.9057,64,4.8125,,28:09,3:52,7,55,8,62,15,117,17,5,9,3,14,7,50.0%,1,1,100.0%,5,5,5,,,0,,,5,238,47.60
GNB,2017,2017-10-08,4:25,3:25,@,DAL,5,5,Sun,W 35-31,,35,31,4,66,2.5,covered,52.0,over,19,29,65.5,182,3,0,4,39,122.9,25,160,6.40,1,342,58,5.8966,72,5.6667,1,24:54,3:07,6,38,7,70,13,108,25,9,13,3,7,3,42.9%,1,1,100.0%,5,4,2,1,1,1,,,2,97,48.50
MIA,2017,2017-12-03,1:00,1:00,,DEN,13,12,Sun,W 35-9,,35,9,26,44,1.0,covered,41.0,over,18,32,56.3,222,2,2,2,13,74.3,30,145,4.83,1,367,64,5.7344,67,4.0299,3,34:22,3:20,7,85,9,57,16,142,15,4,10,1,15,4,26.7%,0,0,,4,4,4,1,1,0,,2,9,386,42.89
NWE,2017,2017-11-26,1:00,1:00,,MIA,12,11,Sun,W 35-17,,35,17,18,52,-17.0,covered,49.0,over,18,28,64.3,221,4,1,1,6,114.1,38,196,5.16,1,417,67,6.2239,60,3.6833,2,32:41,3:11,7,70,6,52,13,122,25,9,11,5,12,5,41.7%,2,1,50.0%,5,5,5,,,0,,,3,122,40.67
NWE,2017,2018-01-13,8:15,8:15,,TEN,19,17,Sat,W 35-14,,35,14,21,49,-13.5,covered,48.5,over,35,53,66.0,337,3,0,0,0,102.5,27,101,3.74,2,438,80,5.4750,61,4.3770,,32:56,3:25,4,37,10,62,14,99,31,8,20,3,17,11,64.7%,0,0,,5,5,5,1,,0,,,4,169,42.25
LAR,2017,2017-10-01,1:00,12:00,@,DAL,4,4,Sun,W 35-30,,35,30,5,65,5.0,covered,51.0,over,21,36,58.3,244,2,0,1,11,98.7,31,168,5.42,0,412,68,6.0588,65,6.7692,,30:32,3:21,7,41,4,45,11,86,24,9,14,1,13,5,38.5%,0,0,,2,2,2,7,7,0,,,2,108,54.00
LAR,2017,2017-12-10,4:25,1:25,,PHI,14,13,Sun,L 35-43,,35,43,-8,78,-1.0,not covered,47.5,over,16,26,61.5,198,2,0,2,1,110.9,17,109,6.41,2,307,45,6.8222,85,5.3529,2,20:48,3:33,7,102,10,67,17,169,17,6,8,3,7,2,28.6%,0,0,,5,5,5,,,0,,,5,282,56.40
ATL,2017,2017-09-17,8:30,8:30,,GNB,2,2,Sun,W 34-23,,34,23,11,57,-3.0,covered,55.0,over,19,28,67.9,223,1,0,3,29,108.0,27,141,5.22,2,364,58,6.2759,68,5.3971,,28:37,3:10,6,34,10,70,16,104,19,7,12,0,11,5,45.5%,0,0,,4,4,4,2,2,0,,,4,165,41.25
ATL,2017,2017-11-20,8:30,5:30,@,SEA,11,10,Mon,W 34-31,,34,31,3,65,-1.0,covered,46.0,over,19,27,70.4,190,2,0,1,5,115.5,30,89,2.97,1,279,58,4.8103,69,5.2174,1,30:21,3:18,7,69,9,106,16,175,22,6,12,4,14,9,64.3%,0,0,,4,4,4,2,2,0,,,3,116,38.67
ATL,2017,2017-11-26,1:00,1:00,,TAM,12,11,Sun,W 34-20,,34,20,14,54,-10.5,covered,47.0,over,27,36,75.0,368,2,0,0,0,125.7,28,148,5.29,2,516,64,8.0625,68,5.4853,1,30:06,2:54,4,42,2,15,6,57,23,7,16,0,14,11,78.6%,0,0,,4,4,4,2,2,0,,,2,104,52.00
BUF,2017,2017-10-29,1:00,1:00,,OAK,8,7,Sun,W 34-14,,34,14,20,48,-2.0,covered,47.0,over,20,27,74.1,165,1,0,0,0,101.6,37,166,4.49,2,331,64,5.1719,63,5.8254,,35:37,3:02,11,95,6,50,17,145,17,8,9,0,15,6,40.0%,1,1,100.0%,4,4,4,2,2,0,,,5,226,45.20
HOU,2017,2017-10-08,8:30,7:30,,KAN,5,5,Sun,L 34-42,,34,42,-8,76,2.0,not covered,45.0,over,16,31,51.6,248,5,0,3,13,119.8,23,144,6.26,0,392,57,6.8772,73,6.1644,1,21:43,3:24,7,59,6,64,13,123,20,6,13,1,10,3,30.0%,1,1,100.0%,5,2,2,,,3,1,,5,240,48.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIN,2017,2017-09-24,1:00,3:00,,TAM,3,3,Sun,W 34-17,,34,17,17,51,0.0,covered,41.0,over,25,33,75.8,369,3,0,0,0,142.1,37,125,3.38,1,494,70,7.0571,51,6.7059,,37:46,3:01,5,53,7,37,12,90,25,7,16,2,13,7,53.8%,0,0,,4,4,4,2,2,0,,,3,121,40.33
MIN,2017,2017-12-17,1:00,3:00,,CIN,15,14,Sun,W 34-7,,34,7,27,41,-12.5,covered,42.5,under,20,25,80.0,222,2,1,2,14,116.0,34,124,3.65,1,346,61,5.6721,51,3.1569,1,35:52,3:01,11,93,5,44,16,137,18,7,8,3,12,4,33.3%,0,0,,4,4,4,2,2,0,,,5,217,43.40
NOR,2017,2017-09-24,1:00,1:00,@,CAR,3,3,Sun,W 34-13,,34,13,21,47,5.0,covered,46.5,over,22,29,75.9,213,3,0,1,7,131.4,27,149,5.52,1,362,57,6.3509,59,4.8814,,31:09,2:52,1,10,1,5,2,15,21,9,12,0,12,6,50.0%,0,0,,4,4,4,3,2,0,,,3,150,50.00
NOR,2017,2017-11-19,1:00,12:00,,WAS,11,10,Sun,W 34-31,OT,34,31,3,65,-9.5,not covered,52.5,over,29,41,70.7,375,2,1,2,10,106.3,23,160,6.96,1,535,66,8.1061,67,6.8060,1,30:24,3:28,7,54,9,67,16,121,27,10,16,1,12,4,33.3%,1,1,100.0%,3,2,2,4,4,1,1,,3,119,39.67
NYJ,2017,2017-11-02,8:25,8:25,,BUF,9,9,Thu,W 34-21,,34,21,13,55,3.0,covered,42.0,over,14,20,70.0,137,1,0,1,3,106.2,41,194,4.73,3,331,62,5.3387,69,4.4493,,33:30,3:20,10,66,11,99,21,165,21,10,6,5,14,6,42.9%,0,0,,4,4,4,2,2,0,,,5,208,41.60
PHI,2017,2017-10-08,1:00,1:00,,ARI,5,5,Sun,W 34-7,,34,7,27,41,-6.0,covered,45.0,under,21,30,70.0,297,4,1,1,7,128.3,33,122,3.70,0,419,64,6.5469,60,5.1167,1,35:47,2:57,5,60,7,61,12,121,19,5,11,3,14,9,64.3%,0,0,,4,4,4,2,2,0,,,3,129,43.00
PHI,2017,2017-10-23,8:30,8:30,,WAS,7,7,Mon,W 34-24,,34,24,10,58,-5.0,covered,48.5,over,17,25,68.0,244,4,1,3,24,126.3,33,127,3.85,0,371,61,6.0820,62,5.5484,1,29:45,3:09,9,55,5,55,14,110,23,8,11,4,12,6,50.0%,0,0,,4,4,4,3,2,0,,,3,153,51.00
PHI,2017,2017-12-17,1:00,1:00,@,NYG,15,14,Sun,W 34-29,,34,29,5,63,-7.5,not covered,40.5,over,24,38,63.2,233,4,0,1,4,115.8,27,108,4.00,0,341,66,5.1667,81,6.2222,,30:53,3:25,7,44,5,67,12,111,22,5,15,2,13,6,46.2%,1,0,0.0%,4,4,4,2,2,0,,,4,187,46.75
PIT,2017,2017-12-25,4:30,3:30,@,HOU,16,15,Mon,W 34-6,,34,6,28,40,-8.0,covered,45.5,under,20,30,66.7,226,2,0,0,0,111.2,28,104,3.71,2,330,58,5.6897,52,4.3654,,30:56,2:56,4,24,7,80,11,104,20,6,12,2,12,7,58.3%,0,0,,4,4,4,2,2,0,,,3,143,47.67
SFO,2017,2017-12-31,4:25,1:25,@,LAR,17,16,Sun,W 34-13,,34,13,21,47,-6.0,covered,44.5,over,20,33,60.6,292,2,2,0,0,84.4,30,169,5.63,2,461,63,7.3175,63,3.9841,3,29:09,2:59,4,23,6,46,10,69,25,10,13,2,12,6,50.0%,0,0,,4,4,4,2,2,0,,,2,87,43.50
CAR,2017,2017-10-01,1:00,1:00,@,NWE,4,4,Sun,W 33-30,,33,30,3,63,9.0,covered,48.0,over,22,29,75.9,304,3,1,2,12,130.8,29,140,4.83,1,444,60,7.4000,67,5.5672,2,28:53,3:00,1,33,7,55,8,88,28,7,18,3,9,6,66.7%,0,0,,4,4,3,2,2,0,,,1,35,35.00
CHI,2017,2017-12-10,1:00,1:00,@,CIN,14,13,Sun,W 33-7,,33,7,26,40,6.0,covered,40.5,under,25,32,78.1,250,1,0,2,21,112.4,38,232,6.11,3,482,72,6.6944,53,4.4151,,38:09,3:10,10,74,7,56,17,130,29,13,14,2,11,4,36.4%,2,1,50.0%,4,4,3,2,2,0,,,3,142,47.33
DAL,2017,2017-10-29,4:25,4:25,@,WAS,8,7,Sun,W 33-19,,33,19,14,52,-3.0,covered,46.5,over,14,22,63.6,138,0,0,2,5,82.2,39,169,4.33,2,307,63,4.8730,58,4.9138,1,33:19,3:11,8,89,5,32,13,121,18,8,9,1,14,5,35.7%,1,1,100.0%,3,3,3,5,4,0,,,3,137,45.67
