Tm,Year,Date,Time,LTime,,Opp,Week,G#,Day,Result,OT,PF,PA,PD,PC,Spread,vs. Line,Over/Under,OU Result,Cmp,Att,Cmp%,Yds,TD,Int,Sk,Yds,Rate,Att,Yds,Y/A,TD,Tot,Ply,Y/P,DPly,DY/P,TO,ToP,Time,Pen,Yds,OppPen,OppYds,CombPen,CombPenYds,1stD,Rsh,Pass,Pen,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,TD,XPA,XPM,FGA,FGM,2PA,2PM,Sfty,Pnt,Yds,Y/P
ARI,2016,2016-12-24,4:25,1:25,@,SEA,16,15,Sat,W 34-31,,34,31,3,65,9.0,covered,43.5,over,16,27,59.3,276,1,0,1,8,107.6,29,94,3.24,3,370,57,6.4912,78,5.0128,1,26:18,3:21,7,85,5,40,12,125,21,10,9,2,9,1,11.1%,0,0,,4,4,4,3,2,0,,,5,222,44.40
DEN,2016,2016-09-18,4:25,2:25,,IND,2,2,Sun,W 34-20,,34,20,14,54,-6.0,covered,47.0,over,22,33,66.7,266,0,1,1,0,78.6,31,134,4.32,1,400,65,6.1538,66,3.8333,1,30:41,3:12,8,54,8,94,16,148,24,7,13,4,11,5,45.5%,0,0,,3,2,2,5,4,1,1,,2,98,49.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNB,2016,2016-09-25,1:02,12:02,,DET,3,3,Sun,W 34-27,,34,27,7,61,-6.0,covered,47.5,over,15,24,62.5,201,4,0,2,4,129.3,24,123,5.13,0,324,50,6.4800,67,6.2388,,24:53,2:54,4,45,4,86,8,131,17,6,9,2,10,5,50.0%,0,0,,4,4,4,2,2,0,,,2,83,41.50
GNB,2016,2017-01-15,4:40,3:40,@,DAL,19,18,Sun,W 34-31,,34,31,3,65,5.5,covered,52.5,over,28,43,65.1,326,2,1,3,29,96.6,17,87,5.12,2,413,63,6.5556,64,6.7031,1,29:46,3:22,3,22,6,50,9,72,27,6,18,3,11,6,54.5%,0,0,,4,4,4,2,2,0,,,3,164,54.67
MIA,2016,2016-12-17,8:25,8:25,@,NYJ,15,14,Sat,W 34-13,,34,13,21,47,-2.5,covered,40.0,over,12,18,66.7,236,4,1,1,0,126.2,27,67,2.48,0,303,46,6.5870,72,5.0000,1,27:28,3:02,9,70,3,42,12,112,13,2,10,1,12,5,41.7%,0,0,,5,5,4,,,0,,,6,257,42.83
MIA,2016,2016-12-24,1:00,1:00,@,BUF,16,15,Sat,W 34-31,OT,34,31,3,65,4.5,covered,44.5,over,16,30,53.3,233,2,1,0,0,87.2,38,261,6.87,2,494,68,7.2647,90,6.5444,1,33:40,3:38,2,15,5,35,7,50,22,12,10,0,12,5,41.7%,0,0,,4,4,4,3,2,0,,,5,207,41.40
NOR,2016,2016-09-11,1:05,12:05,,OAK,1,1,Sun,L 34-35,,34,35,-1,69,-2.5,not covered,50.0,over,28,42,66.7,419,4,0,1,4,131.3,22,88,4.00,0,507,65,7.8000,64,7.5938,1,29:35,4:23,7,53,14,141,21,194,27,7,16,4,11,4,36.4%,1,1,100.0%,4,4,4,4,2,0,,,2,95,47.50
NWE,2016,2017-01-14,8:15,8:15,,HOU,19,17,Sat,W 34-16,,34,16,18,50,-16.0,covered,44.0,over,18,38,47.4,279,2,2,2,8,68.6,27,98,3.63,1,377,67,5.6269,66,4.5758,3,27:30,3:11,5,50,5,75,10,125,20,6,12,2,14,5,35.7%,0,0,,4,4,4,2,2,0,,,6,240,40.00
NWE,2016,2017-02-05,6:30,5:30,N,ATL,21,19,Sun,W 34-28,OT,34,28,6,62,-3.0,covered,57.0,over,43,63,68.3,442,2,1,5,24,93.8,25,104,4.16,2,546,93,5.8710,46,7.4783,2,40:31,3:47,4,23,9,65,13,88,37,7,26,4,14,7,50.0%,1,1,100.0%,4,1,,2,2,2,2,,4,166,41.50
PHI,2016,2016-09-25,4:25,4:25,,PIT,3,3,Sun,W 34-3,,34,3,31,37,3.5,covered,46.5,under,23,31,74.2,301,2,0,0,0,125.9,30,125,4.17,2,426,61,6.9836,58,4.3276,,34:56,2:56,10,99,7,77,17,176,25,10,11,4,10,4,40.0%,0,0,,4,4,4,2,2,0,,,4,165,41.25
OAK,2016,2016-10-09,4:25,1:25,,SDG,5,5,Sun,W 34-31,,34,31,3,65,-3.5,not covered,50.5,over,25,40,62.5,300,2,1,3,17,93.4,25,89,3.56,1,389,68,5.7206,51,8.2941,1,36:18,3:15,6,36,4,38,10,74,19,6,12,1,14,5,35.7%,1,1,100.0%,3,2,2,5,4,1,1,,3,139,46.33
SDG,2016,2016-10-02,4:25,1:25,,NOR,4,4,Sun,L 34-35,,34,35,-1,69,-3.5,not covered,54.0,over,28,43,65.1,308,2,1,3,13,93.3,21,38,1.81,2,346,67,5.1642,72,3.8194,3,27:21,3:22,5,46,6,34,11,80,21,5,15,1,13,6,46.2%,1,0,0.0%,4,4,4,2,2,0,,,4,176,44.00
TAM,2016,2016-10-23,4:05,1:05,@,SFO,7,6,Sun,W 34-17,,34,17,17,51,1.0,covered,45.0,over,21,30,70.0,264,3,1,2,5,117.2,41,249,6.07,1,513,73,7.0274,66,4.1364,1,33:49,3:14,7,78,4,31,11,109,27,8,17,2,14,6,42.9%,1,0,0.0%,4,4,4,3,2,0,,,3,117,39.00
ATL,2016,2016-10-30,4:25,4:25,,GNB,8,8,Sun,W 33-32,,33,32,1,65,-3.0,not covered,51.0,over,28,35,80.0,277,3,0,2,11,129.5,19,90,4.74,1,367,56,6.5536,60,5.5167,,28:43,3:06,7,46,6,68,13,114,25,6,16,3,9,4,44.4%,1,1,100.0%,4,3,3,2,2,1,,,2,101,50.50
ATL,2016,2016-12-24,1:00,1:00,@,CAR,16,15,Sat,W 33-16,,33,16,17,49,-3.0,covered,49.0,push,27,33,81.8,256,2,0,4,21,121.8,24,152,6.33,1,408,61,6.6885,68,4.4412,,32:45,3:15,6,45,4,24,10,69,21,6,13,2,14,6,42.9%,0,0,,3,3,3,5,4,0,,,3,127,42.33
